Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
124, 770,B,Post Moratorium          ,     388.310,   28.200001,LO Sphenolithus distentus
,,,,,,
124, 770,B,Post Moratorium          ,     398.200,   34.599998,LO Reticulofenestra umbilica
,,,,,,
124, 770,B,Post Moratorium          ,     400.200,   35.099998,LO Ericsonia formosa
,,,,,,
124, 770,B,Post Moratorium          ,     407.950,   36.700001,LO Discoaster barbadiensis
,,,,,,
124, 770,B,Post Moratorium          ,     412.060,   40.000000,LO Chiasmolithus grandis
,,,,,,
