Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
190,1174,B,Initial Reports          ,    1106.900,   13.400000,FAD Reticulofenestra pseudoumbilicus (>7microns)
,,,,,,
190,1174,B,Shipboard                ,      61.550,    0.085000, 
,,,,,,
190,1174,B,Shipboard                ,     166.900,    0.260000, 
,,,,,,
190,1174,B,Shipboard                ,     297.480,    0.460000, 
,,,,,,
190,1174,B,Shipboard                ,     556.700,    0.800000, 
,,,,,,
190,1174,B,Shipboard                ,     596.140,    1.060000, 
,,,,,,
190,1174,B,Shipboard                ,     642.560,    1.800000, 
,,,,,,
190,1174,B,Shipboard                ,     652.470,    1.950000, 
,,,,,,
190,1174,B,Shipboard                ,     669.850,    2.520000, 
,,,,,,
190,1174,B,Shipboard                ,     677.580,    2.550000, 
,,,,,,
190,1174,B,Shipboard                ,     739.880,    3.750000, 
,,,,,,
190,1174,B,Shipboard                ,     761.980,    5.050000, 
,,,,,,
190,1174,B,Shipboard                ,     781.180,    5.540000, 
,,,,,,
190,1174,B,Shipboard                ,     843.570,    7.200000, 
,,,,,,
190,1174,B,Shipboard                ,     871.050,    8.600000, 
,,,,,,
190,1174,B,Shipboard                ,     890.410,    8.800000, 
,,,,,,
190,1174,B,Shipboard                ,     912.050,    9.630000, 
,,,,,,
190,1174,B,Shipboard                ,     951.240,   10.900000, 
,,,,,,
190,1174,B,Shipboard                ,    1058.620,   11.800000, 
,,,,,,
190,1174,B,Shipboard                ,    1063.920,   12.300000, 
,,,,,,
190,1174,B,Shipboard                ,    1088.990,   13.200000, 
,,,,,,
190,1174,B,Shipboard                ,    1106.900,   13.400000, 
,,,,,,
