Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
145, 883,B,Post Moratorium          ,     134.030,    3.150000,LO Thalassiosira marujamica
,,,,,,
145, 883,B,Post Moratorium          ,     164.150,    3.680000,FO Neodenticula koizumii
,,,,,,
145, 883,B,Post Moratorium          ,     183.600,    3.750000,FO Actinocyclus oculatus
,,,,,,
145, 883,B,Post Moratorium          ,     288.200,    4.550000,LO Thalassiosira jacksonii (plicate)
,,,,,,
145, 883,B,Post Moratorium          ,     297.700,    4.950000,FO Thalassiosira latimarginata
,,,,,,
145, 883,B,Post Moratorium          ,     317.000,    5.300000,FO Thalassiosira oestrupii
,,,,,,
145, 883,B,Post Moratorium          ,     326.700,    5.700000,LO Thalassiosira miocenica
,,,,,,
145, 883,B,Post Moratorium          ,     424.000,    6.200000,FO Thalassiosira miocenica
,,,,,,
145, 883,B,Post Moratorium          ,     444.100,    6.550000,FO Thalassiosira jacksonii
,,,,,,
145, 883,B,Post Moratorium          ,     472.900,    7.150000,FO Neodenticula kamtschatica
,,,,,,
145, 883,B,Post Moratorium          ,     482.700,    7.250000,FO Nitzschia reinholdii
,,,,,,
145, 883,B,Post Moratorium          ,     508.900,    8.400000,LCO Denticulopsis hustedtii
,,,,,,
145, 883,B,Post Moratorium          ,     521.800,    8.800000,LO Lychnocanoma nipponica
,,,,,,
145, 883,B,Post Moratorium          ,     552.000,    9.800000,FO Denticulopsis dimorpha
,,,,,,
145, 883,B,Post Moratorium          ,     562.000,   11.700000,LO Cyrtocapsella cornuta
,,,,,,
145, 883,B,Post Moratorium          ,     578.270,   14.900000,LO Denticulopsis hyalina
,,,,,,
145, 883,B,Post Moratorium          ,     592.000,   15.300000,FO Eucyrtidium inflatum
,,,,,,
145, 883,B,Post Moratorium          ,     598.270,   15.900000,FO Denticulopsis lauta
,,,,,,
145, 883,B,Post Moratorium          ,     601.000,   16.299999,FO Denticulopsis praelauta
,,,,,,
145, 883,B,Post Moratorium          ,     619.360,   18.180000,FO Sphenolithus heteromorphus
,,,,,,
145, 883,B,Post Moratorium          ,     627.570,   18.400000,FO Crucidenticula sawamurae
,,,,,,
145, 883,B,Post Moratorium          ,     628.260,   18.870001,O Sphenolithus belemnos
,,,,,,
145, 883,B,Post Moratorium          ,     657.560,   23.809999,LO Dictyococcites bisectus
,,,,,,
145, 883,B,Post Moratorium          ,     675.310,   32.049999,LO Reticulofenestra umbilica
,,,,,,
145, 883,B,Post Moratorium          ,     683.630,   32.500000,LO Isthmolithus recurvus
,,,,,,
145, 883,B,Post Moratorium          ,     710.020,   34.500000,LO Discoaster saipanensis
,,,,,,
145, 883,B,Post Moratorium          ,     714.180,   42.900002,FO Globigerinatheka index
,,,,,,
145, 883,B,Post Moratorium          ,     725.810,   43.700001,FO Discoaster bifax
,,,,,,
145, 883,B,Post Moratorium          ,     743.660,   45.200001,FO Acarinina bullbrooki
,,,,,,
145, 883,B,Post Moratorium          ,     762.300,   47.299999,LO Nannotetrina fulgens
,,,,,,
145, 883,B,Post Moratorium          ,     774.200,   47.799999,FO Nannotetrina cristata
,,,,,,
145, 883,B,Post Moratorium          ,     794.200,   50.799999,FO Acarinina pentacamerata
,,,,,,
145, 883,B,Post Moratorium          ,     811.900,   52.250000,FO Discoaster lodoensis
,,,,,,
145, 883,B,Post Moratorium          ,     813.200,   53.320000,FO Tribrachiatus orthostylus
,,,,,,
145, 883,B,Post Moratorium          ,     813.480,   56.049999,FO Discoaster multiradiatus
,,,,,,
145, 883,B,Post Moratorium          ,     816.700,   57.840000,FO Discoaster mohleri
,,,,,,
