Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
104, 644,A,Initial Reports          ,      22.000,    0.135000,FO Emiliania huxleyi
,,,,,,
104, 644,A,Initial Reports          ,      51.000,    0.350000,LO Pseudoemiliania lacunosa
,,,,,,
104, 644,A,Initial Reports          ,      81.770,    0.730000,Brunhes /Matuyama
,,,,,,
104, 644,A,Initial Reports          ,     103.810,    0.910000,Top Jaramillo
,,,,,,
104, 644,A,Initial Reports          ,     111.220,    0.980000,Base Jaramillo
,,,,,,
104, 644,A,Initial Reports          ,     166.310,    1.660000,Top Olduvai
,,,,,,
104, 644,A,Initial Reports          ,     180.810,    1.880000,Base Olduvai
,,,,,,
104, 644,A,Initial Reports          ,     225.210,    2.470000,Matuyama /Gauss
,,,,,,
