leg,site,hole,core,coretype,section,observer,top interval,piece number top,sub piece top,bottom interval,piece number bottom,sub piece bottom,lithology,color,color number,structures,drilling deformities,unusual occurrences,minerals,paleontology,other,induration,more data available,code,latitude,longitude,depth,top interval depth below sea floor,bottom interval depth below sea floor
126,792,E,001,Rotary,01,FHM,000,,,098,,,"foraminfer-rich silty sand(0-46,54-98cm); clayey silt(46-54cm)","olive gray(0-46,54-98cm); dark olive gray(46-54cm)","5y 5/2(0-46,54-98cm); 5y 3/2(46-54cm)","shells(10cm); minor bioturbation(0-46,54-98cm); slightly to moderately burrowed(0-46,54-98cm); faint laminae(24-25cm)","slightly fractured(0-40,60-70cm); moderately fragmented(40-60cm)",scattered basaltic sand(10-45cm); rounded granules(10cm),scattered basaltic sand(10-45cm),"foraminifers(0-46,54-98cm); bivalves(10cm)",rounded granules(10cm); sand-sized basaltic grains(10-45cm),lithified(10-45cm); stiff(46-54cm),,R,32.39935,140.37927,0135.60,13560,13658
126,792,E,002,Rotary,01,NIS,000,,,036,,,nannofossil-rich vitric silty clay,olive gray and dark gray w/ dark greenish gray ash pocket @17-17.5cm,5y 4/2 and 5y 4/1 w/ 10y 5/1 ash pocket @17-17.5cm,minor bioturbation/ burrowed(11-17cm),,pocket of ash(17-17.5cm); burrows filled w/ scoriaceous sand(11-17cm); vitric material,pocket of ash(17-17.5cm); burrows filled w/ scoriaceous sand(11-17cm); vitric material,nannos,medium to crs grained scoriaceous sand filling burrows(11-17cm); silt-sized ash(17-17.5cm),,,R,32.39935,140.37927,0145.20,14519,14555
126,792,E,003,Rotary,01,NIS,000,,,150,,,"nannofossil-rich vitric silty clay(0-3,7-21,23-41,46-150cm); vitric silt(3-7cm); crystal-vitric sandy mud(21-23cm); scoria pebble-granule gravel(41-44cm) & vitric silt(44-46cm) or scoria pebble-granule gravel(44-46cm)","olive gray(0-3cm); light gray(3-7cm); olive gray(7-21,23-42,46-65cm); brownish black(21-23cm); black(42-44cm); gray/light gray(44-46cm); dark olive gray(65-150cm)","5y 5/2(0-3cm); n7/(3-7cm); 5y 4/2(7-21,23-42,46-65cm); 5yr 2/1 (21-23cm); n2/ (42-44cm); 5y 6/1 (44-46cm); 5y 3/2(65-150cm)",1-2cm thick ash layers(55-59cm),moderately(0-65cm) to highly(65-150cm) disturbed,"scoria pebble-granule gravel(41-44cm); vitric(0-41,44-150cm or 0-44,46-150cm); ash(3-7,21-23,44-46cm;1-2cm thick @ 55-59cm); pumice(3-7cm; 5mm thick @ 15cm)","scoria pebble-granule gravel(41-44cm); vitric(0-41,44-150cm or 0-44,46-150cm); ash(3-7,21-23,44-46cm; 1-2cm thick @ 55-59cm); pumice(3-7cm; 5mm thick @ 15cm)","nannos(0-3,7-21,23-41,46-150cm)","max 5mm, well rounded pumice(3-7cm); max 3mm, mean 0.5mm pumice(15cm); very fine sand(21-23cm); scoria pebble-granule gravel, crs sand(41-44cm, max 8mm, mean 1mm); transitional contact(21cm)?; fine sand ash layers(55,59cm)",,,R,32.39935,140.37927,0154.80,15480,15630
126,792,E,003,Rotary,02,NIS,000,,,060,,,nannofossil-rich vitric silty clay,dark olive gray,5y 3/2,,highly disturbed,vitric material,vitric material,nannos,,,,R,32.39935,140.37927,0156.30,15630,15690
126,792,E,003,Rotary,02,NIS,060,,,070,,,interstitial water sample,,,,,,,,,,,R,32.39935,140.37927,0156.30,15690,15700
126,792,E,003,Rotary,03,NIS,000,,,048,,,nannofossil-rich vitric silty clay,dark olive gray,5y 3/2,,highly disturbed,vitric material,vitric material,nannos,,,,R,32.39935,140.37927,0157.00,15700,15748
126,792,E,003,Rotary,CC,NIS,000,,,008,,,nannofossil-rich vitric silty clay,dark olive gray,5y 3/2,,highly disturbed,vitric material,vitric material,nannos,,,,R,32.39935,140.37927,0157.48,15747,15755
126,792,E,004,Rotary,01,NIS,000,,,150,,,nannofossil-rich clay(0-130cm); nannofossil-rich silty clay(130-150cm),olive gray w/ olive black @21-22cm(0-130cm); dark olive gray(130-150cm),5y 4/2 w/ 5y 2/1 @21-22cm(0-130cm); 5y 3/2(130-150cm),"minor bioturbation(27-65,78-97,120-130,140-150cm)",moderately disturbed,ash/scoria(21-22cm); scattered scoriaceous and pumiceous granules(80-150cm),ash/scoria(21-22cm); scattered scoriaceous and pumiceous granules(80-150cm),nannos,3mm silt-sized scoria ash(21-22cm); up to 4mm scattered scoriaceous and pumiceous granules(80-150cm),slightly harder than surrounding sediment(90-94cm),,R,32.39935,140.37927,0164.50,16450,16600
126,792,E,004,Rotary,02,NIS,000,,,150,,,nannofossil-rich silty clay(0-10cm); vitric silty clay(10-25cm); vitric sand(25-75cm); clay(75-120cm); nannofossil-rich clay(120-150cm),"dark olive gray w/ burrows filled w/ black sand @ 0-10cm(0-10,120-150cm); olive black(10-25,75-120cm); grayish black w/ some black and orange brown rock frags(25-75cm)","5y 3/2 w/ burrows filled w/ 10yr 2/1, 5gy 2/1 sand @ 0-10cm(0-10,120-150cm); 5y 2/1(10-25,75-120cm); n2/ (25-75cm)","minor bioturbation,burrows filled w/ sand @0-10cm(0-25,110-140cm)",highly disturbed,burrows filled w/ scoriaceous sands(0-10cm); vitric silt(10-25cm); scoriaceous sand(25-75cm),"scoria(0-10,25-75cm); vitric(10-25cm); feldspar rock frags(25-75cm)","nannos(0-10,75-150cm)","10mm diameter burrows filled w/ medium grained scoriaceous sand(0-10cm); up to 4mm, mean 1mm very crs grained scoriaceous sand(25-75cm)",,,R,32.39935,140.37927,0166.00,16600,16750
126,792,E,004,Rotary,CC,NIS,000,,,019,,,nannofossil-rich clay,dark olive gray,5y 3/2,,highly disturbed,,,nannos,,,,R,32.39935,140.37927,0167.50,16750,16769
