Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
116, 717,C,Initial Reports          ,      67.500,    0.470000,N/A
,,,,,,
116, 717,C,Initial Reports          ,     198.000,    0.930000,N/A
,,,,,,
116, 717,C,Initial Reports          ,     205.000,    1.900000,N/A
,,,,,,
116, 717,C,Initial Reports          ,     224.000,    2.200000,N/A
,,,,,,
116, 717,C,Initial Reports          ,     233.000,    2.470000,N/A
,,,,,,
116, 717,C,Initial Reports          ,     282.000,    2.900000,N/A
,,,,,,
116, 717,C,Initial Reports          ,     321.500,    3.500000,N/A
,,,,,,
116, 717,C,Initial Reports          ,     404.000,    5.300000,N/A
,,,,,,
116, 717,C,Initial Reports          ,     425.000,    5.600000,N/A
,,,,,,
116, 717,C,Initial Reports          ,     482.000,    5.900000,N/A
,,,,,,
116, 717,C,Initial Reports          ,     697.000,    8.300000,N/A
,,,,,,
116, 717,C,Initial Reports          ,     820.400,    9.500000,N/A
,,,,,,
