Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
124, 768,C,Post Moratorium          ,     158.130,    8.200000,FO D. quinqueramus
,,,,,,
124, 768,C,Post Moratorium          ,     470.950,    8.700000,LO D. bollii
,,,,,,
124, 768,C,Post Moratorium          ,     493.160,    8.850000,LO D. hamatus
,,,,,,
124, 768,C,Post Moratorium          ,     636.160,    9.000000,LO C. coalitus
,,,,,,
124, 768,C,Post Moratorium          ,     713.660,   10.000000,FO D. hamatus
,,,,,,
124, 768,C,Post Moratorium          ,     735.500,   10.800000,FO C. coalitus
,,,,,,
