leg,site,hole,core,coretype,section,observer,top interval,piece number top,sub piece top,bottom interval,piece number bottom,sub piece bottom,lithology,color,color number,structures,drilling deformities,unusual occurrences,minerals,paleontology,other,induration,more data available,code,latitude,longitude,depth,top interval depth below sea floor,bottom interval depth below sea floor
105,645,E,001,Rotary,CC,THI,000,,,007,,,2 pebbles of non-sedimentary rocks,,,,drilling breccia,"2 igneous pebbles (one leucocratic, one melanocratic)",,,,,,R,70.45800,-64.65500,0301.10,30110,30117
105,645,E,002,Rotary,01,CRE,000,,,150,,,"detricarbonate, clayey silt",dark greenish gray,5gy 4/1,"indistinct layering (may be drilling disturbance), isolated pebbles and cobbles",slightly disturbed,scattered granules and pebbles mostly of limestone,coal fragments,,,unlithified,,R,70.45800,-64.65500,0310.80,31079,31229
105,645,E,002,Rotary,02,CRE,000,,,009,,,"detricarbonate, clayey silt",dark greenish gray,5gy 4/1,isolated pebbles and cobbles,soupy,isolated pebbles and cobbles,,,fragment of granite from the cc,unlithified,,R,70.45800,-64.65500,0312.30,31229,31238
105,645,E,002,Rotary,CC,CRE,000,,,015,,,clayey silt,dark greenish gray with a red granite cobble,5gy 4/1,isolated pebbles and cobbles,soupy,red granite cobble (6-14 cm),,,,unlithified,,R,70.45800,-64.65500,0312.39,31239,31254
105,645,E,003,Rotary,CC,,000,,,007,,,one pebble recovered;  no visual core description sheet available,,,,,one pebble,,,,,,R,70.45800,-64.65500,0320.40,32040,32047
105,645,E,004,Rotary,01,NIE,000,,,150,,,silty mud,dark greenish gray with gray/light gray burrows from 92-150 cm,5g 4/1 with 5y 6/1 burrows from 92-150 cm,"minor bioturbation (92-150 cm), dropstone (104-106cm), burrows (92-150cm)",highly disturbed (0-92 cm),dropstone (104-106 cm),,,"gradational contact (92 cm), burrows filled with silty clay",unlithified,,R,70.45800,-64.65500,0455.20,45520,45670
105,645,E,004,Rotary,02,NIE,000,,,150,,,silty mud,dark greenish gray with gray/light gray burrows from 0-15cm and 65-85cm,5g 4/1 with 5y 6/1 burrows from 0-15cm and 65-85cm,"minor bioturbation (0-15 cm), strong bioturbation (65-85 cm), burrows",highly disturbed (105-135 cm),,,,"gradational contacts (65cm, 85cm), burrows filled with calcareous silty clay",unlithified,,R,70.45800,-64.65500,0456.70,45670,45820
105,645,E,004,Rotary,03,NIE,000,,,140,,,silty mud,"dark greenish gray, black clasts (54-150cm)",5g 4/1,moderate bioturbation (54-150 cm); zoophycos (70 cm); fining-upward sequence (o-54 cm),,dropstones in greater amounts from 35-55 cm,,,"gradational contact(54cm);thin,weakly defined layers of more sandy,silty mud(35-54cm);shale clasts",unlithified,,R,70.45800,-64.65500,0458.20,45820,45960
105,645,E,004,Rotary,03,NIE,140,,,150,,,interstitial water sample,,,,,,,,,,,R,70.45800,-64.65500,0458.20,45960,45970
105,645,E,004,Rotary,04,NIE,000,,,064,,,silty mud,dark greenish gray,5g 4/1,"moderate bioturbation (0-33 cm), isolated pebbles and cobbles (~29-33cm)",,3 cm dropstone of gneiss (29-32 cm),,,gradational contact (33 cm),unlithified,,R,70.45800,-64.65500,0459.70,45970,46034
