leg,site,hole,core,coretype,section,observer,top interval,piece number top,sub piece top,bottom interval,piece number bottom,sub piece bottom,lithology,color,color number,structures,drilling deformities,unusual occurrences,minerals,paleontology,other,induration,more data available,code,latitude,longitude,depth,top interval depth below sea floor,bottom interval depth below sea floor
124,767,B,001,Hydraulic (Advanced) Piston Core,01,RS,000,,,150,,,volcanic clayey silt w/ interbedded very thin volcanic ash layers(9?-150cm); void?(0-9cm),"yellowish brown w/ very dark grayish brown layers at 18-22,28-40,53-56cm(0-75,82-86cm); olive(75-82cm); olive gray(86-150cm)","10yr 5/4 w/ 2.5y 3/2 layers at 18-22,28-40,53-56cm(0-75,82-86cm); 5y 4/3(75-82cm); 5y 4/2(86-150cm)","minor(10-70cm) to moderate(70-150cm) bioturbation; massive(75-82,86-150cm); parallel laminae to very thin beds(18-22,28-40,53-56cm)",moderately(10-75cm) to slightly(75-150cm) disturbed,volcanic ash,volcanic ash,,,,,H,4.79150,123.50330,0000.00,0,150
124,767,B,001,Hydraulic (Advanced) Piston Core,02,SOL,000,,,150,,,volcanic clayey silt w/ interbedded very thin volcanic ash layers at 76-80cm(0-150cm),"very dark gray w/ light gray burrow fillings at 48,79cm(0-150cm)","5y 3/1 w/ 5yr 7/1 burrow fillings at 48,79cm(0-150cm)","moderate bioturbation; 2 to 4cm long burrows(48,79cm); massive?; very thin volcanic ash layers(76-80cm)",slightly disturbed,"volcanic ash(76-80cm); ash filling burrows at 48,79cm","volcanic ash(76-80cm); ash filling burrows at 48,79cm",,fairly homogeneous,,,H,4.79150,123.50330,0001.50,150,300
124,767,B,001,Hydraulic (Advanced) Piston Core,03,LIN,000,,,150,,,volcanic clayey silt w/ interbedded very thin volcanic ash layers?(0-150cm),"dark gray w/ green patch at 31-34cm(0-80cm); green patches at 85,95,104cm",5y 4/1(0-80cm); 5gy 3/2(80-150cm),moderate bioturbation; massive; ash layer(76-80),slightly disturbed,volcanic ash layer(76-80cm); volcanic ash,volcanic ash layer(76-80cm); volcanic ash,,"fine-grained, some pelloids(31-34cm)",,,H,4.79150,123.50330,0003.00,300,450
124,767,B,001,Hydraulic (Advanced) Piston Core,04,RS,000,,,120,,,volcanic clayey silt w/ interbedded very thin volcanic ash layers? and w/ nannofossils at 46-63cm(0-120cm),dark greenish gray to grayish olive green(0-46cm); grayish olive green(46-63cm); dark greenish gray(63-120cm),10y 4/2 to 10g 3/2(0-46cm); 10g 3/2(0-46cm); 10y 4/2(63-120cm),"minor(0-45,63-120cm) to moderate(45-63cm) bioturbation; massive(0-120cm); mottling(0-45cm)",moderately disturbed,volcanic ash,volcanic ash,nannos(46-63cm),,,,H,4.79150,123.50330,0004.50,450,570
124,767,B,001,Hydraulic (Advanced) Piston Core,04,RS,120,,,150,,,organic geochemistry sample(120-145cm); interstitial water sample(145-150cm),,,,,,,,,,,H,4.79150,123.50330,0004.50,570,600
124,767,B,001,Hydraulic (Advanced) Piston Core,05,RS,000,,,150,,,volcanic clayey silt w/ interbedded very thin volcanic ash layers at 136-141cm(0-150cm),"dark greenish gray(0-32,38-136,141-150cm); olive(32-38cm); gray(136-141cm)","10y 4/2(0-32,38-136,141-150cm); 5y 4/3(32-38cm); 5y 5/1(136-141cm)","moderate bioturbation(0-136,141-150cm); massive; thin beds of ash(136-141cm)",slightly disturbed,volcanic ash(esp. 136-141cm),volcanic ash(esp. 136-141cm),,,,,H,4.79150,123.50330,0006.00,600,750
124,767,B,001,Hydraulic (Advanced) Piston Core,06,LIN,000,,,130,,,"volcanic clayey silt w/ interbedded very thin volcanic ash layers at 115-116,125-126cm(0-130cm)",dark gray w/ green patches,5y 4/1,"moderate bioturbation; massive; layers(115-116,125-126cm); mottling",slightly disturbed,"volcanic ash(esp. 115-116,125-126cm)","volcanic ash(esp. 115-116,125-126cm)",,"smooth texture(0-5,24-35cm); entire section devoid of calcium carbonate",,,H,4.79150,123.50330,0007.50,750,880
124,767,B,001,Hydraulic (Advanced) Piston Core,CC,PUB,000,,,018,,,volcanic clayey silt,dark greenish gray w/ pinkish gray lenticular lamina at 3-5cm(0-18cm),10y 4/1(0-18cm),moderate bioturbation; massive; lenticular lamina(3-5cm),slightly disturbed(0-14cm); slightly fractured(14-18cm),volcanic ash,volcanic ash,,lenticular lamina of silt(3-5cm),,,H,4.79150,123.50330,0008.80,880,898
124,767,B,002,Hydraulic (Advanced) Piston Core,01,RS,000,,,150,,,volcanic clayey silt,dark greenish gray,10y 4/1,moderate bioturbation; massive,moderately(0-20cm) to slightly(20-150cm) disturbed,volcanic ash(esp. in bioturbation traces),volcanic ash(esp. in bioturbation traces); altered vitric ash is major component of silt; minor feldspar and volcanic lithic fragments,,,,,H,4.79150,123.50330,0009.00,900,1050
124,767,B,002,Hydraulic (Advanced) Piston Core,02,HUA,000,,,150,,,volcanic clayey silt with interbedded very thin volcanic ash layers? and vitric ash at 55-65cm(0-150cm),"dark gray(0-55,65-150cm); olive brown(55-65cm)","5y 4/1(0-55,65-150cm); 2.5y 4/4(55-65cm)","massive; burrows(108,126-128cm); minor(8-12,28-42cm) to moderate(65-70,80-85cm) to strong?(104-106,125-130cm) bioturbation",slightly disturbed,vitric ash(55-65cm),vitric ash(55-65cm); minor feldspar and volcanic lithic fragments; altered vitric ash is major component of silt,,transitional contact(55cm),,,H,4.79150,123.50330,0010.50,1050,1200
124,767,B,002,Hydraulic (Advanced) Piston Core,03,NIC,000,,,150,,,volcanic clayey silt with interbedded very thin volcanic ash layers?,"dark greenish gray(0-80,90-150cm); olive gray(80-90cm)","10y 4/2(0-80,90-150cm); 5y 4/2(80-90cm)","massive; moderate bioturbation(0-80,90-150cm)",slightly disturbed,volcanic ash?,volcanic ash?; altered vitric ash is major component of silt; feldspar and volcanic lithic fragments,,,,,H,4.79150,123.50330,0012.00,1200,1350
124,767,B,002,Hydraulic (Advanced) Piston Core,04,HUA,000,,,145,,,volcanic clayey silt with interbedded very thin volcanic ash layers?,"olive gray(0-8cm); dark greenish gray w/ dark gray spots(8-64,78-145cm)","5y 4/2(0-8cm); 10y 4/1(8-64,78-145cm); 10y 4/2(64-78cm)","massive; minor(38-42,70-73,87-96,111-114,128-131cm) to moderate(8-17,59-62,105-107,137-140cm) bioturbation; burrows(8-17,59-62,78-145cm)",slightly disturbed,volcanic ash?,volcanic ash?; altered vitric ash is major component of silt; minor feldspar and volcanic lithic fragments,,"more silty(8-64,78-145cm)",,,H,4.79150,123.50330,0013.50,1350,1495
