leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding,eodp_id
59,447,A,1,1,0.0,150.0,0.00,0.00,1.50,R, MUD, 10YR4/3," HOMOG WITH NO OBVIOUS STRUCTURES, MOTTLING, OR GRANULOMETRICAL CHANGES, 85-112CM IS VOID"," MOD AT 0-15 + 33-52 + 130-150CM, 50-85 + 112-130CM IS HIGH, 15-33CM IS BRECCIA",,,, SMEAR AT 10CM DOM*," VERY SOFT, WATERY AT PLACES",,c3e96a1f50e6d6c7f3284e36b510ec61
59,447,A,1,2,3.0,150.0,0.00,1.53,3.00,R, MUD," 10YR4/3, 10YR7/6"," PREDOM 10YR4/3, HOMOG, INDURATED SAME COLOR 1.5CM MAX CHUNKS OF INDUR CLAY",, SOME VERY SMALL 10YR7/6 1-3MM SCATTERED GRAINS- VERY ALTERED PUMICE + ASH FRAGS,,, SMEAR AT 75CM DOM*, VERY SOFT,,94a37e4dca36efed46e0532cf078e2f4
59,447,A,1,3,0.0,150.0,0.00,3.00,4.50,R, MUD," 10YR3/3, 10YR7/6"," PREDOM 10YR3/3, SMALL SAME COLOR CLAY CHUNKS, VERY HOMOG", 73-95CM IS SLIGHT, FEW SMALL (1-3MM) 10YR7/6 GRAINS AS IN CORE 1-2,,, SMEAR AT 130CM DOM*," SOFT, NOT DEFORMED",,337f88e7d2793e2689bf24aa79f35887
59,447,A,1,4,0.0,17.0,0.00,4.50,4.67,R, MUD, 10YR3/3," SAME AS CORE 1-3, VERY SHARP BASAL COLOR CONTACT, SLIGHTLY DEFORMED*",,,,,, SOFT,,6f56b1dcd50f457b3ea71141aa8fea12
59,447,A,1,4,17.0,19.0,0.00,4.67,4.69,R, MUD, 10YR6/6," NO OBVIOUS GRANULOMETRICAL CHANGE, BOTTOM COLOR CONTACT SHARP",, POSSIBLY SOME VERY SMALL PUMICE FRAGS,,, SMEAR AT 18CM MINOR*, SOFT,,7901ff8215724e56a697f5a9c882606d
59,447,A,1,4,19.0,21.0,0.00,4.69,4.71,R, MUD, 10YR2.5/1, GRADATIONAL BASAL COLOR TRANSITION,,,,, SMEAR AT 19CM MINOR*, SOFT,,f5e31bf18f7ed3c1588b10400e1d7836
59,447,A,1,4,21.0,23.0,0.00,4.71,4.73,R, MUD, 10YR3/2, GRADES DOWNWARD,,,,, SMEAR AT 21CM DOM, SOFT, 33213000,4c9bd97710f0fedcf3db66e59916a431
59,447,A,1,4,23.0,150.0,0.00,4.73,6.00,R, MUD," 10YR3/3, 10YR3/2, 10YR7/1, 10YR7/6"," PREDOM 10YR3/3, RATHER HOMOG, SMALL SAME COLOR CLAY CHUNKS + 10YR3/2 SUBSPH MUD PATCHES MAINLY AT 31 + 68-70 + 73-79 + 85-86 + 100-101CM", 58-90CM IS SLIGHTLY," 1 MAJOR CHUNK AT 90-91CM IS COVERED BY A THIN (<1MM) 10YR7/1 FILM OF POSSIBLE CHEMICALLY PRECIPITATED SILICA, SOME SMALL 10YR7/6 PUMICE GRAINS ARE SPORADICALLY FOUND",,,, SOFT, 33213000,e1dfa9b9f31d7473c77f02718120223c
59,447,A,1,5,0.0,150.0,0.00,6.00,7.50,R, MUD," 10YR3/3, 10YR5.5/6"," PREDOM 10YR3/3 + HOMOG, FREQUENT 10YR5.5/6 PATCHES WITH NO DEFINITE FORM- POSSIBLE RELICTS OF FORMER PUMICE GRAINS OR ASHES- AT 42-54CM, 60-108CM IS VOID", HIGH,,,, SMEAR AT 47CM DOM*, SOFT,,2bd3f2dbe0a072bf46b1e09339a7b6dc
59,447,A,1,6,65.0,100.0,0.00,8.15,8.50,R, MUD," 10YR3/3, 10YR5.5/6"," PREDOM 10YR3/3 + HOMOG, A MAJOR IRREG 10YR5.5/6 PATCH ELONGATED IN MIDDLE OF CORE AT 82-85CM- POSSIBLE RELICT OF FORMER PUMICE OR ASH LAYER, SOME OTHER MINOR SCATTERED PATCHES, 0-65CM IS VOID", HIGH,,,,, SOFT, 33213000,ba65eddf0a0dd9cd6cae20e3cecae96b
59,447,A,1,CC,0.0,20.0,0.00,8.60,8.70,R, FINE CLAY, 10YR3.5/3, HOMOG,,,,, DOM SMEAR*, VERY SOFT,,d0bfd1678d7b6982febfd29bd48245db
59,447,A,3,1,0.0,54.0,18.50,18.50,19.04,KS, PEL CLAY," 5YR2.5/3, 5YR4/6"," PREDOM 5YR2.5/3, COMMON SLIGHTLY MORE INDURATED 3MM 5YR4/6 CHUNKS"," MOD AT 0-38CM, HIGH AT 38-54CM",,,," SMEAR OF DRILLING GREASE TAKEN, SMEAR AT 35CM DOM", SOFT*,,96525dfb9810686349b3b9efd7d44a3f
59,447,A,3,2,90.0,150.0,18.50,20.90,21.50,KS, PEL CLAY," 5YR2/3, 7.5YR4/6, 5YR3/3"," PREDOM 5YR2/3, SAME CLAY AS IN CORE 3-1, 1CM DIA 7.5YR4/6 BLOB AT 105CM, STRETCHED 5YR3/3 MOTTLE AT 140-146CM, 0-90CM IS VOID"," 90-137CM IS HIGHLY, 137-150CM IS MOD",,,," SMEARS AT: 101CM DOM, 141.5CM DOM", SOFT*,,e0bc10202d85b4117fa1ab150f6c4c9f
59,447,A,3,CC,0.0,0.0,18.50,21.60,21.60,KS, PEL CLAY, 5YR2.5/3,,,,,," SAME CLAY AS CORE 3-1, 2 SMEARS- 1 DOM + 1 MINOR", SOFT*,,521887c23fd5037e53c51870bd6f2cb6
59,447,A,4,1,0.0,150.0,28.00,28.00,29.50,KS, PEL CLAY," 7.5YR4/4, 5YR3/2"," 0-8CM IS LOOSE MN-NODS, 8-60CM IS 7.5YR4/4, 60-103CM IS 5YR3/2, 103-128CM IS VOID, 128-150CM IS A STREAKY ADMIXTURE OF 7.5YR4/4 + 5YR3/2 WITH 0.8X3CM STRETCHED 7.5YR4/4 MOTTLE AT 132CM"," SLIGHT AT 8-103CM, MOD AT 128-150CM", 0-8CM IS LOOSE MN-NODS,,," SMEARS AT: 30CM DOM, 60CM DOM*", DISTINCTLY STIFFER THAN PREVIOUSLY BUT STILL EASILY CUT WITH WIRE,,f0cc467d456e06e9f9e4ddc71ecbe339
59,447,A,4,2,0.0,150.0,28.00,29.50,31.00,KS, PEL CLAY," 5YR3/2, 7.5YR4/4"," 0-11CM IS 7.5YR4/4, 11-73CM IS 5YR3/2, 73-150CM IS STREAKY ADMIXTURE- MOSTLY 5YR3/2 + REST 7.5YR4/4"," MOD AT 0-73CM,HIGH AT 73-150",,,, SMEAR AT 60CM DOM, SOFT*,,b9f060f66ce9c9af29aa31effd97db42
