Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
105, 647,B,Initial Reports          ,      32.970,    0.730000,Brunhes /Matuyama
,,,,,,
105, 647,B,Initial Reports          ,      42.370,    0.910000,Top Jaramillo
,,,,,,
105, 647,B,Initial Reports          ,      46.990,    0.980000,Bottom Jaramillo
,,,,,,
105, 647,B,Initial Reports          ,      80.330,    1.660000,Top Olduvai
,,,,,,
105, 647,B,Initial Reports          ,      86.710,    1.880000,Bottom Olduvai
,,,,,,
