taxon_group,verbatim_name,name,genus modifier,genus name,species modifier,species name,subspecies modifier,subspecies name,non-taxa descriptor
benthic_forams,Gyroidina florealis,,,Gyroidina,,florealis,,,
benthic_forams,Gyroidina gemma,,,Gyroidina,,gemma,,,
benthic_forams,Gyroidina gemma (q),? Gyroidina gemma,?,Gyroidina,,gemma,,,
benthic_forams,Gyroidina girardana,,,Gyroidina,,girardana,,,
benthic_forams,Gyroidina globosa,,,Gyroidina,,globosa,,,
benthic_forams,Gyroidina io,,,Gyroidina,,io,,,
benthic_forams,Gyroidina lamarckiana,,,Gyroidina,,lamarckiana,,,
benthic_forams,Gyroidina lamarckiana (q),? Gyroidina lamarckiana,?,Gyroidina,,lamarckiana,,,
benthic_forams,Gyroidina multilocula,,,Gyroidina,,multilocula,,,
benthic_forams,Gyroidina multilocula (q),? Gyroidina multilocula,?,Gyroidina,,multilocula,,,
benthic_forams,Gyroidina neosoldanii,,,Gyroidina,,neosoldanii,,,
benthic_forams,Gyroidina nipponicua,,,Gyroidina,,nipponicua,,,
benthic_forams,Gyroidina nitida,,,Gyroidina,,nitida,,,
benthic_forams,Gyroidina nitidula,,,Gyroidina,,nitidula,,,
benthic_forams,Gyroidina orbicularis,,,Gyroidina,,orbicularis,,,
benthic_forams,Gyroidina orbicularis (q),? Gyroidina orbicularis,?,Gyroidina,,orbicularis,,,
benthic_forams,Gyroidina orbicularis planata,,,Gyroidina,,orbicularis,,planata,
benthic_forams,Gyroidina parva,,,Gyroidina,,parva,,,
benthic_forams,Gyroidina parva (q),? Gyroidina parva,?,Gyroidina,,parva,,,
benthic_forams,Gyroidina perampla,,,Gyroidina,,perampla,,,
benthic_forams,Gyroidina planata,,,Gyroidina,,planata,,,
benthic_forams,Gyroidina planulata,,,Gyroidina,,planulata,,,
benthic_forams,Gyroidina planulata (q),? Gyroidina planulata,?,Gyroidina,,planulata,,,
benthic_forams,Gyroidina prominula,,,Gyroidina,,prominula,,,
benthic_forams,Gyroidina quinqueloba,,,Gyroidina,,quinqueloba,,,
benthic_forams,Gyroidina quinqueloba (q),? Gyroidina quinqueloba,?,Gyroidina,,quinqueloba,,,
benthic_forams,Gyroidina rothwelli (q),? Gyroidina rothwelli,?,Gyroidina,,rothwelli,,,
benthic_forams,Gyroidina rotundimargo,,,Gyroidina,,rotundimargo,,,
benthic_forams,Gyroidina soldani,,,Gyroidina,,soldani,,,
benthic_forams,Gyroidina solida,,,Gyroidina,,solida,,,
benthic_forams,Gyroidina sp.,,,Gyroidina,,sp.,,,
benthic_forams,Gyroidina sp. (q),? Gyroidina sp.,?,Gyroidina,,sp.,,,
benthic_forams,Gyroidina subtener,,,Gyroidina,,subtener,,,
benthic_forams,Gyroidina tenera,,,Gyroidina,,tenera,,,
benthic_forams,Gyroidina umbonata,,,Gyroidina,,umbonata,,,
benthic_forams,Gyroidina zealandica,,,Gyroidina,,zealandica,,,
benthic_forams,Gyroidinoides altiformis,,,Gyroidinoides,,altiformis,,,
benthic_forams,Gyroidinoides beisseli,,,Gyroidinoides,,beisseli,,,
benthic_forams,Gyroidinoides complanata,,,Gyroidinoides,,complanata,,,
benthic_forams,Gyroidinoides girardana (q),? Gyroidinoides girardana,?,Gyroidinoides,,girardana,,,
benthic_forams,Gyroidinoides girardena,,,Gyroidinoides,,girardena,,,
benthic_forams,Gyroidinoides globosus,,,Gyroidinoides,,globosus,,,
benthic_forams,Gyroidinoides jarvisi,,,Gyroidinoides,,jarvisi,,,
benthic_forams,Gyroidinoides nitidus,,,Gyroidinoides,,nitidus,,,
benthic_forams,Gyroidinoides octacameratus,,,Gyroidinoides,,octacameratus,,,
benthic_forams,Gyroidinoides orbicularis,,,Gyroidinoides,,orbicularis,,,
benthic_forams,Gyroidinoides peramplus,,,Gyroidinoides,,peramplus,,,
benthic_forams,Gyroidinoides planulatus,,,Gyroidinoides,,planulatus,,,
benthic_forams,Gyroidinoides pleautata,,,Gyroidinoides,,pleautata,,,
benthic_forams,Gyroidinoides quadratus,,,Gyroidinoides,,quadratus,,,
benthic_forams,Gyroidinoides soldanii,,,Gyroidinoides,,soldanii,,,
benthic_forams,Gyroidinoides sp.,,,Gyroidinoides,,sp.,,,
benthic_forams,Gyroidinoides subangulatus,,,Gyroidinoides,,subangulatus,,,
benthic_forams,Hafkeruva zeacuminata,,,Hafkeruva,,zeacuminata,,,
benthic_forams,Hanzawaia ammophila,,,Hanzawaia,,ammophila,,,
benthic_forams,Hanzawaia basiloba,,,Hanzawaia,,basiloba,,,
benthic_forams,Hanzawaia boueana,,,Hanzawaia,,boueana,,,
benthic_forams,Hanzawaia concentrica,,,Hanzawaia,,concentrica,,,
benthic_forams,Hanzawaia cushmani,,,Hanzawaia,,cushmani,,,
benthic_forams,Hanzawaia cushmani (q),? Hanzawaia cushmani,?,Hanzawaia,,cushmani,,,
benthic_forams,Hanzawaia elegans,,,Hanzawaia,,elegans,,,
benthic_forams,Hanzawaia illingi,,,Hanzawaia,,illingi,,,
benthic_forams,Hanzawaia illingi (q),? Hanzawaia illingi,?,Hanzawaia,,illingi,,,
benthic_forams,Hanzawaia isidroensis,,,Hanzawaia,,isidroensis,,,
benthic_forams,Hanzawaia mantaensis,,,Hanzawaia,,mantaensis,,,
benthic_forams,Hanzawaia mexicana,,,Hanzawaia,,mexicana,,,
benthic_forams,Hanzawaia nitidula,,,Hanzawaia,,nitidula,,,
benthic_forams,Hanzawaia simplex,,,Hanzawaia,,simplex,,,
benthic_forams,Hanzawaia sp.,,,Hanzawaia,,sp.,,,
benthic_forams,Hanzawaia sp. (q),? Hanzawaia sp.,?,Hanzawaia,,sp.,,,
benthic_forams,Haplophragmoides bradyi,,,Haplophragmoides,,bradyi,,,
benthic_forams,Haplophragmoides carinatus,,,Haplophragmoides,,carinatus,,,
benthic_forams,Haplophragmoides eggeri,,,Haplophragmoides,,eggeri,,,
benthic_forams,Haplophragmoides foliaceous (q),? Haplophragmoides foliaceous,?,Haplophragmoides,,foliaceous,,,
benthic_forams,Haplophragmoides indentatus,,,Haplophragmoides,,indentatus,,,
benthic_forams,Haplophragmoides scitulus (q),? Haplophragmoides scitulus,?,Haplophragmoides,,scitulus,,,
benthic_forams,Haplophragmoides sp.,,,Haplophragmoides,,sp.,,,
benthic_forams,Haplophragmoides sp. (q.),,,Haplophragmoides,,sp.,,,q.
benthic_forams,Haylinea balthica,,,Haylinea,,balthica,,,
benthic_forams,Helenina anderseni,,,Helenina,,anderseni,,,
benthic_forams,Helicolepidina paucispira,,,Helicolepidina,,paucispira,,,
benthic_forams,Heronallenia lingulata,,,Heronallenia,,lingulata,,,
benthic_forams,Heronallenia sp.,,,Heronallenia,,sp.,,,
benthic_forams,Heterolepa cicatricosus,,,Heterolepa,,cicatricosus,,,
benthic_forams,Heterolepa grimsdalei,,,Heterolepa,,grimsdalei,,,
benthic_forams,Heterolepa kullenbergi,,,Heterolepa,,kullenbergi,,,
benthic_forams,Heterolepa mexicana,,,Heterolepa,,mexicana,,,
benthic_forams,Heterolepa pseudoungeriana (q),? Heterolepa pseudoungeriana,?,Heterolepa,,pseudoungeriana,,,
benthic_forams,Heterolepa reussi,,,Heterolepa,,reussi,,,
benthic_forams,Heterolepa rugosa,,,Heterolepa,,rugosa,,,
benthic_forams,Heterolepa rugosa (q),? Heterolepa rugosa,?,Heterolepa,,rugosa,,,
benthic_forams,Heterolepa sp.,,,Heterolepa,,sp.,,,
benthic_forams,Heterolepa subspirita,,,Heterolepa,,subspirita,,,
benthic_forams,Heterolepa trincherasensis,,,Heterolepa,,trincherasensis,,,
benthic_forams,Heterolepa ungeriana,,,Heterolepa,,ungeriana,,,
benthic_forams,Heterostegina borneensis,,,Heterostegina,,borneensis,,,
benthic_forams,Heterostegina saipanensis,,,Heterostegina,,saipanensis,,,
benthic_forams,Heterostegina sp.,,,Heterostegina,,sp.,,,
benthic_forams,Heterostegina suborbicularis,,,Heterostegina,,suborbicularis,,,
benthic_forams,Hoeglundia elegans,,,Hoeglundia,,elegans,,,
benthic_forams,Hoeglundia elegans (q),? Hoeglundia elegans,?,Hoeglundia,,elegans,,,
benthic_forams,Hoeglundia sp.,,,Hoeglundia,,sp.,,,
benthic_forams,Holmanella sp.,,,Holmanella,,sp.,,,
benthic_forams,Hopkinsina mioindex,,,Hopkinsina,,mioindex,,,
benthic_forams,Hopkinsina wakimotoensis,,,Hopkinsina,,wakimotoensis,,,
benthic_forams,Hormosina carpenteri,,,Hormosina,,carpenteri,,,
benthic_forams,Hormosina glabra,,,Hormosina,,glabra,,,
benthic_forams,Hormosina globulifera,,,Hormosina,,globulifera,,,
benthic_forams,Hormosina ovulum,,,Hormosina,,ovulum,,,
benthic_forams,Hormosina sp.,,,Hormosina,,sp.,,,
benthic_forams,Hyalinea balthica,,,Hyalinea,,balthica,,,
benthic_forams,Hyperammina cylindrica,,,Hyperammina,,cylindrica,,,
benthic_forams,Hyperammina friabilis,,,Hyperammina,,friabilis,,,
benthic_forams,Hyperammina sp.,,,Hyperammina,,sp.,,,
benthic_forams,Hyperammina sp. (q),? Hyperammina sp.,?,Hyperammina,,sp.,,,
benthic_forams,Islandiella californica,,,Islandiella,,californica,,,
benthic_forams,Islandiella cushmani,,,Islandiella,,cushmani,,,
benthic_forams,Islandiella helenae,,,Islandiella,,helenae,,,
benthic_forams,Islandiella norcrossi,,,Islandiella,,norcrossi,,,
benthic_forams,Islandiella sp.,,,Islandiella,,sp.,,,
benthic_forams,Islandiella sp. (q),? Islandiella sp.,?,Islandiella,,sp.,,,
benthic_forams,Islandiella teretis,,,Islandiella,,teretis,,,
benthic_forams,Jaculella acuta,,,Jaculella,,acuta,,,
benthic_forams,Jaculella acuta (q),? Jaculella acuta,?,Jaculella,,acuta,,,
benthic_forams,Kalamopsis grzybowski,,,Kalamopsis,,grzybowski,,,
benthic_forams,Karoeroella sp. (q),? Karoeroella sp.,?,Karoeroella,,sp.,,,
benthic_forams,Karreriella aegra,,,Karreriella,,aegra,,,
benthic_forams,Karreriella alticamera,,,Karreriella,,alticamera,,,
benthic_forams,Karreriella apicularis,,,Karreriella,,apicularis,,,
benthic_forams,Karreriella baccata,,,Karreriella,,baccata,,,
benthic_forams,Karreriella baccata (q),? Karreriella baccata,?,Karreriella,,baccata,,,
benthic_forams,Karreriella biformis,,,Karreriella,,biformis,,,
benthic_forams,Karreriella bradyi,,,Karreriella,,bradyi,,,
benthic_forams,Karreriella chapapotensis,,,Karreriella,,chapapotensis,,,
benthic_forams,Karreriella cheilostoma,,,Karreriella,,cheilostoma,,,
benthic_forams,Karreriella cheilostoma (q),? Karreriella cheilostoma,?,Karreriella,,cheilostoma,,,
benthic_forams,Karreriella exilis,,,Karreriella,,exilis,,,
benthic_forams,Karreriella hantkeniana,,,Karreriella,,hantkeniana,,,
benthic_forams,Karreriella monumentensis,,,Karreriella,,monumentensis,,,
benthic_forams,Karreriella obscura,,,Karreriella,,obscura,,,
benthic_forams,Karreriella parkerae,,,Karreriella,,parkerae,,,
benthic_forams,Karreriella siphonella,,,Karreriella,,siphonella,,,
benthic_forams,Karreriella sp.,,,Karreriella,,sp.,,,
benthic_forams,Karreriella subaccata,,,Karreriella,,subaccata,,,
benthic_forams,Karreriella subcylindrica,,,Karreriella,,subcylindrica,,,
benthic_forams,Karreriella subglabra,,,Karreriella,,subglabra,,,
benthic_forams,Karreriella subglabra (q),? Karreriella subglabra,?,Karreriella,,subglabra,,,
benthic_forams,Karreriella subrotunda,,,Karreriella,,subrotunda,,,
benthic_forams,Kolesnikovella sp.,,,Kolesnikovella,,sp.,,,
benthic_forams,Lagena acuticosta,,,Lagena,,acuticosta,,,
benthic_forams,Lagena apiculata,,,Lagena,,apiculata,,,
benthic_forams,Lagena becki,,,Lagena,,becki,,,
benthic_forams,Lagena castrensis,,,Lagena,,castrensis,,,
benthic_forams,Lagena costata,,,Lagena,,costata,,,
benthic_forams,Lagena costata (q),? Lagena costata,?,Lagena,,costata,,,
benthic_forams,Lagena crenuata capistrata,,,Lagena,,crenuata,,capistrata,
benthic_forams,Lagena distoma,,,Lagena,,distoma,,,
benthic_forams,Lagena elongata,,,Lagena,,elongata,,,
benthic_forams,Lagena feildeniana,,,Lagena,,feildeniana,,,
benthic_forams,Lagena gracilis,,,Lagena,,gracilis,,,
benthic_forams,Lagena gracillima,,,Lagena,,gracillima,,,
benthic_forams,Lagena hexagona,,,Lagena,,hexagona,,,
benthic_forams,Lagena hispida,,,Lagena,,hispida,,,
benthic_forams,Lagena hispidula,,,Lagena,,hispidula,,,
benthic_forams,Lagena laevigata,,,Lagena,,laevigata,,,
benthic_forams,Lagena laevigata (q),? Lagena laevigata,?,Lagena,,laevigata,,,
benthic_forams,Lagena laevis,,,Lagena,,laevis,,,
benthic_forams,Lagena laevis (q),? Lagena laevis,?,Lagena,,laevis,,,
benthic_forams,Lagena lagenoides,,,Lagena,,lagenoides,,,
benthic_forams,Lagena lateralis pontica,,,Lagena,,lateralis,,pontica,
benthic_forams,Lagena lineata,,,Lagena,,lineata,,,
benthic_forams,Lagena meridionalis,,,Lagena,,meridionalis,,,
benthic_forams,Lagena mollis,,,Lagena,,mollis,,,
benthic_forams,Lagena nebulosa,,,Lagena,,nebulosa,,,
benthic_forams,Lagena nuttali,,,Lagena,,nuttali,,,
benthic_forams,Lagena perlucida,,,Lagena,,perlucida,,,
benthic_forams,Lagena rutschi,,,Lagena,,rutschi,,,
benthic_forams,Lagena scissa,,,Lagena,,scissa,,,
benthic_forams,Lagena semilineata,,,Lagena,,semilineata,,,
benthic_forams,Lagena semistriatum,,,Lagena,,semistriatum,,,
benthic_forams,Lagena sequenziana,,,Lagena,,sequenziana,,,
benthic_forams,Lagena setigera,,,Lagena,,setigera,,,
benthic_forams,Lagena sp.,,,Lagena,,sp.,,,
benthic_forams,Lagena striata,,,Lagena,,striata,,,
benthic_forams,Lagena striata (q),? Lagena striata,?,Lagena,,striata,,,
benthic_forams,Lagena striata-punctata,,,Lagena,,striata-punctata,,,
benthic_forams,Lagena sulcata,,,Lagena,,sulcata,,,
benthic_forams,Lagena vulgaris,,,Lagena,,vulgaris,,,
benthic_forams,Lagena vulgaris (q),? Lagena vulgaris,?,Lagena,,vulgaris,,,
benthic_forams,Lagena williamsoni,,,Lagena,,williamsoni,,,
benthic_forams,Lagenodosaria hirsuta,,,Lagenodosaria,,hirsuta,,,
benthic_forams,Lamarckina ovulum,,,Lamarckina,,ovulum,,,
benthic_forams,Lamarckina rugulosa,,,Lamarckina,,rugulosa,,,
benthic_forams,Laticarinina altocamerta,,,Laticarinina,,altocamerta,,,
benthic_forams,Laticarinina bullbrooki,,,Laticarinina,,bullbrooki,,,
benthic_forams,Laticarinina bullbrooki (q),? Laticarinina bullbrooki,?,Laticarinina,,bullbrooki,,,
benthic_forams,Laticarinina halophora,,,Laticarinina,,halophora,,,
benthic_forams,Laticarinina pauperata,,,Laticarinina,,pauperata,,,
benthic_forams,Laticarinina sp.,,,Laticarinina,,sp.,,,
benthic_forams,Lenticulina acuta,,,Lenticulina,,acuta,,,
benthic_forams,Lenticulina alatolimbata,,,Lenticulina,,alatolimbata,,,
benthic_forams,Lenticulina arcuatostriata,,,Lenticulina,,arcuatostriata,,,
benthic_forams,Lenticulina arcuatostriata (q),? Lenticulina arcuatostriata,?,Lenticulina,,arcuatostriata,,,
benthic_forams,Lenticulina arcuatostriata caroliniana,,,Lenticulina,,arcuatostriata,,caroliniana,
benthic_forams,Lenticulina arcuatostriata caroliniana (q),? Lenticulina arcuatostriata caroliniana,?,Lenticulina,,arcuatostriata,,caroliniana,
benthic_forams,Lenticulina calcar,,,Lenticulina,,calcar,,,
benthic_forams,Lenticulina callifera,,,Lenticulina,,callifera,,,
benthic_forams,Lenticulina caritae,,,Lenticulina,,caritae,,,
benthic_forams,Lenticulina colorata,,,Lenticulina,,colorata,,,
benthic_forams,Lenticulina convergens,,,Lenticulina,,convergens,,,
benthic_forams,Lenticulina crassa,,,Lenticulina,,crassa,,,
benthic_forams,Lenticulina cushmanii,,,Lenticulina,,cushmanii,,,
benthic_forams,Lenticulina degolyeri,,,Lenticulina,,degolyeri,,,
benthic_forams,Lenticulina denticulifera,,,Lenticulina,,denticulifera,,,
benthic_forams,Lenticulina dicampyla,,,Lenticulina,,dicampyla,,,
benthic_forams,Lenticulina gibba,,,Lenticulina,,gibba,,,
benthic_forams,Lenticulina gibba (q),? Lenticulina gibba,?,Lenticulina,,gibba,,,
benthic_forams,Lenticulina gutticostata cocodensis,,,Lenticulina,,gutticostata,,cocodensis,
benthic_forams,Lenticulina gyroscalpra,,,Lenticulina,,gyroscalpra,,,
benthic_forams,Lenticulina insulsa,,,Lenticulina,,insulsa,,,
benthic_forams,Lenticulina iota,,,Lenticulina,,iota,,,
benthic_forams,Lenticulina lenticula,,,Lenticulina,,lenticula,,,
benthic_forams,Lenticulina limbosa,,,Lenticulina,,limbosa,,,
benthic_forams,Lenticulina macrodisca,,,Lenticulina,,macrodisca,,,
benthic_forams,Lenticulina melvilli,,,Lenticulina,,melvilli,,,
benthic_forams,Lenticulina midwayensis,,,Lenticulina,,midwayensis,,,
benthic_forams,Lenticulina miocenica,,,Lenticulina,,miocenica,,,
benthic_forams,Lenticulina nikobarensis,,,Lenticulina,,nikobarensis,,,
benthic_forams,Lenticulina occidentalis,,,Lenticulina,,occidentalis,,,
benthic_forams,Lenticulina occidentalis glabrata,,,Lenticulina,,occidentalis,,glabrata,
benthic_forams,Lenticulina occidentalis torrida,,,Lenticulina,,occidentalis,,torrida,
benthic_forams,Lenticulina peregrina,,,Lenticulina,,peregrina,,,
benthic_forams,Lenticulina plummerae,,,Lenticulina,,plummerae,,,
benthic_forams,Lenticulina punctata (q),? Lenticulina punctata,?,Lenticulina,,punctata,,,
benthic_forams,Lenticulina rosetta (q),? Lenticulina rosetta,?,Lenticulina,,rosetta,,,
benthic_forams,Lenticulina rotulata,,,Lenticulina,,rotulata,,,
benthic_forams,Lenticulina sp.,,,Lenticulina,,sp.,,,
benthic_forams,Lenticulina subgaultina,,,Lenticulina,,subgaultina,,,
benthic_forams,Lenticulina subkubinyii,,,Lenticulina,,subkubinyii,,,
benthic_forams,Lenticulina submamillagera,,,Lenticulina,,submamillagera,,,
benthic_forams,Lenticulina subpapillosa,,,Lenticulina,,subpapillosa,,,
benthic_forams,Lenticulina terryi,,,Lenticulina,,terryi,,,
benthic_forams,Lenticulina texana,,,Lenticulina,,texana,,,
benthic_forams,Lenticulina vaughani,,,Lenticulina,,vaughani,,,
benthic_forams,Lenticulina velascoensis,,,Lenticulina,,velascoensis,,,
benthic_forams,Lenticulina vortex (q),? Lenticulina vortex,?,Lenticulina,,vortex,,,
benthic_forams,Lenticulina yaquensis,,,Lenticulina,,yaquensis,,,
benthic_forams,Lepidocyclina canellei,,,Lepidocyclina,,canellei,,,
benthic_forams,Lepidocyclina macdonaldi,,,Lepidocyclina,,macdonaldi,,,
benthic_forams,Lepidocyclina macdonaldi (q),? Lepidocyclina macdonaldi,?,Lepidocyclina,,macdonaldi,,,
benthic_forams,Lepidocyclina pustulosa (q),? Lepidocyclina pustulosa,?,Lepidocyclina,,pustulosa,,,
benthic_forams,Lepidocyclina sp.,,,Lepidocyclina,,sp.,,,
benthic_forams,Lepidocyclina tournoveri,,,Lepidocyclina,,tournoveri,,,
benthic_forams,Lepidocyclina undosa,,,Lepidocyclina,,undosa,,,
benthic_forams,Lepidocyclina undosa (q),? Lepidocyclina undosa,?,Lepidocyclina,,undosa,,,
benthic_forams,Lepidocyclina yurnagunensis,,,Lepidocyclina,,yurnagunensis,,,
benthic_forams,Leupoldina pustulans,,,Leupoldina,,pustulans,,,
benthic_forams,Lituotuba lituiformis,,,Lituotuba,,lituiformis,,,
benthic_forams,Lituotuba sp.,,,Lituotuba,,sp.,,,
benthic_forams,Loxostomoides applinae,,,Loxostomoides,,applinae,,,
benthic_forams,Loxostomum applinae,,,Loxostomum,,applinae,,,
benthic_forams,Loxostomum bradyi,,,Loxostomum,,bradyi,,,
benthic_forams,Loxostomum karrerianum,,,Loxostomum,,karrerianum,,,
benthic_forams,Loxostomum limbatum,,,Loxostomum,,limbatum,,,
benthic_forams,Loxostomum normale,,,Loxostomum,,normale,,,
benthic_forams,Loxostomum pseudobeyrichi,,,Loxostomum,,pseudobeyrichi,,,
benthic_forams,Loxostomum sp.,,,Loxostomum,,sp.,,,
benthic_forams,Loxostomum trinitatensis,,,Loxostomum,,trinitatensis,,,
benthic_forams,Marginulina abbreviata,,,Marginulina,,abbreviata,,,
benthic_forams,Marginulina alazaensis,,,Marginulina,,alazaensis,,,
benthic_forams,Marginulina asperuliformis (q),? Marginulina asperuliformis,?,Marginulina,,asperuliformis,,,
benthic_forams,Marginulina cocoaensis (q),? Marginulina cocoaensis,?,Marginulina,,cocoaensis,,,
benthic_forams,Marginulina dominicana,,,Marginulina,,dominicana,,,
benthic_forams,Marginulina dubia,,,Marginulina,,dubia,,,
benthic_forams,Marginulina excentrica,,,Marginulina,,excentrica,,,
benthic_forams,Marginulina exima,,,Marginulina,,exima,,,
benthic_forams,Marginulina exima (q),? Marginulina exima,?,Marginulina,,exima,,,
benthic_forams,Marginulina glabra,,,Marginulina,,glabra,,,
benthic_forams,Marginulina glabra (q),? Marginulina glabra,?,Marginulina,,glabra,,,
benthic_forams,Marginulina incurvata,,,Marginulina,,incurvata,,,
benthic_forams,Marginulina linearis,,,Marginulina,,linearis,,,
benthic_forams,Marginulina obesa,,,Marginulina,,obesa,,,
benthic_forams,Marginulina scitula,,,Marginulina,,scitula,,,
benthic_forams,Marginulina scitula (q),? Marginulina scitula,?,Marginulina,,scitula,,,
benthic_forams,Marginulina senni,,,Marginulina,,senni,,,
benthic_forams,Marginulina sp.,,,Marginulina,,sp.,,,
benthic_forams,Marginulina subbullata,,,Marginulina,,subbullata,,,
benthic_forams,Marginulina sublituus,,,Marginulina,,sublituus,,,
benthic_forams,Marginulina subrecta,,,Marginulina,,subrecta,,,
benthic_forams,Marginulina subrecta (q),? Marginulina subrecta,?,Marginulina,,subrecta,,,
benthic_forams,Marginulina tumida,,,Marginulina,,tumida,,,
benthic_forams,Marginulinopsis arimensis,,,Marginulinopsis,,arimensis,,,
benthic_forams,Marginulinopsis hochstetteri,,,Marginulinopsis,,hochstetteri,,,
benthic_forams,Marginulinopsis mammilligera,,,Marginulinopsis,,mammilligera,,,
benthic_forams,Marginulinopsis pedum (q),? Marginulinopsis pedum,?,Marginulinopsis,,pedum,,,
benthic_forams,Marginulinopsis sp.,,,Marginulinopsis,,sp.,,,
benthic_forams,Marginulinopsis tuberculata,,,Marginulinopsis,,tuberculata,,,
benthic_forams,Marsipella sp.,,,Marsipella,,sp.,,,
benthic_forams,Marssonella oxycona,,,Marssonella,,oxycona,,,
benthic_forams,Marssonella oxycona (q),? Marssonella oxycona,?,Marssonella,,oxycona,,,
benthic_forams,Marssonella sp.,,,Marssonella,,sp.,,,
benthic_forams,Marssonella subtrochus,,,Marssonella,,subtrochus,,,
benthic_forams,Martinitiella variabilis,,,Martinitiella,,variabilis,,,
benthic_forams,Martinotiella pallida,,,Martinotiella,,pallida,,,
benthic_forams,Martinotiella sp.,,,Martinotiella,,sp.,,,
benthic_forams,Martinottiella antarctica,,,Martinottiella,,antarctica,,,
benthic_forams,Martinottiella antarctica (q),? Martinottiella antarctica,?,Martinottiella,,antarctica,,,
benthic_forams,Martinottiella communis,,,Martinottiella,,communis,,,
benthic_forams,Martinottiella petrosa,,,Martinottiella,,petrosa,,,
benthic_forams,Martinottiella sp.,,,Martinottiella,,sp.,,,
benthic_forams,Martinottiella spp.,,,Martinottiella,,spp.,,,
benthic_forams,Massilina secans,,,Massilina,,secans,,,
benthic_forams,Massilina tenuis,,,Massilina,,tenuis,,,
benthic_forams,Matanzia sp.,,,Matanzia,,sp.,,,
benthic_forams,Melonis affinis,,,Melonis,,affinis,,,
benthic_forams,Melonis affinis (q),? Melonis affinis,?,Melonis,,affinis,,,
benthic_forams,Melonis barleeanus,,,Melonis,,barleeanus,,,
benthic_forams,Melonis barleeanus (q),? Melonis barleeanus,?,Melonis,,barleeanus,,,
benthic_forams,Melonis formosum,,,Melonis,,formosum,,,
benthic_forams,Melonis guadalupe,,,Melonis,,guadalupe,,,
benthic_forams,Melonis nicobarense,,,Melonis,,nicobarense,,,
benthic_forams,Melonis nicobarensis (q),? Melonis nicobarensis,?,Melonis,,nicobarensis,,,
benthic_forams,Melonis pacificum,,,Melonis,,pacificum,,,
benthic_forams,Melonis parkerae,,,Melonis,,parkerae,,,
benthic_forams,Melonis planatus,,,Melonis,,planatus,,,
benthic_forams,Melonis planatus (q),? Melonis planatus,?,Melonis,,planatus,,,
benthic_forams,Melonis pompilioides,,,Melonis,,pompilioides,,,
benthic_forams,Melonis pompilioides (q),? Melonis pompilioides,?,Melonis,,pompilioides,,,
benthic_forams,Melonis soldanii,,,Melonis,,soldanii,,,
benthic_forams,Melonis sp.,,,Melonis,,sp.,,,
benthic_forams,Melonis sphaeroides,,,Melonis,,sphaeroides,,,
benthic_forams,Melonis zaandami,,,Melonis,,zaandami,,,
benthic_forams,Melonis zeobesus,,,Melonis,,zeobesus,,,
benthic_forams,Miliammina fusca,,,Miliammina,,fusca,,,
benthic_forams,Miliammina lata,,,Miliammina,,lata,,,
benthic_forams,Miliolidae sp.,,,Miliolidae,,sp.,,,
benthic_forams,Miliolinella circularis,,,Miliolinella,,circularis,,,
benthic_forams,Miliolinella irregularis,,,Miliolinella,,irregularis,,,
benthic_forams,Miliolinella subrotunda,,,Miliolinella,,subrotunda,,,
benthic_forams,Miogypsina sp.,,,Miogypsina,,sp.,,,
benthic_forams,Miogypsinoides grandipustula,,,Miogypsinoides,,grandipustula,,,
benthic_forams,Miogypsinoides ubaghsi,,,Miogypsinoides,,ubaghsi,,,
benthic_forams,Montfortstella bramlettei,,,Montfortstella,,bramlettei,,,
benthic_forams,Neobulimina sp.,,,Neobulimina,,sp.,,,
benthic_forams,Neoconorbina parkerae,,,Neoconorbina,,parkerae,,,
benthic_forams,Neoeponides hildebrandti,,,Neoeponides,,hildebrandti,,,
benthic_forams,Neoeponides lunata (q),? Neoeponides lunata,?,Neoeponides,,lunata,,,
benthic_forams,Neoflabellina numismalis,,,Neoflabellina,,numismalis,,,
benthic_forams,Neoflabellina rugosa,,,Neoflabellina,,rugosa,,,
benthic_forams,Neoflabellina semireticulata,,,Neoflabellina,,semireticulata,,,
benthic_forams,Neoflabellina sp.,,,Neoflabellina,,sp.,,,
benthic_forams,Nephrolepidina sumatrensis,,,Nephrolepidina,,sumatrensis,,,
benthic_forams,Nodellum velascoense,,,Nodellum,,velascoense,,,
benthic_forams,Nodogenerina alazanensis,,,Nodogenerina,,alazanensis,,,
benthic_forams,Nodogenerina challengeriana,,,Nodogenerina,,challengeriana,,,
benthic_forams,Nodogenerina laevigata,,,Nodogenerina,,laevigata,,,
benthic_forams,Nodogenerina rohri,,,Nodogenerina,,rohri,,,
benthic_forams,Nodogenerina sp.,,,Nodogenerina,,sp.,,,
benthic_forams,Nodosarella acus,,,Nodosarella,,acus,,,
benthic_forams,Nodosarella advena,,,Nodosarella,,advena,,,
benthic_forams,Nodosarella attenuata (q),? Nodosarella attenuata,?,Nodosarella,,attenuata,,,
benthic_forams,Nodosarella gracillima,,,Nodosarella,,gracillima,,,
benthic_forams,Nodosarella sp.,,,Nodosarella,,sp.,,,
benthic_forams,Nodosarella subnodosa,,,Nodosarella,,subnodosa,,,
benthic_forams,Nodosaria affinis,,,Nodosaria,,affinis,,,
benthic_forams,Nodosaria arundinea,,,Nodosaria,,arundinea,,,
benthic_forams,Nodosaria callosa,,,Nodosaria,,callosa,,,
