leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding,eodp_id,sample
87,582,B,1,CC,0.0,6.0,48.50,48.60,48.56,AJS, MUD,,,,,,,, SOFT, 00000000,50e9aebc16a1c91f785ad847a8a02450,87-582B-1-CC
87,582,B,2,1,0.0,150.0,58.20,58.20,59.70,AJS," MUD,SAND",,,,,,,, SOFT, 00000000,2da35c6b71dc53a5054d26353ba8f3c4,87-582B-2-1
87,582,B,2,2,0.0,140.0,58.20,59.70,61.10,AJS, MUD,,,,,,,, SOFT, 00000000,7930228fcb3503f11f51de6f33db849c,87-582B-2-2
87,582,B,2,3,0.0,150.0,58.20,61.20,62.70,AJS, MUD,,,,,,,, SOFT, 00000000,df63085ef3e70603241be821d2ae58bc,87-582B-2-3
87,582,B,2,4,0.0,150.0,58.20,62.70,64.20,AJS, MUD,,,,,,,, SOFT, 00000000,37cb9247b4df1ca8682d2a87be9a8b78,87-582B-2-4
87,582,B,2,5,0.0,16.0,58.20,64.20,64.36,AJS, MUD,,,,,,,, SOFT, 00000000,c35db02820519a5ed22045c53d85ec4a,87-582B-2-5
87,582,B,2,CC,0.0,10.0,58.20,64.48,64.48,AJS, MUD,,,,,,,, SOFT, 00000000,06d2f2936a905c0a9903fc3bbff3abee,87-582B-2-CC
87,582,B,3,1,0.0,135.0,67.90,67.90,69.25,AJS, MUD,,,,,,,, SOFT, 00000000,ed6742c42922084397f582c0c66574c3,87-582B-3-1
87,582,B,3,2,0.0,140.0,67.90,69.40,70.80,AJS, MUD,,,,,,,, SOFT, 00000000,0add01cf631d13847d501e91a285971e,87-582B-3-2
87,582,B,3,3,0.0,140.0,67.90,70.90,72.30,AJS, MUD,,,,,,,, SOFT, 00000000,ed501c07daa6a169ad5b1b9c287e955c,87-582B-3-3
87,582,B,3,CC,0.0,17.0,67.90,72.50,72.57,AJS, MUD,,,,,,,, SOFT, 00000000,5c7a679c0ccf638af93d4b36eb21d6ae,87-582B-3-CC
87,582,B,5,1,0.0,116.0,87.30,87.30,88.46,JC, MUD,,,,,,,, SOFT, 00000000,fab20348c10bac287b22f97cc9f4d357,87-582B-5-1
87,582,B,5,2,0.0,150.0,87.30,88.80,90.30,JC, MUD,,,,,,,, SOFT, 00000000,b4a59dd3b75a4944ba7517c095a05c02,87-582B-5-2
87,582,B,5,3,0.0,74.0,87.30,90.30,91.04,JC, MUD,,,,,,,, SOFT, 00000000,28cb22a09c67adf18fc6879403d21f31,87-582B-5-3
87,582,B,5,CC,0.0,20.0,87.30,91.28,91.38,JC, MUD,,,,,,,, SOFT, 33213000,404def40b2f47f1f61b03b36975d80af,87-582B-5-CC
87,582,B,7,1,0.0,150.0,106.50,106.50,108.00,JC, MUD,,,,,,,, SOFT, 33213000,23ac32add03eb3d709667fa64d02baff,87-582B-7-1
87,582,B,7,2,0.0,150.0,106.50,108.00,109.50,JC, MUD,,,,,,,, SOFT, 00000000,74a094e82887eb6ecfe638c5f29f30a3,87-582B-7-2
87,582,B,7,3,0.0,150.0,106.50,109.50,111.00,JC, MUD,,,,,,,, SOFT, 33213000,b657cc41325a09ce42efe61e4e95f3c5,87-582B-7-3
87,582,B,7,4,0.0,150.0,106.50,111.00,112.50,JC, MUD,,,,,,,, SOFT, 00000000,e4b284b88c7a7693c3b57d9a4ac7a8e3,87-582B-7-4
87,582,B,7,5,0.0,150.0,106.50,112.50,114.00,JC, MUD,,,,,,,, SOFT, 00000000,e777cd012c5f6ed6c0cfce7a83bb7837,87-582B-7-5
87,582,B,7,6,0.0,138.0,106.50,114.00,115.38,JC, MUD,,,,,,,, SOFT, 00000000,bb9192cf59a11b540c42fd8113fb42bf,87-582B-7-6
87,582,B,7,7,0.0,132.0,106.50,115.50,116.82,JC, MUD,,,,,,,, SOFT, 00000000,979ff6ca7b490344b58b3dfe03877bca,87-582B-7-7
87,582,B,7,CC,0.0,31.0,106.50,116.97,117.18,JC, MUD,,,,,,,, SOFT, 00000000,4a41bfba18d5fddbac6fb9286c82fc16,87-582B-7-CC
87,582,B,8,1,0.0,89.0,116.10,116.10,116.99,JC, MUD,,,,,,,, SOFT, 00000000,a45cf7b2c2a6fa3b64a849a070c5990f,87-582B-8-1
87,582,B,8,2,0.0,140.0,116.10,117.60,119.00,JC, MUD,,,,,,,, SOFT, 00000000,f52f7b6890fec8ef7d28230b15f6b687,87-582B-8-2
87,582,B,8,3,0.0,66.0,116.10,119.10,119.76,JC, MUD,,,,,,,, SOFT, 00000000,081a221e785f31a31adda11851913738,87-582B-8-3
87,582,B,8,CC,0.0,20.0,116.10,119.99,120.09,JC, MUD,,,,,,,, SOFT, 00000000,23305df0deafff6c34dfbe651e5b3636,87-582B-8-CC
87,582,B,9,1,0.0,150.0,125.80,125.80,127.30,JC, MUD,,,,,,,, SOFT, 00000000,b39691037d61f374493b0c8ccef7c5f9,87-582B-9-1
87,582,B,9,2,0.0,76.0,125.80,127.30,128.06,JC, MUD,,,,,,,, SOFT, 00000000,b65111d7562cab2341fb98a91d4c30d7,87-582B-9-2
87,582,B,9,CC,0.0,10.0,125.80,128.22,128.22,JC," MUD,SAND",,,,,,,, SOFT, 00000000,e4dea1894eb99057be8a17755cf0fba7,87-582B-9-CC
87,582,B,10,1,0.0,66.0,135.50,135.50,136.16,JC, MUD,,,,,,,, SOFT, 00000000,b777926b1273f96aec30bb10a39d7db1,87-582B-10-1
87,582,B,10,1,120.0,150.0,135.50,136.70,137.00,JC, MUD,,,,,,,, SOFT, 00000000,93123fc9ffb1b3c16b520f8adb2a0b26,87-582B-10-1
87,582,B,10,2,0.0,150.0,135.50,137.00,138.50,JC, MUD,,,,,,,, SOFT, 00000000,241c002f2b5e60d032ec16c1f2baeb7d,87-582B-10-2
87,582,B,10,3,0.0,90.0,135.50,138.50,139.40,JC, MUD,,,,,,,, SOFT, 00000000,f713bf61ba2590649ebd12b0f921f9e5,87-582B-10-3
87,582,B,10,4,0.0,150.0,135.50,140.00,141.50,JC, MUD,,,,,,,, SOFT, 00000000,d6b36a2fefd6e86e3a9a578959d9fa7d,87-582B-10-4
87,582,B,10,5,0.0,140.0,135.50,141.50,142.90,JC, MUD,,,,,,,, SOFT, 00000000,bb6b856558c9b578c1bc0c74cf4e16d7,87-582B-10-5
87,582,B,10,6,0.0,130.0,135.50,143.00,144.30,JC, MUD,,,,,,,, SOFT, 00000000,cf89bd1e83c1b5b2418fc1bd22e6297d,87-582B-10-6
87,582,B,10,CC,0.0,11.0,135.50,144.43,144.44,JC, MUD,,,,,,,, SOFT, 00000000,f297ea6a5fb409362f7757d57c428bd4,87-582B-10-CC
87,582,B,11,CC,4.0,11.0,145.20,145.24,145.31,JC, MUD,,,,,,,, SOFT, 00000000,cedb28bfbcebe5bb7c3b1f74c1c2d6c1,87-582B-11-CC
87,582,B,12,1,0.0,133.0,154.80,154.80,156.13,AJS, MUD,,,,,,,, SOFT, 00000000,c5a731f48054fd439b79371027163fc4,87-582B-12-1
87,582,B,13,1,0.0,44.0,164.40,164.40,164.84,AJS, MUD,,,,,,,, SOFT, 00000000,14c26cbe3311e25f1f79dc940de3d4e1,87-582B-13-1
87,582,B,13,CC,0.0,12.0,164.40,164.96,164.98,AJS, MUD,,,,,,,, SOFT, 00000000,ef47f89d3e0d504ca9de50f25d9dffec,87-582B-13-CC
87,582,B,14,1,0.0,150.0,174.00,174.00,175.50,AJS, MUD,,,,,,,, SOFT, 00000000,b0f08e8ac690810b4a7b7cf0d59347d9,87-582B-14-1
87,582,B,14,2,0.0,115.0,174.00,175.50,176.65,AJS, MUD,,,,,,,, SOFT, 00000000,0ae47b05cbd7d2a42590e81cce74b6e9,87-582B-14-2
87,582,B,14,3,23.0,150.0,174.00,177.23,178.50,AJS, MUD,,,,,,,, SOFT, 00000000,97d04aee187e317f1de721038b8b6ee8,87-582B-14-3
87,582,B,14,4,0.0,135.0,174.00,178.50,179.85,AJS, MUD,,,,,,,, SOFT, 00000000,1c9a7c409d41565090953dd0e8ee7064,87-582B-14-4
87,582,B,14,5,0.0,140.0,174.00,180.00,181.40,AJS, MUD,,,,,,,, SOFT, 00000000,8d030e2bb7738b5b2607ad8f88506547,87-582B-14-5
