Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Preservation,Group Abundance,Comments,Amaurolithus delicatus,Amaurolithus primus,Amaurolithus tricorniculatus,Blackites gladius,Blackites inflatus,Calcidiscus leptoporus,Calcidiscus macintyrei,Calcidiscus premacintyrei,Calcidiscus tropicus,Calcispheres,Campylosphaera dela,Catinaster calyculus,Catinaster coalitus,Ceratolithus acutus,Ceratolithus rugosus,Ceratolithus atlanticus,Chiasmolithus altus,Chiasmolithus danicus,Chiasmolithus gigas,Chiasmolithus grandis,Chiasmolithus oamaruensis,Chiasmolithus solitus,Chiphragmolithus acanthodes,Chiphragmolithus barbatus,Chiphragmolithus calathus,Clausicoccus fenestratus,Clausicoccus subdistichus,Coccolithus crassus,Coccolithus formosus,Coccolithus miopelagicus,Coccolithus pelagicus,Coronocyclus nitescens,Cruciplacolithus frequens,Cruciplacolithus intermedius,Cruciplacolithus primus,Cruciplacolithus tenuis,Cyclicargolithus abisectus (>11 microns),Cyclicargolithus floridanus,Dictyococcites bisectus,Dictyococcites bisectus (>10 microns),Discoaster asymmetricus,Discoaster backmanii,Discoaster barbadiensis,Discoaster bellus,Discoaster berggrenii,Discoaster bollii,Discoaster brouweri,Discoaster deflandrei,Discoaster delicatus,Discoaster diastypus,Discoaster druggii,Discoaster exilis,Discoaster falcatus/nobilis,Discoaster hamatus,Discoaster kuepperi,Discoaster kugleri,Discoaster lodoensis,Discoaster loeblichii,Discoaster mohleri,Discoaster multiradiatus,Discoaster neohamatus,Discoaster pentaradiatus,Discoaster quinqueramus,Discoaster saipanensis,Discoaster signus,Discoaster sublodoensis,Discoaster surculus,Discoaster tamalis,Discoaster triradiatus,Discoaster variabilis group,Ellipsolithus macellus,Emiliania huxleyi,Ericsonia cf. E. robusta,Ericsonia robusta,Fasciculithus alanii,Fasciculithus clinatus,Fasciculithus involutus,Fasciculithus lilianae,Fasciculithus pileatus,Fasciculithus richardii,Fasciculithus schaubi,Fasciculithus spp.,Fasciculithus tympaniformis,Fasciculithus ullii,Gephyrocapsa (<4 microns),Gephyrocapsa (>4 microns),Gephyrocapsa (>5.5 microns),Gephyrocapsa caribbeanica,Girgisia gammation,Helicosphaera ampliaperta,Helicosphaera carteri,Helicosphaera euphratis,Helicosphaera intermedia,Helicosphaera recta,Helicosphaera sellii,Helicosphaera stalis,Helicosphaera walbersdorfensis,Heliolithus cantabriae,Heliolithus kleinpellii,Heliolithus riedelii,Hughesius tasmaniae,Isthmolithus recurvus,Minylitha convallis,Nannotetrina  alata gr.,Nannotetrina cristata,Nannotetrina fulgens,Nannotetrina spp.,Neococcolithes dubius,Nicklithus amplificus,Orthorhabdus serratus,Prinsius bisulcus,Prinsius dimorphosus,Prinsius martinii,Prinsius tenuiculus,Pseudoemiliania lacunosa,Pseudoemiliania ovata,Pseudotriquetrorhabdulus inversus,Reticulofenestra asanoi,Reticulofenestra dictyoda (3–10 microns),Reticulofenestra pseudoumbilicus,Reticulofenestra pseudoumbilicus (>7 microns),Reticulofenestra pseudoumbilicus (5–7 microns),Reticulofenestra reticulata,Reticulofenestra umbilicus (>14 microns),Rhomboaster spp.,Sphenolithus akropodus,Sphenolithus anarrhopus,Sphenolithus belemnos,Sphenolithus capricornutus,Sphenolithus ciperoensis,Sphenolithus cuniculus,Sphenolithus delphix,Sphenolithus disbelemnos,Sphenolithus distentus,Sphenolithus furcatolithoides morph A,Sphenolithus furcatolithoides morph B,Sphenolithus heteromorphus,Sphenolithus moriformis gr.,Sphenolithus obtusus,Sphenolithus perpendicularis,Sphenolithus predistentus,Sphenolithus radians,Sphenolithus spiniger,Sphenolithus spp.,Sphenolithus strigosus,Toweius callosus,Toweius magnicrassus,Toweius pertusus,Tribrachiatus bramlettei,Tribrachiatus contortus,Tribrachiatus orthostylus,Triquetrorhabdulus carinatus,Triquetrorhabdulus longus,Triquetrorhabdulus rugosus,Zygrhablithus bijugatus,Reticulofenestra erbae,Reticulofenestra isabellae,Chiasmolithus bidens ,Toweius eminens,Toweius tovae,Discoaster salisburgensis,Lithoptychius vertebratoides,Zeugrhabdotus sigmoides,Neochiastozygus junctus,CREATACEOUS,Arkhangelskiella cymbiformis,Ceratolithoides kamptneri,Corollithion kennedyi,Cribrocorona gallica,Eiffellithus eximius,Eiffellithus turriseiffelii,Hayesites irregularis,Helenea chiastia,Lithastrinus grillii,Lithastrinus septenarius,Lithraphidites acutus,Lithraphidites quadratus,Micula murus,Nephrolithus frequens,Quadrum gartneri,Reinhardtites anthophorus,Reinhardtites levis,Tranolithus orionatus,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data,Zone name
371-U1507A-1H-1-W 25/25-NANNO,0,0,0.25,0.25,NN20/21,G,A,,,,,,,F,1,,,F,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1507,A,1,H,1,W,25/25-NANNO,
371-U1507A-1H-1-W 75/75-NANNO,0,0,0.75,0.75,NN20/22,G,A,"T D. pentaradiatus, T H. sellii",,,,,,F,,,,F,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1507,A,1,H,1,W,75/75-NANNO,
371-U1507A-1H-3-W 75/75-NANNO,0,0,3.75,3.75,NN19,G,A,,,,,,,F,R,,,R,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,C,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1507,A,1,H,3,W,75/75-NANNO,
371-U1507A-1H-CC-PAL-NANNO,0,5,6.17,6.22,NN19,G,A,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,F,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1507,A,1,H,CC,PAL,NANNO,
371-U1507A-2H-CC-PAL-NANNO,0,10,15.98,16.08,NN19,M/G,A,,,,,,,C,3,,,F,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,C,,,,R,,,,,,,,,,,,,,,,,,,,F,C,,,,,1,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1507,A,2,H,CC,PAL,NANNO,
371-U1507A-3H-3-W 75/75-NANNO,0,0,19.45,19.45,NN13,M/G,A,"T R. pseudoumbilicus, T. Sphenolithus, T A. primus",1,4,,,,C,3,,,R,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,C,,1,,1,,,,,,,,,,,,,,,,,,,,,R,,,,,C,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1507,A,3,H,3,W,75/75-NANNO,
371-U1507A-3H-CC-PAL-NANNO,0,10,25.1,25.2,NN13,M/G,A,,,R,,,,F,R,,,R,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,R,2?,,,,,1,,F,,,,,,,,,,,,,,,,,,,,,C,,,,1,,,,,,,,,,,,,,,,,,,,R,R,,,,,C,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1507,A,3,H,CC,PAL,NANNO,
371-U1507A-4H-CC-PAL-NANNO,0,10,34.96,35.06,NN13,M/G,A,,R,R,,,,C,2,,,R,,,,,,1,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,1?,,,,,1,1,C,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,C,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1507,A,4,H,CC,PAL,NANNO,
371-U1507A-5H-CC-PAL-NANNO,0,10,44.3,44.4,NN13,M/G,A,,1,3,1,,,F,R,,,R,,,,1,2,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,C,,1,,,,,,,,,,,,,,,,,,,,,,,R,,,,,C,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1507,A,5,H,CC,PAL,NANNO,
371-U1507A-6H-CC-PAL-NANNO,0,10,53.99,54.09,NN13,M/G,A,,1,1,1,,,F,F,,,R,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,R,R?,,,,,,,R,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,1,R,,,,,F,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1507,A,6,H,CC,PAL,NANNO,
