Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name,Preservation,Foram abundance,Planktonic Benthic ratio (P:B),General comment,NEOGENE,Bolliella calida,Bolliella praeadamsi,Candeina nitida,Cassigerinella chipolensis,Cassigerinella martinezpicoi,Clavatorella bermudezi,Fohsella birnageae,Fohsella fohsi fohsi,Fohsella fohsi lobata,Fohsella lenguaensis,Fohsella peripheroacuta,Fohsella peripheroronda,Fohsella praefohsi,Fohsella robusta,Globigerina braziere,Globigerina bulloides,Globigerina connecta,Globigerinatella insueta,Globigerinella siphonifera,Globigerinoides altiapertura,Globigerinoides conglobatus,Globigerinoides extremus,Globigerinoides fistulosus,Globigerinoides obliquus,Globigerinoides primordius,Globigerinoides quadrilobatus,Globigerinoides ruber,Globigerinoides sacculifer,Globigerinoides seigliei,Globigerinoides subquadratus,Globigerinoides trilobus,Globoconella conoidea,Globoconella conomiozea,Globoconella inflata,Globoconella miozea,Globoconella pliozea,Globoconella praescitula,Globoconella puncticulata,Globoconella sphericomiozea,Globoconella zealandica,Globoquadrina altispira altispira,Globoquadrina baroemoenensis,Globoquadrina binaiensis,Globoquadrina dehiscens,Globoquadrina globularis,Globoquadrina venezuelana,Globorotalia archeomenardii,Globorotalia conica,Globorotalia crassaformis crassaformis,Globorotalia crassula,Globorotalia excelsa,Globorotalia exilis,Globorotalia flexuosa,Globorotalia hessi,Globorotalia hirsuta,Globorotalia inconspicua,Globorotalia lenguaensis,Globorotalia limbata,Globorotalia menardii,Globorotalia merotumida,Globorotalia miocenica,Globorotalia miotumida,Globorotalia miozea,Globorotalia multicamerata,Globorotalia pertenuis,Globorotalia plesiotumida,Globorotalia praemenardii,Globorotalia praescitula,Globorotalia ronda,Globorotalia semivera,Globorotalia tosaensis,Globorotalia truncatulinoides,Globorotalia tumida,Globoturborotalita decoraperta,Globoturborotalita nepenthes,Globoturborotalita woodi,Hirsutella cibaoensis,Hirsutella juanai,Hirsutella margaritae,Hirsutella scitula,Neogloboquadrina acostaensis,Neogloboquadrina asanoi,Neogloboquadrina atlantica,Neogloboquadrina dutertrei,Neogloboquadrina humerosa,Neogloboquadrina nympha,Orbulina bilobata,Orbulina suturalis,Orbulina universa,Paragloborotalia continuosa,Paragloborotalia kugleri,Paragloborotalia mayeri,Paragloborotalia pseudokugleri,Paragloborotalia siakensis,Praeorbulina curva,Praeorbulina glomerosa,Praeorbulina sicana,Pulleniatina finalis,Pulleniatina obliquiloculata,Pulleniatina primalis,Pulleniatina sp.,Pulleniatina spectabilis,Sphaeroidinella dehiscens,Sphaeroidinellopsis kochi,Sphaeroidinellopsis paenedehiscens,Sphaeroidinellopsis seminulina,Sphaeroidinellopsis subdehiscens,Turborotalita humilis,PALEOGENE,Acarinina acarinata,Acarinina aspensis,Acarinina broedermanni,Acarinina bullbrooki,Acarinina coalingensis,Acarinina collactea,Acarinina cuneicamerata,Acarinina mcgowrani,Acarinina mckannai,Acarinina medizzai,Acarinina primitiva,Acarinina pseudotopilensis,Acarinina quetra,Acarinina rohri,Acarinina sibaiyaensis,Acarinina soldadoensis,Acarinina soldadoensis angulosa,Acarinina spp.,Acarinina subsphaerica,Acarinina topilensis,Acarinina wilcoxensis,Catapsydrax dissimilis,Catapsydrax stainforthi,Catapsydrax unicavus,Chiloguembelina cubensis,Chiloguembelina martini,Chiloguembelina midwayensis,Chiloguembelina sp.,Chiloguembelina wilcoxensis,Clavigerinella akersi,Clavigerinella columbiana,Clavigerinella eocanica,Clavigerinella jarvisi,Cribrohantkenina inflata,Dentoglobigerina sellii,Dentoglobigerina tapuriensis,Globanomalina australiformis,Globanomalina compressa,Globanomalina imitata,Globanomalina pseudomenardii,Globigerina angulisuturalis,Globigerina ouachitaensis,Globigerinatheka index,Globigerinatheka kugleri,Globigerinatheka mexicana,Globigerinatheka semiinvoluta,Globigerinatheka subconglobata,Globigerinatheka tropicalis,Globoconusa daubjergensis,Globorotaloides carcoselleensis,Guembelitrioides nuttali,Hantkenina alabamensis,Hantkenina mexicana,Hantkenina nuttalli,Hantkenina singanoae,Hantkenina spp.,Igorina albeari,Igorina broedermanni,Igorina pusilla,Morozovella acuta,Morozovella aequa,Morozovella allisonensis,Morozovella angulata,Morozovella apanthesma,Morozovella aragonensis,Morozovella broedermanni,Morozovella caucasica,Morozovella conicotruncata,Morozovella crater,Morozovella formosa,Morozovella gracilis,Morozovella lensiformis,Morozovella marginodentata,Morozovella praeangulata,Morozovella praecursoria,Morozovella quetra,Morozovella spinulosa,Morozovella subbotinae,Morozovella velascoensis,Morozovelloides crassatus,Morozovelloides lehneri,Muricoglobigerina senni,Orbulinoides beckmanni,Paragloborotalia nana,Paragloborotalia opima,Parasubbotina griffinae,Parasubbotina variospira,Parvularugoglobigerina eugubina,Parvularugoglobigerina extensa,Planorotalites palmerae,Planorotalites spp.,Praemurica inconstans,Praemurica uncinata,Pseudoglobigerinella bolivariata,Pseudohastigerina micra,Pseudohastigerina naguewichiensis,Pseudohastigerina wilcoxensis,Subbotina angiporoides,Subbotina brevis,Subbotina euapertura,Subbotina inaequispira,Subbotina linaperta,Subbotina lozanoi,Subbotina triloculinoides,Subbotina utilisindex,Subbotina velascoensis,Tenuitella insolita,Tenuitella minutissima,Tenuitella munda,Tenuitella pseudoedita,Tenuitella reissi,Tenuitella selleyi,Turborotalia ampliapertura,Turborotalia boweri,Turborotalia cerroazulensis,Turborotalia cocoaensis,Turborotalia cunialensis,Turborotalia frontosa,Turborotalia griffinae,Turborotalia pomeroli,Turborotalia possagnoensis,CRETACEOUS,Abathomphalus intermedius,Abathomphalus mayaroensis,Archaeoglobigerina australis,Archaeoglobigerina blowi,Archaeoglobigerina bosquensis,Archaeoglobigerina cretacea,Contusotruncana contusa,Contusotruncana fornicata,Contusotruncana patelliformis,Contusotruncana plummerae,Dicarinella asymetrica,Dicarinella concavata,Falsotruncana maslakovae,Gansserina gansseri,Globigerinelloides ultramicrus,Globotruncana aegyptiaca,Globotruncana arca,Globotruncana linneiana,Globotruncana ventricosa,Globotruncanella havanensis,Globotruncanita atlantica,Globotruncanita calcarata,Guembelitria cretacea,Planoglobulina acervulinoides,Pseudoguembelina costulata,Pseudoguembelina excolata,Pseudoguembelina hariaensis,Pseudoguembelina kempensis,Pseudoguembelina palpebra,Pseudotextularia elegans,Racemiguembelina fructicosa,Radotruncana calcarata,Rugoglobigerina hexacamerata,Rugoglobigerina rugosa,Ventilabrella eggeri,ADDITIONAL SPECIES,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
371-U1506A-23R-CC-PAL-FORAM,0,5,210.76,210.81,,M,D,0.99,,,,,,,,,,,,,,,,,,,,,,,,P,,P,,,,P,,,,P,,,,,,,,,P,,,,,,,,,,,,,,,,,,P,,,,,,,F,,,,,,,,,P,P,P,,,,,,,,P,,,,P,,,,,,,,,,,,,,,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1506,A,23,R,CC,PAL
371-U1506A-24R-CC-PAL-FORAM,0,5,223.23,223.28,,G,D,0.99,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,C,,,,C,,,,,,,,,P,,,,,,,,,,,,,,,,,,R,,,,,,,R,,,,,,,,P,P,P,,,P,,,,,,,,,,R,,,,,,,,,,,,,,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1506,A,24,R,CC,PAL
371-U1506A-25R-CC-PAL-FORAM,0,5,233.5,233.55,,G,D,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,F,,,,C,,,,,P,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,P,P,P,,,,,,,,,,P,,P,,,,,,P,,,,,,,,,,,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1506,A,25,R,CC,PAL
371-U1506A-26R-CC-PAL-FORAM,0,5,240.05,240.1,,G,D,0.9,,,,,,,,,,,P,,,,,,,,,,,,,,,P,,,,P,,,,F,,,,,,,,,R,,,C,,P,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1506,A,26,R,CC,PAL
371-U1506A-27R-CC-PAL-FORAM,0,5,253.32,253.37,,G,D,0.98,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,R,,,R,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,P,,,,,,,,,,,,P,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1506,A,27,R,CC,PAL
371-U1506A-28R-2-W 74/76-FORAM,0,2,255.74,255.76,,G,D,0.98,,,,,,,,,,P,P,,,,,P,,,,,,,,,,,,,,R,,,,,,,,,,,,,R,,,P,,F,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,P,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1506,A,28,R,2,W
371-U1506A-28R-4-W 72/73-FORAM,0,1,258.72,258.73,,G,D,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,F,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1506,A,28,R,4,W
371-U1506A-28R-CC-PAL-FORAM,0,5,261.9,261.95,,G,D,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,P,R,,,P,,P,,,,,,,,,,,P,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,R,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1506,A,28,R,CC,PAL
371-U1506A-29R-2-W 78/84-FORAM,0,6,264.44,264.5,,M,D,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,C,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1506,A,29,R,2,W
371-U1506A-29R-2-W 88/91-FORAM,0,3,264.54,264.57,,M,D,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1506,A,29,R,2,W
