Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Preservation,Group abundance,Percentage of benthic forams in total foram assemblage [%],"Reworking comment (1= <1%, 2= light 1-10%, 3= >10%)","PALEO WATER DEPTH (IS=inner shelf, MS=middle shelf, OS=outer shelf)",Temperature Range,Aspect comment (etching),Comment (general),Large Benthic Forams [%],Acervulina mabahethi,Agglutinated spp. (indeterminate),Ammodiscus sp.,Ammonia spp.,Amphicoryna scalaris,Amphicoryna separans,Amphicoryna spp.,Amphistegina hauerina,Amphistegina lessonii,Amphistegina lobifera,Amphistegina papillosa,Amphistegina radiata,Amphistegina spp.,Anomalinella rostrata,Anomalinoides globulosus,Anomalinoides spp.,Articulina alticostata,Articulina pacifica,Assilina ammonoides,Astacolus spp.,Asterorotalia concinna,Astrononion spp.,Astrororalia milletti,Bolivina pusilla,Bolivina robusta,Bolivina sp.,Bolivina striatula,Bolivinella elegans,Bolivinita quadrilatera,Borelis spp.,Brizalina semilineata,Brizalina spp.,Bulimina aculeata,Bulimina barbata,Bulimina marginata,Bulimina sp.,Bulimina striata,Buliminella spp.,Buliminoides spp.,Cancris auriculus,Cancris spp.,Cassidulina carinata,Cassidulina sp.,Cassidulinoides spp.,Cerebrina lacunata,Challengeria spp.,Chilostomella oolina,Chilostomella sp.,Chrysalidinella dimorpha ,Cibicides mediocris,Cibicides praecinctus,Cibicides spp.,Cibicides tenuimargo,Cibicides wuellerstorfi,Cibicidoides bradyi,Cibicidoides globulosus,Cibicidoides mundula,Cibicidoides renzi,Cibicidoides sp.,Cibicidoides subhaidingerii,Clavulina subangularis,Cornuspira spp.,Cristellaria bradyi,Cycloclypeus? sp.,Cymbaloporetta sp. 1,Cymbaloporetta spp.,Discorbia spp.,Discorbinella sp. 1,Discorbinella spp.,Discorbis spp.,Eggerella bradyi,Ehrenbergina pacifica,Ehrenbergina spp.,Elhpidium craticulatum,Elongobula crispum,Elongobula parallela,Elphidium advenum limbatum,Elphidium excavatum,Elphidium hispidulum,Elphidium macellum,Elphidium spp.,Epistominella exigua,Epistominella spp.,Euloxostomum pseudobeyrichi,Eusphaeroidina inflata,Favocassidulina favus,Fissurina formosa,Fissurina marginata,Fissurina sp.,Frondricularia spp.,Gaudryina convexa,Gavelinopsis praegeri,Glabratella spp.,Glandulina spp.,Globobulimina affinis,Globocassidulina spp.,Globocassidulina subglobosa,Globogyroidina boninensis,Guttulina communis,Guttulina spp.,Guttulina yabei,Gyroidina neosoldanii,Gyroidinoides spp.,Hauerina spp.,Heterolepa bradyi,Heterostegina depressa,Hoeglundina elegans,Homotrema rubra,Hyalinea spp.,Inaequilina spp.,Karreriella bradyi,Laevidentalina communis,Laevidentalina inflexa,Laevidentalina spp.,Lagena sp.,Laticarinina pauperata,Lenticulina rotulata,Lenticulina sp. ,Lobatula Lobatula,Marginopora spp.,Marginulina obesa,Martinotiella spp.,Martinottiella communis,Martinottiella hosoyaensis,Melonis barleeanus,Melonis pompilioides,Melonis spp.,Migros flintii,Miliolina spp.,Miliolinella oceanica,Miliolinella sp. 1,Miliolinella subrotunda,Monalysidium spp.,Monalysidium spp. ,Mucronina compressa,Neoeponides margaritifer,Neoeponides procerus,Neoeponides spp.,Neorotalia spp.,Nephrolepidina ferrori,Nephrolepidina Spp.,Neugeborina longiscata,Nodosaria spp.,Nonionella sp.,Nonionoides grateloupi,Nonionoides spp.,Numullites spp.,Nuttallides umbonifera,Obesopleurostomella brevis,Olgia spp.,Oolina globosa,Oolina spp.,Operculina ammonoides,Operculina complanata,Operculina spp.,Operculinella venosa,Ophthalmidium circularis ,Oridorsalis spp.,Oridorsalis umbonatus,Osangulariella bradyi,Parafissurina sp.,Parasorites spp.,Patellina spp.,Patellinella spp.,Peneroplis spp.,Pileolina spp.,Planispirinella spp.,Planogypsina sp. 1,Planorbulina spp.,Planorbulinella larvata,Planospirina spp.,Planularia gemmata,Planularia spp.,Planulina spp.,Pleurostomella acuminata,Pleurostomella acuta,Pleurostomella sp. A,Pleurostomella spp.,Procerolagena spp.,Pseudoclavulina juncea,Pseudonodosaria sp.,Pseudonodosaria spp.,Pseudorotalia angusta,Pseudorotalia annectens,Pseudorotalia globosa,Pseudorotalia indopacifica,Pseudorotalia inermis,Pseudorotalia schroetiana,Pseudorotalia spp.,Pullenia bulloides,Pullenia quinqueloba,Pullenia simplex,Pullenia sp.,Pyramidulina glanduliniformis,Pyrgo denticulata,Pyrgo lucernula,Pyrgo murrhina,Pyrgo spp.,Quinqueloculina exmouthensis,Quinqueloculina lamarckiana,Quinqueloculina neocostata,Quinqueloculina patagonica,Quinqueloculina philippinensis,Quinqueloculina spp.,Quinqueloculina subpolygona,Rectobolivina bifrons,Recurvoides sp.,Reophax spp.,Reusella spp.,Rhabdammina? sp.,Rhizammina sp.,"Rhizammina sp. (Kaiho, 1992)",Rosalina spp.,Rotalinoides gaimardii,Rotalinoides spp.,Rotliammina sp.,Rudigaudryina minor,Sagrinella jugosa,Sagrinella spp.,Sahulia barkeri,Saraceneria spp.,Semicassis craticulata,Septotextularia rugosa,Sigmoidella elegantissima,Sigmoidella spp.,Sigmoilopsis schlumbergeri,Siphogeneria raphana,Siphogenerina dimorpha,Siphogenerina indica,Siphonaperta spp.,Siphoniferoides siphonifera,Siphonina tubulosa,Siphouvigerina hispida,Siphouvigerina interrupta,Siphouvigerina porrecta,Siphouvigerina proboscidae,Sorites spp.,Sphaerogypsina globulus,Sphaeroidina bulloides,Spiroloculina sp. N/A,Spiroloculina spp.,Spirotextularia fistulosa,Spirotextularia spp.,Spirotextularia tubulosa,Sprioloculina corrugata,Stilostomella abyssorum,Stilostomella gracillima,Stilostomella lepidula,Stilostomella sp.,Textularia agglutinans,Textularia catenata,Textularia lateralis,Textularia spp.,Textularia sp. 1,Textulariella barrettii,Tosaia hanzawai,Tretomphaloides spp.,Tribliolepidina spp.,Trifarina spp.,Triloculina spp.,Tritaxis fusca,Unidentified benthic forams,Uvigerina graciliformis,Uvigerina hispidocostata,Uvigerina peregrina,Uvigerina senticosa,Uvigerina spp.,Vaginulinopsis bradyi,Vertebralina spp.,Wiesnerella spp.,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
356-U1460A-1F-CC-PAL-FORAM-FORAM >150,0,5,2.08,2.13,G [P39],A [A10],60,,,,,Sponge spicules and pterapods present.,0,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,A,,,,D,,,,,,,,,,R,,,,,,,,,P,,,P,,,,,,,,P,,,,,,,,A,,,,,,,,,,,,R,,,,,,P,,,F,F,,,,,,F,,P,,A,,,R,,,,F,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,P,,,,,,A,F,,,,,P,,,F,,,,,,,,,,,,P,,D,,,,,,,,,,,,,,,P,,P,,,,,,R,,F,F,,,,,,,,,R,,,D,,,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=29922761,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=29922761,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=29922761, ",356,U1460,A,1,F,CC,P
356-U1460A-5F-CC-PAL-FORAM-150-2000,0,5,20.58,20.63,G [P39],,26,,,,,"Ostracods, sponge spicules, bryozoans, few glauconite",,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,P,,,,,,,,,F,A,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,A,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,F,,,,,,,,,,,,F,,,F,,P,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=29939761,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=29939761,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=29939761, ",356,U1460,A,5,F,CC,P
356-U1460A-9F-CC-PAL-FORAM-150-2000,0,5,35.62,35.67,M [P39],,45,,,,,"pteropods present, glauconite present",,,,,,,P,,,,,,,,,,,,,,,,,,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,A,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,R,,,,,,,,,,,,,,,,P,,,F,R,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,R,R,P,,,,,,,,,,,,,,,,,,,,,P,,,,,,R,,,,,P,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,A,,,,,,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=29940981,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=29940981,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=29940981, ",356,U1460,A,9,F,CC,P
356-U1460A-13F-CC-PAL-FORAM-150-2000,0,5,58.37,58.42,P [P39],C [A10],57,,,,,Large % of silica spicules present. Upper sub-littoral ostracods present.,0,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,F,,,,,,,,,,,,,,,,,,,,,,,A,F,,,,D,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,P,,,,,,,,,F,,,,,,,,,,,,,,,,,,P,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,F,,,,,,,,,,,,,,F,,,P,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,F,,,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=29960751,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=29960751,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=29960751, ",356,U1460,A,13,F,CC,P
356-U1460A-17F-CC-PAL-FORAM-150-2000,0,5,76.96,77.01,P [P39],C [A10],50,,,,,"Sponge spicules abundant, ostracods present",0,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,F,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,F,,,P,,,,,,,,,,,R,,,,,,,,,F,,,,,,,,,,,,,,D,,,,,,,,,,,,F,,,,,,,,,,,P,,,R,,,,,,,,,,,,F,,F,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=29964621,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=29964621,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=29964621, ",356,U1460,A,17,F,CC,P
356-U1460A-21F-CC-PAL-FORAM-150-2000,0,5,96.26,96.31,P [P39],C [A10],63,,,,,Sponge spicules and ostracods present,0,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,D,F,,,,A,,,,,,,,,,R,,,,,,,,,,,,,,P,,,,,,,,,,,,,P,R,,,,,,,,,,,,,,,,,,F,,,,,,,,,,R,,F,,,,,,,,,P,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,P,,R,,,,,,P,,,,,,F,,,P,,P,,,,,,P,,,,,,,,,,,,,,,,,P,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=29967931,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=29967931,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=29967931, ",356,U1460,A,21,F,CC,P
356-U1460A-25F-CC-PAL-FORAM-150-2000,0,5,114.93,114.98,P [P39],D [A10],15,,,,,Sponge spicules and ostracodes present.,0,,,,,,,P,,,,,,,,,,,,,,,,,,F,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,A,,,,,A,,,,,,,,,,,,,,,,,,,,,,P,,R,,,,,,,,,,,,,P,A,,,,,,,,,,,,,,,,,,F,,,P,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,R,,,P,,,,,,,,,F,,,,,R,,,,,,,,,P,,,,,,,,,,,,A,,F,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=29970191,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=29970191,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=29970191, ",356,U1460,A,25,F,CC,P
356-U1460A-29F-CC-PAL-FORAM-150-2000,0,5,133.8,133.85,P [P39],D [A10],20,,,,,Sponge spicules and ostracods present,0,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,R,,,,,A,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,P,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,R,,,,,,,,,,,,,,P,,,,,,,,,,,,A,,F,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=29971301,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=29971301,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=29971301, ",356,U1460,A,29,F,CC,P
356-U1460A-33F-CC-PAL-FORAM-150-2000,0,5,152.14,152.19,M [P39],,14,,,,,"Sponge spicules, ostracods present",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,A,,,,,,,,,,F,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=29980081,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=29980081,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=29980081, ",356,U1460,A,33,F,CC,P
356-U1460A-37F-CC-PAL-FORAM-150-2000,0,5,171.47,171.52,P [P39],,20,,,,,"Sponge spicules, ostracods present",,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,D,,,,,,,,,,F,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,P,,,R,,,,,,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=29988151,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=29988151,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=29988151, ",356,U1460,A,37,F,CC,P
