Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Datum name,Preservation,Group abundance,Percentage of planktic forams in total foram assemblage [%],Candeina nitida,Cassigerinella chipolensis,Clavatorella bermudezi,Dentoglobigerina altispira,Globigerina angulisuturalis,Globigerina bulloides,Globigerina bulloides umbilicata,Globigerina praebulloides,Globigerina quinqueloba,Globigerina sp.,Globigerinatella insueta,Globigerinella calida,Globigerinita glutinata,Globigerinoides conglobatus,Globigerinoides extremus,Globigerinoides fistulosus,Globigerinoides obliquus,Globigerinoides ruber (pink),Globigerinoides ruber (white),Globigerinoides sacculifer,Globigerinoides sp.,Globigerinoides subquadratus,Globigerinoides tenellus,Globigerinoides trilobus,Globoquadrina dehiscens,Globoquadrina venezuelana,Globorotalia archeomenardii,Globorotalia cibaoensis,Globorotalia crassula,Globorotalia exilis,Globorotalia flexuosa,Globorotalia fohsi fohsi,Globorotalia hessi,Globorotalia hirsuta,Globorotalia ikbei,Globorotalia inflata,Globorotalia juanai,Globorotalia lenguaensis,Globorotalia limbata,Globorotalia margaritae,Globorotalia menardii,Globorotalia miozea,Globorotalia miozea/conoidea,Globorotalia multicamerata,Globorotalia orientalis,Globorotalia peripheroacuta,Globorotalia peripheroronda,Globorotalia pertenuis,Globorotalia plesiotumida,Globorotalia praefohsi,Globorotalia praeinflata,Globorotalia praemenardii,Globorotalia praescitula,Globorotalia pseudomiocenica,Globorotalia rikuchuensis,Globorotalia scitula,Globorotalia sp.,Globorotalia tosaensis,Globorotalia truncatulinoides,Globorotalia tumida,Globoturborotalita apertura,Globoturborotalita decoraperta,Globoturborotalita nepenthes,Globoturborotalita sp.,Globoturborotalita woodi,Neogloboquadrina acostaensis,Neogloboquadrina asanoi,Neogloboquadrina dutertrei,Neogloboquadrina himiensis,Neogloboquadrina humerosa,Neogloboquadrina incompta,Neogloboquadrina inglei,Neogloboquadrina kagaensis,Neogloboquadrina pachyderma,Neogloboquadrina pachyderma (dextral),Neogloboquadrina pachyderma (sinistral),Neogloboquadrina pseudopachyderma,Neogloboquadrina sp.,Orbulina sp.,Orbulina suturalis,Orbulina universa,Paragloborotalia mayeri,Praeorbulina circularis,Praeorbulina sicana,Praeorbulina sp.,Pulleniatina obliquiloculata,Pulleniatina primalis,Pulleniatina sp.,Pulleniatina spectabilis,Sphaeroidinella dehiscens,Sphaeroidinellopsis kochi,Sphaeroidinellopsis seminulina,Sphaeroidinellopsis sp.,Turborotalita humilis,Comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
346-U1427A-11H-CC-PAL,0,5,97.04,97.09,,,,G,A,88,,,,,,R,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,11,H,CC,PAL,
346-U1427A-12H-CC-PAL,0,5,106.71,106.76,,,,G,F,59,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,12,H,CC,PAL,
346-U1427A-13H-CC-PAL,0,5,115.8,115.85,,,,M,R,40,,,,,,D,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,F,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,13,H,CC,PAL,
346-U1427A-14H-CC-PAL,0,5,125.48,125.53,,,,G,F,20,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,14,H,CC,PAL,
346-U1427A-15H-CC-PAL,0,5,135.22,135.27,,,,G,A,89,,,,,,A,,,R,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,15,H,CC,PAL,
346-U1427A-16H-CC-PAL,0,5,144.99,145.04,,,,G,F,15,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,16,H,CC,PAL,
346-U1427A-17H-CC-PAL,0,4,154.1,154.14,,,,M,F,99,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,17,H,CC,PAL,
346-U1427A-18H-CC-PAL,0,5,163.91,163.96,,,,M,R,47,,,,,,D,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,R,A,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,18,H,CC,PAL,
346-U1427A-19H-CC-PAL,0,4,172.88,172.92,,,,,B ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,19,H,CC,PAL,
346-U1427A-20H-CC-PAL,0,4,182.39,182.43,,,,M,F,80,,,,,,D,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,R,,,,,,,,,,,,,346,U1427,A,20,H,CC,PAL,
346-U1427A-21H-CC-PAL,0,6,191.61,191.67,,,,G,A,80,,,,,,A,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,F,A,,R,,,,,,,,,,,,,,,,,,,,,346,U1427,A,21,H,CC,PAL,
346-U1427A-22H-CC-PAL,0,5,201.67,201.72,,,,M,F,66,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,22,H,CC,PAL,
346-U1427A-23H-CC-PAL,0,5,210.68,210.73,,,,,B,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,23,H,CC,PAL,
346-U1427A-24H-CC-PAL,0,5,219.75,219.8,,,,,B,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,24,H,CC,PAL,
346-U1427A-25H-CC-PAL,0,6,228.67,228.73,,,,,B ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,25,H,CC,PAL,
346-U1427A-26H-CC-PAL,0,5,233.8,233.85,,,,G ,A ,66,,,,,,D,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,26,H,CC,PAL,
346-U1427A-27H-CC-PAL,0,5,238.49,238.54,,,,G,A,56,,,,,,D,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,A,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,27,H,CC,PAL,
346-U1427A-28H-CC-PAL,0,5,242.86,242.91,,,,G,A,86,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,28,H,CC,PAL,
346-U1427A-29H-CC-PAL,0,5,246.3,246.35,,,,VG ,D ,79,,,,,,A,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,F,A,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,29,H,CC,PAL,
346-U1427A-30H-CC-PAL,0,5,251.82,251.87,,,,G ,D ,74,,,,,,D,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,R,,F,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,30,H,CC,PAL,
346-U1427A-31H-CC-PAL,0,5,257.18,257.23,,,,G ,A ,28,,,,,,D,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,A,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,31,H,CC,PAL,
346-U1427A-32H-CC-PAL,0,2,261.73,261.75,,,,G ,D ,88,,,,,,A,,,R,R,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,R,,,,,R,,R,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,32,H,CC,PAL,
346-U1427A-33H-CC-PAL,0,3,266.43,266.46,,,,G ,D ,95,,,,,,A,,,R,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,A,,,,,F,,R,D,,R,,,,,,,,,,,,,,,,,,,,,346,U1427,A,33,H,CC,PAL,
346-U1427A-34H-CC-PAL,0,4,271.5,271.54,,,,G ,D ,94,,,,,,D,R,,R,R,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,A,,F,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,34,H,CC,PAL,
346-U1427A-35H-CC-PAL,0,5,275.58,275.63,,,,G ,D ,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,35,H,CC,PAL,
346-U1427A-36H-CC-PAL,0,4,280.34,280.38,,,,G ,D ,59,,,,,,A,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,R,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,36,H,CC,PAL,
346-U1427A-37H-CC-PAL,0,5,285.69,285.74,,,,M ,D ,55,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,F,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,37,H,CC,PAL,
346-U1427A-38H-CC-PAL,0,5,290.2,290.25,,,,,B,88,,,,,,A,R,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,38,H,CC,PAL,
346-U1427A-39H-CC-PAL,0,4,295.11,295.15,,,,G ,D ,99,,,,,,A,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,R,,F,A,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,39,H,CC,PAL,
346-U1427A-40H-CC-PAL,0,5,299.21,299.26,,,,,B,99,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,A,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,40,H,CC,PAL,
346-U1427A-41H-CC-PAL,0,5,304.23,304.28,,,,VG ,D ,99,,,,,,D,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,F,A,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,41,H,CC,PAL,
346-U1427A-42H-CC-PAL,0,5,308.87,308.92,,,,,B,83,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,R,,,,,,,R,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,42,H,CC,PAL,
346-U1427A-43H-CC-PAL,0,5,313.08,313.13,,,,M ,D ,79,,,,,,F,,,R,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,A,A,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,43,H,CC,PAL,
346-U1427A-44H-CC-PAL,0,5,317.91,317.96,,,,,B,76,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,44,H,CC,PAL,
346-U1427A-45H-CC-PAL,0,5,323.02,323.07,,,,G ,A ,96,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,45,H,CC,PAL,
346-U1427A-46H-CC-PAL,0,5,327.95,328.0,,,,,B,99,,,,,,A,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,F,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,46,H,CC,PAL,
346-U1427A-47H-CC-PAL,0,5,332.58,332.63,,,,M ,A ,96,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,A,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,47,H,CC,PAL,
346-U1427A-48H-CC-PAL,0,5,337.48,337.53,,,,M ,A ,65,,,,,,A,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,F,,F,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,48,H,CC,PAL,
346-U1427A-49H-CC-PAL,0,5,342.14,342.19,,,,M ,A ,97,,,,,,A,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,F,A,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,49,H,CC,PAL,
346-U1427A-50H-CC-PAL,0,5,346.82,346.87,,,,,B,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,F,,F,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,50,H,CC,PAL,
346-U1427A-51H-CC-PAL,0,5,351.68,351.73,,,,G ,A ,32,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,A,A,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,51,H,CC,PAL,
346-U1427A-52H-CC-PAL,0,5,356.03,356.08,,,,,B,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,52,H,CC,PAL,
346-U1427A-53H-CC-PAL,0,5,361.02,361.07,,,,M,D,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,R,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,53,H,CC,PAL,
346-U1427A-54H-CC-PAL,0,5,365.7,365.75,,,,G,A,65,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,F,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,54,H,CC,PAL,
346-U1427A-55H-CC-PAL,0,5,370.2,370.25,,,,G,F,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,55,H,CC,PAL,
346-U1427A-56H-CC-PAL,0,5,374.88,374.93,,,,,B,59,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,R,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,56,H,CC,PAL,
346-U1427A-57H-CC-PAL,0,6,379.82,379.88,,,,G,A,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,R,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,57,H,CC,PAL,
346-U1427A-58H-CC-PAL,0,5,384.71,384.76,,,,,B,90,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,R,,,,,A,,R,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,58,H,CC,PAL,
346-U1427A-59H-CC-PAL,0,5,386.7,386.75,,,,M,A,84,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,R,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,59,H,CC,PAL,
346-U1427A-60H-CC-PAL,0,2,393.59,393.61,,,,,B,70,,,,,,R,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,R,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,60,H,CC,PAL,
346-U1427A-61H-CC-PAL,0,3,398.17,398.2,,,,G,D,98,,,,,,D,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,F,A,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,61,H,CC,PAL,
346-U1427A-62H-CC-PAL,0,3,402.78,402.81,,,,,B,64,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,R,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,62,H,CC,PAL,
346-U1427A-63H-CC-PAL,0,5,407.84,407.89,,,,M,F,84,,,,,,A,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,A,,F,A,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,63,H,CC,PAL,
346-U1427A-64H-CC-PAL,0,5,412.63,412.68,,,,,B,98,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,D,,F,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,64,H,CC,PAL,
346-U1427A-65H-CC-PAL,0,5,417.01,417.06,,,,G,D,97,,,,,,R,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,D,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,65,H,CC,PAL,
346-U1427A-66H-CC-PAL,0,5,421.22,421.27,,,,M,F,50,,,,,,R,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,D,R,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,66,H,CC,PAL,
346-U1427A-67H-CC-PAL,0,5,426.62,426.67,,,,M,F,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,67,H,CC,PAL,
346-U1427A-68H-CC-PAL,0,5,431.08,431.13,,,,G,A,70,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,R,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,68,H,CC,PAL,
346-U1427A-69H-CC-PAL,0,5,435.75,435.8,,,,P,R,4,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,69,H,CC,PAL,
346-U1427A-70H-CC-PAL,0,5,440.21,440.26,,,,P,R,30,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,R,F,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,70,H,CC,PAL,
