Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Sample preparation comment,General comment,Group Abundance,Preservation,Abas wittii,Actinocyclus barronii,Actinocyclus ellipticus f. lanceolata,Actinocyclus ellipticus var. javanica,Actinocyclus ellipticus var. spiralis,Actinocyclus hajosiae,Actinocyclus ingens,Actinocyclus jouseae,Actinocyclus moronensis,Actinocyclus mutabilis,Actinocyclus nigriniae,Actinocyclus praellipticus,Actinocyclus radionovae,Actinoptychus splendens,Alveus marina,Annellus californicus,Araniscus lewisianus,Asterolampra acutiloba,Asterolampra affinis,Asterolampra grevillei,Asterolampra insignis,Asterolampra marylandica,Asteromphalus elegans,Azpeitia bukryi,Azpeitia crenuloides,Azpeitia gombosi,Azpeitia nodulifera,Azpeitia nodulifera var. cyclopus,Azpeitia oligocenica,Azpeitia oligocenica var. nodosa,Azpeitia praenodulifera,Azpeitia salisburyana,Azpeitia tuberculata,Azpeitia vetustissimus var. javanica,Baxteriopsis brunii,Bogorovia barronii,Bogorovia gombosii,Bogorovia puncticulata,Bogorovia veniamini,Brightwellia hyperborea,Brightwellia imperfecta,Cavitatus jouseanus,Cavitatus rectus,Cestodiscus antarcticus,Cestodiscus convexus,Cestodiscus demergitus,Cestodiscus fennerae,Cestodiscus kugleri,Cestodiscus ovalis,Cestodiscus peplum,Cestodiscus pulchellus,Cestodiscus pulchellus var. maculatus,Cestodiscus pulchellus var. novazealandica,Cestodiscus quadratus,Cestodiscus reticulatus,Cestodiscus robustus,Cestodiscus sp. 2,Cestodiscus spinifer,Cestodiscus stokesianus,Cestodiscus trochus,Cestodiscus umbonatus,Chaetoceros asymmetricus,Coscinodiscus blysmos,Coscinodiscus bulliens,Coscinodiscus cruxii,Coscinodiscus descrescens,Coscinodiscus eomonoculus,Coscinodiscus excavatus,Coscinodiscus excavatus var. semilunis,Coscinodiscus gigas var. diorama,Coscinodiscus hajosiae,Coscinodiscus lewisianus var. levis,Coscinodiscus lewisianus var. rhomboides,Coscinodiscus lewisianus var. robustus,Coscinodiscus rhombicus,Coscinodiscus temperei var. delicata,Coscinodiscus tuberculatus,Craspedodiscus coscinodiscus,Craspedodiscus elegans,Craspedodiscus oblongus,Craspedodiscus umbonatus,Craspedodiscus undulatus,Crucidenticula ikibei,Crucidenticula kanaye,Crucidenticula nicobarica,Crucidenticula punctata,Crucidenticula sawamurae,Diestephanisira architecturalis,Ethmodiscus rex,Fragilariopsis cylindrica,Fragilariopsis fossilis,Fragilariopsis miocenica,Fragilariopsis reinholdii,Hemiaulus alatus,Hemiaulus altar,Hemiaulus barbadensis,Hemiaulus dubius,Hemiaulus exiguus,Hemiaulus gondolaformis,Hemiaulus gracilis,Hemiaulus grassus,Hemiaulus inaequilaterus,Hemiaulus incurvus,Hemiaulus kristoffersenii,Hemiaulus lyriformis,Hemiaulus nocchiae,Hemiaulus peripterus var. longispinus,Hemiaulus peripterus var. peripterus,Hemiaulus polycistinorum var. mesolepta ,Hemiaulus subactus,Hemidiscus cuneiformis,Hyalodiscus ambiguus,Kozloviella minor,Kozloviella subrotunda,Melosira architecturalis,Mesocena elliptica,Mesocena quadrangula,Nitzschia jouseae,Nitzschia maleinterpretaria,Nitzschia porteri,Fragilariopsis doliolus,Pterotheca clavata,Pyxilla caputavis,Pyxilla gracilis,Pyxilla reticulata,Rhizosolenia matuyamai,Rhizosolenia praebergonii,Rhizosolenia praebergonii var. robusta,Rhizosolenia setigera,Rhizosolenia sp.,Riedelia claviger,Rocella gelida,Rocella gelida  var. schraderi,Rocella praenitida,Rocella princeps,Rocella vigilans,Rossiella fennerae,Rossiella fourtanierae,Rossiella paleacea,Rossiella paleacea var. elongata,Rossiella praepaleacea,Rossiella symmetrica,Shionodiscus oestrupii,Skeletonemopsis barbadense,Thalassionema cf. nitzschiodes,Thalassionema robusta,Thalassiosira burckliana,Thalassiosira convexa,Thalassiosira convexa var. aspinosa,Thalassiosira convexa var. convexa,Thalassiosira fraga,Thalassiosira grunowii,Thalassiosira leptopus,Thalassiosira miocenica,Thalassiosira praeconvexa,Thalassiosira praefraga,Thalassiosira primalabiata,Thalassiosira spinosa,Thalassiosira spumellaroides,Thalassiosira tappanae,Thalassiosira yabei,Thalassiosira yabei var. elliptica,Thalassiothrix cf. primitiva,Triceratium barbadense,Triceratium cinnamoneum,Triceratium gombosii,Triceratium gombosii var. A,Triceratium heibergii,Triceratium inconspicuum,Triceratium kanayae,Triceratium mirabile,Triceratium pileus,Triceratium polycystinorum,Trinacria aries,Trinacria conifera,Trinacria deciusi ,Trinacria exsculpta,Trinacria regina,Trinacria simulacroides,Trinacria simulacrum,Trinacria subcapitata,Trochosira gracillima,Trochosira marginata,Trochosira radiata,Trochosira trochlea,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
362-U1480F-11F-CC-PAL-DIAT,0,5,159.61,159.66,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,F,11,F,CC,PAL,
362-U1480F-12F-CC-PAL-DIAT,0,5,165.02,165.07,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,F,12,F,CC,PAL,
362-U1480F-13F-CC-PAL-DIAT,0,5,169.29,169.34,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,F,13,F,CC,PAL,
362-U1480F-14F-CC-PAL-DIAT,0,5,174.9,174.95,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,F,14,F,CC,PAL,
362-U1480F-15F-CC-PAL-DIAT,0,5,178.45,178.5,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,F,15,F,CC,PAL,
362-U1480F-16F-CC-PAL-DIAT,0,5,184.17,184.22,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,F,16,F,CC,PAL,
362-U1480F-17F-CC-PAL-DIAT,0,5,187.55,187.6,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,F,17,F,CC,PAL,
362-U1480F-18F-CC-PAL-DIAT,0,5,193.54,193.59,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,F,18,F,CC,PAL,
362-U1480F-19F-CC-PAL-DIAT,0,5,197.19,197.24,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,F,19,F,CC,PAL,
362-U1480F-20F-CC-PAL-DIAT,0,5,202.22,202.27,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,F,20,F,CC,PAL,
362-U1480F-21F-CC-PAL-DIAT,0,5,207.51,207.56,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,F,21,F,CC,PAL,
362-U1480F-22F-CC-PAL-DIAT,0,5,209.61,209.66,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,F,22,F,CC,PAL,
362-U1480F-23F-CC-PAL-DIAT,0,5,216.93,216.98,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,F,23,F,CC,PAL,
362-U1480F-24F-CC-PAL-DIAT,0,5,220.67,220.72,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,F,24,F,CC,PAL,
362-U1480F-25F-CC-PAL-DIAT,0,5,225.12,225.17,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,F,25,F,CC,PAL,
362-U1480F-26F-CC-PAL-DIAT,0,5,231.36,231.41,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,F,26,F,CC,PAL,
362-U1480F-27F-CC-PAL-DIAT,0,5,235.67,235.72,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,F,27,F,CC,PAL,
362-U1480F-28F-CC-PAL-DIAT,0,5,240.69,240.74,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,F,28,F,CC,PAL,
362-U1480F-29F-CC-PAL-DIAT,0,5,241.93,241.98,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,F,29,F,CC,PAL,
362-U1480F-31F-CC-PAL-DIAT,0,5,250.79,250.84,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,F,31,F,CC,PAL,
362-U1480F-33F-CC-PAL-DIAT,0,5,262.77,262.82,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,F,33,F,CC,PAL,
362-U1480F-34X-CC-PAL-DIAT,0,5,265.06,265.11,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,F,34,X,CC,PAL,
362-U1480F-35X-CC-PAL-DIAT,0,5,271.05,271.1,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,F,35,X,CC,PAL,
362-U1480F-36F-CC-PAL-DIAT,0,5,283.57,283.62,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,F,36,F,CC,PAL,
362-U1480F-37X-CC-PAL-DIAT,0,5,286.44,286.49,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,F,37,X,CC,PAL,
362-U1480F-39F-CC-PAL-DIAT,0,5,294.85,294.9,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,F,39,F,CC,PAL,
