leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
32,310,,UPPER QUATERNARY,,0.0,20.5,,NO AGE GIVEN,,NO AGE GIVEN,    0,  0.8,  0.4,DSDP INITIAL REPORTS
32,310,,LOWER QUATERNARY,PLIOCENE,20.5,24.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  0.8,    5,  2.9,DSDP INITIAL REPORTS
32,310,,QUATERNARY,PLIOCENE,24.0,29.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,    0,    5,  2.5,DSDP INITIAL REPORTS
32,310,,PLIOCENE,,29.5,43.0,,NO AGE GIVEN,,NO AGE GIVEN,  1.8,    5,  3.4,DSDP INITIAL REPORTS
32,310,,PLIOCENE,UPPER MIOCENE,43.0,52.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  1.8, 10.5, 6.15,DSDP INITIAL REPORTS
32,310,,PLIOCENE,,52.5,56.0,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN,  1.8,    5,  3.4,DSDP INITIAL REPORTS
32,310,,UPPER MIOCENE,,56.0,74.7,,NO AGE GIVEN,,NO AGE GIVEN,    5, 10.5, 7.75,DSDP INITIAL REPORTS
32,310,,MIDDLE MIOCENE,,74.7,80.5,,NO AGE GIVEN,,NO AGE GIVEN, 10.5,   16,13.25,DSDP INITIAL REPORTS
32,310,,LOWER OLIGOCENE,,80.5,89.5,,NO AGE GIVEN,,NO AGE GIVEN,   30, 37.5,33.75,DSDP INITIAL REPORTS
32,310,,MIDDLE EOCENE,,89.5,90.0,,NO AGE GIVEN,,NO AGE GIVEN,   43,   49,   46,DSDP INITIAL REPORTS
32,310,,MIDDLE EOCENE,LOWER EOCENE,90.0,99.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   43, 53.5,48.25,DSDP INITIAL REPORTS
32,310,,LOWER MAESTRICHTIAN ,LOWER CAMPANIAN,99.5,137.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN, 67.5,   78,72.75,DSDP INITIAL REPORTS
32,310,,LOWER CAMPANIAN,,137.5,193.5,,NO AGE GIVEN,,NO AGE GIVEN,   74,   78,   76,DSDP INITIAL REPORTS
