Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
144, 872,C,Post Moratorium          ,       0.580,    0.120000,LO Globigerinoides ruber (pink)
,,,,,,
144, 872,C,Post Moratorium          ,       3.900,    0.600000,LO Globorotalia tosaensis
,,,,,,
144, 872,C,Post Moratorium          ,       7.330,    1.600000,LO Globigerinoides fistulosus
,,,,,,
144, 872,C,Post Moratorium          ,       8.590,    1.800000,LO Globigerinoides extremus
,,,,,,
144, 872,C,Post Moratorium          ,      10.060,    1.900000,GO Globorotalia truncatulinoides
,,,,,,
144, 872,C,Post Moratorium          ,      18.040,    2.900000,LO Dendroglobigerina altispira
,,,,,,
144, 872,C,Post Moratorium          ,      22.950,    3.500000,LO Pulleniatina primalis
,,,,,,
144, 872,C,Post Moratorium          ,      23.610,    3.800000,"Pulleniatina, first coiling reversal"
,,,,,,
144, 872,C,Post Moratorium          ,      24.260,    3.900000,LO Pulleniatina spectabilis
,,,,,,
144, 872,C,Post Moratorium          ,      26.100,    5.100000,FO Sphaeroidinella dehiscens
,,,,,,
144, 872,C,Post Moratorium          ,      27.740,    5.200000,FO Globorotalia tumida
,,,,,,
144, 872,C,Post Moratorium          ,      31.540,    5.300000,FO Globigerinoides conglobatus
,,,,,,
144, 872,C,Post Moratorium          ,      35.060,    5.800000,FO Pulleniatina primalis
,,,,,,
144, 872,C,Post Moratorium          ,      36.520,    7.100000,FO Globorotlia plesiotumida
,,,,,,
144, 872,C,Post Moratorium          ,      40.280,   10.200000,FO Neogloboquadrina acostaensis
,,,,,,
144, 872,C,Post Moratorium          ,      45.700,   10.400000,LO Paragloborotalia  mayeri
,,,,,,
144, 872,C,Post Moratorium          ,      59.660,   11.500000,LO Fohsella
,,,,,,
144, 872,C,Post Moratorium          ,      65.250,   12.600000,FO Fohsella robusta
,,,,,,
144, 872,C,Post Moratorium          ,      69.160,   13.100000,FO Fohsella fohsi
,,,,,,
144, 872,C,Post Moratorium          ,      73.240,   13.900000,FO Fohsella praefohsi
,,,,,,
144, 872,C,Post Moratorium          ,      74.850,   14.600000,LO Fohsella peripheroronda
,,,,,,
144, 872,C,Post Moratorium          ,      82.860,   14.900000,FO Fohsella peripheroacuta
,,,,,,
144, 872,C,Post Moratorium          ,      94.250,   16.600000,FO Praeorbulina sicana
,,,,,,
144, 872,C,Post Moratorium          ,     104.950,   19.000000,FO Globigerinatella sp.
,,,,,,
144, 872,C,Post Moratorium          ,     109.340,   21.799999,LO Paragloborotalia kugleri
,,,,,,
144, 872,C,Post Moratorium          ,     110.670,   22.799999,LO Dendroglobigerina globularis
,,,,,,
144, 872,C,Post Moratorium          ,     111.990,   23.200001,FO Globoquadrina dehiscens
,,,,,,
144, 872,C,Post Moratorium          ,     124.450,   23.200001,"LO ""Globigerina"" angulisuturalis"
,,,,,,
144, 872,C,Post Moratorium          ,     141.600,   24.299999,"FO ""G"" primordius (common)"
,,,,,,
