Label ID,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Comment,Zone,Age,Preservation,Nannofossil abundance,Sphenolithus ciperoensis,Sphenolithus delphix,Sphenolithus disbelemnos,Helicosphaera ampliaperta,Sphenolithus belemnos,Triquetrorhabdulus carinatus,Sphenolithus heteromorphus,Discoaster deflandrei,Cyclicargolithus floridanus,Calcidiscus premacintyrei,Coronocyclus nitescens,Discoaster kugleri,Coccolithus miopelagicus,Catinaster coalitus,Catinaster calyculus,Discoaster hamatus,Discoaster berggrenii,Nicklithus amplificus,Discoaster quinqueramus,Ceratolithus acutus,Ceratolithus larrymayeri,Triquetrorhabdulus rugosus,Ceratolithus rugosus,Reticulofenestra pseudoumbilicus,Sphenolithus spp.,Discoaster tamalis,Discoaster surculus,Discoaster pentaradiatus,Discoaster triradiatus,Discoaster brouweri,Gephyrocapsa (>4 μm),Calcidiscus macintyrei,Gephyrocapsa (> 5.5 μm),Helicosphaera sellii,Reticulofenestra asanoi,Pseudoemiliania lacunosa,Emiliania huxleyi,Algirosphaera robusta,Amaurolithus delicatus,Amaurolithus primus,Amaurolithus tricorniculatus,Braarudosphaera bigelowii,Calcidiscus leptoporus,Calcidiscus quadriperforatus,Calcidiscus tropicus,Calciosolenia brasiliensis,Calciosolenia murrayi,Catinaster mexicanus,Ceratolithus armatus,Ceratolithus atlanticus,Ceratolithus cristatus,Clausicoccus fenestratus,Coccolithus pelagicus,Cryptococcolithus mediaperforate,Cyclicargolithus abisectus,Dictyococcites antarcticus,Dictyococcites bisectus,Discoaster altus,Discoaster asymmetricus,Discoaster bellus,Discoaster bergenii,Discoaster bollii,Discoaster braarudii,Discoaster calcaris,Discoaster challengeri,Discoaster druggii,Discoaster exilis,Discoaster loeblichii,Discoaster musicus,Discoaster neorectus,Discoaster petaliformis,Discoaster prepentaradiatus,Discoaster variabilis,Discosphaera tubifera,Florisphaera profunda,Gephyrocapsa caribbeanica,Gephyrocapsa ericsonii,Gephyrocapsa muellerae,Gephyrocapsa oceanica,Gephyrocapsa omega,Gephyroscapsa lumina,Gladiolithus flabellatus,Hayaster perplexus,Hayella challengeri,Helicosphaera carteri,Helicosphaera euphratis,Helicosphaera gertae,Helicosphaera granulata,Helicosphaera intermedia,Helicosphaera inversa,Helicosphaera magnifica,Helicosphaera mediterranea,Helicosphaera obliqua,Helicosphaera orientalis,Helicosphaera pavimentum,Helicosphaera perch-nielseniae,Helicosphaera recta,Helicosphaera scissura,Helicosphaera stalis,Helicosphaera truempyi,Helicosphaera vedderi,Helicosphaera walbersdorfensis,Helicosphaera wallichii,Helicosphaera waltrans,Holodiscolithus macroporus,Hughesius gizoensis,Hughesius tasmaniae,Ilselithina fusa,Minylitha convallis,Oolithotus fragilis,Orthorhabdus serratus,Pontosphaera discopora,Pontosphaera japonica,Pontosphaera multipora,Pontosphaera syracusana,Pseudoemiliania ovata,Reticulofenestra daviesii,Reticulofenestra haqii,Reticulofenestra minuta,Reticulofenestra minutula,Reticulofenestra pseudoumbilicus (> 7 μm),Reticulofenestra pseudoumbilicus (5-7 µm),Reticulofenestra rotaria,Rhabdosphaera clavigera,Rhabdosphaera poculii,Scyphosphaera apsteinii,Scyphosphaera apsteinii forma dilatata,Scyphosphaera cylindrica,Scyphosphaera globulata,Scyphosphaera intermedia,Scyphosphaera lagena,Scyphosphaera pulcherrima,Scyphosphaera tubifera,Scyphosphaera ventriosa,Small Gephyrocapsa (< 4 μm),Solidopons petrae,Sphenolithus abies,Sphenolithus calyculus,Sphenolithus capricornutus,Sphenolithus conicus,Sphenolithus dissimilis,Sphenolithus moriformis,Syracolithus schilleri,Syracosphaera lamina,Syracosphaera pulchra,Tetralithoides quadrilaminata,Tetralithoides symeonidesii,Triquetrorhabdulus challengeri,Triquetrorhabdulus extensus,Triquetrorhabdulus finifer,Triquetrorhabdulus milowii,Triquetrorhabdulus rioi,Triquetrorhabdulus sp. (long needle-like),Triquetrorhabdulus striatus,Umbellosphaera irregularis,Umbellosphaera tenuis,Umbilicosphaera foliosa,Umbilicosphaera hulburtiana,Umbilicosphaera jafari,Umbilicosphaera rotula,Umbilicosphaera sibogae,Zygrhablithus bijugatus
320-U1335B-27H-CC-PAL-NANNO,320,U1335,B,27,27-CC,H,CC,PAL,NANNO,0,0,250.9,250.9,TDJ - but no disbelemnos,NN2,early Miocene,M [320_N],A [320_Ng],,,,,,F [320_Ns],,C [320_Ns],C [320_Ns],,F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,A [320_Ns],C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,A [320_Ns],,,,,,,,,R [320_Ns],,,,,,,,F [320_Ns],C [320_Ns],,
320-U1335B-28H-CC-PAL-NANNO,320,U1335,B,28,28-CC,H,CC,PAL,NANNO,0,0,260.4,260.4,TDJ/PB - but no disbelemnos,NN2,early Miocene,M [320_N],A [320_Ng],,,,,,F [320_Ns],,C [320_Ns],A [320_Ns],,F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,
320-U1335B-29H-CC-PAL-NANNO,320,U1335,B,29,29-CC,H,CC,PAL,NANNO,0,0,269.69,269.69,TDJ - but no disbelemnos,NN2,early Miocene,M [320_N],A [320_Ng],,,,,,,,C [320_Ns],A [320_Ns],,F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],R [320_Ns],,,R [320_Ns],,,,,,,,,,,,,,,,,,,R [320_Ns],,,,R [320_Ns],,,,,F [320_Ns],,,,,,,,,,,,,,,,,,,,,F [320_Ns],R [320_Ns],,,A [320_Ns],,,,,,,,,,,,,,,,,C [320_Ns],,,
320-U1335B-30H-CC-PAL-NANNO,320,U1335,B,30,30-CC,H,CC,PAL,NANNO,0,0,279.09,279.09,TDJ - disbelemnos,NN2,early Miocene,M [320_N],A [320_Ng],,,C [320_Ns],,,R [320_Ns],,C [320_Ns],A [320_Ns],,F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,,,,,,,,F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,,,,,,,,,,,,,,,,F [320_Ns],R [320_Ns],,,,,,,,,R [320_Ns],,A [320_Ns],,,,,,,,,,,,,,,,,,,,,,R [320_Ns],A [320_Ns],,,,,,,,,F [320_Ns],,,,,,,,F [320_Ns],,,
320-U1335B-31H-CC-PAL-NANNO,320,U1335,B,31,31-CC,H,CC,PAL,NANNO,0,0,288.52,288.52,TDJ - disbelemnos,NN2,early Miocene,M [320_N],A [320_Ng],,,R [320_Ns],,,R [320_Ns],,C [320_Ns],A [320_Ns],,F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,R [320_Ns],,,,,R [320_Ns],,,,R [320_Ns],,,,,,,,,F [320_Ns],F [320_Ns],,,,,,,,,,,,A [320_Ns],,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,F [320_Ns],,,
320-U1335B-32H-CC-PAL-NANNO,320,U1335,B,32,32-CC,H,CC,PAL,NANNO,0,0,297.96,297.96,TDJ - disbelemnos,NN2,early Miocene,M [320_N],A [320_Ng],,,R [320_Ns],,,C [320_Ns],,C [320_Ns],A [320_Ns],,F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,,,,,,,R [320_Ns],C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],F [320_Ns],,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,R [320_Ns],,,,F [320_Ns],,,,,,,,C [320_Ns],,,
320-U1335B-33H-CC-PAL-NANNO,320,U1335,B,33,33-CC,H,CC,PAL,NANNO,0,0,307.87,307.87,TDJ - no disbelemnos,NN2,early Miocene,M [320_N],A [320_Ng],,,,,,F [320_Ns],,F [320_Ns],A [320_Ns],,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,R [320_Ns],,R [320_Ns],R [320_Ns],,,,,,,,R [320_Ns],,,,,,,,,,F [320_Ns],R [320_Ns],,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,A [320_Ns],,,,,,,,,C [320_Ns],,,,,,,,C [320_Ns],,,
320-U1335B-34H-CC-PAL-NANNO,320,U1335,B,34,34-CC,H,CC,PAL,NANNO,0,0,316.95,316.95,PB - disbelemnos,NN2,early Miocene,M [320_N],A [320_Ng],,,R [320_Ns],,,F [320_Ns],,F [320_Ns],A [320_Ns],,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,C [320_Ns],F [320_Ns],F [320_Ns],,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A [320_Ns],,,,,,,,,,,,,,,,,A [320_Ns],,,
320-U1335B-35H-CC-PAL-NANNO,320,U1335,B,35,35-CC,H,CC,PAL,NANNO,0,0,326.84,326.84,"PB - disbelemnos, comm carinatus",NN2,early Miocene,M [320_N],A [320_Ng],,,F [320_Ns],,,A [320_Ns],,F [320_Ns],A [320_Ns],,F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,R [320_Ns],R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A [320_Ns],,,,,,,,,,,,,,,,,,,,
320-U1335B-36H-CC-PAL-NANNO,320,U1335,B,36,36-CC,H,CC,PAL,NANNO,0,0,336.52,336.52,"PB - disbelemnos, comm carinatus",NN2,early Miocene,M [320_N],A [320_Ng],,,R [320_Ns],,,A [320_Ns],,C [320_Ns],A [320_Ns],,F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,F [320_Ns],F [320_Ns],,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,A [320_Ns],,,,,,,,,,,,,,,,,A [320_Ns],,,
320-U1335B-37H-CC-PAL-NANNO,320,U1335,B,37,37-CC,H,CC,PAL,NANNO,0,0,344.06,344.06,PB - 2 disbelemnos,NN2,early Miocene,M [320_N],A [320_Ng],,,R [320_Ns],,,A [320_Ns],,C [320_Ns],A [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1335B-38H-CC-PAL-NANNO,320,U1335,B,38,38-CC,H,CC,PAL,NANNO,0,0,352.84,352.84,PB - delphix,NN1,late Oligocene,M [320_N],A [320_Ng],,R [320_Ns],,,,A [320_Ns],,C [320_Ns],A [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,
