leg,site,hole,core,section,top interval depth(cm),bottom interval depth (cm),coredepth(m),sample depth(m),total number of observed fossils,investigators name,publication date (month/year),dsdp initial report volume number,fossil group,group abundance,chemical overgrowth,chemical dissolution,mechanical preservations,age,page number reference,fossil code,fossil,fossil abundance,fossil preservation,record join code,eodp_id,sample
14,141,,7,1,5.0,7.0,79.00,79.35, 1,"BECKMANN,J.P.",,14,BENTHIC FORAMINIFERA,,,,,NO AGE GIVEN,410,BSTIL0010,Stilostomella sp.,RARE,  ,1,89d83646adf385024583d6412a697513,14-141-7-1
14,141,,7,1,120.0,122.0,79.00,80.50, 2,"BECKMANN,J.P.",,14,BENTHIC FORAMINIFERA,,,,,NO AGE GIVEN,410,BGYRO0010,Gyroidina sp.,RARE,  ,1,6c3e5b6da4dfdd0b216c903a02053bb7,14-141-7-1
14,141,,7,1,120.0,122.0,79.00,80.50, 2,"BECKMANN,J.P.",,14,BENTHIC FORAMINIFERA,,,,,NO AGE GIVEN,410,BSTIL0010,Stilostomella sp.,RARE,  ,1,1ada90919848de0894abaa13c108ca04,14-141-7-1
14,141,,7,2,5.0,7.0,79.00,80.85, 3,"BECKMANN,J.P.",,14,BENTHIC FORAMINIFERA,,,,,NO AGE GIVEN,410,BGYRO0010,Gyroidina sp.,RARE,  ,1,c903c701629af6d19560107128b72312,14-141-7-2
14,141,,7,2,5.0,7.0,79.00,80.85, 3,"BECKMANN,J.P.",,14,BENTHIC FORAMINIFERA,,,,,NO AGE GIVEN,410,BLATI0010,Laticarinina sp.,RARE,  ,1,fee8bfc9ab622da6a082bb3dbdca77c9,14-141-7-2
14,141,,7,2,5.0,7.0,79.00,80.85, 3,"BECKMANN,J.P.",,14,BENTHIC FORAMINIFERA,,,,,NO AGE GIVEN,410,BSTIL0010,Stilostomella sp.,RARE,  ,1,3320dccd38adcf424e842e2b146f7174,14-141-7-2
14,141,,7,2,120.0,122.0,79.00,82.00, 2,"BECKMANN,J.P.",,14,BENTHIC FORAMINIFERA,,,,,NO AGE GIVEN,410,BGYRO0010,Gyroidina sp.,RARE,  ,1,151b039ef66f37911a272a19f097cf03,14-141-7-2
14,141,,7,2,120.0,122.0,79.00,82.00, 2,"BECKMANN,J.P.",,14,BENTHIC FORAMINIFERA,,,,,NO AGE GIVEN,410,BSTIL0010,Stilostomella sp.,RARE,  ,1,79ffd8accc173359eb1b920bd7908e5b,14-141-7-2
14,141,,7,3,5.0,7.0,79.00,82.35, 3,"BECKMANN,J.P.",,14,BENTHIC FORAMINIFERA,,,,,NO AGE GIVEN,410,BGYRO0010,Gyroidina sp.,RARE,  ,1,dd715901fa0d574cc879893282b71f02,14-141-7-3
14,141,,7,3,5.0,7.0,79.00,82.35, 3,"BECKMANN,J.P.",,14,BENTHIC FORAMINIFERA,,,,,NO AGE GIVEN,410,BLATI0010,Laticarinina sp.,RARE,  ,1,f20a7668b4f138a142ec2c4bd080fbab,14-141-7-3
14,141,,7,3,5.0,7.0,79.00,82.35, 3,"BECKMANN,J.P.",,14,BENTHIC FORAMINIFERA,,,,,NO AGE GIVEN,410,BSTIL0010,Stilostomella sp.,RARE,  ,1,f7eb4f87d8dc8d48b2e2fed9ea9839dd,14-141-7-3
14,141,,8,2,60.0,62.0,117.00,119.11, 2,"BECKMANN,J.P.",,14,BENTHIC FORAMINIFERA,,,,,NO AGE GIVEN,410,BBATH0010,Bathysiphon sp.,RARE,  ,1,3b2e63e26e1cec5f326f8cc98bb54037,14-141-8-2
14,141,,8,2,60.0,62.0,117.00,119.11, 2,"BECKMANN,J.P.",,14,BENTHIC FORAMINIFERA,,,,,NO AGE GIVEN,410,BCYCL0031,Cyclammina deformis (q),RARE,  ,1,282b201e3463b1a88307a2ed1b7d3fdf,14-141-8-2
14,141,,9,1,120.0,122.0,191.00,192.21, 1,"BECKMANN,J.P.",,14,BENTHIC FORAMINIFERA,,,,,NO AGE GIVEN,410,BHAPO0120,Haplophragmoides eggeri,RARE,  ,1,4e26f53094d1464abdb61774cebd76dd,14-141-9-1
14,141,,9,3,120.0,122.0,191.00,195.21, 3,"BECKMANN,J.P.",,14,BENTHIC FORAMINIFERA,,,,,NO AGE GIVEN,410,BBATH0010,Bathysiphon sp.,FEW,  ,1,ba7fea1d3479989b60d87c57e262ad85,14-141-9-3
14,141,,9,3,120.0,122.0,191.00,195.21, 3,"BECKMANN,J.P.",,14,BENTHIC FORAMINIFERA,,,,,NO AGE GIVEN,410,BGAUD0031,Gaudryina bentonensis (q),RARE,  ,1,d5690f0432cffadf6baddd9f754c2d84,14-141-9-3
14,141,,9,3,120.0,122.0,191.00,195.21, 3,"BECKMANN,J.P.",,14,BENTHIC FORAMINIFERA,,,,,NO AGE GIVEN,410,BGLOM0010,Glomospira charoides,FEW,  ,1,9f4a77f5914396145aa3de590a6e4de9,14-141-9-3
14,141,,9,4,120.0,122.0,191.00,196.71, 7,"BECKMANN,J.P.",,14,BENTHIC FORAMINIFERA,,,,,NO AGE GIVEN,410,BAMMG0010,Ammoglobigerina sp.,RARE,  ,1,caf0b7c288a3a5da408b7bff81ce0ecc,14-141-9-4
14,141,,9,4,120.0,122.0,191.00,196.71, 7,"BECKMANN,J.P.",,14,BENTHIC FORAMINIFERA,,,,,NO AGE GIVEN,410,BAMMO0050,Ammobaculites expansus,RARE,  ,1,7105c8382b8f439a20a5a0343d36131e,14-141-9-4
14,141,,9,4,120.0,122.0,191.00,196.71, 7,"BECKMANN,J.P.",,14,BENTHIC FORAMINIFERA,,,,,NO AGE GIVEN,410,BBATH0010,Bathysiphon sp.,FEW,  ,1,34ae86245f5fc91ffa624aac53e734fd,14-141-9-4
14,141,,9,4,120.0,122.0,191.00,196.71, 7,"BECKMANN,J.P.",,14,BENTHIC FORAMINIFERA,,,,,NO AGE GIVEN,410,BGAUD0031,Gaudryina bentonensis (q),RARE,  ,1,4e382ba8be30897d23e2e7075b2fc711,14-141-9-4
14,141,,9,4,120.0,122.0,191.00,196.71, 7,"BECKMANN,J.P.",,14,BENTHIC FORAMINIFERA,,,,,NO AGE GIVEN,410,BGLOM0010,Glomospira charoides,RARE,  ,1,6b7b27b2ed26f216a6a09f810b903d2d,14-141-9-4
14,141,,9,4,120.0,122.0,191.00,196.71, 7,"BECKMANN,J.P.",,14,BENTHIC FORAMINIFERA,,,,,NO AGE GIVEN,410,BHAPO0120,Haplophragmoides eggeri,RARE,  ,1,4d2bb1909908b1ba38cdf71bd6663b2b,14-141-9-4
14,141,,9,4,120.0,122.0,191.00,196.71, 7,"BECKMANN,J.P.",,14,BENTHIC FORAMINIFERA,,,,,NO AGE GIVEN,410,BTROH0020,Trachamminoides irregularis,FEW,  ,1,6e732d431a0427d0b856f8ef9c2e03f5,14-141-9-4
14,141,,9,CC,0.0,0.0,191.00,198.60, 7,"BECKMANN,J.P.",,14,BENTHIC FORAMINIFERA,,,,,NO AGE GIVEN,410,BBATH0010,Bathysiphon sp.,RARE,  ,1,a56b18f536adb3f9ba4130cd66ce2a83,14-141-9-CC
14,141,,9,CC,0.0,0.0,191.00,198.60, 7,"BECKMANN,J.P.",,14,BENTHIC FORAMINIFERA,,,,,NO AGE GIVEN,410,BGAUD0031,Gaudryina bentonensis (q),FEW,  ,1,c213e1f7ccdf8e7c1477857a828774d6,14-141-9-CC
14,141,,9,CC,0.0,0.0,191.00,198.60, 7,"BECKMANN,J.P.",,14,BENTHIC FORAMINIFERA,,,,,NO AGE GIVEN,410,BGLOM0010,Glomospira charoides,FEW,  ,1,818d3d2ea1995729eb77160f64bf7899,14-141-9-CC
14,141,,9,CC,0.0,0.0,191.00,198.60, 7,"BECKMANN,J.P.",,14,BENTHIC FORAMINIFERA,,,,,NO AGE GIVEN,410,BGLOM0040,Glomospira gordialis,RARE,  ,1,24f44f6c0a59f4b36972313d3c6598a1,14-141-9-CC
14,141,,9,CC,0.0,0.0,191.00,198.60, 7,"BECKMANN,J.P.",,14,BENTHIC FORAMINIFERA,,,,,NO AGE GIVEN,410,BHAPO0120,Haplophragmoides eggeri,FEW,  ,1,7ae16edaa96d4d3f84093639410b10ae,14-141-9-CC
14,141,,9,CC,0.0,0.0,191.00,198.60, 7,"BECKMANN,J.P.",,14,BENTHIC FORAMINIFERA,,,,,NO AGE GIVEN,410,BHAPO0131,Haplophragmoides foliaceous (q),RARE,  ,1,dbec86a9e172816cf6f0da15e5c6f59b,14-141-9-CC
14,141,,9,CC,0.0,0.0,191.00,198.60, 7,"BECKMANN,J.P.",,14,BENTHIC FORAMINIFERA,,,,,NO AGE GIVEN,410,BPELO0040,Pelosina dubia,RARE,  ,1,193269a76bdf47a87ea78962e2eb39cb,14-141-9-CC
