Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
135, 837,A,Initial Reports          ,      10.000,    0.500000,LAD E. ovata
,,,,,,
135, 837,A,Initial Reports          ,      22.500,    0.600000,LAD Gr. (Tr.) tosaensis
,,,,,,
135, 837,A,Initial Reports          ,      61.000,    1.680000,LAD G. oceanica
,,,,,,
135, 837,A,Initial Reports          ,      68.000,    1.740000,FAD G. caribbeanica
,,,,,,
135, 837,A,Initial Reports          ,      73.000,    1.900000,LAD D. brouweri
,,,,,,
