Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance intensity,Drilling disturbance intensity rank,MAJ Lith. Principal name,MAJ Lith. abundance [%],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,MIN Lith. Principal name,MIN Lith. abundance [%],MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Lith. comment,Clast percentage [%],Clast 1 igneous - pumiceous [%],Clast 1 igneous - pumiceous grain size,Clast 2 igneous - scoriaceous [%],Clast 2 igneous - scoriaceous grain size,Clast 3 igneous - massive [%],Clast 3 igneous - massive grain size,Clast 4 igneous - vesicular [%],Clast 4 igneous - vesicular grain size,Clast 5 volcaniclastic [%],Clast 5 volcaniclastic grain size,Clast 6 sediment [%],Clast 6 sediment grain size,Clast 7 -other lithology [%],Clast 7 -other lithology grain size,Clast lith. abund. sum [%],Clast lithology comment,Clast roundness,Matrix 1 igneous - pumiceous [%],Matrix 2 igneous - scoriaceous [%],Matrix 3 igneous - massive [%],Matrix 4 igneous - vesicular [%],Matrix 5 volcaniclastic [%],Matrix 6 sediment [%],Matrix 7 -other lithology [%],Matrix biogenic carbonate [%],Matrix detritical carbonate [%],Matrix carbonate [%],Matrix abund. sum [%],Matrix sorting,Matrix alteration intensity,Matrix alteration rank,Matrix comment,Deformational structures,Deformational structure strike [deg],Deformational structure dip [deg],Deformational structure comment,Groundmass modal percentage [%],Groundmass modal grain size [mm],Groundmass comments,File Data
340-U1394B-1H-2-A,340,U1394,B,1,1-2,H,2,A,19,22,1.69,1.72,slight [drilling disturbance],2,ash [F&S84],100,silt-fine mud [T07],2,,,,,100,,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1394B-1H-2-A,340,U1394,B,1,1-2,H,2,A,22,28,1.72,1.78,minimal [drilling disturbance],1,calcareous sand [Leg210],80,fine sand [T07],4,volcaniclastic-sand [BGS-S81],20,fine sand [T07],4,100,,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,poor [BP01],absent [alteration],0,,,,,,,,,
340-U1394B-1H-2-A,340,U1394,B,1,1-2,H,2,A,28,32,1.78,1.82,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,poor [BP01],absent [alteration],0,,,,,,,,,
340-U1394B-1H-2-A,340,U1394,B,1,1-2,H,2,A,32,39,1.82,1.89,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1394B-1H-2-A,340,U1394,B,1,1-2,H,2,A,39,57,1.89,2.07,minimal [drilling disturbance],1,calcareous sand [Leg210],100,fine medium sand [T07],5,,,,,100,,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,poor [BP01],absent [alteration],0,,,,,,,,,
340-U1394B-1H-2-A,340,U1394,B,1,1-2,H,2,A,57,62,2.07,2.12,slight [drilling disturbance],2,ash [F&S84],100,fine mud [T07],3,,,,,100,,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1394B-1H-2-A,340,U1394,B,1,1-2,H,2,A,62,72,2.12,2.22,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],80,fine medium sand [T07],5,calcareous sand [Leg210],20,fine medium sand [T07],5,100,,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,poor [BP01],absent [alteration],0,,,,,,,,,
340-U1394B-1H-2-A,340,U1394,B,1,1-2,H,2,A,72,76,2.22,2.26,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,1,0,,0,,0,,0,,0,,0,,100,,,,angular,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,,,,
340-U1394B-1H-2-A,340,U1394,B,1,1-2,H,2,A,76,85,2.26,2.35,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,very coarse sand [T07],8,,,,,100,,1,0,,0,,0,,0,,0,,0,,100,,,,angular,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1394B-1H-2-A,340,U1394,B,1,1-2,H,2,A,85,95,2.35,2.45,moderate [drilling disturbance],4,volcaniclastic-mud [BGS-S81],100,silt-fine mud [T07],2,,,,,100,,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,poor [BP01],absent [alteration],0,,,,,,,,,
340-U1394B-1H-2-A,340,U1394,B,1,1-22,H,22,A,95,102,2.45,2.52,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,poor [BP01],absent [alteration],0,,,,,,,,,
340-U1394B-1H-2-A,340,U1394,B,1,1-2,H,2,A,102,114,2.52,2.64,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],80,medium sand [T07],6,calcareous sand [Leg210],20,medium sand [T07],6,100,,1,0,,0,,0,,0,,0,,0,,100,,,,angular,,,,,,,,,,,,poor [BP01],absent [alteration],0,,,,,,,,,
340-U1394B-1H-2-A,340,U1394,B,1,1-2,H,2,A,114,150,2.64,3,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],80,coarse sand [T07],7,calcareous sand [Leg210],20,coarse sand [T07],7,100,,1,0,,0,,0,,0,,0,,0,,100,,,,angular,,,,,,,,,,,,poor [BP01],absent [alteration],0,,,,,,,,,
340-U1394B-1H-3-A,340,U1394,B,1,1-3,H,3,A,0,3,3,3.03,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,2,0,,0,,0,,0,,0,,0,,100,fine sand [T07],,biogenic,angular,,,,,,,,,,,,moderately well [BP01],absent [alteration],0,,,,,,98,,,
340-U1394B-1H-3-A,340,U1394,B,1,1-3,H,3,A,3,7,3.03,3.07,moderate [drilling disturbance],4,carbonate ooze [Leg178],70,silt-fine mud [T07],2,calcareous sand [Leg210],30,medium sand [T07],6,100,,5,0,,100,medium sand [T07],0,,0,,0,,0,,0,,,,angular,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,95,,,
340-U1394B-1H-3-A,340,U1394,B,1,1-3,H,3,A,7,9.5,3.07,3.095,moderate [drilling disturbance],4,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,100,,,
340-U1394B-1H-3-A,340,U1394,B,1,1-3,H,3,A,9.5,45.5,3.095,3.455,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,With diffuse glauconite layers.,2,0,,0,,0,,0,,0,,0,,100,medium sand [T07],,biogenic,angular,,,,,,,,,,,,moderately well [BP01],rare [alteration],2,Glauconite layers present.,,,,,98,,,
340-U1394B-1H-3-A,340,U1394,B,1,1-3,H,3,A,45.5,48,3.455,3.48,moderate [drilling disturbance],4,calcareous sand [Leg210],100,medium sand [T07],6,,,,,100,,5,0,,0,,0,,0,,0,,0,,100,medium sand [T07],,biogenic,angular,,,,,,,,,,,,moderately well [BP01],absent [alteration],0,,,,,,95,,,
340-U1394B-1H-3-A,340,U1394,B,1,1-3,H,3,A,48,52,3.48,3.52,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,2,0,,100,fine sand [T07],0,,0,,0,,0,,0,,,,angular,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,98,,,
340-U1394B-1H-3-A,340,U1394,B,1,1-3,H,3,A,52,53,3.52,3.53,minimal [drilling disturbance],1,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,,2,0,,0,,0,,0,,0,,0,,100,fine medium sand [T07],,biogenic,angular,,,,,,,,,,,,moderately well [BP01],absent [alteration],0,,,,,,98,,,
340-U1394B-1H-3-A,340,U1394,B,1,1-3,H,3,A,53,80.5,3.53,3.805,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,With glauconite layers.,2,0,,0,,0,,0,,0,,0,,100,fine sand [T07],,biogenic,angular,,,,,,,,,,,,moderate [BP01],rare [alteration],2,Glauconite layers,,,,,98,,,
340-U1394B-1H-3-A,340,U1394,B,1,1-3,H,3,A,80.5,87,3.805,3.87,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,Coarse to fine sand: grading upwards.,10,0,,0,,0,,0,,0,,0,,100,coarse sand [T07],,biogenic,angular,,,,,,,,,,,,moderate [BP01],rare [alteration],2,Red clasts in sand.,,,,,90,,,
340-U1394B-1H-3-A,340,U1394,B,1,1-3,H,3,A,87,91.5,3.87,3.915,moderate [drilling disturbance],4,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,2,0,,100,coarse sand [T07],0,,0,,0,,0,,0,,,Like coarse sand from above and below.,angular,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,98,,,
340-U1394B-1H-3-A,340,U1394,B,1,1-3,H,3,A,91.5,98,3.915,3.98,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,Coarse to fine sand: fining upwards.,10,0,,0,,0,,0,,0,,0,,100,coarse sand [T07],,biogenic,angular,,,,,,,,,,,,moderate [BP01],rare [alteration],2,Red clasts in sand.,,,,,90,,,
340-U1394B-1H-3-A,340,U1394,B,1,1-3,H,3,A,98,140,3.98,4.4,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,Glauconite layers.,10,0,,60,coarse sand [T07],0,,0,,0,,0,,40,coarse sand [T07],,Scoria is like sand above; biogenic clasts = other.,angular,,,,,,,,,,,,poor [BP01],rare [alteration],2,Glauconite layers present.,,,,,90,,,
340-U1394B-1H-3-A,340,U1394,B,1,1-3,H,3,A,140,150,4.4,4.5,,,,,,,,,,,,IW sample,0,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1394B-1H-4-A,340,U1394,B,1,1-4,H,4,A,0,2.5,4.5,4.525,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,0,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1394B-1H-4-A,340,U1394,B,1,1-4,H,4,A,2.5,9,4.525,4.59,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],99,fine sand [T07],4,,1,coarse sand [T07],7,100,,0,0,,0,,0,,0,,0,,0,,100,coarse sand [T07],,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1394B-1H-4-A,340,U1394,B,1,1-4,H,4,A,9,17,4.59,4.67,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],99,medium sand [T07],6,,1,coarse sand [T07],7,100,,1,0,,0,,0,,0,,0,,0,,100,coarse sand [T07],,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1394B-1H-4-A,340,U1394,B,1,1-4,H,4,A,17,23,4.67,4.73,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,silt-fine mud [T07],2,,0,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1394B-1H-4-A,340,U1394,B,1,1-4,H,4,A,23,24,4.73,4.74,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,0,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1394B-1H-4-A,340,U1394,B,1,1-4,H,4,A,24,27,4.74,4.77,minimal [drilling disturbance],1,ash [F&S84],100,silt-fine mud [T07],2,,0,,,100,Potential volcanic ash layer.,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1394B-1H-4-A,340,U1394,B,1,1-4,H,4,A,27,30,4.77,4.8,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],99,fine sand [T07],4,,1,coarse sand [T07],7,100,,1,0,,0,,0,,0,,0,,0,,100,medium sand [T07],,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1394B-1H-4-A,340,U1394,B,1,1-4,H,4,A,30,38.5,4.8,4.885,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],99,medium sand [T07],6,,1,coarse sand [T07],7,100,,1,0,,0,,0,,0,,0,,0,,100,coarse sand [T07],,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1394B-1H-4-A,340,U1394,B,1,1-4,H,4,A,38.5,39.5,4.885,4.895,slight [drilling disturbance],2,ash [F&S84],100,fine mud [T07],3,,0,,,100,Potential volcanic ash layer.,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1394B-1H-4-A,340,U1394,B,1,1-4,H,4,A,39.5,40.5,4.895,4.905,slight [drilling disturbance],2,ash [F&S84],100,silt-fine mud [T07],2,,0,,,100,Potential volcanic ash layer.,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1394B-1H-4-A,340,U1394,B,1,1-4,H,4,A,40.5,44,4.905,4.94,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],99,fine sand [T07],4,,1,coarse sand [T07],7,100,,1,0,,0,,0,,0,,0,,0,,100,medium sand [T07],,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1394B-1H-4-A,340,U1394,B,1,1-4,H,4,A,44,47,4.94,4.97,slight [drilling disturbance],2,ash [F&S84],100,silt-fine mud [T07],2,,0,,,100,Potential volcanic ash layer.,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,poor [BP01],absent [alteration],0,,,,,,,,,
340-U1394B-1H-4-A,340,U1394,B,1,1-4,H,4,A,47,61.5,4.97,5.115,minimal [drilling disturbance],1,carbonate ooze [Leg178],99,fine mud [T07],3,,1,coarse sand [T07],7,100,,1,0,,0,,0,,0,,0,,0,,100,,,,,,,,,,,,,,,,poor [BP01],absent [alteration],0,,,,,,,,,
340-U1394B-1H-4-A,340,U1394,B,1,1-4,H,4,A,61.5,73,5.115,5.23,minimal [drilling disturbance],1,carbonate ooze [Leg178],99,fine mud [T07],3,,1,coarse sand [T07],7,100,"This part is basically muddy carbonate ooze which is similar to just above and below layers, but green colored.",1,0,,0,,0,,0,,0,,0,,100,,,,,,,,,,,,,,,,poor [BP01],absent [alteration],0,,,,,,,,,
340-U1394B-1H-4-A,340,U1394,B,1,1-4,H,4,A,73,90,5.23,5.4,minimal [drilling disturbance],1,carbonate ooze [Leg178],99,silt-fine mud [T07],2,,1,coarse sand [T07],7,100,,1,0,,0,,0,,0,,0,,0,,100,,,,,,,,,,,,,,,,poor [BP01],absent [alteration],0,,,,,,,,,
340-U1394B-1H-4-A,340,U1394,B,1,1-4,H,4,A,90,117,5.4,5.67,minimal [drilling disturbance],1,carbonate ooze [Leg178],99,fine mud [T07],3,,1,granule [T07],9,100,,1,0,,0,,0,,0,,0,,0,,100,,,,,,,,,,,,,,,,poor [BP01],absent [alteration],0,,,,,,,,,
340-U1394B-1H-4-A,340,U1394,B,1,1-4,H,4,A,117,118,5.67,5.68,minimal [drilling disturbance],1,carbonate ooze [Leg178],99,fine mud [T07],3,,1,coarse sand [T07],7,100,Green colored carbonate ooze.,1,0,,0,,0,,0,,0,,0,,100,,,,,,,,,,,,,,,,poor [BP01],absent [alteration],0,,,,,,,,,
340-U1394B-1H-4-A,340,U1394,B,1,1-4,H,4,A,118,126,5.68,5.76,slight [drilling disturbance],2,carbonate ooze [Leg178],99,silt-fine mud [T07],2,,1,coarse sand [T07],7,100,,1,0,,0,,0,,0,,0,,0,,100,,,,,,,,,,,,,,,,poor [BP01],absent [alteration],0,,,,,,,,,
340-U1394B-1H-4-A,340,U1394,B,1,1-4,H,4,A,126,150,5.76,6,minimal [drilling disturbance],1,carbonate ooze [Leg178],99,fine mud [T07],3,,1,coarse sand [T07],7,100,,1,0,,0,,0,,0,,0,,0,,100,,,,,,,,,,,,,,,,poor [BP01],absent [alteration],0,,,,,,,,,
340-U1394B-1H-5-A,340,U1394,B,1,1-5,H,5,A,0,41,6,6.41,,,,,,,,,,,,WR taken,0,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1394B-1H-5-A,340,U1394,B,1,1-5,H,5,A,41,125,6.41,7.25,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,4,0,,20,medium sand [T07],0,,0,,0,,0,,80,medium sand [T07],,biogenic,angular,,,,,,,,,,,,moderate [BP01],rare [alteration],2,Green glauconite layers suggest some alteration.,,,,,96,,,
340-U1394B-1H-5-A,340,U1394,B,1,1-5,H,5,A,125,132,7.25,7.32,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,10,0,,0,,0,,0,,0,,0,,100,medium sand [T07],,biogenic,angular,,,,,,,,,,,,moderately well [BP01],rare [alteration],2,Some red alteration of sand grains.,,,,,90,,,
340-U1394B-1H-5-A,340,U1394,B,1,1-5,H,5,A,132,140,7.32,7.4,,,,,,,,,,,,IW WR sample,0,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1394B-1H-6-A,340,U1394,B,1,1-6,H,6,A,0,23,7.4,7.63,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,5,0,,0,,0,,0,,0,,0,,100,coarse sand [T07],,biogenic,angular,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,95,,,
340-U1394B-1H-6-A,340,U1394,B,1,1-6,H,6,A,23,27,7.63,7.67,minimal [drilling disturbance],1,carbonate ooze [Leg178],55,silt-fine mud [T07],2,volcaniclastic-sand [BGS-S81],45,fine sand [T07],4,100,,2,0,,0,,0,,0,,0,,0,,100,medium sand [T07],,biogenic,angular,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,98,,,
340-U1394B-1H-6-A,340,U1394,B,1,1-6,H,6,A,27,34,7.67,7.74,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,1,0,,0,,0,,0,,0,,0,,100,medium sand [T07],,biogenic,angular,,,,,,,,,,,,well [BP01],rare [alteration],2,Red clasts in sand.,,,,,99,,,
340-U1394B-1H-6-A,340,U1394,B,1,1-6,H,6,A,34,40.5,7.74,7.805,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,30,0,,100,granule [T07],0,,0,,0,,0,,0,,,,angular,,,,,,,,,,,,poor [BP01],absent [alteration],0,,,,,,70,,,
340-U1394B-1H-6-A,340,U1394,B,1,1-6,H,6,A,40.5,43,7.805,7.83,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,silt-fine mud [T07],2,,,,,100,,1,0,,100,granule [T07],0,,0,,0,,0,,0,,,,angular,,,,,,,,,,,,poor [BP01],absent [alteration],0,,,,,,99,,,
340-U1394B-1H-6-A,340,U1394,B,1,1-6,H,6,A,43,44.5,7.83,7.845,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,granule [T07],9,,,,,100,Fines up from granules to fine sand.,2,0,,0,,0,,0,,0,,0,,100,medium sand [T07],,biogenic,angular,,,,,,,,,,,,moderately well [BP01],absent [alteration],0,,,,,,98,,,
340-U1394B-1H-6-A,340,U1394,B,1,1-6,H,6,A,44.5,50,7.845,7.9,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,silt-fine mud [T07],2,,,,,100,,1,0,,100,very coarse sand [T07],0,,0,,0,,0,,0,,,,angular,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,99,,,
340-U1394B-1H-6-A,340,U1394,B,1,1-6,H,6,A,50,60,7.9,8,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,granule [T07],9,,,,,100,Fines upward from granule at base to medium sand to fine sand.,2,0,,0,,0,,0,,0,,0,,100,fine sand [T07],,biogenic,angular,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,98,,,
340-U1394B-1H-6-A,340,U1394,B,1,1-6,H,6,A,60,63,8,8.03,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,10,0,,100,granule [T07],0,,0,,0,,0,,0,,,,angular,,,,,,,,,,,,poor [BP01],absent [alteration],0,,,,,,90,,,
340-U1394B-1H-CC-A,340,U1394,B,1,1-CC,H,CC,A,0,14,8.03,8.17,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,Large scoria clasts distributed through top of layer. Bottom of layer has none.,10,0,,95,granule [T07],0,,0,,0,,0,,5,medium sand [T07],,biogenic,angular,,,,,,,,,,,,poor [BP01],absent [alteration],0,,,,,,90,,,
340-U1394B-1H-CC-A,340,U1394,B,1,1-CC,H,CC,A,14,23,8.17,8.26,,,,,,,,,,,,PAL sample,0,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1394B-2H-1-A,340,U1394,B,2,2-1,H,1,A,0,55,8.2,8.75,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],80,very coarse sand [T07],8,calcareous sand [Leg210],20,coarse sand [T07],7,100,,30,100,granule [T07],0,,0,,0,,0,,0,,0,,,occasional pumice up to 20 mm. Most < 10 mm.,rounded,,,,,,,,,,,,poor [BP01],absent [alteration],0,,,,,,,,,
340-U1394B-2H-1-A,340,U1394,B,2,2-1,H,1,A,55,112,8.75,9.32,,,volcaniclastic-sand [BGS-S81],95,coarse sand [T07],7,calcareous sand [Leg210],5,medium sand [T07],6,100,,2,95,granule [T07],0,,0,,0,,0,,0,,5,granule [T07],,large mud-silt clasts at base of interval.,rounded,,,,,,,,,,,,moderately well [BP01],absent [alteration],0,,,,,,,,,
