Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithification,MAJ Lith. Prefix,MAJ Lith. Principal name,Texture Rank,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix [read only],"FACIES (neritic, hemipelagic, pelagic)",MAJ lith color (simple),Fossil,Sedimentary structure,Diagenetic structure,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
356-U1464C,76390,76540,763.9,765.4,lithified [B84],dolomitic,wackestone [E&K72; D62],2.0,,dolomitic wackestone,hemipelagic,light brown,,,gypsum nodule,,slight [B06],2.0,,,"LIthfied, light brown and brown dolomitic wackestone with fine sand and sand size grains. Abundant burrows? a few mm's long infilled with brown material (likely gypsume) Glauconite grains also common. Macrofossils are mainly benthic foraminifers, bryozan and bivalve fragments",,,,356,U1464,C,,,,
356-U1464C-2R-1-A,0,69,308.0,308.69,lithified [B84],dolomitic,packstone [E&K72; D62],3.0,with glauconite [2014],dolomitic packstone with glauconite,neritic,dark greenish gray,foraminifera (large benthic),,,,common [B06],4.0,bioturbated,sub-horizontal,"Lithified, dolomitic mottled packstone with abundant medium sand sized glauconite grains. Abundant skeletal fragments (e.g., bivalves, large benthic foraminifers (includes one cycloclypeus), scaphopods, bryzoas) occur.",,,,356,U1464,C,2,R,1,A
356-U1464C-2R-1-A,0,69,308.0,308.69,,,,,,,,,bivalve,,,,,,,,,,,,356,U1464,C,2,R,1,A
356-U1464C-2R-1-A,0,69,308.0,308.69,,,,,,,,,bryozoa,,,,,,,,,,,,356,U1464,C,2,R,1,A
356-U1464C-2R-1-A,0,69,308.0,308.69,,,,,,,,,foraminifera (small benthic),,,,,,,,,,,,356,U1464,C,2,R,1,A
356-U1464C-2R-1-A,0,69,308.0,308.69,,,,,,,,,scaphopod,,,,,,,,,,,,356,U1464,C,2,R,1,A
356-U1464C-2R-1-A,69,115,308.69,309.15,lithified [B84],dolomitic,packstone [E&K72; D62],3.0,with skeletal carbonate,dolomitic packstone with skeletal carbonate,neritic,,,,,,common [B06],4.0,bioturbated,sub-horizontal,"Lithified, dolomitic mottled packstone with abundant medium sand sized glauconite grains. Abundant skeletal fragments (e.g., bivalves, large benthic foraminifers (includes one cycloclypeus), scaphopods, bryzoas) occur.",,,,356,U1464,C,2,R,1,A
356-U1464C-2R-1-A,115,144,309.15,309.44,lithified [B84],dolomitic,packstone [E&K72; D62],3.0,with skeletal carbonate,dolomitic packstone with skeletal carbonate,neritic,,,,,,,,bioturbated,sub-horizontal,"Lithified, dolomitic mottled packstone with abundant medium sand sized glauconite grains. Abundant skeletal fragments (e.g., bivalves, large benthic foraminifers, scaphopods, bryzoas) occur.",,,,356,U1464,C,2,R,1,A
356-U1464C-2R-1-A,144,148,309.44,309.48,lithified [B84],dolomitic,packstone [E&K72; D62],3.0,with skeletal carbonate,dolomitic packstone with skeletal carbonate,neritic,,,,,,,,,,"Lithified, dolomitic mottled packstone with abundant medium sand sized glauconite grains. Abundant skeletal fragments (e.g., bivalves, large benthic foraminifers, scaphopods, bryzoas) occur.",,,,356,U1464,C,2,R,1,A
356-U1464C-2R-2-A,0,145,309.48,310.93,lithified [B84],skeletal,grainstone [E&K72; D62],4.0,,skeletal grainstone,neritic,dark greenish gray,,,,medium bedded [I54],common [B06],4.0,bioturbated,sub-horizontal,"Lithified,dark greenish gray skeletal grainstone with coarse sand and up to medium pebble size grains. Bioclasts: small benthic forams, cycloclypeus, bryozoa, large urchin spine, solitary coral. Bed 20-27 cm of coarser (up to medium pebble size) bioturbated contacts. Bioturbated sub-horizontal at 50 cm",,,,356,U1464,C,2,R,2,A
