Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix [read only],TEPHRA type,Sediment structures,MAJ lith color (simple),MAJ Lith. color,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank [read only],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank [read only],MAJ lithology comment,MIN Lith. Prefix,MIN Lith. Principal name,MIN Lith. Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN lith color (simple),MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,MIN lithology comment,Lith. abundance sum [%],Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure comment,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
355-U1457C-36R-1-A,115,135,522.55,522.75,,silty,claystone,,silty claystone,,,gray,10YR 5/1 (gray),90,clay,1,silt,2,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 4/1 (dark gray),10,very fine sand,3,fine sand,4,,100,planar,sharp,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,36,R,1,A,
355-U1457C-36R-1-A,135,150,522.75,522.9,,silty,claystone,,silty claystone,,,gray,10YR 5/1 (gray),70,clay,1,silt,2,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 4/1 (dark gray),30,fine sand,4,medium sand,5,,100,,,,thinly bedded,,,,,,,,,,,,,355,U1457,C,36,R,1,A,
355-U1457C-36R-2-A,0,26,522.9,523.16,,silty,sandstone,,silty sandstone,,normal grading,dark gray,10YR 4/1 (dark gray),60,fine sand,4,medium sand,5,,silty,claystone,,silty claystone,silty claystone,claystone,gray,10YR 5/1 (gray),40,clay,1,silt,2,,100,erosive,scoured,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,36,R,2,A,
355-U1457C-36R-2-A,26,48,523.16,523.38,,silty,claystone,,silty claystone,,,gray,10YR 5/1 (gray),90,clay,1,silt,2,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 4/1 (dark gray),10,very fine sand,3,fine sand,4,,100,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,36,R,2,A,
355-U1457C-36R-2-A,48,80,523.38,523.7,,silty,sandstone,,silty sandstone,,normal grading,dark gray,10YR 4/1 (dark gray),70,fine sand,4,medium sand,5,,silty,claystone,,silty claystone,silty claystone,claystone,gray,10YR 5/1 (gray),30,clay,1,silt,2,,100,,,,thinly bedded,,,,,,,,,,,,,355,U1457,C,36,R,2,A,
355-U1457C-37R-1-A,0,43,531.1,531.53,,silty,claystone,,silty claystone,,normal grading,gray,10YR 5/1 (gray),70,clay,1,silt,2,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 4/1 (dark gray),30,very fine sand,3,fine sand,4,,100,irregular,sharp,sub-horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,37,R,1,A,
355-U1457C-37R-1-A,43,87,531.53,531.97,,silty,sandstone,,silty sandstone,,,dark gray,10YR 4/1 (dark gray),90,fine sand,4,medium sand,5,,silty,claystone,,silty claystone,silty claystone,claystone,gray,10YR 5/1 (gray),10,clay,1,silt,2,,100,erosive,scoured,horizontal,thickly bedded,,,,,,,,,,,,,355,U1457,C,37,R,1,A,
355-U1457C-37R-1-A,87,109,531.97,532.19,,silty,sandstone,,silty sandstone,,normal grading,dark gray,10YR 4/1 (dark gray),60,fine sand,4,medium sand,5,,silty,claystone,,silty claystone,silty claystone,claystone,gray,10YR 5/1 (gray),40,clay,1,silt,2,,100,erosive,scoured,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,37,R,1,A,
355-U1457C-37R-1-A,109,140,532.19,532.5,,silty,claystone,,silty claystone,,,gray,10YR 5/1 (gray),90,clay,1,silt,2,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 4/1 (dark gray),10,very fine sand,3,fine sand,4,,100,,,,thinly bedded,,,,,,,,,,,,,355,U1457,C,37,R,1,A,
355-U1457C-37R-2-A,0,15,532.6,532.75,,silty,sandstone,,silty sandstone,,,dark gray,10YR 4/1 (dark gray),70,fine sand,4,medium sand,5,,silty,claystone,,silty claystone,silty claystone,claystone,gray,10YR 5/1 (gray),30,clay,1,silt,2,,100,gradational,gradational,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,37,R,2,A,
355-U1457C-37R-2-A,15,46,532.75,533.06,,silty,sandstone,,silty sandstone,,normal grading,dark gray,10YR 4/1 (dark gray),90,fine sand,4,medium sand,5,,silty,claystone,,silty claystone,silty claystone,claystone,gray,10YR 5/1 (gray),10,clay,1,silt,2,,100,erosive,sharp,horizontal,thickly bedded,,,,,,,,,,,,,355,U1457,C,37,R,2,A,
355-U1457C-37R-2-A,46,101,533.06,533.61,,nannofossil rich,claystone,,nannofossil rich claystone,,burrows,gray,10YR 5/1 (gray),90,clay,1,silt,2,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 4/1 (dark gray),10,fine sand,4,fine sand,4,,100,,,,medium bedded,,,,,sparse,1,,,,,,,355,U1457,C,37,R,2,A,
355-U1457C-37R-3-A,0,21,533.61,533.82,,nannofossil rich,claystone,,nannofossil rich claystone,,,gray,10YR 5/1 (gray),60,clay,1,silt,2,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 4/1 (dark gray),40,fine sand,4,fine sand,4,,100,erosive,sharp,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,37,R,3,A,
355-U1457C-37R-3-A,21,36,533.82,533.97,,nannofossil rich,claystone,,nannofossil rich claystone,,burrows,gray,10YR 4/1 (dark gray),80,clay,1,silt,2,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 4/1 (dark gray),20,fine sand,4,fine sand,4,,100,erosive,scoured,horizontal,medium bedded,,,,,common,4,,,,,,,355,U1457,C,37,R,3,A,
355-U1457C-37R-3-A,36,51,533.97,534.12,,nannofossil rich,claystone,,nannofossil rich claystone,,burrows,gray,10YR 4/1 (dark gray),60,clay,1,silt,2,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 4/1 (dark gray),40,fine sand,4,fine sand,4,,100,erosive,sharp,horizontal,thinly bedded,,,,,moderate,3,,,,,,,355,U1457,C,37,R,3,A,
355-U1457C-37R-3-A,51,69,534.12,534.3,,nannofossil rich,claystone,,nannofossil rich claystone,,burrows,greenish gray,10YR 4/1 (dark gray),80,clay,1,silt,2,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 4/1 (dark gray),20,fine sand,4,fine sand,4,,100,,,,thinly bedded,,,,,moderate,3,,,,,,,355,U1457,C,37,R,3,A,
355-U1457C-37R-CC-A,0,20,534.3,534.5,,nannofossil rich,claystone,,nannofossil rich claystone,,burrows,greenish gray,10YR 4/1 (dark gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1457,C,37,R,CC,A,
355-U1457C-38R-1-A,0,40,540.8,541.2,,silty,claystone,,silty claystone,,,gray,10YR 5/1 (gray),80,clay,1,silt,2,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,10YR 4/1 (dark gray),20,silt,2,very fine sand,3,,100,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,38,R,1,A,
355-U1457C-38R-1-A,40,86,541.2,541.66,,silty,sandstone,,silty sandstone,,normal grading,dark gray,10YR 4/1 (dark gray),60,fine sand,4,medium sand,5,,silty,claystone,,silty claystone,silty claystone,claystone,gray,10YR 5/1 (gray),40,clay,1,silt,2,,100,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,38,R,1,A,
355-U1457C-38R-1-A,86,116,541.66,541.96,,silty,claystone,,silty claystone,,normal grading,gray,10YR 5/1 (gray),60,clay,1,silt,2,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 4/1 (dark gray),40,fine sand,4,medium sand,5,,100,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,38,R,1,A,
355-U1457C-38R-1-A,116,134,541.96,542.14,,silty,sandstone,,silty sandstone,,normal grading,dark gray,10YR 4/1 (dark gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,,,,,,,,,355,U1457,C,38,R,1,A,
355-U1457C-38R-1-A,134,150,542.14,542.3,,silty,sandstone,,silty sandstone,,normal grading,dark gray,10YR 4/1 (dark gray),60,fine sand,4,medium sand,5,,silty,claystone,,silty claystone,silty claystone,claystone,gray,10YR 5/1 (gray),40,clay,1,silt,2,,100,,,,medium bedded,,,,,,,,,,,,,355,U1457,C,38,R,1,A,
355-U1457C-38R-2-A,0,21,542.3,542.51,,silty,claystone,,silty claystone,,,gray,10YR 5/1 (gray),60,clay,1,silt,2,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 4/1 (dark gray),40,fine sand,4,medium sand,5,,100,gradational,gradational,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,38,R,2,A,
355-U1457C-38R-2-A,21,43,542.51,542.73,,silty,sandstone,,silty sandstone,,normal grading,dark gray,10YR 4/1 (dark gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,38,R,2,A,
355-U1457C-38R-2-A,43,87,542.73,543.17,,silty,sandstone,,silty sandstone,,normal grading,dark gray,10YR 4/1 (dark gray),80,fine sand,4,medium sand,5,,silty,claystone,,silty claystone,silty claystone,claystone,gray,10YR 5/1 (gray),20,clay,1,silt,2,,100,erosive,scoured,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,38,R,2,A,
355-U1457C-38R-2-A,87,120,543.17,543.5,,silty,claystone,,silty claystone,,,gray,10YR 5/1 (gray),70,clay,1,silt,2,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 4/1 (dark gray),30,fine sand,4,fine sand,4,,100,planar,sharp,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,38,R,2,A,
355-U1457C-38R-2-A,120,132,543.5,543.62,,silty,claystone,,silty claystone,,,gray,10YR 5/1 (gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,planar,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,38,R,2,A,
355-U1457C-38R-2-A,132,150,543.62,543.8,,silty,claystone,,silty claystone,,,gray,10YR 5/1 (gray),60,clay,1,silt,2,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 4/1 (dark gray),40,fine sand,4,fine sand,4,,100,,,,thinly bedded,,,,,,,,,,,,,355,U1457,C,38,R,2,A,
355-U1457C-38R-3-A,0,18,543.8,543.98,,silty,claystone,,silty claystone,,,gray,10YR 5/1 (gray),90,clay,1,silt,2,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 4/1 (dark gray),10,very fine sand,3,very fine sand,3,,100,irregular,sharp,sub-horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,38,R,3,A,
355-U1457C-38R-3-A,18,50,543.98,544.3,,silty,sandstone,,silty sandstone,,,dark gray,10YR 4/1 (dark gray),70,fine sand,4,fine sand,4,,silty,claystone,,silty claystone,silty claystone,claystone,gray,10YR 5/1 (gray),30,clay,1,silt,2,,100,erosive,sharp,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,38,R,3,A,
355-U1457C-38R-3-A,50,71,544.3,544.51,,silty,claystone,,silty claystone,,,gray,10YR 5/1 (gray),80,clay,1,silt,2,,clayey,siltstone,,clayey siltstone,clayey siltstone,siltstone,gray,10YR 5/1 (gray),20,silt,2,silt,2,,100,,,,,,,,,,,,,,,,,355,U1457,C,38,R,3,A,
355-U1457C-38R-CC-A,0,15,544.51,544.66,,silty,claystone,,silty claystone,,,gray,10YR 5/1 (gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,,,,,,,,,355,U1457,C,38,R,CC,A,
355-U1457C-39R-1-A,0,6,550.5,550.56,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,thinly bedded,,,,,,,,,,,,,355,U1457,C,39,R,1,A,
355-U1457C-39R-1-A,18,28,550.68,550.78,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,39,R,1,A,
355-U1457C-39R-1-A,28,69,550.78,551.19,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),90,very fine sand,3,fine sand,4,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,10YR 4/1 (dark gray),10,clay,1,silt,2,,100,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1457,C,39,R,1,A,
355-U1457C-39R-1-A,69,101,551.19,551.51,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),70,clay,1,silt,2,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 3/1 (very dark gray),30,very fine sand,3,medium sand,5,,100,erosive,sharp,horizontal,thinly bedded,normally graded,,,,,,,,,,,,355,U1457,C,39,R,1,A,
355-U1457C-39R-1-A,101,141,551.51,551.91,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),,very fine sand,3,fine sand,4,,,,,,,,,,,,,,,,,,,,thickly bedded,normally graded,,,,,,,,,,,,355,U1457,C,39,R,1,A,
355-U1457C-39R-2-A,0,13,552,552.13,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),,very fine sand,3,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1457,C,39,R,2,A,
355-U1457C-39R-2-A,13,100,552.13,553,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),80,clay,1,silt,2,,clayey,siltstone,,clayey siltstone,clayey siltstone,siltstone,dark gray,10YR 4/1 (dark gray),20,clay,1,silt,2,,100,erosive,sharp,horizontal,thinly bedded,normally graded,,,,,,pyrite,,,,,,355,U1457,C,39,R,2,A,
355-U1457C-39R-2-A,100,127,553,553.27,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,39,R,2,A,
355-U1457C-39R-2-A,127,140,553.27,553.4,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),80,clay,1,silt,2,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 3/1 (very dark gray),20,very fine sand,3,medium sand,5,,100,,,,thinly bedded,normally graded,,,,,,,,,,,,355,U1457,C,39,R,2,A,
355-U1457C-39R-3-A,0,47,553.5,553.97,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),60,clay,1,silt,2,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 3/1 (very dark gray),40,very fine sand,3,medium sand,5,,100,erosive,sharp,sub-horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1457,C,39,R,3,A,
355-U1457C-39R-3-A,47,85,553.97,554.35,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),90,clay,1,silt,2,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),10,silt,2,very fine sand,3,,100,erosive,gradational,horizontal,medium bedded,,,,,,,pyrite,,,,,,355,U1457,C,39,R,3,A,
355-U1457C-39R-3-A,85,129,554.35,554.79,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),60,very fine sand,3,fine sand,4,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,10YR 4/1 (dark gray),40,clay,1,silt,2,,100,,,,thinly bedded,normally graded,,,,,,,,,,,,355,U1457,C,39,R,3,A,
355-U1457C-39R-CC-A,0,24,554.79,555.03,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),90,very fine sand,3,fine sand,4,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,10YR 4/1 (dark gray),10,clay,1,silt,2,,100,,,,thinly bedded,normally graded,,,,,,,,,,,,355,U1457,C,39,R,CC,A,
355-U1457C-40R-1-A,0,84,560.2,561.04,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),90,fine sand,4,medium sand,5,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,10YR 4/1 (dark gray),10,clay,1,silt,2,,100,erosive,sharp,horizontal,thickly bedded,normally graded,,,,,,,,,,,,355,U1457,C,40,R,1,A,
355-U1457C-40R-1-A,84,113,561.04,561.33,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),80,clay,1,silt,2,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),20,silt,2,fine sand,4,,100,erosive,sharp,horizontal,thinly bedded,,,,,,,,wood,,,,,355,U1457,C,40,R,1,A,
355-U1457C-40R-1-A,113,131,561.33,561.51,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,,,,medium bedded,normally graded,,,,,,,,,,,,355,U1457,C,40,R,1,A,
355-U1457C-40R-2-A,0,50,561.51,562.01,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),80,clay,1,silt,2,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),20,silt,2,fine sand,4,,100,gradational,sharp,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,40,R,2,A,
355-U1457C-40R-2-A,50,64,562.01,562.15,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1457,C,40,R,2,A,
355-U1457C-40R-2-A,64,95,562.15,562.46,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),80,clay,1,silt,2,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),20,silt,2,fine sand,4,,100,gradational,sharp,horizontal,thinly bedded,,,,,,,,wood,,,,,355,U1457,C,40,R,2,A,
355-U1457C-40R-2-A,95,120,562.46,562.71,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),90,fine sand,4,medium sand,5,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,10YR 4/1 (dark gray),10,clay,1,silt,2,,100,,,,medium bedded,normally graded,,,,,,,,,,,,355,U1457,C,40,R,2,A,
355-U1457C-40R-3-A,0,86,562.71,563.57,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),70,fine sand,4,medium sand,5,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,10YR 4/1 (dark gray),30,clay,1,silt,2,,100,,,,medium bedded,normally graded,,,,,,,,,,,,355,U1457,C,40,R,3,A,
355-U1457C-40R-CC-A,0,18,563.57,563.75,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),90,clay,1,silt,2,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),10,silt,2,fine sand,4,,100,,,,thinly bedded,,,,,,,,,,,,,355,U1457,C,40,R,CC,A,
355-U1457C-41R-1-A,0,140,569.9,571.3,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),70,fine sand,4,medium sand,5,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,10YR 4/1 (dark gray),30,clay,1,silt,2,,100,,,,medium bedded,normally graded,,,,,,,wood,,,,,355,U1457,C,41,R,1,A,
355-U1457C-41R-2-A,0,23,571.3,571.53,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),70,clay,1,silt,2,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 3/1 (very dark gray),30,silt,2,fine sand,4,,100,gradational,gradational,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,41,R,2,A,
355-U1457C-41R-2-A,23,76,571.53,572.06,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),80,fine sand,4,medium sand,5,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,10YR 4/1 (dark gray),20,clay,1,silt,2,,100,erosive,sharp,horizontal,thinly bedded,normally graded,,,,,,,,,,,,355,U1457,C,41,R,2,A,
355-U1457C-41R-2-A,76,92,572.06,572.22,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),90,clay,1,silt,2,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),10,silt,2,fine sand,4,,100,,,,thinly bedded,,,,,,,,,,,,,355,U1457,C,41,R,2,A,
355-U1457C-41R-3-A,0,77,572.32,573.09,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),80,fine sand,4,medium sand,5,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,10YR 4/1 (dark gray),20,clay,1,silt,2,,100,,,,medium bedded,normally graded,,,,,,,,,,,,355,U1457,C,41,R,3,A,
355-U1457C-41R-CC-A,0,17,573.09,573.26,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),70,clay,1,silt,2,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 3/1 (very dark gray),30,silt,2,fine sand,4,,100,,,,thinly bedded,normally graded,,,,,,,,,,,,355,U1457,C,41,R,CC,A,
355-U1457C-42R-1-A,0,3,579.6,579.63,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,thinly bedded,,,,,,,,,,,,,355,U1457,C,42,R,1,A,
355-U1457C-42R-1-A,18,27,579.78,579.87,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,42,R,1,A,
355-U1457C-42R-1-A,27,120,579.87,580.8,,silty,sand,,silty sand,,,dark gray,10YR 3/1 (very dark gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thickly bedded,normally graded,,,,,,,,,,,,355,U1457,C,42,R,1,A,
355-U1457C-42R-1-A,120,140,580.8,581,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),70,clay,1,silt,2,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 3/1 (very dark gray),30,fine sand,4,medium sand,5,,100,,,,thinly bedded,,,,,,,,,,,,,355,U1457,C,42,R,1,A,
355-U1457C-42R-CC-A,0,16,581.02,581.18,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),60,clay,1,silt,2,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 3/1 (very dark gray),40,fine sand,4,medium sand,5,,100,,,,thinly bedded,,,,,,,,,,,,,355,U1457,C,42,R,CC,A,
355-U1457C-43R-1-A,0,40,589.3,589.7,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),80,clay,1,silt,2,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),20,silt,2,fine sand,4,,100,gradational,sharp,horizontal,thinly bedded,normally graded,,,,,,,wood,,,,,355,U1457,C,43,R,1,A,
355-U1457C-43R-1-A,40,141,589.7,590.71,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),70,fine sand,4,medium sand,5,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,10YR 4/1 (dark gray),30,clay,1,silt,2,,100,,,,medium bedded,normally graded,,,,,,,wood,,,,,355,U1457,C,43,R,1,A,
355-U1457C-43R-2-A,0,15,590.71,590.86,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),90,clay,1,silt,2,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),10,silt,2,very fine sand,3,,100,gradational,sharp,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,43,R,2,A,
355-U1457C-43R-2-A,15,90,590.86,591.61,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),70,fine sand,4,medium sand,5,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,10YR 4/1 (dark gray),30,clay,1,silt,2,,100,,,,medium bedded,normally graded,,,,,,,wood,,,,,355,U1457,C,43,R,2,A,
355-U1457C-43R-3-A,0,57,591.71,592.28,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),70,fine sand,4,medium sand,5,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,10YR 4/1 (dark gray),30,clay,1,silt,2,,100,erosive,sharp,horizontal,thinly bedded,normally graded,,,,,,,,,,,,355,U1457,C,43,R,3,A,
355-U1457C-43R-3-A,57,70,592.28,592.41,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),90,clay,1,silt,2,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),10,silt,2,very fine sand,3,,100,,,,thinly bedded,,,,,,,,wood,,,,,355,U1457,C,43,R,3,A,
355-U1457C-43R-CC-A,0,17,592.41,592.58,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),60,fine sand,4,medium sand,5,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,10YR 4/1 (dark gray),40,clay,1,silt,2,,100,,,,,normally graded,,,,,,,,,,,,355,U1457,C,43,R,CC,A,
355-U1457C-44R-1-A,0,21,599,599.21,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),80,very fine sand,3,medium sand,5,,silty,claystone,,silty claystone,silty claystone,claystone,brown,10YR 3/2 (very dark grayish brown),20,clay,1,silt,2,,100,erosive,sharp,horizontal,thinly bedded,normally graded,,,,,,,,,,,,355,U1457,C,44,R,1,A,
355-U1457C-44R-1-A,21,41,599.21,599.41,,silty,claystone,,silty claystone,,,brown,10YR 3/2 (very dark grayish brown),70,clay,1,silt,2,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 3/1 (very dark gray),30,very fine sand,3,fine sand,4,,100,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,44,R,1,A,
355-U1457C-44R-1-A,41,94,599.41,599.94,,silty,claystone,,silty claystone,,,brown,10YR 3/2 (very dark grayish brown),90,clay,1,silt,2,,,siltstone,,siltstone,siltstone,siltstone,bluish gray,GLEY 1 4/N (dark gray),10,silt,2,very fine sand,3,,100,gradational,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,44,R,1,A,
