Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Lith. accessory shell fragment,Lith. accessory cement,Lith. accessory nodule/concretion,Lith. accessory sulfide,Lithological accessories comment,Macrofossil,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank [read only],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank [read only],Diagenetic constituent,Diagenetic constituent composition,Deformational structures,structure,General interval comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
346-U1422E-2H-3-A,136.5,137.0,13.865,13.87,,silty clay ,,silty clay ,,,,color banding,10BG 6/1 (greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,2,H,3,A,
346-U1422E-2H-3-A,137.0,138.5,13.87,13.885,,tephra ,,tephra ,,,,,N 7 (light gray),,,,,,,,,,,,,,,,,tephra ,tephra ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,2,H,3,A,
346-U1422E-2H-3-A,138.5,147.7,13.885,13.977,,silty clay ,,silty clay ,,,,color banding,10BG 6/1 (greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,2,H,3,A,
346-U1422E-2H-3-A,147.7,150.0,13.977,14.0,,silty clay ,,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,2,H,3,A,
346-U1422E-2H-4-A,0.0,34.0,14.0,14.34,,silty clay ,,silty clay ,,,,color banding,10BG 6/1 (greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,2,H,4,A,
346-U1422E-2H-4-A,34.0,35.0,14.34,14.35,,silty sand ,,silty sand ,,,,,5Y 5/1 (gray),,,,,,,,,,,,,,,,,silty sand ,silty sand ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,2,H,4,A,
346-U1422E-2H-4-A,35.0,132.0,14.35,15.32,,silty clay ,,silty clay ,,,,color banding,10BG 6/1 (greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,2,H,4,A,
346-U1422E-2H-4-A,132.0,136.0,15.32,15.36,,silty clay ,,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,2,H,4,A,
346-U1422E-2H-4-A,136.0,137.0,15.36,15.37,,silty sand ,,silty sand ,,,,,5Y 5/1 (gray),,,,,,,,,,,,,,,,,silty sand ,silty sand ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,2,H,4,A,
346-U1422E-2H-4-A,137.0,150.0,15.37,15.5,,silty clay ,,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,2,H,4,A,
346-U1422E-2H-5-A,0.0,22.0,15.5,15.72,,silty clay ,,silty clay ,,,,lamination,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,2,H,5,A,
346-U1422E-2H-5-A,22.0,23.0,15.72,15.73,,silty sand [MMK88],,silty sand ,,,,,5Y 5/1 (gray),,,,,,,,,,,,,,,,,silty sand ,silty sand ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,2,H,5,A,
346-U1422E-2H-5-A,23.0,30.0,15.73,15.8,,silty clay ,,silty clay ,,,,lamination,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,2,H,5,A,
346-U1422E-2H-5-A,30.0,150.0,15.8,17.0,,silty clay ,,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,2,H,5,A,
346-U1422E-2H-5-A,72.0,79.0,16.22,16.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,microfault,,,,,,,,,,,,,,,,,,,,346,U1422,E,2,H,5,A,
346-U1422E-2H-6-A,0.0,4.0,17.0,17.04,,silty clay ,,silty clay ,,,,,10BG 6/1 (greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,2,H,6,A,
346-U1422E-2H-6-A,4.0,11.0,17.04,17.11,,silty clay ,,silty clay ,,,,lamination,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,2,H,6,A,
346-U1422E-2H-6-A,11.0,20.0,17.11,17.2,,silty clay [MMK88],,silty clay ,,,,,10BG 6/1 (greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,2,H,6,A,
346-U1422E-2H-6-A,20.0,39.0,17.2,17.39,,silty clay ,,silty clay ,,,,lamination,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,2,H,6,A,
346-U1422E-2H-6-A,34.0,35.0,17.34,17.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nodule,sulfide,,,Pyrite nodule.,,,,,,,,,,,,,,,,,,,346,U1422,E,2,H,6,A,
346-U1422E-2H-6-A,39.0,150.0,17.39,18.5,,silty clay ,,silty clay ,,,,color banding,10BG 6/1 (greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,2,H,6,A,
346-U1422E-2H-7-A,0.0,6.0,18.5,18.56,,silty clay ,,silty clay ,,,,color banding,10BG 6/1 (greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,2,H,7,A,
346-U1422E-2H-7-A,6.0,15.5,18.56,18.655,calcareous bearing,clay ,,calcareous bearing clay ,,,,,2.5Y 6/2 (light brownish gray),,,,,,,,,,,,,,,,,calcareous bearing  clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,2,H,7,A,
346-U1422E-2H-7-A,15.5,42.0,18.655,18.92,,silty clay [MMK88],,silty clay ,,,,color banding,5Y 5/1 (gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,2,H,7,A,
346-U1422E-2H-7-A,42.0,51.0,18.92,19.01,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 6/1 (greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,2,H,7,A,
346-U1422E-2H-CC-A,0.0,12.0,19.01,19.13,,silty clay ,,silty clay ,,,,,10BG 6/1 (greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,2,H,CC,A,
346-U1422E-3H-1-A,0.0,20.0,19.0,19.2,,silty clay [MMK88],,silty clay ,,,,lamination,10YR 3/1 (very dark gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,3,H,1,A,
346-U1422E-3H-1-A,19.0,27.0,19.19,19.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,microfault,,,,,,,,,,,,,,,,,,,,346,U1422,E,3,H,1,A,
346-U1422E-3H-1-A,20.0,60.0,19.2,19.6,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 6/1 (greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,3,H,1,A,
346-U1422E-3H-1-A,42.0,45.0,19.42,19.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,microfault,,,,,,,,,,,,,,,,,,,,346,U1422,E,3,H,1,A,
346-U1422E-3H-1-A,60.0,61.0,19.6,19.61,foraminifer rich,silt [Leg210],,foraminifer rich silt ,,,,,,,,,,,,,,,,,,,,,,foraminifer rich  silt ,silt ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,3,H,1,A,
346-U1422E-3H-1-A,61.0,75.0,19.61,19.75,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 6/1 (greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,3,H,1,A,
346-U1422E-3H-1-A,75.0,92.0,19.75,19.92,,silty clay ,,silty clay ,,,,lamination,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,3,H,1,A,
346-U1422E-3H-1-A,92.0,93.0,19.92,19.93,foraminifer rich,silt ,,foraminifer rich silt ,,,,,,,,,,,,,,,,,,,,,,foraminifer rich  silt ,silt ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,3,H,1,A,
346-U1422E-3H-1-A,93.0,114.0,19.93,20.14,,silty clay [MMK88],,silty clay ,,,,lamination,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,3,H,1,A,
346-U1422E-3H-1-A,99.0,100.0,19.99,20.0,,,,,,,,,,,,present [A79],1,pebble [W22_2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,E,3,H,1,A,
346-U1422E-3H-1-A,114.0,119.0,20.14,20.19,,silty clay ,,silty clay ,,,,,10BG 6/1 (greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,3,H,1,A,
346-U1422E-3H-1-A,119.0,122.0,20.19,20.22,,silty clay ,,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,3,H,1,A,
346-U1422E-3H-1-A,122.0,123.0,20.22,20.23,,tephra [FS84],,tephra ,vitric,,,,N 6 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,3,H,1,A,
346-U1422E-3H-1-A,123.0,129.0,20.23,20.29,,silty clay [MMK88],,silty clay ,,,,,10BG 6/1 (greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,3,H,1,A,
346-U1422E-3H-1-A,129.0,136.0,20.29,20.36,,silty clay [MMK88],,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,3,H,1,A,
346-U1422E-3H-1-A,136.0,137.0,20.36,20.37,,silty clay [MMK88],,silty clay ,,,,,10BG 6/1 (greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,3,H,1,A,
346-U1422E-3H-1-A,137.0,138.0,20.37,20.38,,tephra ,,tephra ,vitric,,,,N 6 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,3,H,1,A,
346-U1422E-3H-1-A,138.0,150.0,20.38,20.5,,silty clay [MMK88],,silty clay ,,,,,10BG 6/1 (greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,3,H,1,A,
346-U1422E-3H-2-A,0.0,6.0,20.5,20.56,,clay [Leg210],,clay ,,,,lamination,10BG 6/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,3,H,2,A,
346-U1422E-3H-2-A,6.0,17.0,20.56,20.67,,silty clay [MMK88],,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,3,H,2,A,
346-U1422E-3H-2-A,17.0,18.0,20.67,20.68,,tephra [FS84],,tephra ,vitric,,,,N 6 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,3,H,2,A,
346-U1422E-3H-2-A,18.0,21.0,20.68,20.71,,silty clay [MMK88],,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,E,3,H,2,A,
346-U1422E-3H-2-A,21.0,33.0,20.71,20.83,,,,,,,,,,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,E,3,H,2,A,
346-U1422E-3H-2-A,21.0,150.0,20.71,22.0,,clay [Leg210],,clay ,,,,color banding,10BG 6/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,3,H,2,A,
346-U1422E-3H-3-A,0.0,50.0,22.0,22.5,,,,,,,,color banding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bands are dark greenish gray.,,,,,,,,,,,,,,,,,,,346,U1422,E,3,H,3,A,
346-U1422E-3H-3-A,0.0,59.0,22.0,22.59,,clay [Leg210],,clay ,,,,,10BG 6/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,3,H,3,A,
346-U1422E-3H-3-A,59.0,60.0,22.59,22.6,,tephra [FS84],,tephra ,vitric,,,,N 5 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,3,H,3,A,
346-U1422E-3H-3-A,60.0,88.0,22.6,22.88,,clay [Leg210],,clay ,,,,,10BG 6/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,3,H,3,A,
346-U1422E-3H-3-A,88.0,102.0,22.88,23.02,,silty clay [MMK88],,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,3,H,3,A,
346-U1422E-3H-3-A,102.0,103.0,23.02,23.03,,,,,,,,,,,,present [A79],1,pebble [W22_2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,E,3,H,3,A,
346-U1422E-3H-3-A,102.0,115.0,23.02,23.15,,clay [Leg210],,clay ,,,,color banding,10BG 6/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,3,H,3,A,
346-U1422E-3H-3-A,115.0,116.0,23.15,23.16,,tephra [FS84],,tephra ,vitric,,,,N 5 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,3,H,3,A,
346-U1422E-3H-3-A,116.0,150.0,23.16,23.5,,clay [Leg210],,clay ,,,,color banding,10BG 6/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,3,H,3,A,
346-U1422E-3H-4-A,0.0,4.0,23.5,23.54,,clay [Leg210],,clay ,,,,color banding,10BG 6/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,3,H,4,A,
346-U1422E-3H-4-A,4.0,10.5,23.54,23.605,,silty clay [MMK88],,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,3,H,4,A,
