Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,MAJ Lith. prefix+name [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Clast abundance,Macrofossil,MAJ Lith. ave. grain size ,Diagenetic constituent,Diagenetic constituent composition,General interval comment,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Suffix,Lithology Suffix,Minor Lithology Name,Extra Sample ID Data
363-U1489C-2H-6-A,133,150,12.33,12.5,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,2,H,6,A,,,,,
363-U1489C-2H-7-A,0,20,12.5,12.7,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,2,H,7,A,,,,,
363-U1489C-2H-7-A,20,68,12.7,13.18,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,2,H,7,A,,,,,
363-U1489C-2H-CC-A,0,13,13.18,13.31,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,2,H,CC,A,,,,,
363-U1489C-3H-1-A,0,150,13.0,14.5,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,highly disturbed by drilling,,,,,,,,,,,,,363,U1489,C,3,H,1,A,,,,,
363-U1489C-3H-2-A,0,150,14.5,16.0,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,highly disturbed by drilling,,,,,,,,,,,,,363,U1489,C,3,H,2,A,,,,,
363-U1489C-3H-3-A,0,150,16.0,17.5,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,highly disturbed by drilling,,,,,,,,,,,,,363,U1489,C,3,H,3,A,,,,,
363-U1489C-3H-4-A,0,150,17.5,19.0,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,highly disturbed by drilling,,,,,,,,,,,,,363,U1489,C,3,H,4,A,,,,,
363-U1489C-3H-5-A,0,150,19.0,20.5,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,highly disturbed by drilling,,,,,,,,,,,,,363,U1489,C,3,H,5,A,,,,,
363-U1489C-3H-6-A,0,150,20.5,22.0,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,highly disturbed by drilling,,,,,,,,,,,,,363,U1489,C,3,H,6,A,,,,,
363-U1489C-3H-7-A,0,69,22.0,22.69,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,moderately disturbed by drilling,,,,,,,,,,,,,363,U1489,C,3,H,7,A,,,,,
363-U1489C-3H-CC-A,0,16,22.69,22.85,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,moderately disturbed by drilling,,,,,,,,,,,,,363,U1489,C,3,H,CC,A,,,,,
363-U1489C-4H-1-A,0,11,22.5,22.61,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,4,H,1,A,,,,,
363-U1489C-4H-1-A,11,55,22.61,23.05,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,4,H,1,A,,,,,
363-U1489C-4H-1-A,55,71,23.05,23.21,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,4,H,1,A,,,,,
363-U1489C-4H-1-A,71,83,23.21,23.33,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,4,H,1,A,,,,,
363-U1489C-4H-1-A,83,99,23.33,23.49,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,4,H,1,A,,,,,
363-U1489C-4H-1-A,99,115,23.49,23.65,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,4,H,1,A,,,,,
363-U1489C-4H-1-A,115,142,23.65,23.92,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,4,H,1,A,,,,,
363-U1489C-4H-1-A,142,150,23.92,24.0,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,4,H,1,A,,,,,
363-U1489C-4H-2-A,0,4,24.0,24.04,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,4,H,2,A,,,,,
363-U1489C-4H-2-A,4,32,24.04,24.32,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),slight [DB86],,,,,sulfide,,,,,,,,,,,,,,363,U1489,C,4,H,2,A,,,,,
363-U1489C-4H-2-A,32,64,24.32,24.64,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,4,H,2,A,,,,,
363-U1489C-4H-2-A,64,73,24.64,24.73,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,4,H,2,A,,,,,
363-U1489C-4H-2-A,73,119,24.73,25.19,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,4,H,2,A,,,,,
363-U1489C-4H-2-A,119,130,25.19,25.3,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,4,H,2,A,,,,,
363-U1489C-4H-2-A,130,143,25.3,25.43,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,4,H,2,A,,,,,
363-U1489C-4H-2-A,143,150,25.43,25.5,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,4,H,2,A,,,,,
363-U1489C-4H-3-A,0,5,25.5,25.55,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,4,H,3,A,,,,,
363-U1489C-4H-3-A,5,71,25.55,26.21,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),slight [DB86],,,,,sulfide,,,,,,,,,,,,,,363,U1489,C,4,H,3,A,,,,,
363-U1489C-4H-3-A,71,83,26.21,26.33,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,4,H,3,A,,,,,
363-U1489C-4H-3-A,83,130,26.33,26.8,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),slight [DB86],,,,,sulfide,,,,,,,,,,,,,,363,U1489,C,4,H,3,A,,,,,
363-U1489C-4H-3-A,130,146,26.8,26.96,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,4,H,3,A,,,,,
363-U1489C-4H-3-A,146,150,26.96,27.0,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,4,H,3,A,,,,,
363-U1489C-4H-4-A,0,120,27.0,28.2,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,4,H,4,A,,,,,
363-U1489C-4H-4-A,120,133,28.2,28.33,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,4,H,4,A,,,,,
363-U1489C-4H-4-A,133,150,28.33,28.5,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,4,H,4,A,,,,,
363-U1489C-4H-5-A,0,19,28.5,28.69,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,4,H,5,A,,,,,
363-U1489C-4H-5-A,19,30,28.69,28.8,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,4,H,5,A,,,,,
363-U1489C-4H-5-A,30,56,28.8,29.06,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,4,H,5,A,,,,,
363-U1489C-4H-5-A,56,78,29.06,29.28,clay-bearing ash-bearing [X363],nannofossil ooze [Leg339],clay-bearing ash-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),slight [DB86],,,,,sulfide,,,,,,,,,,,,,,363,U1489,C,4,H,5,A,,,,,
363-U1489C-4H-5-A,78,139,29.28,29.89,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,4,H,5,A,,,,,
363-U1489C-4H-5-A,139,150,29.89,30.0,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,4,H,5,A,,,,,
363-U1489C-4H-6-A,0,11,30.0,30.11,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,4,H,6,A,,,,,
363-U1489C-4H-6-A,11,74,30.11,30.74,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),slight [DB86],,,,,sulfide,,,,,,,,,,,,,,363,U1489,C,4,H,6,A,,,,,
363-U1489C-4H-6-A,74,85,30.74,30.85,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,4,H,6,A,,,,,
363-U1489C-4H-6-A,85,150,30.85,31.5,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,4,H,6,A,,,,,
363-U1489C-4H-7-A,0,68,31.5,32.18,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,4,H,7,A,,,,,
363-U1489C-4H-CC-A,0,16,32.18,32.34,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,4,H,CC,A,,,,,
363-U1489C-5H-1-A,0,96,32.0,32.96,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),slight [DB86],,,,,sulfide,,,,,,,,,,,,,,363,U1489,C,5,H,1,A,,,,,
363-U1489C-5H-1-A,96,103,32.96,33.03,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5PB 6/1 (bluish gray),slight [DB86],,,,,sulfide,,,,,,,,,,,,,,363,U1489,C,5,H,1,A,,,,,
363-U1489C-5H-1-A,103,150,33.03,33.5,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,5,H,1,A,,,,,
363-U1489C-5H-2-A,0,70,33.5,34.2,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,5,H,2,A,,,,,
363-U1489C-5H-2-A,70,74,34.2,34.24,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5PB 6/1 (bluish gray),slight [DB86],,,,,sulfide,,,,,,,,,,,,,,363,U1489,C,5,H,2,A,,,,,
