Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithification,Lithology Prefix,Lithology Principal Name,Texture Rank,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],"FACIES (neritic, hemipelagic, pelagic)",MAJ lith color (simple),Fossil,Sedimentary structure,Diagenetic structure,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
356-U1462C-2R-CC-A,0,5,33.0,33.05,lithified [B84],non-skeletal grain rich,grainstone [E&K72; D62],4.0,,non-skeletal grain rich grainstone,neritic,beige,foraminifera (small benthic),,,,absent [B06],0.0,,,"Beige, lithified non-skeletal grainstone with medium to coarse sand sized grains. Small benthic foraminifera and black sand sized grains are present.",,,,356,U1462,C,2,R,CC,A,,,
356-U1462C-4R-CC-A,0,7,42.6,42.67,lithified [B84],non-skeletal grain rich,grainstone [E&K72; D62],4.0,,non-skeletal grain rich grainstone,neritic,beige,bivalve,,,,absent [B06],0.0,,,"Beige, lithified non-skeletal grainstone with medium sand sized grains. Bivalves, gastropods and black sand sized grains are present.",,,,356,U1462,C,4,R,CC,A,,,
356-U1462C-4R-CC-A,0,7,42.6,42.67,,,,,,,,,gastropod,,,,,,,,,,,,356,U1462,C,4,R,CC,A,,,
356-U1462C-5R-CC-A,0,5,47.4,47.45,partially lithified,,packstone [E&K72; D62],3.0,with non-skeletal grains,packstone with non-skeletal grains,neritic,beige,bivalve,,,,absent [B06],0.0,,,"Beige, partially lithified pack- to grainstone with bioclasts of bivalves and small benthic foraminifera and possibly a red algea. Verz few sand sized non.skeletal grains, possibly peloids. Black sand sized grains are common.",,,,356,U1462,C,5,R,CC,A,,,
356-U1462C-5R-CC-A,0,5,47.4,47.45,,,,,,,,,foraminifera (small benthic),,,,,,,,,,,,356,U1462,C,5,R,CC,A,,,
356-U1462C-5R-CC-A,0,5,47.4,47.45,,,,,,,,,gastropod,,,,,,,,,,,,356,U1462,C,5,R,CC,A,,,
356-U1462C-6R-CC-A,0,6,52.2,52.26,,,,,,,,,,,,,,,,,to pal,,,,356,U1462,C,6,R,CC,A,,,
356-U1462C-6R-CC-A,6,10,52.26,52.3,unlithified [Leg194],,mudstone [E&K72; D62],1.0,with ooids,mudstone with ooids,neritic,off white,,,,,,,,,"Unlithified, off white mudstone with ooids, likely cave in",,,,356,U1462,C,6,R,CC,A,,,
356-U1462C-6R-CC-A,10,16,52.3,52.36,lithified [B84],non-skeletal grain rich,packstone [E&K72; D62],3.0,with ooids,non-skeletal grain rich packstone with ooids,neritic,light bluish gray,,,,,,,,,"Lithified, light bluish gray non-skeletal packstone with sand size ooids and glauconite, and bivalve fragments and small benthic forams",,,,356,U1462,C,6,R,CC,A,,,
356-U1462C-6R-CC-A,16,36,52.36,52.56,lithified [B84],non-skeletal grain rich,packstone [E&K72; D62],3.0,with ooids,non-skeletal grain rich packstone with ooids,neritic,light bluish gray,,parallel lamination,,,,,,,"Lithified, light bluish gray, non-skeletal packstone with sand size ooids and macrofossils and gravel size microfossils. Glauconite also present. Bivalves abundant. Large (8x1 cm long). The burrow infill is softer (not as lithified) contains more mud and it has crystals of unkown mineral. Bedding noted and some beds are rich in bivalve fragments",,,,356,U1462,C,6,R,CC,A,,,
356-U1462C-7R-1-A,0,63,57.0,57.63,lithified [B84],,packstone [E&K72; D62],3.0,with non-skeletal grains,packstone with non-skeletal grains,neritic,dark grayish green,bivalve,parallel lamination,,thinly bedded [I54],,,scoured,sub-horizontal,"Lithified, dark grayish green packstone with coarse sand size ooids or peloids and gravel size macrofossils (up to 3 cm long). Bivalves most abundant. A sharp scoured, sub-vertical contact at base. Gravel size macrofossils above. Sharp contacts with coarser grains and gravel size microfossils are found at: 9 cm, 17 cm, and at 53 cm. The coarser grained beds are 3-5 cm thick and the bivalve fragments are oriented flat along bedding. Fungiid coral fragment appears to have been transported within a muddy matrix and possibly represent a second episode of transport, Possible halimeda plates.",,,,356,U1462,C,7,R,1,A,,,
356-U1462C-7R-1-A,0,63,57.0,57.63,,,,,,,,,coral (solitary),,,,,,,,,,,,356,U1462,C,7,R,1,A,,,
356-U1462C-7R-1-A,0,63,57.0,57.63,,,,,,,,,foraminifera (small benthic),,,,,,,,,,,,356,U1462,C,7,R,1,A,,,
356-U1462C-7R-1-A,0,63,57.0,57.63,,,,,,,,,gastropod,,,,,,sharp,sub-horizontal,,,,,356,U1462,C,7,R,1,A,,,
356-U1462C-7R-1-A,63,150,57.63,58.5,lithified [B84],non-skeletal grain rich,packstone [E&K72; D62],3.0,,non-skeletal grain rich packstone,neritic,light grayish green,foraminifera (large benthic),parallel lamination,,,,,sharp,sub-horizontal,"Lithified, light grayish green, non-skeletal packstone with sand size ooids or peloids. Parallel laminae and a sharp contact at 117 cm with gravel size macrofossils above.",,,,356,U1462,C,7,R,1,A,,,
356-U1462C-7R-2-A,0,68,58.5,59.18,lithified [B84],non-skeletal grain rich,packstone [E&K72; D62],3.0,,non-skeletal grain rich packstone,neritic,light greenish gray,bivalve,planar lamination,,,,,sharp,sub-horizontal,"Lithified, light greenish gray, non-skeletal packstone with sand size ooids or peloids. Sand-sized bivalve fragments, Planar laminae between 0-3 cm and sharp contact at 61 cm with coarser sand size sediment above (bivalve and lithic fragments). Glauconite scarcer than in the previous Section",,,,356,U1462,C,7,R,2,A,,,
356-U1462C-8R-1-A,0,60,61.8,62.4,lithified [B84],,packstone [E&K72; D62],3.0,with non-skeletal grains,packstone with non-skeletal grains,neritic,light greenish gray,bivalve,planar lamination,,,,,sharp,sub-horizontal,"Lithified, light greenish gray, non-skeletal packstone with sand size peloids or ooids. Sand-sized bivalve fragments, Contacts 11 cm, 27 cm, 45 cm. Planar laminae between 43-45 cm. Possible Halimeda plates. Glauconite scarser than in the previous Section",,,,356,U1462,C,8,R,1,A,,,
356-U1462C-9R-CC-A,0,2,66.6,66.62,unlithified [Leg194],skeletal,packstone [E&K72; D62],3.0,with non-skeletal grains,skeletal packstone with non-skeletal grains,neritic,creamy gray,bivalve,,,,,,,,Unlithified creamy gray packstone with very coarse sand size grains. Black sand sized grains are common.,,,,356,U1462,C,9,R,CC,A,,,
356-U1462C-9R-CC-A,0,2,66.6,66.62,,,,,,,,,barnacle,,,,,,,,,,,,356,U1462,C,9,R,CC,A,,,
356-U1462C-9R-CC-A,0,2,66.6,66.62,,,,,,,,,foraminifera (small benthic),,,,,,,,,,,,356,U1462,C,9,R,CC,A,,,
356-U1462C-9R-CC-A,0,2,66.6,66.62,,,,,,,,,gastropod,,,,,,,,,,,,356,U1462,C,9,R,CC,A,,,
356-U1462C-10R-1-A,0,58,71.4,71.98,lithified [B84],,packstone [E&K72; D62],3.0,with non-skeletal grains,packstone with non-skeletal grains,neritic,dark greenish gray,bivalve,parallel lamination,,thinly bedded [I54],,,wavy,sub-horizontal,"Lihtified, dark greenish gray, packstone with sand size peloids or ooids. Glauconite common also possible pyrite. Intervals of parallel laminae between 0-15 cm. Noted by sharp color variations between the dark and light greenish gray. Bivalve fragments abundant, gastropod. Sharp contacts, at 54 cm and a bed from 54-56 cm.",,,,356,U1462,C,10,R,1,A,,,
356-U1462C-11R-CC-A,0,2,76.2,76.22,lithified [B84],,packstone [E&K72; D62],3.0,with non-skeletal grains,packstone with non-skeletal grains,neritic,dark greenish gray,bivalve,,,,,,,,"Lithified, dark greenish gray packstone with peloids or ooids and medium sand size graiins. Fragments of bivalves",,,,356,U1462,C,11,R,CC,A,,,
356-U1462C-11R-CC-A,2,4,76.22,76.24,lithified [B84],,wackestone [E&K72; D62],2.0,,wackestone,neritic,light greenish gray,bivalve,,,,,,,,"Lithified, light greenish gray wackestone with sand size grains and bivalve fragments. Also few benthic forams",,,,356,U1462,C,11,R,CC,A,,,
356-U1462C-11R-CC-A,2,4,76.22,76.24,,,,2.0,,,,,gastropod,,,,,,,,,,,,356,U1462,C,11,R,CC,A,,,
356-U1462C-11R-CC-A,4,9,76.24,76.29,,,,,,,,,,,,,,,,,to pal,,,,356,U1462,C,11,R,CC,A,,,
356-U1462C-12R-CC-A,0,10,81.0,81.1,lithified [B84],,packstone [E&K72; D62],3.0,with non-skeletal grains,packstone with non-skeletal grains,neritic,light gray,,,,,,,,,"Lithified, light gray, non-skeletal packstone with sand size peloids or ooids. Bedding apparent",,,,356,U1462,C,12,R,CC,A,,,
356-U1462C-12R-CC-A,10,15,81.1,81.15,,,,,,,,,,,,,,,,,to pal,,,,356,U1462,C,12,R,CC,A,,,
356-U1462C-13R-CC-A,0,2,85.8,85.82,lithified [B84],non-skeletal grain rich,packstone [E&K72; D62],3.0,,non-skeletal grain rich packstone,neritic,beige,,,,,,,,,"Lithified, beige, non-skeletal, sand size packstone with ooids or peloids and glauconite. No macrofossils visible",,,,356,U1462,C,13,R,CC,A,,,
356-U1462C-14R-CC-A,0,21,90.6,90.81,lithified [B84],,packstone [E&K72; D62],3.0,with skeletal carbonate,packstone with skeletal carbonate,neritic,creamy gray,bivalve,,,,,,,,"Lithified, creamy gray packstone with gravel size skeletal carbonate with commongravel and sand size glauconite grains . Macrofossils include: bivalve, bryozoa, gastropod. At least three coral species (fragments). Montipora? Pachyseris? There are solution cavities in the rock",,,,356,U1462,C,14,R,CC,A,,,
356-U1462C-14R-CC-A,0,21,90.6,90.81,,,,,,,,,bryozoa,,,,,,,,,,,,356,U1462,C,14,R,CC,A,,,
356-U1462C-14R-CC-A,0,21,90.6,90.81,,,,,,,,,coral (branching),,,,,,,,,,,,356,U1462,C,14,R,CC,A,,,
356-U1462C-14R-CC-A,0,21,90.6,90.81,,,,,,,,,coral (solitary),,,,,,,,,,,,356,U1462,C,14,R,CC,A,,,
356-U1462C-14R-CC-A,0,21,90.6,90.81,,,,,,,,,coralline algae,,,,,,,,,,,,356,U1462,C,14,R,CC,A,,,
356-U1462C-14R-CC-A,0,21,90.6,90.81,,,,,,,,,gastropod,,,,,,,,,,,,356,U1462,C,14,R,CC,A,,,
356-U1462C-14R-CC-A,0,26,90.6,90.86,,,,,,,,,,,,,,,,,to pal,,,,356,U1462,C,14,R,CC,A,,,
356-U1462C-15R-CC-A,0,42,95.4,95.82,lithified [B84],,packstone [E&K72; D62],3.0,with ooids,packstone with ooids,neritic,creamy gray,,microbialite,,,,,,,"Lithfiied, creamy gray packstone with sand size ooids and sand size shell fragments. A possible microbialite in packstone between 1-3 cm. Unidentified crystal on packstone upper 2 cm of 15R-CC-W",,,,356,U1462,C,15,R,CC,A,,,
356-U1462C-15R-CC-A,42,47,95.82,95.87,,,,,,,,,,,,,,,,,to pal,,,,356,U1462,C,15,R,CC,A,,,
356-U1462C-16R-CC-A,0,48,100.2,100.68,lithified [B84],,packstone [E&K72; D62],3.0,with ooids,packstone with ooids,neritic,creamy gray,bivalve,grading (normal),,,,,sharp,sub-horizontal,"LItified, creamy gray packstone with coarse sand size ooid and glauconite. Normally graded beds: 6 cm,10 cm, 21 cm, 25 cm, 31 cm. and 36 cm. The sample is heavily laminated. Interval of parallel laminae and cross bedding between 38-48 cm. Graded beds contain coarser grained ooids, bivalve fragments, glauconite",,,,356,U1462,C,16,R,CC,A,,,
356-U1462C-16R-CC-A,0,48,100.2,100.68,,,,,,,,,,cross-bedded,,,,,,,,,,,356,U1462,C,16,R,CC,A,,,
356-U1462C-16R-CC-A,0,48,100.2,100.68,,,,,,,,,,parallel lamination,,,,,,,,,,,356,U1462,C,16,R,CC,A,,,
356-U1462C-16R-CC-A,0,48,100.2,100.68,,,,,,,,,,,,thinly bedded [I54],,,,,"Lithified, creamy gray packstone with coarse sand size ooids. Contains graded beds at 6 cm, 10 cm, 19 cm, 24 cm, 30 cm, 36 cm of coarse sand size ooids and gravel size bivalves and glauconite grains. Shell fragments are much more common in the graded beds. Beds are 3-5 cm thick. Interval of parallel laminae with cross bedding from 31-48 cm. Glauconite grains are sparse.",,,,356,U1462,C,16,R,CC,A,,,
356-U1462C-17R-CC-A,0,9,105.0,105.09,lithified [B84],,packstone [E&K72; D62],3.0,with non-skeletal grains,packstone with non-skeletal grains,neritic,creamy gray,bivalve,,,,,,,,"Lithified, creamy gray, packstone with sand size peloids or ooids. Bivalve fragments and sparse glauconite grains",,,,356,U1462,C,17,R,CC,A,,,
356-U1462C-18R-CC-A,0,3,109.8,109.83,lithified [B84],,packstone [E&K72; D62],3.0,with non-skeletal grains,packstone with non-skeletal grains,neritic,creamy gray,bivalve,,,,,,,,"to pal Lithified, creamy gray packstone with sand size peloids or ooids, few bivalve fragments and glauconite grains",,,,356,U1462,C,18,R,CC,A,,,
356-U1462C-19R-CC-A,0,29,114.6,114.89,lithified [B84],,packstone [E&K72; D62],3.0,with non-skeletal grains,packstone with non-skeletal grains,neritic,creamy gray,bivalve,,,,moderate [B06],3.0,,,"Lithified, creamy gray packstone with sand and coarse sand size peloids orooids and coarse sand to gravel size shell fragments, and glauconite grains. Shell fragments can be as large as 5 cm. Dark gray, irregular and up to 5 cm long patches appear to be burrows. A few mm's thick, lithified, cream mudstone bed.",,,,356,U1462,C,19,R,CC,A,,,
356-U1462C-20R-CC-A,0,9,119.5,119.59,lithified [B84],,packstone [E&K72; D62],3.0,with non-skeletal grains,packstone with non-skeletal grains,neritic,creamy gray,bivalve,,,,,,,,"Lithified to partially lithified, creamy gray packstone with coarse sand to gravel size grains including peloids or ooids, shell fragments, glauconite and a black mineral (pyrite?). This material could be caved in.",,,,356,U1462,C,20,R,CC,A,,,
356-U1462C-20R-CC-A,9,14,119.59,119.64,,,,,,,,,,,,,,,,,to pal,,,,356,U1462,C,20,R,CC,A,,,
356-U1462C-21R-CC-A,0,38,124.4,124.78,lithified [B84],,packstone [E&K72; D62],3.0,with ooids,packstone with ooids,neritic,dark greenish gray,bivalve,,,,moderate [B06],3.0,,,"Lithified, dark greenish gray packstone with sand size grains including ookds, glauconite but has rare macrofossils. A brown, mud filled burrow several cm's long",,,,356,U1462,C,21,R,CC,A,,,
356-U1462C-21R-CC-A,38,43,124.78,124.83,,,,,,,,,,,,,,,,,to pal,,,,356,U1462,C,21,R,CC,A,,,
