Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology 1 prefix,Lithology 1 principal name,Lithology 1 suffix,LITH 1 prefix+name [read only],LITH 1 prefix+name+suffix [read only],LITH 1 abundance [%],LITH 1 color,LITH 1 lithification,LITH 1 ave. grain size class,LITH 1 ave. grain size rank [read only],LITH 1 max. grain size class,LITH 1 max. grain size rank [read only],LITH 1 grain sorting,LITH 1 Ash abundance name,LITH 1 Ash abundance rank (read only),LITH 1 comment,Lithology 2 prefix,Lithology 2 principal name,Lithology 2 suffix,LITH 2 prefix+name [read only],LITH 2 prefix+name+suffix [read only],LITH 2 abundance [%],Total LITH abundance [%],LITH 2 Ash abundance name,LITH 2 Ash abundance rank (read only),General interval comment,Bottom contact geometry,Bottom contact attitude,LITH 1 Layer or bedding thickness,LITH 1 Sedimentary structure,LITH 1 Bioturbation intensity,LITH 1 Bioturbation intensity rank [read only],LITH 1 Deformational structure,LITH 1 Deformational structure attitude,LITH 1 Diagenetic structure,LITH 1 Diagenetic constituent,LITH 1 Diagenetic constituent composition,LITH 1 Macrofossil,LITH 1 Macrofossil abundance name,LITH 2 Macrofossil,LITH 1 Clast abundance,LITH 1 Number of clasts (>2mm),LITH 1 Clast 1 igneous [%],LITH 1 Clast 1 igneous -  grain size,LITH 1 Clast 1 igneous -  roundness,LITH 1 Clast 1 igneous -  lithology,LITH 1 Clast 2 sediment [%],LITH 1 Clast 2 sediment - grain size,LITH 1 Clast 2 sediment - roundness,LITH 1 Clast 3 -other LITH [%],LITH 1 Clast 3 metamorphic - grain size,LITH 1 Clast 3 metamorphic - roundness,Total clasts calculated LITH 1 [%],LITH 1 Matrix 1 igneous - pumiceous [%],LITH 1 Matrix 2 igneous - scoriaceous [%],LITH 1 Matrix 3 igneous - massive [%],LITH 1 Matrix 4 igneous - vesicular [%],LITH 1 Matrix 5 volcaniclastic [%],LITH 1 Matrix 6 sediment [%],LITH 1 Matrix 7 -other LITH [%],LITH 1 Matrix biogenic carbonate [%],LITH 1 Matrix detritical carbonate [%],LITH 1 Matrix carbonate [%],Total matrix calculated LITH 1 [%],LITH 1 Matrix sorting,LITH 1 Matrix alteration intensity,LITH 1 Matrix alteration rank,LITH 1 Matrix comments,Shore File Links,File Data
349-U1431E-7R-1-#1-A,0,4,603.3,603.34,,mudstone [Leg210],,mudstone ,mudstone ,,GLEY 1 4/5GY (dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,,,,,,,,,,,,thin bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-7R-1-#11-A,0,11,604.49,604.6,,breccia [F70],,breccia ,breccia ,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],granule [W22_2],8,pebble [W22_2],9,poor [BP01],,,,,,,,,,,,,,,,thick bed [B01],,none [DB86],0,,,,,,,,,,,,,angular,basalt [IUGS-S78&79],,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-7R-1-#2-A,0,8,603.34,603.42,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 4/10Y (dark greenish gray),lithified [B84],medium sand [W22_2],5,medium sand [W22_2],5,well [BP01],,,,,,,,,,,,,,,,medium bed [B01],cross-lamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-7R-1-#3-A,0,4,603.42,603.46,,breccia [F70],,breccia ,breccia ,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],granule [W22_2],8,granule [W22_2],8,poor [BP01],,,,,,,,,,,,,,,,thin bed [B01],,none [DB86],0,,,,,,,,,,,,,angular,basalt [IUGS-S78&79],,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-7R-1-#4-A,0,5,603.46,603.51,,breccia [F70],,breccia ,breccia ,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],granule [W22_2],8,granule [W22_2],8,poor [BP01],,,,,,,,,,,,,,,,thin bed [B01],,none [DB86],0,,,,,,,,,,,,,angular,basalt [IUGS-S78&79],,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-7R-1-#5-A,0,4,603.51,603.55,,breccia [F70],,breccia ,breccia ,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],granule [W22_2],8,granule [W22_2],8,poor [BP01],,,,,,,,,,,,,,,,thick bed [B01],,none [DB86],0,,,,,,,,,,,,,angular,basalt [IUGS-S78&79],,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-7R-1-#6-A,0,3,603.55,603.58,,breccia [F70],,breccia ,breccia ,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],granule [W22_2],8,granule [W22_2],8,poor [BP01],,,,,,,,,,,,,,,,thick bed [B01],,none [DB86],0,,,,,,,,,,,,,angular,basalt [IUGS-S78&79],,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-7R-1-#7-A,0,20,603.58,603.78,,breccia [F70],,breccia ,breccia ,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],granule [W22_2],8,pebble [W22_2],9,poor [BP01],,,,,,,,,,,,,,,,thick bed [B01],graded bedding,none [DB86],0,,,,,,,,,,,,,angular,basalt [IUGS-S78&79],,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-7R-1-#8-A,0,3,603.78,603.81,,breccia [F70],,breccia ,breccia ,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],granule [W22_2],8,granule [W22_2],8,poor [BP01],,,,,,,,,,,,,,,,thick bed [B01],,none [DB86],0,,,,,,,,,,,,,angular,basalt [IUGS-S78&79],,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-7R-1-#9-A,0,60,603.81,604.41,,breccia [F70],,breccia ,breccia ,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],granule [W22_2],8,pebble [W22_2],9,poor [BP01],,,,,,,,,,,,,,,,thick bed [B01],,none [DB86],0,,,,,,,,,,,,,angular,basalt [IUGS-S78&79],,,,,,,,,,,,,,,,,,,,,,,,
