Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],Amount of ash in lithology,Amount of ash in lithology rank [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Macrofossil,Diagenetic constituent,Diagenetic constituent composition,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
341-U1418E-2H-1-A,0,108,78,79.08,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,N 4 (dark gray),,,absent [A79],,,,,,,,,,,"black mottling, with bands @ 88, 93, 99, 103cm",gradational contact,,,,,341,U1418,E,2,H,1,A,,,,
341-U1418E-2H-1-A,108,150,79.08,79.5,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),,,absent [A79],,,,,,,,,,,"4 silt laminae;
black mottling, with bands @ 109, 117cm",,,,,,341,U1418,E,2,H,1,A,,,,
341-U1418E-2H-2-A,0,62,79.5,80.12,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),,,present [A79],,,,,,,,,,,"faint greenish gray color bands;
4 silt laminae;
black mottling;
granule clasts",gradational contact,,,,,341,U1418,E,2,H,2,A,,,,
341-U1418E-2H-2-A,62,150,80.12,81,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),,,present [A79],1,,,,,,,,,,"faint greenish gray color bands;
62-110cm: black mottling;
granule clasts",,,,,,341,U1418,E,2,H,2,A,,,,
341-U1418E-2H-3-A,0,94,81,81.94,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),,,present [A79],2,,,,,pebble [W22_2],subangular,,,,"5 silt laminae;
black mottling;
91-92cm: 1.5cm gabbro;
granule clasts",gradational contact,,,,,341,U1418,E,2,H,3,A,,,,
341-U1418E-2H-3-A,94,127,81.94,82.27,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,10Y 4/1 (dark greenish gray),,,present [A79],1,,,,,,,,,,,gradational contact,,,,,341,U1418,E,2,H,3,A,,,,
341-U1418E-2H-3-A,127,137,82.27,82.37,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,absent [A79],,,,,,,,,,,"5 silt laminae, with 5mm to 5cm thick mud intervals",gradational contact,,,,,341,U1418,E,2,H,3,A,,,,
341-U1418E-2H-3-A,137,144,82.37,82.44,muddy [Leg339],silt [Leg210],,muddy  silt ,,,,N 4 (dark gray),,,absent [A79],,,,,,,,,,,,,,,,,341,U1418,E,2,H,3,A,,,,
341-U1418E-2H-3-A,144,147,82.44,82.47,,sand [Leg210],with silt [Leg339],sand  with silt ,,,,N 3 (very dark gray),,,absent [A79],,,,,,,,,,,,,,,,,341,U1418,E,2,H,3,A,,,,
341-U1418E-2H-3-A,147,150,82.47,82.5,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,absent [A79],,,,,,,,,,,,,,,,,341,U1418,E,2,H,3,A,,,,
341-U1418E-2H-4-A,0,2,82.5,82.52,,sand [Leg210],,sand ,,,,10YR 3/2 (very dark grayish brown),,,,,,,,,,,,,,,,,,,,341,U1418,E,2,H,4,A,,,,
341-U1418E-2H-4-A,2,80,82.52,83.3,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],1,,,granule [W22_2],subrounded,,,,,,1 granule at 48 cm,,,,,,341,U1418,E,2,H,4,A,,,,
341-U1418E-2H-4-A,80,150,83.3,84,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,10Y 4/1 (dark greenish gray),,,present [A79],1,,,pebble [W22_2],subrounded,,,,,,1 pebble at 82 cm,,,,,,341,U1418,E,2,H,4,A,,,,
341-U1418E-2H-5-A,0,49,84,84.49,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],1,,,,,granule [W22_2],rounded,,,,1 granule at 13 cm,,,,,,341,U1418,E,2,H,5,A,,,,
341-U1418E-2H-5-A,49,64,84.49,84.64,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,"7 silt laminae, mud 3 cm or less",,,,,,341,U1418,E,2,H,5,A,,,,
341-U1418E-2H-5-A,64,66,84.64,84.66,,sand [Leg210],,sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,E,2,H,5,A,,,,
341-U1418E-2H-5-A,66,150,84.66,85.5,diatom bearing,mud [Leg210],with silt [Leg339],diatom bearing mud  with silt ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],2,,,granule [W22_2],rounded,pebble [W22_2],subrounded,,,,"granule at 100 cm, pebble at 140 cm",,,,,,341,U1418,E,2,H,5,A,,,,
341-U1418E-2H-6-A,0,111,85.5,86.61,diatom rich,mud [Leg210],,diatom rich mud ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],4,,,granule [W22_2],rounded,pebble [W22_2],subrounded,,,,"elongate pebble at 25 cm, granules at 55, 83, 94 cm",,,,,,341,U1418,E,2,H,6,A,,,,
341-U1418E-2H-7-A,0,60,86.61,87.21,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,,,,,,,341,U1418,E,2,H,7,A,,,,
341-U1418E-2H-CC-A,0,12,87.21,87.33,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,,,,,,,341,U1418,E,2,H,CC,A,,,,
341-U1418E-2H-CC-A,12,17,87.33,87.38,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1418,E,2,H,CC,A,,,,
341-U1418E-4H-1-A,0,8,90.5,90.58,,mud [Leg210],,mud ,,,,5Y 4/1 (dark gray),,,absent [A79],,,,,,,,,,,,,,,,,341,U1418,E,4,H,1,A,,,,
341-U1418E-4H-1-A,8,150,90.58,92,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),,,present [A79],1,,,,,,,,,,"greenish gray color bands;
silt patches @ 78, 100-104, 138cm",,,,,,341,U1418,E,4,H,1,A,,,,
341-U1418E-4H-2-A,0,61,92,92.61,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),,,present [A79],1,,,,,,,,,,,,,,,,341,U1418,E,4,H,2,A,,,,
341-U1418E-4H-2-A,61,62,92.61,92.62,,sand [Leg210],,sand ,,,,N 4 (dark gray),,,absent [A79],,,,,,,,,,,extremely disturbed,,,,,,341,U1418,E,4,H,2,A,,,,
341-U1418E-4H-2-A,62,68,92.62,92.68,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],1,,,,,,,,,,,,,,,,341,U1418,E,4,H,2,A,,,,
341-U1418E-4H-2-A,68,107,92.68,93.07,,mud [Leg210],,mud ,,,,5Y 4/1 (dark gray),,,present [A79],2,,,,,,,,,,,,,,,,341,U1418,E,4,H,2,A,,,,
341-U1418E-4H-2-A,107,150,93.07,93.5,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],6,,,,,,,,,,,,,,,,341,U1418,E,4,H,2,A,,,,
341-U1418E-4H-3-A,0,150,93.5,95,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),,,present [A79],3,,,granule [W22_2],subrounded,,,,,,"faintly laminated N 4 with N 3; 3 granules, siltstone, at 48, and 2 at 59 cm",,,,,,341,U1418,E,4,H,3,A,,,,
341-U1418E-4H-4-A,0,100,95,96,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),,,,,,,,,,,,,,faintly laminated N 4 with N 3,,,,,,341,U1418,E,4,H,4,A,,,,
341-U1418E-4H-5-A,0,64,96,96.64,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,E,4,H,5,A,,,,
341-U1418E-4H-CC-A,0,21,96.64,96.85,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,E,4,H,CC,A,,,,
341-U1418E-5H-1-A,0,150,96.8,98.3,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),,,present [A79],2,,,,,pebble [W22_2],subangular,,,,"greenish gray color bands (1-2cm thick);
37-38cm: 1.5cm quartzite;
silt @ 7, 15, 69, 80, 108, 109, 141cm",,,,,,341,U1418,E,5,H,1,A,,,,
341-U1418E-5H-2-A,0,70,98.3,99,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),,,absent [A79],,,,,,,,,,,"faint greenish gray color bands;
13 silt laminae (some N 5), with 5mm to 8cm mud intervals",,,,,,341,U1418,E,5,H,2,A,,,,
341-U1418E-5H-2-A,70,139,99,99.69,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),,,present [A79],2,,,,,,,,,,"silt @ 89, 14, 117cm",gradational contact,,,,,341,U1418,E,5,H,2,A,,,,
341-U1418E-5H-2-A,139,141,99.69,99.71,,sand [Leg210],,sand ,,,normal grading,N 3 (very dark gray),,,absent [A79],,,,,,,,,,,,,irregular,,,,341,U1418,E,5,H,2,A,,,,
341-U1418E-5H-2-A,141,150,99.71,99.8,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,absent [A79],,,,,,,,,,,,,,,,,341,U1418,E,5,H,2,A,,,,
