Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithification,Lithology Prefix,Lithology Principal Name,Texture Rank,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],"FACIES (neritic, hemipelagic, pelagic)",MAJ lith color (simple),Fossil,Sedimentary structure,Diagenetic structure,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
356-U1462A-1X-CC-A,0,6,0.0,0.06,unlithified [Leg194],peloidal rich,packstone [E&K72; D62],3.0,,peloidal rich packstone,neritic,light brown,,,,,,,,,"Unlithified, light brown peloidal rich packstone with sand size grains and glauconite and bivalves",,,,356,U1462,A,1,X,CC,A
356-U1462A-1X-CC-A,6,15,0.06,0.15,partially lithified,peloidal rich,packstone [E&K72; D62],3.0,,peloidal rich packstone,neritic,off white,,,,,,,,,"Partly lithified, off white, peloidal rich packstone with sand size grains and glauconite",,,,356,U1462,A,1,X,CC,A
356-U1462A-1X-CC-A,15,25,0.15,0.25,,,,,,,,,,,,,,,,,to pal,,,,356,U1462,A,1,X,CC,A
356-U1462A-2X,0,25,9.7,9.95,,,,,,,,,,,,,,,,,empty core,,,,356,U1462,A,2,X,,
356-U1462A-3X,0,25,19.4,19.65,,,,,,,,,,,,,,,,,no recovery,,,,356,U1462,A,3,X,,
356-U1462A-4X,0,25,29.1,29.35,,,,,,,,,,,,,,,,,no recovery,,,,356,U1462,A,4,X,,
356-U1462A-5X,0,25,38.8,39.05,,,,,,,,,,,,,,,,,no recovery,,,,356,U1462,A,5,X,,
356-U1462A-6X-CC-A,0,5,48.5,48.55,,,,,,,,,,,,,,,,,to pal,,,,356,U1462,A,6,X,CC,A
356-U1462A-7F-CC-A,0,5,58.2,58.25,,,,,,,,,,,,,,,,,to pal,,,,356,U1462,A,7,F,CC,A
356-U1462A-7F-CC-A,5,20,58.25,58.4,lithified [B84],skeletal,grainstone [E&K72; D62],4.0,,skeletal grainstone,neritic,creamy gray,bivalve,,,,,,,,"Unlithified, creamy gray, greenish gray, cream, skeletal grainstone with macrofossils and lithic fragments (carbonate cement, dark gray and cream color cemented pebbles, manganese and/or phosphate nodule)",,,,356,U1462,A,7,F,CC,A
356-U1462A-7F-CC-A,5,20,58.25,58.4,,,,,,,,,barnacle,,,,,,,,,,,,356,U1462,A,7,F,CC,A
356-U1462A-7F-CC-A,5,20,58.25,58.4,,,,,,,,,coral (solitary),,,,,,,,,,,,356,U1462,A,7,F,CC,A
356-U1462A-7F-CC-A,5,20,58.25,58.4,,,,,,,,,echinoderm,,,,,,,,,,,,356,U1462,A,7,F,CC,A
356-U1462A-7F-CC-A,5,20,58.25,58.4,,,,,,,,,gastropod,,,,,,,,,,,,356,U1462,A,7,F,CC,A
356-U1462A-7F-CC-A,5,20,58.25,58.4,,,,,,,,,rhodolith,,,,,,,,,,,,356,U1462,A,7,F,CC,A
356-U1462A-7F-CC-A,5,20,58.25,58.4,,,,,,,,,scaphopod,,,,,,,,,,,,356,U1462,A,7,F,CC,A
356-U1462A-7F-CC-A,20,25,58.4,58.45,,,,,,,,,,,,,,,,,to pal,,,,356,U1462,A,7,F,CC,A
356-U1462A-8X,0,5,58.4,58.45,,,,,,,,,,,,,,,,,to pal,,,,356,U1462,A,8,X,,
356-U1462A-8X,0,25,58.4,58.65,,,,,,,,,,,,,,,,,no recovery,,,,356,U1462,A,8,X,,
356-U1462A-8X,5,20,58.45,58.6,partially lithified,skeletal,packstone [E&K72; D62],3.0,,skeletal packstone,neritic,light gray,bivalve,grading (reverse),,,,,,,"Partially lithified, light gray skeletal packstone with coarse sand size grains with fragments of bivalve, gastropod, benthic foraminifers small and large and lithic grains (carbonate cement, green and gray grains), glauconite",,,,356,U1462,A,8,X,,
356-U1462A-8X,5,20,58.45,58.6,,,,,,,,,foraminifera (large benthic),,,,,,,,,,,,356,U1462,A,8,X,,
356-U1462A-8X,5,20,58.45,58.6,,,,,,,,,foraminifera (small benthic),,,,,,,,,,,,356,U1462,A,8,X,,
356-U1462A-8X,5,20,58.45,58.6,,,,,,,,,gastropod,,,,,,,,,,,,356,U1462,A,8,X,,
356-U1462A-8X,5,20,58.45,58.6,,,,,,,,,Halimeda,,,,,,,,,,,,356,U1462,A,8,X,,
356-U1462A-8X,20,25,58.6,58.65,,,,,,,,,,,,,,,,,to pal,,,,356,U1462,A,8,X,,
356-U1462A-9X-CC-A,0,21,68.1,68.31,lithified [B84],,packstone [E&K72; D62],3.0,,packstone,neritic,light gray,bivalve,,,,,,,,"Lithified, light gray packstone with coarse sand size grains and bivalve fragments, large and small benthic foraminifers, and glauconite",,,,356,U1462,A,9,X,CC,A
356-U1462A-9X-CC-A,0,21,68.1,68.31,,,,,,,,,foraminifera (large benthic),,,,,,,,,,,,356,U1462,A,9,X,CC,A
356-U1462A-9X-CC-A,0,21,68.1,68.31,,,,,,,,,foraminifera (small benthic),,,,,,,,,,,,356,U1462,A,9,X,CC,A
356-U1462A-10X-CC-A,0,10,77.8,77.9,,,,,,,,,,,,,,,,,to pal,,,,356,U1462,A,10,X,CC,A
356-U1462A-10X-CC-A,10,27,77.9,78.07,lithified [B84],skeletal,packstone [E&K72; D62],3.0,,skeletal packstone,neritic,dark greenish gray,bivalve,,,,,,,,"Lithified, dark greenish gray skeletal packstone with gravel and coarse sand size grains, fragments of bivalves. Dark gray lithic components and cement",,,,356,U1462,A,10,X,CC,A
356-U1462A-11X-CC-A,0,13,87.5,87.63,partially lithified,,packstone [E&K72; D62],3.0,,packstone,neritic,dark greenish gray,,,,,,,,,"partially lithified, dark greenish gray packstone with sand size grains, likely caved in material",,,,356,U1462,A,11,X,CC,A
356-U1462A-11X-CC-A,13,23,87.63,87.73,,,,,,,,,,,,,,,,,to pal,,,,356,U1462,A,11,X,CC,A
356-U1462A-11X-CC-A,23,33,87.73,87.83,lithified [B84],,packstone [E&K72; D62],3.0,,packstone,neritic,dark greenish gray,foraminifera (large benthic),,,,,,sharp,sub-horizontal,"Lithified, dark greenish gray packstone with coarse sand size grains, large benthic forams and carbonate lithic fragments (also lithics dark gray and geenish gray)",,,,356,U1462,A,11,X,CC,A
356-U1462A-11X-CC-A,33,36,87.83,87.86,partially lithified,,packstone [E&K72; D62],3.0,,packstone,neritic,creamy gray,foraminifera (large benthic),,,,,,sharp,sub-horizontal,"Partially lithified, creamy gray packstone with coarse sand size grains, large and small benthic foraminifers and bivalves, also lithic fragments (carbonate grains white, dark gray ,dark greenish gray). More lithics than macro fossils fragments. This bed coarsens upwards",,,,356,U1462,A,11,X,CC,A
356-U1462A-11X-CC-A,33,36,87.83,87.86,,,,,,,,,bivalve,,,,,,,,,,,,356,U1462,A,11,X,CC,A
356-U1462A-11X-CC-A,33,36,87.83,87.86,,,,,,,,,foraminifera (planktic),,,,,,,,,,,,356,U1462,A,11,X,CC,A
356-U1462A-11X-CC-A,36,38,87.86,87.88,partially lithified,,packstone [E&K72; D62],3.0,,packstone,neritic,light greenish gray,,,,,,,,,"Partially lithified, light greenish gray packstone with coarse sand size grains, large and small benthic foraminifers and bivalves, also lithic fragments (carbonate grains white, dark gray ,dark greenish gray). More lithics than macro fossils fragments",,,,356,U1462,A,11,X,CC,A
356-U1462A-12X-CC-A,0,16,97.2,97.36,partially lithified,non-skeletal grain rich,packstone [E&K72; D62],3.0,,non-skeletal grain rich packstone,neritic,cream,bivalve,,,,,,,,"Partially lithified, cream, non-skeletal grain rich packstone with coarse sand to gravel size grains with bivalve fragments and peloids, and lithic fragments (carbonate cement, green and gray granules). Possibly a manganese or phosphate crust?",,,,356,U1462,A,12,X,CC,A
