Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
353-U1443B-1H-1-A,0,19,0,0.19,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,10YR 6/1 (gray),,,,,non-graded,vitric,,,,,,,Mixing with lower layer (drilling disturbance).,,,,353,U1443,B,1,H,1,A,
353-U1443B-1H-1-A,19,40,0.19,0.4,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 5/1 (gray),gradational,gradational,,,non-graded,,,,,,,,"3 greenish color bands from 20.5 to 24 cm, 0.5 to 1 cm thick (with shell fragments)",,,,353,U1443,B,1,H,1,A,
353-U1443B-1H-1-A,40,69,0.4,0.69,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,5Y 7/1 (light gray),irregular,,,,non-graded,,,,mottling,,,,,,,,353,U1443,B,1,H,1,A,
353-U1443B-1H-1-A,69,88,0.69,0.88,,nannofossil rich,volcanic ash,,nannofossil rich volcanic ash,nannofossil rich volcanic ash,volcanic ash,,gray,10YR 6/1 (gray),,,,,non-graded,vitric,abundant,5,,,,,Toba? ~75 ka? Mixing with lower layer (drilling disturbance).,,,,353,U1443,B,1,H,1,A,
353-U1443B-1H-1-A,106,150,1.06,1.5,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,5Y 7/1 (light gray),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,B,1,H,1,A,
353-U1443B-1H-2-A,0,79,1.5,2.29,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,5Y 7/1 (light gray),gradational,gradational,,,non-graded,,,,mottling,,,,,,,,353,U1443,B,1,H,2,A,
353-U1443B-1H-2-A,79,150,2.29,3,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 5/1 (gray),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,B,1,H,2,A,
353-U1443B-1H-3-A,0,9,3,3.09,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 5/1 (gray),gradational,gradational,,,non-graded,,,,mottling,,,,,,,,353,U1443,B,1,H,3,A,
353-U1443B-1H-3-A,9,85.5,3.09,3.855,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,5Y 7/1 (light gray),gradational,gradational,,,non-graded,,,,mottling,,,,1 greenish color band from 32 to 32.5 cm (with shell fragments).,,,,353,U1443,B,1,H,3,A,
353-U1443B-1H-3-A,85.5,95.5,3.855,3.955,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 5/1 (gray),gradational,gradational,,,non-graded,,,,mottling,,,,,,,,353,U1443,B,1,H,3,A,
353-U1443B-1H-3-A,95.5,147,3.955,4.47,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,5Y 7/1 (light gray),gradational,gradational,,,non-graded,,,,mottling,,,,2 greenish color layers at 138 cm (2 mm thick) and between 143 and 145 cm (with shell fragments).,,,,353,U1443,B,1,H,3,A,
353-U1443B-1H-3-A,147,150,4.47,4.5,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 5/1 (gray),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,B,1,H,3,A,
353-U1443B-1H-4-A,0,45,4.5,4.95,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 5/1 (gray),bioturbated,bioturbated,,,non-graded,,,,mottling,,,,Two greenish intervals from 62 to 76 cm and from 98 to 116 cm.,,,,353,U1443,B,1,H,4,A,
353-U1443B-1H-4-A,45,150,4.95,6,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,5Y 7/1 (light gray),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,B,1,H,4,A,
353-U1443B-1H-5-A,0,35,6,6.35,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,5Y 7/1 (light gray),gradational,gradational,,,non-graded,,,,,,,,,,,,353,U1443,B,1,H,5,A,
353-U1443B-1H-5-A,35,61,6.35,6.61,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 5/1 (gray),bioturbated,bioturbated,,,non-graded,,,,mottling,,,,,,,,353,U1443,B,1,H,5,A,
353-U1443B-1H-5-A,61,146.5,6.61,7.465,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,5Y 7/1 (light gray),gradational,gradational,,,non-graded,,,,mottling,,,,,,,,353,U1443,B,1,H,5,A,
353-U1443B-1H-5-A,146.5,150,7.465,7.5,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 5/1 (gray),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,B,1,H,5,A,
353-U1443B-1H-6-A,0,51,7.5,8.01,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 5/1 (gray),bioturbated,bioturbated,,,non-graded,,,,mottling,,,,,,,,353,U1443,B,1,H,6,A,
353-U1443B-1H-6-A,51,94,8.01,8.44,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,5Y 7/1 (light gray),gradational,gradational,,,non-graded,,,,mottling,,,,6 greenish color layers between 65 and 73.5 cm (with shell fragments).,,,,353,U1443,B,1,H,6,A,
353-U1443B-1H-6-A,94,96,8.44,8.46,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 5/1 (gray),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,B,1,H,6,A,
353-U1443B-1H-CC-A,0,3,8.84,8.87,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 5/1 (gray),,,,,non-graded,,,,,,,,,,,,353,U1443,B,1,H,CC,A,
353-U1443B-1H-CC-A,3,7,8.87,8.91,,,volcanic ash,,volcanic ash,volcanic ash,volcanic ash,,white,10YR 8/1 (white),,,horizontal,,non-graded,vitric,abundant,5,,,,,,,,,353,U1443,B,1,H,CC,A,
353-U1443B-1H-CC-A,7,24,8.91,9.08,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 5/1 (gray),,,,,non-graded,,,,,,,,"Thin interval of white (10YR 8/1) tephra at 17 cm, 1 cm thick.",,,,353,U1443,B,1,H,CC,A,
353-U1443B-2H-1-A,0,12,9,9.12,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,10YR 6/1 (gray),irregular,sharp,,,non-graded,,,,,,,,,,,,353,U1443,B,2,H,1,A,
353-U1443B-2H-1-A,12,13,9.12,9.13,,,volcanic ash,,volcanic ash,volcanic ash,volcanic ash,,gray,5Y 5/1 (gray),,,,,non-graded,vitric,abundant,5,,,,,Pyrite rich,,,,353,U1443,B,2,H,1,A,
353-U1443B-2H-1-A,13,68,9.13,9.68,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 5/1 (gray),,,,,non-graded,,,,mottling,,,,Color gradational transition from top of the core (5Y 5/1 - gray) to whitish green (GLEY 1 10Y/8) at the bottom. Maybe related to glacial-interglacial.,,,,353,U1443,B,2,H,1,A,
353-U1443B-2H-2-A,0,103,9.68,10.71,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,GLEY 1 8/10Y (light greenish gray),gradational,bioturbated,,,non-graded,,,,patch or bleb,,,,Color gradation from the top (Light gray) to darker gray (GLEY 1 6/5GY) and back again to lighter gray that was dominant initially. Patch at 76-81cm,,,,353,U1443,B,2,H,2,A,
353-U1443B-2H-2-A,103,118,10.71,10.86,,nannofossil rich,volcanic ash,,nannofossil rich volcanic ash,nannofossil rich volcanic ash,volcanic ash,,gray,GLEY 1 5/N (gray),irregular,,,,non-graded,vitric,abundant,5,,,,,,,,,353,U1443,B,2,H,2,A,
353-U1443B-2H-2-A,118,150,10.86,11.18,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,GLEY 1 7/10Y (light greenish grey),,,,,non-graded,,,,mottling,,,,Color gradation from the top (Light gray) to darker gray (GLEY 1 5/N),,,,353,U1443,B,2,H,2,A,
353-U1443B-2H-3-A,0,29,11.18,11.47,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,GLEY 1 7/10Y (light greenish grey),gradational,bioturbated,,,non-graded,,,,mottling,,,,Color gradation to lighter gray (GLEY 1 8/10Y),,,,353,U1443,B,2,H,3,A,
353-U1443B-2H-3-A,29,34,11.47,11.52,,,volcanic ash,,volcanic ash,volcanic ash,volcanic ash,,gray,GLEY 1 5/N (gray),irregular,,inclined,,non-graded,vitric,abundant,5,,,,,"Some quartz, minor biotite (mica), and the glass is quite coarse (30% in sand fraction)",,,,353,U1443,B,2,H,3,A,
353-U1443B-2H-3-A,34,150,11.52,12.68,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,GLEY 1 8/10Y (light greenish gray),,,,,non-graded,,,,mottling,,,,Color gradation to gray (10YR 6/1) and then back to lighter gray (GLEY 1 8/10Y). Green color banding observed from 99-108 cm,,,,353,U1443,B,2,H,3,A,
353-U1443B-2H-4-A,0,70,12.68,13.38,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,10YR 6/1 (gray),gradational,gradational,,,non-graded,,,,mottling,,,,,,,,353,U1443,B,2,H,4,A,
353-U1443B-2H-4-A,70,150,13.38,14.18,,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,GLEY 1 7/10Y (light greenish grey),,,,,non-graded,,,,mottling,,,,Color gradation to lighter gray (GLEY 1 8/10Y) at the bottom end of the core. Green color banding observed from 0-16 cm.,,,,353,U1443,B,2,H,4,A,
353-U1443B-2H-5-A,0,150,14.18,15.68,,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,GLEY 1 8/10Y (light greenish gray),,,,,non-graded,,,,mottling,,,,"Color gradation to darker colors (GLEY 1 5/10Y) and back to lighter colors (alternating beds). Potentially related to glacial-interglacial deposition. Mottling seen more in lighter sediment than darker colored sediment, though it is observed in both",,,,353,U1443,B,2,H,5,A,
353-U1443B-2H-6-A,0,150,15.68,17.18,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,10YR 6/1 (gray),,,,,non-graded,,,,mottling,,,,Color gradation to lighter colors (GLEY 1 8/10Y) and back to darker colors (alternating beds). Potentially related to glacial-interglacial deposition. Mottling seen more in transition between darker to lighter,,,,353,U1443,B,2,H,6,A,
353-U1443B-2H-7-A,0,97,17.18,18.15,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,GLEY 1 8/10Y (light greenish gray),,,,,non-graded,,,,mottling,,,,Color gradation to darker colors (GLEY 1 5/10Y) and back to lighter colors (alternating beds). Potentially related to glacial-interglacial deposition. Mottling seen more in transition between darker to lighter,,,,353,U1443,B,2,H,7,A,
353-U1443B-2H-CC-A,0,19,18.15,18.34,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,GLEY 1 7/10Y (light greenish grey),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,B,2,H,CC,A,
353-U1443B-3H-1-A,0,88,18.5,19.38,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,GLEY 1 7/10Y (light greenish grey),gradational,bioturbated,,,non-graded,,,,mottling,,,,Color gradation from lighter gray to darker gray and then back to lighter gray in this interval.,,,,353,U1443,B,3,H,1,A,
353-U1443B-3H-1-A,88,94,19.38,19.44,,,volcanic ash,,volcanic ash,volcanic ash,volcanic ash,,gray,GLEY 1 5/10GY (greenish gray),irregular,,inclined,,non-graded,vitric,abundant,5,,,,,"The ash layer contains three different colors: one is more dark green (GLEY 1 5/10GY), one is brown (5YR 7/3), and the other is light gray (GLEY 1 7/10GY)",,,,353,U1443,B,3,H,1,A,
353-U1443B-3H-1-A,94,150,19.44,20,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,GLEY 1 7/10Y (light greenish grey),,,,,non-graded,,,,mottling,,,,Color gradation from darker to lighter; ash bleb at 116-118 cm pressed towards the left hand side.,,,,353,U1443,B,3,H,1,A,
