Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name,Extra Sample ID Data
353-U1444A-2H-1-A,30.0,96.0,7.4,8.06,,silty,clay,,silty clay,silty clay,clay,,dark gray,GLEY 1 4/10Y (dark greenish gray),irregular,,,,non-graded,,,,,,,,"Some color variations are observed in the interval, varying from gray to dark gray. Interval present lots of black mottling (iron sulphides? or rather charcols and wood remains?).",,,,353,U1444,A,2,H,1,A,,,,
353-U1444A-2H-1-A,96.0,150.0,8.06,8.6,,silty,sand,,silty sand,silty sand,sand,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,non-graded,,,,,,,,,,,,353,U1444,A,2,H,1,A,,,,
353-U1444A-2H-2-A,0.0,45.0,8.6,9.05,,silty,sand,,silty sand,silty sand,sand,,dark gray,GLEY 1 3/10Y (very dark greenish gray),erosive,,,,non-graded,,,,,,,,,,,,353,U1444,A,2,H,2,A,,,,
353-U1444A-2H-2-A,45.0,150.0,9.05,10.1,,silty,clay,,silty clay,silty clay,clay,,dark gray,GLEY 1 4/10Y (dark greenish gray),,,,medium bed,normally graded,,,,,,,,"Succession of 6 medium beds (10-20 cm) normally graded from silt to clay. The silty layers at the bottom of each bed are slightly darker (iron sulphides? or rather charcols and wood remains?). The clays above do not show any structures, and look like hemipelagic deposits.",,,,353,U1444,A,2,H,2,A,,,,
353-U1444A-2H-3-A,0.0,49.0,10.1,10.59,,silty,sand,,silty sand,silty sand,sand,,dark gray,GLEY 1 3/10Y (very dark greenish gray),irregular,,,,non-graded,,,,,,,,,,,,353,U1444,A,2,H,3,A,,,,
353-U1444A-2H-3-A,49.0,60.0,10.59,10.7,,silty,clay,,silty clay,silty clay,clay,,dark gray,GLEY 1 4/10Y (dark greenish gray),irregular,,,,non-graded,,,,,,,,,,,,353,U1444,A,2,H,3,A,,,,
353-U1444A-2H-3-A,60.0,69.0,10.7,10.79,,silty,sand,,silty sand,silty sand,sand,,dark gray,GLEY 1 3/10Y (very dark greenish gray),irregular,,,,non-graded,,,,,,,,,,,,353,U1444,A,2,H,3,A,,,,
353-U1444A-2H-3-A,69.0,106.0,10.79,11.16,,silty,clay,,silty clay,silty clay,clay,,dark gray,GLEY 1 4/10Y (dark greenish gray),irregular,,,medium bed,normally graded,,,,,,,,"Succession of 4 medium beds (10-20 cm) normally graded from silt to clay. The silty layers at the bottom of each bed are slightly darker (iron sulphides? or rather charcols and wood remains?). The clays above do not show any structures, and look like hemipelagic deposits.",,,,353,U1444,A,2,H,3,A,,,,
353-U1444A-2H-3-A,106.0,137.0,11.16,11.47,,silty,sand,,silty sand,silty sand,sand,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,non-graded,,,,,,,,,,,,353,U1444,A,2,H,3,A,,,,
353-U1444A-2H-4-A,0.0,32.0,11.47,11.79,,silty,sand,,silty sand,silty sand,sand,,dark gray,GLEY 1 3/10Y (very dark greenish gray),irregular,,,,non-graded,,,,,,,,,,,,353,U1444,A,2,H,4,A,,,,
353-U1444A-2H-4-A,32.0,57.0,11.79,12.04,,silty,clay,,silty clay,silty clay,clay,,dark gray,GLEY 1 4/10Y (dark greenish gray),irregular,,,thin bed,normally graded,,,,,,,,"Succession of 4 thin beds (5-10 cm) normally graded from silt to clay. The silty layers at the bottom of each bed are slightly darker (iron sulphides? or rather charcols and wood remains?). The clays above do not show any structures, and look like hemipelagic deposits.",,,,353,U1444,A,2,H,4,A,,,,
353-U1444A-2H-4-A,57.0,133.0,12.04,12.8,,silty,sand,,silty sand,silty sand,sand,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,non-graded,,,,,,,,,,,,353,U1444,A,2,H,4,A,,,,
353-U1444A-2H-5-A,0.0,150.0,12.8,14.3,,silty,sand,,silty sand,silty sand,sand,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,non-graded,,,,,,,,,,,,353,U1444,A,2,H,5,A,,,,
353-U1444A-2H-6-A,0.0,139.0,14.3,15.69,,silty,sand,,silty sand,silty sand,sand,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,non-graded,,,,,,,,,,,,353,U1444,A,2,H,6,A,,,,
353-U1444A-3H-1-A,0.0,23.0,16.6,16.83,,silty,clay,,silty clay,silty clay,clay,,dark gray,GLEY 1 4/10Y (dark greenish gray),irregular,,,,non-graded,,,,,,,,,,,,353,U1444,A,3,H,1,A,,,,
353-U1444A-3H-1-A,23.0,50.0,16.83,17.1,,silty,sand,,silty sand,silty sand,sand,,dark gray,GLEY 1 3/10Y (very dark greenish gray),irregular,,,,non-graded,,,,,,,,,,,,353,U1444,A,3,H,1,A,,,,
353-U1444A-3H-1-A,50.0,56.0,17.1,17.16,,silty,clay,,silty clay,silty clay,clay,,dark gray,GLEY 1 4/10Y (dark greenish gray),irregular,,,,non-graded,,,,,,,,,,,,353,U1444,A,3,H,1,A,,,,
353-U1444A-3H-1-A,56.0,91.0,17.16,17.51,,silty,sand,,silty sand,silty sand,sand,,dark gray,GLEY 1 3/10Y (very dark greenish gray),irregular,,,,non-graded,,,,,,,,,,,,353,U1444,A,3,H,1,A,,,,
353-U1444A-3H-1-A,91.0,133.0,17.51,17.93,,silty,clay,,silty clay,silty clay,clay,,dark gray,GLEY 1 4/10Y (dark greenish gray),irregular,,,thin bed,normally graded,,,,,,,,Succession of 9 thin beds (5-10 cm) normally graded from silt to clay. The silty layers at the bottom of each bed are slightly darker (iron sulphides? or rather charcols and wood remains?). The clays above do not show any structures and look like hemipelagic deposits.,,,,353,U1444,A,3,H,1,A,,,,
353-U1444A-3H-1-A,133.0,150.0,17.93,18.1,,silty,sand,,silty sand,silty sand,sand,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,non-graded,,,,,,,,,,,,353,U1444,A,3,H,1,A,,,,
353-U1444A-3H-2-A,0.0,9.0,18.1,18.19,,silty,clay,,silty clay,silty clay,clay,,dark gray,GLEY 1 4/10Y (dark greenish gray),irregular,,,very thin bed,normally graded,,,,,,,,Succession of 2 very thin beds normally graded from silt to clay. The silty layers at the bottom of each bed are slightly darker (iron sulphides? or rather charcols and wood remains). The clays above do not show any structures and look like hemipelagic deposits.,,,,353,U1444,A,3,H,2,A,,,,
353-U1444A-3H-2-A,9.0,43.0,18.19,18.53,,silty,sand,,silty sand,silty sand,sand,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,non-graded,,,,,,,,,,,,353,U1444,A,3,H,2,A,,,,
353-U1444A-3H-2-A,43.0,68.0,18.53,18.78,,silty,clay,,silty clay,silty clay,clay,,dark gray,GLEY 1 4/10Y (dark greenish gray),irregular,,,thin bed,normally graded,,,,,,,,Succession of 4 thin beds normally graded from silt to clay. The silty layers at the bottom of each bed are slightly darker (iron sulphides? or rather charcols and wood remains). The clays above do not show any structures and look like hemipelagic deposits.,,,,353,U1444,A,3,H,2,A,,,,
353-U1444A-3H-2-A,68.0,135.0,18.78,19.45,,silty,clay,with sand,silty clay,silty clay with sand,clay with sand,,dark gray,GLEY 1 4/10Y (dark greenish gray),irregular,,,medium bed,normally graded,,,,,,,,Succession of 6 medium beds normally graded from sand to clay. The silty layers between sand and clay of each bed are slightly darker (iron sulphides? or rather charcols and wood remains). The clays above do not show any structures and look like hemipelagic deposits.,,,,353,U1444,A,3,H,2,A,,,,
353-U1444A-3H-2-A,135.0,150.0,19.45,19.6,,silty,clay,,silty clay,silty clay,clay,,dark gray,GLEY 1 4/10Y (dark greenish gray),,,,,non-graded,,,,,,,,,,,,353,U1444,A,3,H,2,A,,,,
353-U1444A-3H-3-A,0.0,74.0,19.6,20.34,,silty,clay,with sand,silty clay,silty clay with sand,clay with sand,,dark gray,GLEY 1 4/10Y (dark greenish gray),,,,medium bed,normally graded,,,,,,,,Succession of 4 medium beds normally graded from sand to clay. The silty layers between sand and clay of each bed are slightly darker (iron sulphides? or rather charcols and wood remains). The clays above do not show any structures and look like hemipelagic deposits.,,,,353,U1444,A,3,H,3,A,,,,
353-U1444A-3H-3-A,74.0,150.0,20.34,21.1,,silty,clay,,silty clay,silty clay,clay,,dark gray,GLEY 1 4/10Y (dark greenish gray),,,,,non-graded,,,,,,,,,,,,353,U1444,A,3,H,3,A,,,,
353-U1444A-3H-4-A,0.0,43.0,21.1,21.53,,silty,clay,,silty clay,silty clay,clay,,dark gray,GLEY 1 4/10Y (dark greenish gray),,,,,non-graded,,,,,,,,,,,,353,U1444,A,3,H,4,A,,,,
353-U1444A-3H-4-A,43.0,123.0,21.53,22.33,,silty,clay,with sand,silty clay,silty clay with sand,clay with sand,,dark gray,GLEY 1 4/10Y (dark greenish gray),,,,thick bed,normally graded,,,,,,,,Succession of 3 thick beds normally graded from sand to clay. The silty layers between sand and clay of each bed are slightly darker (iron sulphides? or rather charcols and wood remains). The clays above do not show any structures and look like hemipelagic deposits.,,,,353,U1444,A,3,H,4,A,,,,
353-U1444A-3H-4-A,123.0,133.0,22.33,22.43,,silty,clay,,silty clay,silty clay,clay,,dark gray,GLEY 1 4/10Y (dark greenish gray),,,,thin bed,normally graded,,,,,,,,Succession of 2 thin beds normally graded from silt to clay. The silty layers at the bottom of each bed are slightly darker (iron sulphides? or rather charcols and wood remains). The clays above do not show any structures and look like hemipelagic deposits.,,,,353,U1444,A,3,H,4,A,,,,
353-U1444A-3H-5-A,0.0,25.0,22.43,22.68,,silty,clay,with sand,silty clay,silty clay with sand,clay with sand,,dark gray,GLEY 1 4/10Y (dark greenish gray),,,,thin bed,normally graded,,,,,,,,Succession of 6 thin beds normally graded from sandy silt to clay. The silty layers between sand and clay of each bed are slightly darker (iron sulphides? or rather charcols and wood remains). The clays above do not show any structures and look like hemipelagic deposits.,,,,353,U1444,A,3,H,5,A,,,,
353-U1444A-3H-5-A,25.0,138.0,22.68,23.81,,silty,clay,with sand,silty clay,silty clay with sand,clay with sand,,dark gray,GLEY 1 4/10Y (dark greenish gray),,,,thick bed,normally graded,,,,,,,,Succession of 3 thick beds normally graded from sandy silt to clay. The clays above do not show any structures and look like hemipelagic deposits.,,,,353,U1444,A,3,H,5,A,,,,
353-U1444A-3H-6-A,0.0,150.0,23.81,25.31,,silty,clay,with sand,silty clay,silty clay with sand,clay with sand,,dark gray,GLEY 1 4/10Y (dark greenish gray),,,,thick bed,normally graded,,,,,,,,Succession of 3 thick beds normally graded from sandy silt to clay. The silty layer between sand and clay of each bed are slightly darker (iron sulphides? or rather charcols and wood remains) at 76-77 cm. The clays above do not show any structures and look like hemipelagic deposits.,,,,353,U1444,A,3,H,6,A,,,,
353-U1444A-3H-7-A,0.0,71.0,25.31,26.02,,silty,clay,with sand,silty clay,silty clay with sand,clay with sand,,dark gray,GLEY 1 4/10Y (dark greenish gray),,,,thick bed,normally graded,,,,,,,,Succession of 3 thick beds normally graded from sandy silt to clay. The silty layer between sand and clay of each bed are slightly darker (iron sulphides? or rather charcols and wood remains) at 76-77 cm. The clays above do not show any structures and look like hemipelagic deposits.,,,,353,U1444,A,3,H,7,A,,,,
353-U1444A-3H-CC-A,0.0,22.0,26.02,26.24,,silty,clay,with sand,silty clay,silty clay with sand,clay with sand,,dark gray,GLEY 1 4/10Y (dark greenish gray),,,,,non-graded,,,,,,,,,,,,353,U1444,A,3,H,CC,A,,,,
353-U1444A-4H-1-A,0.0,119.0,26.1,27.29,,sandy,silt,with clay,sandy silt,sandy silt with clay,silt with clay,,dark gray,GLEY 1 4/10Y (dark greenish gray),,,,,non-graded,,,,,,,,,,,,353,U1444,A,4,H,1,A,,,,
353-U1444A-4H-1-A,119.0,150.0,27.29,27.6,,silty,clay,,silty clay,silty clay,clay,,dark gray,GLEY 1 4/10Y (dark greenish gray),,,,,non-graded,,,,,,,,,,,,353,U1444,A,4,H,1,A,,,,
353-U1444A-4H-2-A,0.0,34.0,27.6,27.94,,silty,clay,with sand,silty clay,silty clay with sand,clay with sand,,dark gray,GLEY 1 4/10Y (dark greenish gray),,,,thin bed,normally graded,,,,,,,,Succession of 8 thin beds normally graded from sandy silt to clay. The clays above do not show any structures and look like hemipelagic deposits.,,,,353,U1444,A,4,H,2,A,,,,
353-U1444A-4H-2-A,34.0,67.0,27.94,28.27,,silty,clay,,silty clay,silty clay,clay,,dark gray,GLEY 1 4/10Y (dark greenish gray),,,,very thin bed,normally graded,,,,,,,,Succession of 12 very thin beds normally graded from silt to clay. The clays above do not show any structures and look like hemipelagic deposits.,,,,353,U1444,A,4,H,2,A,,,,
353-U1444A-4H-2-A,67.0,129.0,28.27,28.89,,sandy,silt,with clay,sandy silt,sandy silt with clay,silt with clay,,dark gray,GLEY 1 4/10Y (dark greenish gray),,,,thick bed,normally graded,,,,,,,,One thick bed normally graded from sandy silt to clay. The clays above do not show any structures and look like hemipelagic deposits.,,,,353,U1444,A,4,H,2,A,,,,
353-U1444A-4H-2-A,129.0,150.0,28.89,29.1,,sandy,silt,with clay,sandy silt,sandy silt with clay,silt with clay,,dark gray,GLEY 1 4/10Y (dark greenish gray),,,,medium bed,normally graded,,,,,,,,One medium bed normally graded from sandy silt to clay. The clays above do not show any structures and look like hemipelagic deposits.,,,,353,U1444,A,4,H,2,A,,,,
353-U1444A-4H-3-A,0.0,19.0,29.1,29.29,,sandy,silt,,sandy silt,sandy silt,silt,,dark gray,GLEY 1 4/10Y (dark greenish gray),,,,,non-graded,,,,,,,,,,,,353,U1444,A,4,H,3,A,,,,
353-U1444A-4H-3-A,19.0,112.0,29.29,30.22,,silty,clay,with sand,silty clay,silty clay with sand,clay with sand,,dark gray,GLEY 1 4/10Y (dark greenish gray),,,,thick bed,normally graded,,,,,,,,Succession of 2 thick beds normally graded from sandy silt to clay. The clays above do not show any structures and look like hemipelagic deposits.,,,,353,U1444,A,4,H,3,A,,,,
353-U1444A-4H-3-A,112.0,150.0,30.22,30.6,,silty,clay,with sand,silty clay,silty clay with sand,clay with sand,,dark gray,GLEY 1 4/10Y (dark greenish gray),,,,medium bed,normally graded,,,,,,,,Succession of 2 medium beds normally graded from sandy silt to clay. The clays above do not show any structures and look like hemipelagic deposits.,,,,353,U1444,A,4,H,3,A,,,,
353-U1444A-4H-4-A,0.0,13.0,30.6,30.73,,silty,clay,with sand,silty clay,silty clay with sand,clay with sand,,dark gray,GLEY 1 4/10Y (dark greenish gray),,,,medium bed,normally graded,,,,,,,,One medium bed normally graded from sandy silt to clay. The clays above do not show any structures and look like hemipelagic deposits.,,,,353,U1444,A,4,H,4,A,,,,
353-U1444A-4H-4-A,13.0,61.0,30.73,31.21,,silty,clay,,silty clay,silty clay,clay,,dark gray,GLEY 1 4/10Y (dark greenish gray),,,,thin bed,normally graded,,,,,,,,Succession of 5 to 6 thin beds normally graded from silt to clay. Silt layers are rich in glauconite (transported from the continent). The clays above do not show any structures and look like hemipelagic deposits.,,,,353,U1444,A,4,H,4,A,,,,
353-U1444A-4H-4-A,61.0,150.0,31.21,32.1,,silty,clay,with sand,silty clay,silty clay with sand,clay with sand,,dark gray,GLEY 1 4/10Y (dark greenish gray),,,,medium bed,normally graded,,,,,,,,Succession of 7 very thin to medium beds normally graded from sandy silt to clay. The clays above do not show any structures and look like hemipelagic deposits.,,,,353,U1444,A,4,H,4,A,,,,
353-U1444A-4H-5-A,0.0,150.0,32.1,33.6,,silty,clay,with sand,silty clay,silty clay with sand,clay with sand,,dark gray,GLEY 1 4/10Y (dark greenish gray),,,,thick bed,normally graded,,,,,,,,Succession of 4 medium to thick beds normally graded from sandy silt to clay. The clays above do not show any structures and look like hemipelagic deposits.,,,,353,U1444,A,4,H,5,A,,,,
353-U1444A-4H-6-A,0.0,78.0,33.6,34.38,,silty,clay,with sand,silty clay,silty clay with sand,clay with sand,,dark gray,GLEY 1 4/10Y (dark greenish gray),,,,medium bed,normally graded,,,,,,,,Succession of 4 medium to thick beds normally graded from sandy silt to clay. The clays above do not show any structures and look like hemipelagic deposits.,,,,353,U1444,A,4,H,6,A,,,,
353-U1444A-4H-6-A,78.0,114.0,34.38,34.74,,silty,clay,,silty clay,silty clay,clay,,dark gray,GLEY 1 4/10Y (dark greenish gray),,,,thin bed,normally graded,,,,,,,,"Succession of 4 to 6 thin beds normally graded from silt to clay with mottling. The silty layers at the bottom of each bed are slightly darker (iron sulphides? or rather charcols and wood remains?). The clays above do not show any structures, and look like hemipelagic deposits.",,,,353,U1444,A,4,H,6,A,,,,
353-U1444A-4H-6-A,114.0,150.0,34.74,35.1,,silty,clay,with sand,silty clay,silty clay with sand,clay with sand,,dark gray,GLEY 1 4/10Y (dark greenish gray),,,,medium bed,normally graded,,,,,,,,Succession of 4 medium beds normally graded from sandy silt to clay. The clays above do not show any structures and look like hemipelagic deposits.,,,,353,U1444,A,4,H,6,A,,,,
353-U1444A-4H-7-A,0.0,54.0,35.1,35.64,,silty,clay,with sand,silty clay,silty clay with sand,clay with sand,,dark gray,GLEY 1 4/10Y (dark greenish gray),,,,medium bed,normally graded,,,,,,,,Succession of 4 thin to medium beds normally graded from sandy silt to clay. The clays above do not show any structures and look like hemipelagic deposits.,,,,353,U1444,A,4,H,7,A,,,,
353-U1444A-4H-CC-A,0.0,21.0,35.64,35.85,,silty,clay,with sand,silty clay,silty clay with sand,clay with sand,,dark gray,GLEY 1 4/10Y (dark greenish gray),,,,,non-graded,,,,,,,,,,,,353,U1444,A,4,H,CC,A,,,,
353-U1444A-5H-1-A,0.0,86.0,35.6,36.46,,sandy,silt,,sandy silt,sandy silt,silt,,dark gray,GLEY 1 4/10Y (dark greenish gray),irregular,,,,non-graded,,,,,,,,,,,,353,U1444,A,5,H,1,A,,,,
353-U1444A-5H-1-A,86.0,150.0,36.46,37.1,,sandy,silt,with clay,sandy silt,sandy silt with clay,silt with clay,,dark gray,GLEY 1 4/10Y (dark greenish gray),,,,medium bed,normally graded,,,,,,,,Succession of 5 thin to medium beds normally graded from sand to clay. The clays above do not show any structures and look like hemipelagic deposits.,,,,353,U1444,A,5,H,1,A,,,,
353-U1444A-5H-2-A,0.0,150.0,37.1,38.6,,silty,clay,with sand,silty clay,silty clay with sand,clay with sand,,dark gray,GLEY 1 4/10Y (dark greenish gray),,,,thick bed,normally graded,,,,,,,,Succession of 2 thick beds normally graded from sandy silt to clay. The clays above do not show any structures and look like hemipelagic deposits.,,,,353,U1444,A,5,H,2,A,,,,
353-U1444A-5H-3-A,0.0,14.0,38.6,38.74,,silty,clay,with sand,silty clay,silty clay with sand,clay with sand,,dark gray,GLEY 1 4/10Y (dark greenish gray),,,,thick bed,normally graded,,,,,,,,,,,,353,U1444,A,5,H,3,A,,,,
353-U1444A-5H-3-A,14.0,22.0,38.74,38.82,,silty,clay,with sand,silty clay,silty clay with sand,clay with sand,,dark gray,GLEY 1 4/10Y (dark greenish gray),,,,thin bed,normally graded,,,,,,,,One medium bed normally graded from sandy silt to clay. The clays above do not show any structures and look like hemipelagic deposits.,,,,353,U1444,A,5,H,3,A,,,,
353-U1444A-5H-3-A,22.0,82.0,38.82,39.42,,silty,clay,with sand,silty clay,silty clay with sand,clay with sand,,dark gray,GLEY 1 4/10Y (dark greenish gray),,,,thick bed,normally graded,,,,,,,,One thick bed normally graded from sandy silt to clay. The clays above do not show any structures and look like hemipelagic deposits.,,,,353,U1444,A,5,H,3,A,,,,
353-U1444A-5H-3-A,82.0,111.0,39.42,39.71,,silty,clay,with sand,silty clay,silty clay with sand,clay with sand,,dark gray,GLEY 1 4/10Y (dark greenish gray),,,,thick bed,normally graded,,,,,,,,Succession of 3 thick beds normally graded from sandy silt to clay. The clays above do not show any structures and look like hemipelagic deposits.,,,,353,U1444,A,5,H,3,A,,,,
353-U1444A-5H-3-A,111.0,150.0,39.71,40.1,,silty,clay,with sand,silty clay,silty clay with sand,clay with sand,,dark gray,GLEY 1 4/10Y (dark greenish gray),,,,thick bed,normally graded,,,,,,,,One thick bed normally graded from sandy silt to clay. The clays above do not show any structures and look like hemipelagic deposits.,,,,353,U1444,A,5,H,3,A,,,,
353-U1444A-5H-4-A,0.0,56.0,40.1,40.66,,silty,clay,with sand,silty clay,silty clay with sand,clay with sand,,dark gray,GLEY 1 4/10Y (dark greenish gray),,,,thin bed,normally graded,,,,,,,,Succession of 9 thin to very thin beds normally graded from sandy silt to clay. The clays above do not show any structures and look like hemipelagic deposits.,,,,353,U1444,A,5,H,4,A,,,,
353-U1444A-5H-4-A,56.0,150.0,40.66,41.6,,silty,clay,with sand,silty clay,silty clay with sand,clay with sand,,dark gray,GLEY 1 4/10Y (dark greenish gray),,,,medium bed,normally graded,,,,,,,,Succession of 4 thick beds normally graded from sandy silt to clay. The clays above do not show any structures and look like hemipelagic deposits.,,,,353,U1444,A,5,H,4,A,,,,
353-U1444A-5H-5-A,0.0,150.0,41.6,43.1,,silty,clay,with sand,silty clay,silty clay with sand,clay with sand,,dark gray,GLEY 1 4/10Y (dark greenish gray),,,,thick bed,normally graded,,,,,,,,Succession of 2 thick beds normally graded from sandy silt to clay. The clays above do not show any structures and look like hemipelagic deposits.,,,,353,U1444,A,5,H,5,A,,,,
353-U1444A-5H-6-A,0.0,6.0,43.1,43.16,,silty,sand,,silty sand,silty sand,sand,,dark gray,GLEY 1 4/10Y (dark greenish gray),,,,,non-graded,,,,,,,,,,,,353,U1444,A,5,H,6,A,,,,
