Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Principal Name,REFERENCE,Lithology Prefix,COMPLETE NAME,LITHOLOGY [%],LITHIFICATION,COLOR,GRAVEL SIZE CLASTLITHOLOGY,GRAVEL SIZE CLASTSHAPE,GRAVEL SIZE CLASTROUNDNESS,VOLCANICLASTIC GRAINS,COMMENTS,PHENOCRYST ABUNDANCE,PHENOCRYST COMPOSITION,PHENOCRYST GRAIN SIZE (mm),GROUNDMASS GRAIN SIZE (mm),GROUNDMASS COLOUR,VESICLE ABUNDANCE,VESICLE SHAPE,Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
323-U1339C-3H-1-A,323,U1339,C,3,3-1,H,1,A,0.0,150.0,19.3,20.8,diatom silt,"Shepard, 1954",'',diatom silt,100.0,,5GY 4/1,,,,,,,,,,,,,,,,
323-U1339C-3H-2-A,323,U1339,C,3,3-2,H,2,A,0.0,108.0,20.8,21.88,diatom silt,"Shepard, 1954",'',diatom silt,100.0,,5GY 4/1,,,,,,,,,,,,,,,,
323-U1339C-3H-2-A,323,U1339,C,3,3-2,H,2,A,108.0,111.0,21.88,21.91,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,100.0,,3/N ,,,,,,,,,,,,,,,,
323-U1339C-3H-2-A,323,U1339,C,3,3-2,H,2,A,111.0,146.0,21.91,22.26,diatom ooze,United States Geological Survey,,diatom ooze,100.0,,5GY 4/1,,,,,,,,,,,,,,,,
323-U1339C-3H-2-A,323,U1339,C,3,3-2,H,2,A,146.0,150.0,22.26,22.3,diatom silt,"Shepard, 1954",'',diatom silt,100.0,,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-3H-3-A,323,U1339,C,3,3-3,H,3,A,0.0,38.0,22.3,22.68,diatom silt,"Shepard, 1954",'',diatom silt,100.0,,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-3H-3-A,323,U1339,C,3,3-3,H,3,A,38.0,129.0,22.68,23.59,diatom silt,"Shepard, 1954",'',diatom silt,100.0,,5GY 4/1,,,,,,,,,,,,,,,,
323-U1339C-3H-3-A,323,U1339,C,3,3-3,H,3,A,129.0,133.0,23.59,23.63,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,100.0,,5Y 2.5/1,,,,,,,,,,,,,,,,
323-U1339C-3H-3-A,323,U1339,C,3,3-3,H,3,A,133.0,150.0,23.63,23.8,diatom silt,"Shepard, 1954",'',diatom silt,100.0,,5GY 4/1,,,,,,,,,,,,,,,,
323-U1339C-3H-4-A,323,U1339,C,3,3-4,H,4,A,0.0,150.0,23.8,25.3,diatom silt,"Shepard, 1954",'',diatom silt,100.0,,5GY 4/1,,,,,,,,,,,,,,,,
323-U1339C-3H-5-A,323,U1339,C,3,3-5,H,5,A,0.0,150.0,25.3,26.8,diatom silt,"Shepard, 1954",'',diatom silt,100.0,,5GY 4/1,,,,,,,,,,,,,,,,
323-U1339C-3H-6-A,323,U1339,C,3,3-6,H,6,A,0.0,150.0,26.8,28.3,diatom silt,"Shepard, 1954",'',diatom silt,100.0,,5GY 4/1,,,,,,,,,,,,,,,,
323-U1339C-3H-7-A,323,U1339,C,3,3-7,H,7,A,0.0,60.0,28.3,28.9,diatom silt,"Shepard, 1954",'',diatom silt,100.0,,5GY 4/1,,,,,,,,,,,,,,,,
323-U1339C-3H-7-A,323,U1339,C,3,3-7,H,7,A,60.0,68.0,28.9,28.98,diatom ooze,United States Geological Survey,,diatom ooze,100.0,,5Y 3/2,,,,,,,,,,,,,,,,
323-U1339C-3H-CC-A,323,U1339,C,3,3-CC,H,CC,A,0.0,12.0,28.98,29.1,diatom ooze,United States Geological Survey,,diatom ooze,100.0,,5Y 3/2,,,,,,,,,,,,,,,,
323-U1339C-4H-1-A,323,U1339,C,4,4-1,H,1,A,0.0,145.0,28.8,30.25,diatom silt,"Shepard, 1954",'',diatom silt,100.0,soft,5GY 3/1,,,,,,,,,,,,,,,,
323-U1339C-4H-1-A,323,U1339,C,4,4-1,H,1,A,145.0,150.0,30.25,30.3,diatom ooze,United States Geological Survey,,diatom ooze,100.0,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-4H-2-A,323,U1339,C,4,4-2,H,2,A,0.0,150.0,30.3,31.8,diatom ooze,United States Geological Survey,,diatom ooze,100.0,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-4H-3-A,323,U1339,C,4,4-3,H,3,A,0.0,50.0,31.8,32.3,diatom ooze,United States Geological Survey,,diatom ooze,100.0,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-4H-3-A,323,U1339,C,4,4-3,H,3,A,50.0,106.0,32.3,32.86,diatom ooze,United States Geological Survey,,diatom ooze,50.0,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-4H-3-A,323,U1339,C,4,4-3,H,3,A,50.0,106.0,32.3,32.86,diatom silt,"Shepard, 1954",'',diatom silt,50.0,soft,5GY 3/1,,,,,,,,,,,,,,,,
323-U1339C-4H-3-A,323,U1339,C,4,4-3,H,3,A,106.0,139.0,32.86,33.19,diatom silt,"Shepard, 1954",'',diatom silt,100.0,soft,5GY 3/1,,,,,,,,,,,,,,,,
323-U1339C-4H-3-A,323,U1339,C,4,4-3,H,3,A,139.0,140.5,33.19,33.205,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,100.0,soft,3/N ,,,,,,,,,,,,,,,,
323-U1339C-4H-3-A,323,U1339,C,4,4-3,H,3,A,140.5,150.0,33.205,33.3,diatom silt,"Shepard, 1954",'',diatom silt,100.0,soft,5GY 3/1,,,,,,,,,,,,,,,,
323-U1339C-4H-4-A,323,U1339,C,4,4-4,H,4,A,0.0,97.0,33.3,34.27,diatom silt,"Shepard, 1954",'',diatom silt,100.0,soft,5GY 3/1,,,,,,,,,,,,,,,,
323-U1339C-4H-4-A,323,U1339,C,4,4-4,H,4,A,97.0,105.0,34.27,34.35,dolostone [USGS-LP62],"United States Geological Survey-Leighton & Pendexter, 1962",,dolostone,100.0,stiff,10Y 5/1,,,,,Original diatom ooze lithology visible in smear slide,,,,,,,,,,,
323-U1339C-4H-4-A,323,U1339,C,4,4-4,H,4,A,105.0,150.0,34.35,34.8,diatom silt,"Shepard, 1954",'',diatom silt,100.0,soft,5GY 3/1,,,,,,,,,,,,,,,,
323-U1339C-4H-5-A,323,U1339,C,4,4-5,H,5,A,0.0,90.0,34.8,35.7,diatom silt,"Shepard, 1954",'',diatom silt,100.0,soft,5GY 3/1,,,,,,,,,,,,,,,,
323-U1339C-4H-5-A,323,U1339,C,4,4-5,H,5,A,90.0,94.0,35.7,35.74,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,100.0,soft,5Y 3/1,,,,,ash fines upward,,,,,,,,,,,
323-U1339C-4H-5-A,323,U1339,C,4,4-5,H,5,A,94.0,150.0,35.74,36.3,diatom silt,"Shepard, 1954",'',diatom silt,100.0,soft,5GY 3/1,,,,,,,,,,,,,,,,
323-U1339C-4H-6-A,323,U1339,C,4,4-6,H,6,A,0.0,150.0,36.3,37.8,diatom silt,"Shepard, 1954",'',diatom silt,100.0,soft,5GY 3/1,,,,,,,,,,,,,,,,
323-U1339C-4H-7-A,323,U1339,C,4,4-7,H,7,A,0.0,89.0,37.8,38.69,diatom silt,"Shepard, 1954",'',diatom silt,100.0,soft,5GY 3/1,,,,,,,,,,,,,,,,
323-U1339C-4H-CC-A,323,U1339,C,4,4-CC,H,CC,A,0.0,17.0,38.69,38.86,diatom silt,"Shepard, 1954",'',diatom silt,100.0,soft,5GY 3/1,,,,,,,,,,,,,,,,
323-U1339C-5H-1-A,323,U1339,C,5,5-1,H,1,A,0.0,58.0,38.3,38.88,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,,soft,5Y 3/2,,,,,,,,,,,,,,,,
323-U1339C-5H-1-A,323,U1339,C,5,5-1,H,1,A,58.0,68.0,38.88,38.98,silt [S54],,authigenic carbonate diatom-rich,authigenic carbonate diatom-rich silt,,soft,10Y 5/1,,,,,,,,,,,,,,,,
323-U1339C-5H-1-A,323,U1339,C,5,5-1,H,1,A,68.0,150.0,38.98,39.8,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,,soft,5Y 3/2,,,,,,,,,,,,,,,,
323-U1339C-5H-2-A,323,U1339,C,5,5-2,H,2,A,0.0,150.0,39.8,41.3,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,,soft,5Y 3/2,,,,,,,,,,,,,,,,
323-U1339C-5H-3-A,323,U1339,C,5,5-3,H,3,A,0.0,150.0,41.3,42.8,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,,soft,5Y 3/2,,,,,,,,,,,,,,,,
323-U1339C-5H-4-A,323,U1339,C,5,5-4,H,4,A,0.0,52.0,42.8,43.32,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,,soft,5Y 3/2,,,,,,,,,,,,,,,,
323-U1339C-5H-4-A,323,U1339,C,5,5-4,H,4,A,52.0,61.0,43.32,43.41,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,,soft,5Y 6/1,,,,,,,,,,,,,,,,
323-U1339C-5H-4-A,323,U1339,C,5,5-4,H,4,A,61.0,150.0,43.41,44.3,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,,soft,5Y 3/2,,,,,,,,,,,,,,,,
323-U1339C-5H-5-A,323,U1339,C,5,5-5,H,5,A,0.0,88.0,44.3,45.18,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,,soft,5Y 3/2,,,,,,,,,,,,,,,,
323-U1339C-5H-5-A,323,U1339,C,5,5-5,H,5,A,88.0,92.0,45.18,45.22,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,,soft,5Y 2.5/1,,,,,,,,,,,,,,,,
323-U1339C-5H-5-A,323,U1339,C,5,5-5,H,5,A,92.0,150.0,45.22,45.8,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,,soft,5Y 3/2,,,,,,,,,,,,,,,,
323-U1339C-5H-6-A,323,U1339,C,5,5-6,H,6,A,0.0,150.0,45.8,47.3,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,,soft,5Y 3/2,,,,,,,,,,,,,,,,
323-U1339C-5H-7-A,323,U1339,C,5,5-7,H,7,A,0.0,8.0,47.3,47.38,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,,soft,5Y 3/2,,,,,,,,,,,,,,,,
323-U1339C-5H-7-A,323,U1339,C,5,5-7,H,7,A,8.0,10.0,47.38,47.4,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,,soft,5Y 2.5/1,,,,,,,,,,,,,,,,
323-U1339C-5H-7-A,323,U1339,C,5,5-7,H,7,A,10.0,82.0,47.4,48.12,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,,soft,5Y 3/2,,,,,,,,,,,,,,,,
323-U1339C-5H-CC-A,323,U1339,C,5,5-CC,H,CC,A,0.0,37.0,48.12,48.49,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,,soft,5Y 3/2,,,,,,,,,,,,,,,,
323-U1339C-6H-1-A,323,U1339,C,6,6-1,H,1,A,0.0,10.0,47.8,47.9,diatom silt,"Shepard, 1954",'',diatom silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-6H-1-A,323,U1339,C,6,6-1,H,1,A,10.0,24.0,47.9,48.04,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,100.0,soft,2.5Y 7/1,,,,,,,,,,,,,,,,
323-U1339C-6H-1-A,323,U1339,C,6,6-1,H,1,A,24.0,44.0,48.04,48.24,diatom silt,"Shepard, 1954",'',diatom silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-6H-2-A,323,U1339,C,6,6-2,H,2,A,0.0,113.0,48.24,49.37,diatom silt,"Shepard, 1954",,diatom silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-6H-2-A,323,U1339,C,6,6-2,H,2,A,113.0,121.0,49.37,49.45,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,100.0,soft,2.5Y 2.5/1,,,,,,,,,,,,,,,,
323-U1339C-6H-2-A,323,U1339,C,6,6-2,H,2,A,121.0,150.0,49.45,49.74,diatom silt,"Shepard, 1954",,diatom silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-6H-3-A,323,U1339,C,6,6-3,H,3,A,0.0,150.0,49.74,51.24,diatom silt,"Shepard, 1954",'',diatom silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-6H-4-A,323,U1339,C,6,6-4,H,4,A,0.0,150.0,51.24,52.74,diatom silt,"Shepard, 1954",'',diatom silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-6H-5-A,323,U1339,C,6,6-5,H,5,A,0.0,100.0,52.74,53.74,diatom silt,"Shepard, 1954",'',diatom silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-6H-5-A,323,U1339,C,6,6-5,H,5,A,100.0,150.0,53.74,54.24,diatom ooze,United States Geological Survey,,diatom ooze,100.0,soft,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1339C-6H-6-A,323,U1339,C,6,6-6,H,6,A,0.0,144.0,54.24,55.68,diatom ooze,United States Geological Survey,,diatom ooze,100.0,soft,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1339C-6H-6-A,323,U1339,C,6,6-6,H,6,A,144.0,150.0,55.68,55.74,diatom silt,"Shepard, 1954",'',diatom silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-6H-7-A,323,U1339,C,6,6-7,H,7,A,0.0,150.0,55.74,57.24,diatom silt,"Shepard, 1954",'',diatom silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-6H-8-A,323,U1339,C,6,6-8,H,8,A,0.0,33.0,57.24,57.57,diatom silt,"Shepard, 1954",'',diatom silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-6H-CC-A,323,U1339,C,6,6-CC,H,CC,A,0.0,28.0,57.57,57.85,diatom silt,"Shepard, 1954",'',diatom silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-7H-1-A,323,U1339,C,7,7-1,H,1,A,0.0,11.0,57.3,57.41,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,,soft,5Y 2.5/1,,,,,,,,,,,,,,,,
323-U1339C-7H-1-A,323,U1339,C,7,7-1,H,1,A,11.0,150.0,57.41,58.8,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-7H-2-A,323,U1339,C,7,7-2,H,2,A,0.0,150.0,58.8,60.3,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-7H-3-A,323,U1339,C,7,7-3,H,3,A,0.0,150.0,60.3,61.8,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-7H-4-A,323,U1339,C,7,7-4,H,4,A,0.0,45.0,61.8,62.25,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-7H-4-A,323,U1339,C,7,7-4,H,4,A,45.0,47.0,62.25,62.27,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,,soft,2.5/N,,,,,,,,,,,,,,,,
323-U1339C-7H-4-A,323,U1339,C,7,7-4,H,4,A,47.0,146.0,62.27,63.26,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-7H-4-A,323,U1339,C,7,7-4,H,4,A,146.0,150.0,63.26,63.3,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,,soft,5Y 7/1,,,,,,,,,,,,,,,,
323-U1339C-7H-5-A,323,U1339,C,7,7-5,H,5,A,0.0,3.0,63.3,63.33,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,,soft,5Y 7/1,,,,,,,,,,,,,,,,
323-U1339C-7H-5-A,323,U1339,C,7,7-5,H,5,A,3.0,83.0,63.33,64.13,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-7H-5-A,323,U1339,C,7,7-5,H,5,A,84.0,150.0,64.14,64.8,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-7H-6-A,323,U1339,C,7,7-6,H,6,A,0.0,8.0,64.8,64.88,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-7H-6-A,323,U1339,C,7,7-6,H,6,A,8.0,12.0,64.88,64.92,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,,soft,2.5Y 5/2,,,,,,,,,,,,,,,,
323-U1339C-7H-6-A,323,U1339,C,7,7-6,H,6,A,12.0,134.0,64.92,66.14,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-7H-CC-A,323,U1339,C,7,7-CC,H,CC,A,0.0,51.0,66.14,66.65,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-8H-1-A,323,U1339,C,8,8-1,H,1,A,0.0,50.0,66.8,67.3,diatom silt,"Shepard, 1954",'',diatom silt,100.0,soft,10Y 5/1,,,,,,,,,,,,,,,,
323-U1339C-8H-1-A,323,U1339,C,8,8-1,H,1,A,50.0,150.0,67.3,68.3,diatom silt,"Shepard, 1954",'',diatom silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-8H-2-A,323,U1339,C,8,8-2,H,2,A,0.0,150.0,68.3,69.8,diatom silt,"Shepard, 1954",'',diatom silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-8H-3-A,323,U1339,C,8,8-3,H,3,A,0.0,150.0,69.8,71.3,diatom silt,"Shepard, 1954",'',diatom silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-8H-4-A,323,U1339,C,8,8-4,H,4,A,0.0,146.0,71.3,72.76,diatom silt,"Shepard, 1954",'',diatom silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
