Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix,MAJ Lith. color,"Layer, boundary, lamination, grading",Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,Deformational structures,General interval comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Layer or bedding thickness,Clasts abundance,Clast 1 igneous [%],Clast 1 igneous -  grain size,Clast 2 sediment [%],Clast 2 sediment grain size,Clast 3 -other lithology [%],Clast 3 -other lithology grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ Lith. Abundance (%),MAJ Lith. Ave. grain size,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,File Data
342-U1406B-15H-2-A,342,U1406,B,15,15-2,H,2,A,0.0,150.0,126.0,127.5,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"Greenish grey with light brown mottles (2.5Y 5/2), green bands (10GY 6/1), and sulfide mottles and patches throughout.  Broad green horizon from 86-89 cm, followed by four finer green horizons from 96-106 cm (lone green horizon at approximately 136 cm).",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-15H-3-A,342,U1406,B,15,15-3,H,3,A,0.0,150.0,127.5,129.0,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"Greenish grey with light brown mottles (2.5Y 5/2), green bands (10GY 6/1), and sulfide mottles and patches throughout.  Brown blebs are nannofossil ooze. Middle portion of the section (56-97 cm) darker shade of greenish grey with higher density of brown blebs. Darker section topped by a 2-cm thick green (glaconite) horizon), with a gradational end containing ?increased disseminated sulfides. Dominant background color distinctly lighter from 97-150 cm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-15H-4-A,342,U1406,B,15,15-4,H,4,A,0.0,150.0,129.0,130.5,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"Greenish grey with light brown mottles (2.5Y 5/2), green bands (10GY 6/1), and sulfide mottles and patches throughout.  Brown blebs are nannofossil ooze. Top of the section is darker (0-40cm), ending in higher concentration brown blebs. Brown bleb concentration is also high from approximately 120-150 cm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-15H-5-A,342,U1406,B,15,15-5,H,5,A,0.0,150.0,130.5,132.0,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"With the exception of two intervals, Section 5 is characterized by relatively sparse light brown mottles (2.5Y 5/2), banding, etc. Concentrated mottles from 48-62 cm, topped by 1-cm thick green horizon. Section distinctly darker from 137-150 cm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-15H-6-A,342,U1406,B,15,15-6,H,6,A,0.0,102.0,132.0,133.02,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"Relatively homogenous light greenish grey, with heavier brown mottles from (0-22 cm).",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-15H-7-A,342,U1406,B,15,15-7,H,7,A,0.0,75.0,133.02,133.77,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,heavy_339 [DB91],5,,Relatively homogenous save a few green horizons and disseminated sulfides.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-15H-CC-A,342,U1406,B,15,15-CC,H,CC,A,0.0,19.0,133.77,134.03,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,Relatively concentrated green patches.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-16H-1-A,342,U1406,B,16,16-1,H,1,A,0.0,151.0,134.0,135.51,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-16H-2-A,342,U1406,B,16,16-2,H,2,A,0.0,151.0,135.51,137.02,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-16H-3-A,342,U1406,B,16,16-3,H,3,A,0.0,151.0,137.02,138.53,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-16H-4-A,342,U1406,B,16,16-4,H,4,A,0.0,151.0,138.53,140.04,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-16H-5-A,342,U1406,B,16,16-5,H,5,A,0.0,151.0,140.04,141.55,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-16H-6-A,342,U1406,B,16,16-6,H,6,A,0.0,102.0,141.55,142.57,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-16H-7-A,342,U1406,B,16,16-7,H,7,A,0.0,61.0,142.57,143.18,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-16H-CC-A,342,U1406,B,16,16-CC,H,CC,A,0.0,21.0,143.18,143.47,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-17H-1-A,342,U1406,B,17,17-1,H,1,A,0.0,150.0,143.5,145.0,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-17H-2-A,342,U1406,B,17,17-2,H,2,A,0.0,150.0,145.0,146.5,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-17H-3-A,342,U1406,B,17,17-3,H,3,A,0.0,150.0,146.5,148.0,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-17H-4-A,342,U1406,B,17,17-4,H,4,A,0.0,150.0,148.0,149.5,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-17H-4-A,342,U1406,B,17,17-4,H,4,A,113.0,120.0,149.13,149.2,,,,,,,,,,,fracture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1406B-17H-5-A,342,U1406,B,17,17-5,H,5,A,0.0,150.0,149.5,151.0,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-17H-5-A,342,U1406,B,17,17-5,H,5,A,28.0,31.0,149.78,149.81,,,,,,,,,,,fault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1406B-17H-5-A,342,U1406,B,17,17-5,H,5,A,81.0,85.0,150.31,150.35,,,,,,,,,,,fault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1406B-17H-6-A,342,U1406,B,17,17-6,H,6,A,0.0,150.0,151.0,152.5,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-17H-6-A,342,U1406,B,17,17-6,H,6,A,108.0,111.0,152.08,152.11,,,,,,,,,,,fault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1406B-17H-CC-A,342,U1406,B,17,17-CC,H,CC,A,0.0,20.0,152.5,152.75,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-18H,342,U1406,B,18,,H,,,87.0,450.0,153.87,157.5,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,,,contorted strata [BJ80],,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-18H-1-A,342,U1406,B,18,18-1,H,1,A,0.0,150.0,153.0,154.5,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-18H-1-A,342,U1406,B,18,18-1,H,1,A,140.0,141.0,154.4,154.41,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,,,fault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-18H-2-A,342,U1406,B,18,18-2,H,2,A,0.0,47.0,154.5,154.97,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,bedding is contorted from slumping,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-18H-2-A,342,U1406,B,18,18-2,H,2,A,47.0,150.0,154.97,156.0,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,bedding is contorted from slumping,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-18H-3-A,342,U1406,B,18,18-3,H,3,A,0.0,150.0,156.0,157.5,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-18H-3-A,342,U1406,B,18,18-3,H,3,A,120.0,123.0,157.2,157.23,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,,,fault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-18H-3-A,342,U1406,B,18,18-3,H,3,A,127.0,130.0,157.27,157.3,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,,,fault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-18H-4-A,342,U1406,B,18,18-4,H,4,A,0.0,150.0,157.5,159.0,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-18H-5-A,342,U1406,B,18,18-5,H,5,A,0.0,150.0,159.0,160.5,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-18H-6-A,342,U1406,B,18,18-6,H,6,A,0.0,92.0,160.5,161.42,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-18H-CC-A,342,U1406,B,18,18-CC,H,CC,A,0.0,18.0,160.5,161.42,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-19H-1-A,342,U1406,B,19,19-1,H,1,A,0.0,150.0,161.6,163.1,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-19H-2-A,342,U1406,B,19,19-2,H,2,A,0.0,131.0,163.1,164.41,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-19H-3-A,342,U1406,B,19,19-3,H,3,A,0.0,60.0,164.41,165.01,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,poor core condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-19H-4-A,342,U1406,B,19,19-4,H,4,A,0.0,150.0,165.01,166.51,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-19H-4-A,342,U1406,B,19,19-4,H,4,A,99.0,136.0,166.0,166.37,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,fault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-19H-5-A,342,U1406,B,19,19-5,H,5,A,0.0,150.0,166.51,168.01,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-19H-6-A,342,U1406,B,19,19-6,H,6,A,0.0,150.0,168.01,169.51,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-19H-6-A,342,U1406,B,19,19-6,H,6,A,,,168.41,304.42,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,mineral,glauconite,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-19H-7-A,342,U1406,B,19,19-7,H,7,A,0.0,150.0,169.51,171.01,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-19H-CC-A,342,U1406,B,19,19-CC,H,CC,A,0.0,53.0,171.01,171.59,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-20H-1-A,342,U1406,B,20,20-1,H,1,A,0.0,150.0,171.1,172.6,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-20H-2-A,342,U1406,B,20,20-2,H,2,A,0.0,154.0,172.6,174.14,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-20H-3-A,342,U1406,B,20,20-3,H,3,A,0.0,150.0,174.14,175.64,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-20H-4-A,342,U1406,B,20,20-4,H,4,A,0.0,150.0,175.64,177.14,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-20H-5-A,342,U1406,B,20,20-5,H,5,A,0.0,141.0,177.14,178.55,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-20H-6-A,342,U1406,B,20,20-6,H,6,A,0.0,51.0,178.55,179.06,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-20H-CC-A,342,U1406,B,20,20-CC,H,CC,A,,,179.06,179.2,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-21H-1-A,342,U1406,B,21,21-1,H,1,A,0.0,72.0,179.2,179.92,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-21H-1-A,342,U1406,B,21,21-1,H,1,A,20.0,70.0,179.4,179.9,,,,,,,mineral,sulfide,,,fracture,multiple fractures.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1406B-21H-2-A,342,U1406,B,21,21-2,H,2,A,0.0,150.0,179.92,181.42,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-21H-3-A,342,U1406,B,21,21-3,H,3,A,0.0,150.0,181.42,182.92,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-21H-4-A,342,U1406,B,21,21-4,H,4,A,0.0,150.0,182.92,184.42,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-21H-5-A,342,U1406,B,21,21-5,H,5,A,0.0,150.0,184.42,185.92,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-21H-6-A,342,U1406,B,21,21-6,H,6,A,0.0,150.0,185.92,187.42,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4,,flow-in from 100 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-21H-7-A,342,U1406,B,21,21-7,H,7,A,0.0,118.0,187.42,188.6,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4,,flow-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-21H-CC-A,342,U1406,B,21,21-CC,H,CC,A,0.0,10.0,188.6,188.75,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4,,flow-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-23X-1-A,342,U1406,B,23,23-1,X,1,A,0.0,83.0,188.8,189.63,,nannofossil chalk [Leg339],,nannofossil chalk ,5GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1406B-24X-1-A,342,U1406,B,24,24-1,X,1,A,8.0,150.0,195.8,197.3,,nannofossil chalk [Leg339],,nannofossil chalk ,5GY 7/1 (light greenish gray),,,sulfide,moderate_339 [DB91],4,,"homogenous, few brownish-gray (10Y 7/1) and grayish (5G 7/1) burrows occur, slightly darker at the bottom; pyrite between 18 and 19 cm, larger forams, slightly mottled due to moderate biotubation",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1406B-24X-2-A,342,U1406,B,24,24-2,X,2,A,0.0,130.0,197.3,198.6,,nannofossil chalk [Leg339],,nannofossil chalk ,5G 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,similar to sec. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1406B-24X-3-A,342,U1406,B,24,24-3,X,3,A,0.0,150.0,198.6,200.1,,nannofossil chalk [Leg339],,nannofossil chalk ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,similar to sec. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1406B-24X-4-A,342,U1406,B,24,24-4,X,4,A,0.0,150.0,200.1,201.6,,nannofossil chalk [Leg339],,nannofossil chalk ,5GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,similar to sec. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1406B-24X-5-A,342,U1406,B,24,24-5,X,5,A,0.0,150.0,201.6,203.1,,nannofossil chalk [Leg339],,nannofossil chalk ,5GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,similar to sec. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1406B-24X-6-A,342,U1406,B,24,24-6,X,6,A,0.0,79.0,203.1,203.89,,nannofossil chalk [Leg339],,nannofossil chalk ,5GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,similar to sec. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1406B-24X-CC-A,342,U1406,B,24,24-CC,X,CC,A,0.0,42.0,203.89,204.36,,nannofossil chalk [Leg339],,nannofossil chalk ,5GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,"similar to sec. 1, burrow traces around 27-31 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1406B-25X-1-A,342,U1406,B,25,25-1,X,1,A,0.0,10.0,203.3,203.4,,,,,,,,,,,,"fall-in, drop-stone?",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1406B-25X-1-A,342,U1406,B,25,25-1,X,1,A,10.0,150.0,203.4,204.8,,nannofossil chalk [Leg339],,nannofossil chalk ,10Y 7/1,,,,moderate_339 [DB91],4,,"slightly burrowed and finely mottled, forams visisble",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
