Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology 1 prefix,Lithology 1 principal name,Lithology 1 suffix,LITH 1 prefix+name [read only],LITH 1 prefix+name+suffix [read only],LITH 1 abundance [%],LITH 1 color,LITH 1 lithification,LITH 1 ave. grain size class,LITH 1 ave. grain size rank [read only],LITH 1 max. grain size class,LITH 1 max. grain size rank [read only],LITH 1 grain sorting,LITH 1 Ash abundance name,LITH 1 Ash abundance rank (read only),LITH 1 comment,Bottom contact geometry,Bottom contact attitude,LITH 1 Layer or bedding thickness,LITH 1 Sedimentary structure,LITH 1 Bioturbation intensity,LITH 1 Bioturbation intensity rank [read only],LITH 1 Deformational structure,LITH 1 Deformational structure attitude,LITH 1 Diagenetic structure,LITH 1 Diagenetic constituent,LITH 1 Diagenetic constituent composition,Lithology 2 prefix,Lithology 2 principal name,Lithology 2 suffix,LITH 2 prefix+name [read only],LITH 2 prefix+name+suffix [read only],LITH 2 abundance [%],LITH 2 color,LITH 2 lithification,LITH 2 ave. grain size class,LITH 2 ave. grain size rank [read only],LITH 2 max. grain size class,LITH 2 max. grain size rank [read only],LITH 2 grain sorting,LITH 2 Ash abundance name,LITH 2 Ash abundance rank (read only),General interval comment,LITH 1 Macrofossil,LITH 1 Macrofossil abundance name,LITH 2 Macrofossil,LITH 1 Clast abundance,LITH 1 Number of clasts (>2mm),LITH 1 Clast 1 igneous [%],LITH 1 Clast 1 igneous -  grain size,LITH 1 Clast 1 igneous -  roundness,LITH 1 Clast 1 igneous -  lithology,LITH 1 Clast 2 sediment [%],LITH 1 Clast 2 sediment - grain size,LITH 1 Clast 2 sediment - roundness,LITH 1 Clast 3 -other LITH [%],LITH 1 Clast 3 metamorphic - grain size,LITH 1 Clast 3 metamorphic - roundness,Total clasts calculated LITH 1 [%],LITH 1 Matrix 1 igneous - pumiceous [%],LITH 1 Matrix 2 igneous - scoriaceous [%],LITH 1 Matrix 5 volcaniclastic [%],LITH 1 Matrix 6 sediment [%],LITH 1 Matrix 7 -other LITH [%],LITH 1 Matrix biogenic carbonate [%],LITH 1 Matrix detritical carbonate [%],LITH 1 Matrix carbonate [%],Total matrix calculated LITH 1 [%],LITH 1 Matrix sorting,LITH 1 Matrix alteration intensity,LITH 1 Matrix alteration rank,LITH 1 Matrix comments,Clast comment,File Data,Exp,Site,Hole,Core,Type,Section,A/W
368-U1502A-2R-1-A,104.0,106.0,376.04,376.06,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 7/5GY (light greenish grey),slightly consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,very well [BP01],,,,gradational,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,2,R,1,A
368-U1502A-2R-1-A,106.0,117.0,376.06,376.17,,clay [Leg339],with silt [2014],clay,clay with silt,,2.5Y 4/1 (dark gray),slightly consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,very well [BP01],,,,gradational,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,2,R,1,A
368-U1502A-2R-1-A,117.0,123.0,376.17,376.23,nannofossil rich,silty clay [MMK88],,nannofossil rich silty clay,nannofossil rich silty clay,,GLEY 1 5/5GY (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,well [2014],,,,planar,horizontal,,fining upward,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,2,R,1,A
368-U1502A-2R-1-A,123.0,131.0,376.23,376.31,,clay [Leg339],with silt [2014],clay,clay with silt,,2.5Y 4/1 (dark gray),slightly consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,very well [BP01],,,,gradational,horizontal,,,heavy [DB86],3.0,,,,,,clay rich,silt [Leg339],,clay rich silt,clay rich silt,8.0,GLEY 1 3/5GY (very dark greenish gray),very slightly consolidated [B84],silt [W22_1],2.0,fine sand [W22_2],4.0,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,2,R,1,A
368-U1502A-2R-1-A,131.0,136.0,376.31,376.36,,silty clay [MMK88],,silty clay,silty clay,,GLEY 1 4/10Y (dark greenish gray),slightly consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,well [2014],,,,planar,horizontal,,fining upward,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,2,R,1,A
368-U1502A-2R-1-A,136.0,140.0,376.36,376.4,,clay [Leg339],with silt [2014],clay,clay with silt,,2.5Y 4/1 (dark gray),slightly consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,very well [BP01],,,,,,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,2,R,1,A
368-U1502A-2R-CC-A,0.0,27.0,376.49,376.76,,clay [Leg339],with silt [2014],clay,clay with silt,,2.5Y 4/1 (dark gray),slightly consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,very well [BP01],,,,,,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,2,R,CC,A
368-U1502A-3R-1-A,0.0,4.0,384.6,384.64,,clay [Leg339],with silt [2014],clay,clay with silt,,2.5Y 4/1 (dark gray),slightly consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,very well [BP01],,,,gradational,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,3,R,1,A
368-U1502A-3R-1-A,4.0,12.0,384.64,384.72,clay rich,nannofossil chalk [Leg339],,clay rich nannofossil chalk,clay rich nannofossil chalk,,GLEY 1 7/5GY (light greenish grey),slightly consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,well [2014],,,,planar,inclined,,convolute bedding,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,3,R,1,A
368-U1502A-3R-1-A,12.0,24.0,384.72,384.84,,clay [Leg339],with silt [2014],clay,clay with silt,,2.5Y 4/1 (dark gray),slightly consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,very well [BP01],,,,gradational,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,3,R,1,A
368-U1502A-3R-1-A,24.0,25.0,384.84,384.85,,silty clay [MMK88],,silty clay,silty clay,,GLEY 1 4/5GY (dark greenish gray),slightly consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,well [2014],,,,planar,horizontal,,fining upward,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,3,R,1,A
368-U1502A-3R-1-A,25.0,31.0,384.85,384.91,,clay [Leg339],with silt [2014],clay,clay with silt,,2.5Y 4/1 (dark gray),slightly consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,very well [BP01],,,,gradational,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,3,R,1,A
368-U1502A-3R-1-A,31.0,33.0,384.91,384.93,,silty clay [MMK88],,silty clay,silty clay,,GLEY 1 4/5GY (dark greenish gray),slightly consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,well [2014],,,,planar,horizontal,,fining upward,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,3,R,1,A
368-U1502A-3R-1-A,33.0,43.0,384.93,385.03,,clay [Leg339],with silt [2014],clay,clay with silt,,2.5Y 4/1 (dark gray),slightly consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,very well [BP01],,,,gradational,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,3,R,1,A
368-U1502A-3R-1-A,43.0,45.0,385.03,385.05,,silty clay [MMK88],,silty clay,silty clay,,GLEY 1 4/5GY (dark greenish gray),slightly consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,well [2014],,,,planar,horizontal,,fining upward,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,3,R,1,A
368-U1502A-3R-1-A,45.0,48.0,385.05,385.08,,clay [Leg339],with silt [2014],clay,clay with silt,,2.5Y 4/1 (dark gray),slightly consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,well [2014],,,,planar,horizontal,,fining upward,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,3,R,1,A
368-U1502A-3R-1-A,48.0,53.0,385.08,385.13,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 4/5GY (dark greenish gray),slightly consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,well [2014],,,,planar,horizontal,,fining upward,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,3,R,1,A
368-U1502A-3R-1-A,53.0,70.0,385.13,385.3,,clay [Leg339],with silt [2014],clay,clay with silt,,2.5Y 4/1 (dark gray),slightly consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,well [2014],,,,planar,horizontal,,fining upward,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,3,R,1,A
368-U1502A-3R-1-A,70.0,74.0,385.3,385.34,,clayey silt [MMK88],,clayey silt,clayey silt,,GLEY 1 5/10GY (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,fine sand [W22_2],4.0,well [2014],,,,planar,horizontal,,fining upward,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,3,R,1,A
368-U1502A-3R-CC-A,0.0,3.0,385.34,385.37,,clay [Leg339],with silt [2014],clay,clay with silt,,2.5Y 4/1 (dark gray),slightly consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,well [2014],,,,planar,horizontal,,fining upward,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,3,R,CC,A
368-U1502A-3R-CC-A,3.0,6.0,385.37,385.4,,silty clay [MMK88],,silty clay,silty clay,,GLEY 1 5/10GY (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,fine sand [W22_2],4.0,well [2014],,,,planar,horizontal,,fining upward,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,3,R,CC,A
368-U1502A-4R-1-A,0.0,5.0,394.2,394.25,,silty clay [MMK88],,silty clay,silty clay,,2.5Y 5/1 (gray),slightly consolidated [B84],clay [W22_1],1.0,fine sand [W22_2],4.0,well [2014],,,,irregular,horizontal,,,moderate [DB86],2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,4,R,1,A
368-U1502A-4R-1-A,5.0,26.0,394.25,394.46,,silty clay [MMK88],,silty clay,silty clay,,GLEY 1 5/10GY (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,well [2014],,,,planar,horizontal,,parallel lamination,slight [DB86],1.0,,,,,,,clay [Leg339],with silt [2014],clay,clay with silt,35.0,2.5Y 4/1 (dark gray),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,4,R,1,A
368-U1502A-4R-1-A,26.0,42.0,394.46,394.62,,clay [Leg339],with silt [2014],clay,clay with silt,,2.5Y 4/1 (dark gray),slightly consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,well [2014],,,,,,,,,,,,,,,,silty clay [MMK88],,silty clay,silty clay,12.0,GLEY 1 5/10GY (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,4,R,1,A
368-U1502A-6R-1-A,0.0,3.0,413.4,413.43,,silty clay [MMK88],,silty clay,silty clay,,2.5Y 5/1 (gray),slightly consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,well [2014],,,,irregular,horizontal,,,moderate [DB86],2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,6,R,1,A
368-U1502A-6R-1-A,3.0,8.0,413.43,413.48,,sandy clay [MMK88],with calcite,sandy clay,sandy clay with calcite,,GLEY 1 4/10GY (dark greenish gray),unlithified,silt [W22_1],2.0,medium sand [W22_2],5.0,poor [2014],,,,irregular,horizontal,,,,,,,,,,,silty clay [MMK88],,silty clay,silty clay,35.0,GLEY 1 4/10Y (dark greenish gray),slightly consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,very well [BP01],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,6,R,1,A
368-U1502A-6R-1-A,8.0,17.0,413.48,413.57,,silty clay [MMK88],,silty clay,silty clay,,GLEY 1 4/10GY (dark greenish gray),slightly consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,very well [BP01],,,,irregular,horizontal,,,heavy [DB86],3.0,,,,,,,silty clay [MMK88],,silty clay,silty clay,40.0,2.5Y 5/1 (gray),slightly consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,very well [BP01],,,patch-like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,6,R,1,A
368-U1502A-6R-1-A,17.0,39.0,413.57,413.79,,sandy clay [MMK88],with calcite,sandy clay,sandy clay with calcite,,GLEY 1 5/10GY (greenish gray),unlithified,silt [W22_1],2.0,medium sand [W22_2],5.0,poor [2014],,,,planar,horizontal,,,,,,,,,,,clay [Leg339],with silt [2014],clay,clay with silt,15.0,2.5Y 5/1 (gray),slightly consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,very well [BP01],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,6,R,1,A
368-U1502A-6R-1-A,39.0,44.0,413.79,413.84,,silty clay [MMK88],,silty clay,silty clay,,GLEY 1 5/10GY (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,well [2014],,,,planar,horizontal,,,moderate [DB86],2.0,,,,,,,clay [Leg339],with silt [2014],clay,clay with silt,20.0,2.5Y 5/1 (gray),slightly consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,very well [BP01],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,6,R,1,A
368-U1502A-6R-1-A,44.0,52.0,413.84,413.92,,silty clay [MMK88],,silty clay,silty clay,,GLEY 1 4/10GY (dark greenish gray),slightly consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,very well [BP01],,,,,,,convolute lamination,heavy [DB86],3.0,,,,,,nannofossil rich,silt [Leg339],with organic matter,nannofossil rich silt,nannofossil rich silt with organic matter,40.0,GLEY 1 3/10Y (very dark greenish gray),indurated [B84],silt [W22_1],2.0,fine sand [W22_2],4.0,moderate [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,6,R,1,A
368-U1502A-6R-CC-A,0.0,4.0,413.92,413.96,,silty clay [MMK88],,silty clay,silty clay,,GLEY 1 4/10GY (dark greenish gray),slightly consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,very well [BP01],,,,planar,horizontal,,parallel lamination,moderate [DB86],2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,6,R,CC,A
368-U1502A-6R-CC-A,4.0,6.0,413.96,413.98,,silty clay [MMK88],,silty clay,silty clay,,2.5Y 5/1 (gray),slightly consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,very well [BP01],,,,,,,,moderate [DB86],2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,6,R,CC,A
368-U1502A-8R-CC-A,0.0,2.0,432.6,432.62,,silty clay [MMK88],,silty clay,silty clay,,GLEY 1 3/5GY (very dark greenish gray),slightly consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,very well [BP01],,,,planar,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,8,R,CC,A
368-U1502A-8R-CC-A,2.0,7.0,432.62,432.67,,silty clay [MMK88],,silty clay,silty clay,,2.5YR 5/1 (reddish gray),slightly consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,very well [BP01],,,,gradational,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,8,R,CC,A
368-U1502A-8R-CC-A,7.0,9.0,432.67,432.69,,silty clay [MMK88],,silty clay,silty clay,,GLEY 1 4/N (dark gray),slightly consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,very well [BP01],,,,,,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,8,R,CC,A
368-U1502A-9R-1-A,0.0,45.0,442.2,442.65,,clay [Leg339],with nannofossils [2014],clay,clay with nannofossils,,10YR 4/2 (dark grayish brown),slightly consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,well [2014],,,,bioturbated,curved,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,9,R,1,A
368-U1502A-9R-1-A,45.0,52.0,442.65,442.72,,clayey silt [MMK88],,clayey silt,clayey silt,,GLEY 1 5/5GY (greenish gray),slightly consolidated [B84],silt [W22_1],2.0,fine sand [W22_2],4.0,moderate [2014],,,,erosive,horizontal,,fining upward,slight [DB86],1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,9,R,1,A
368-U1502A-9R-1-A,52.0,56.0,442.72,442.76,nannofossil rich,clay [Leg339],,nannofossil rich clay,nannofossil rich clay,,GLEY 1 5/5GY (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,well [2014],,,,gradational,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,9,R,1,A
368-U1502A-9R-1-A,56.0,61.0,442.76,442.81,,clay [Leg339],with nannofossils [2014],clay,clay with nannofossils,,10YR 4/2 (dark grayish brown),slightly consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,well [2014],,,,gradational,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,9,R,1,A
368-U1502A-9R-1-A,61.0,69.5,442.81,442.895,,clayey silt [MMK88],,clayey silt,clayey silt,,GLEY 1 5/5GY (greenish gray),slightly consolidated [B84],silt [W22_1],2.0,fine sand [W22_2],4.0,moderate [2014],,,,erosive,horizontal,,fining upward,moderate [DB86],2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,9,R,1,A
