leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
62,464,,LOWER PLEISTOCENE,,0.0,3.5,,NO AGE GIVEN,,NO AGE GIVEN,  1.2,  1.8,  1.5,DSDP INITIAL REPORTS
62,464,,UPPER PLIOCENE,,3.5,11.0,,NO AGE GIVEN,,NO AGE GIVEN,  1.8,  3.4,  2.6,DSDP INITIAL REPORTS
62,464,,LOWER PLIOCENE,,11.0,32.0,,NO AGE GIVEN,,NO AGE GIVEN,  3.4,    5,  4.2,DSDP INITIAL REPORTS
62,464,,LOWER PLIOCENE,UPPER MIOCENE,32.0,41.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  3.4, 10.5, 6.95,DSDP INITIAL REPORTS
62,464,,LOWER MIOCENE,UPPER EOCENE,41.5,45.9,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   16,   43, 29.5,DSDP INITIAL REPORTS
62,464,,LOWER EOCENE,,45.9,51.0,,NO AGE GIVEN,,NO AGE GIVEN,   49, 53.5,51.25,DSDP INITIAL REPORTS
62,464,,PALEOCENE,,51.0,70.0,,NO AGE GIVEN,,NO AGE GIVEN, 53.5,   65,59.25,DSDP INITIAL REPORTS
62,464,,UPPER CRETACEOUS,,70.0,89.0,,NO AGE GIVEN,,NO AGE GIVEN,   65,  100, 82.5,DSDP INITIAL REPORTS
62,464,,CENOMANIAN,,89.0,146.0,,NO AGE GIVEN,,NO AGE GIVEN,   92,  100,   96,DSDP INITIAL REPORTS
62,464,,LOWER CENOMANIAN,UPPER ALBIAN,146.0,165.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN, 97.5,  104,100.8,DSDP INITIAL REPORTS
62,464,,UPPER ALBIAN,,165.0,212.5,,NO AGE GIVEN,,NO AGE GIVEN,  100,  104,  102,DSDP INITIAL REPORTS
62,464,,MIDDLE ALBIAN,LOWER ALBIAN,212.5,231.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  104,  108,  106,DSDP INITIAL REPORTS
62,464,,LOWER ALBIAN,,231.5,241.0,,NO AGE GIVEN,,NO AGE GIVEN,  106,  108,  107,DSDP INITIAL REPORTS
62,464,,LOWER ALBIAN,UPPER APTIAN,241.0,250.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  106,  112,  109,DSDP INITIAL REPORTS
62,464,,LOWER ALBIAN,APTIAN,260.0,298.0,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  106,  110,  108,DSDP INITIAL REPORTS
