Label ID,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name [short],Abundance,Preservation,Mixing,Theocyrtis perysinos n. sp.,Tristylospyris triceros,Theocyrtis annosa,Eucyrtidium mitodes n. sp.,Dorcadospyris ateuchus,Theocyrtis setanios n. sp.,Lophocyrtis milowi,Theocorys puriri,Didymocyrtis prismatica,Dorcadospyris circulus,Theocyrtis tuberosa,Lithocyclia crux,Dorcadospyris spinosa,Dorcadospyris quadripes,Eucyrtidium plesiodiaphanes,Lophocyrtis pegetrum,Dorcadospyris riedeli,Dorcadospyris pseudopapilio,Centrobotrys gravida,Centrobotrys petrushevskayae,Lychnodictyum audax,Theocyrtis careotuberosa n. sp.,Dictyoprora mongolfieri,Thyrsocyrtis triacantha,Lophocyrtis oberhaensliae,Lithocyclia ocellus gr.,Lithocyclia aristotelis gr.,Cryptocarpium ornatum,Calocyclas hispida,Calocycletta anekathen n. sp.,Lophocyrtis jacchia,Dictyoprora armadillo,Lychnocanoma babylonis,Lophocyrtis hadra,Lychnocanoma amphitrite,Lophocyrtis exitelus,Dorcadospyris copelata n. sp.,Thyrsocyrtis bromia,Zealithapium mitra,Artophormis barbadensis,Thyrsocyrtis lochites,Lithocyclia angusta,Thyrsocyrtis tetracantha,Dorcadospyris ombros n. sp. (upper),Calocyclas bandyca,Calocyclas turris,Eusyringium fistuligerum,Cryptocarpium azyx,Podocyrtis papalis,Spongatractus pachystylus,Podocyrtis goetheana,Thyrsocyrtis krooni,Lychnocanoma turgidum,Artophormis gracilis,Theocyrtis perpumila n. sp.,Thyrsocyrtis orthotenes n. sp.,Comments,File data,
320-U1334C-17H-CC-PAL-RADS,320,U1334,C,17,17-CC,H,CC,PAL,RADS,0,0,161.47,161.47,RP21,A,M,,-,,R,R,R,-,,,R,R,,,,,R,R,,,,R,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,R,,,,,
320-U1334C-18H-CC-PAL-RADS,320,U1334,C,18,18-CC,H,CC,PAL,RADS,0,0,171.11,171.11,RP21,A,M,,R,,,R,R,R,,,R,R,,,,,R,R,,,,R,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,R,,,,,
320-U1334C-19H-CC-PAL-RADS,320,U1334,C,19,19-CC,H,CC,PAL,RADS,0,0,180.68,180.68,RP21,A,M,,R,,,R,R,R,,,R,R,,,,,R,R,,,,R,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,R,,,,,
320-U1334C-20H-CC-PAL-RADS,320,U1334,C,20,20-CC,H,CC,PAL,RADS,0,0,189.97,189.97,RP20,A,M,,R,R,-,-,-,R,,,R,F,,,,,F,R,,,,R,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,R,,,,,
320-U1334C-21H-CC-PAL-RADS,320,U1334,C,21,21-CC,H,CC,PAL,RADS,0,0,199.92,199.92,RP20,A,M,,R,R,-,-,-,R,,,R,F,,,,,R,R,,,,R,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,R,,,,,
320-U1334C-22H-CC-PAL-RADS,320,U1334,C,22,22-CC,H,CC,PAL,RADS,0,0,209.36,209.36,RP20,C,M,,-,R,,,,-,,,-,-,,,,,R,R,,,,R,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,R,,,,,
320-U1334C-23X-CC-PAL-RADS,320,U1334,C,23,23-CC,X,CC,PAL,RADS,0,0,213.56,213.56,RP20,C,M,,,R,,,,,,,,,C,R,R,R,,,,,,R,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,R,,,,,
320-U1334C-24X-CC-PAL-RADS,320,U1334,C,24,24-CC,X,CC,PAL,RADS,0,0,223.86,223.86,RP20,C,M,,,R,,,,,R,,,,C,R,,R,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,
320-U1334C-25X-CC-PAL-RADS,320,U1334,C,25,25-CC,X,CC,PAL,RADS,0,0,233.32,233.32,RP20,C,M,,,R,,,,,R,,,,C,R,,R,,,,R,F,,,R,,,,R,,,,,,,,,,,,,,,,R,,,,,,,,,,,,F,,,,,
320-U1334C-26X-CC-PAL-RADS,320,U1334,C,26,26-CC,X,CC,PAL,RADS,0,0,240.51,240.51,RP20,C,M,,,R,,,,,R,,,,R,R,,,,,,,R,,,F,,,,R,,,,,,,,,,,,,,,,R,,,,,,,,,,,,F,,,COMMON CENTRIC AND EYED DIATOMS,,
320-U1334C-27X-CC-PAL-RADS,320,U1334,C,27,27-CC,X,CC,PAL,RADS,0,0,248.13,248.13,RP20,F,P,,,R,,,,,R,,,,,,,,,,,,,,,F,,,,,,F,,,,,,,,,,,,,,R,,,,,,,,,,,,R,,,COMMON CENTRIC DIATOMS,,
320-U1334C-28X-CC-PAL-RADS,320,U1334,C,28,28-CC,X,CC,PAL,RADS,0,0,258.59,258.59,RP18,C,M,1,,R,,,,,,,,,,,,,,,,,,,,R,R,,,,R,R,,,R,R,R,R,R,,,F,R,R,F,,vR,R,,F,,R,,,,,R,,,vR,,,
320-U1334C-29X-CC-PAL-RADS,320,U1334,C,29,29-CC,X,CC,PAL,RADS,0,0,268.26,268.26,RP17,F,M,,,R,,,,,,,,,,,,,,,,,,,,R,,R,,,R,R,,,R,R,R,R,,,,R,R,,R,,R,vR,,,,R,,,,R,,,R,,,,
320-U1334C-30X-CC-PAL-RADS,320,U1334,C,30,30-CC,X,CC,PAL,RADS,0,0,277.93,277.93,B,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
