Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Comment,Zone,Age,Preservation,Nannofossil abundance,Sphenolithus ciperoensis,Sphenolithus delphix,Sphenolithus disbelemnos,Helicosphaera ampliaperta,Sphenolithus belemnos,Triquetrorhabdulus carinatus,Sphenolithus heteromorphus,Discoaster deflandrei,Cyclicargolithus floridanus,Calcidiscus premacintyrei,Coronocyclus nitescens,Discoaster kugleri,Coccolithus miopelagicus,Catinaster coalitus,Catinaster calyculus,Discoaster hamatus,Discoaster berggrenii,Nicklithus amplificus,Discoaster quinqueramus,Ceratolithus acutus,Ceratolithus larrymayeri,Triquetrorhabdulus rugosus,Ceratolithus rugosus,Reticulofenestra pseudoumbilicus,Sphenolithus spp.,Discoaster tamalis,Discoaster surculus,Discoaster pentaradiatus,Discoaster triradiatus,Discoaster brouweri,Gephyrocapsa (>4 μm),Calcidiscus macintyrei,Gephyrocapsa (> 5.5 μm),Helicosphaera sellii,Reticulofenestra asanoi,Pseudoemiliania lacunosa,Emiliania huxleyi,Algirosphaera robusta,Amaurolithus delicatus,Amaurolithus primus,Amaurolithus tricorniculatus,Braarudosphaera bigelowii,Calcidiscus leptoporus,Calcidiscus quadriperforatus,Calcidiscus tropicus,Calciosolenia brasiliensis,Calciosolenia murrayi,Catinaster mexicanus,Ceratolithus armatus,Ceratolithus atlanticus,Ceratolithus cristatus,Clausicoccus fenestratus,Coccolithus pelagicus,Cryptococcolithus mediaperforate,Cyclicargolithus abisectus,Dictyococcites antarcticus,Dictyococcites bisectus,Discoaster altus,Discoaster asymmetricus,Discoaster bellus,Discoaster bergenii,Discoaster bollii,Discoaster braarudii,Discoaster calcaris,Discoaster challengeri,Discoaster druggii,Discoaster exilis,Discoaster loeblichii,Discoaster musicus,Discoaster neorectus,Discoaster petaliformis,Discoaster prepentaradiatus,Discoaster variabilis,Discosphaera tubifera,Florisphaera profunda,Gephyrocapsa caribbeanica,Gephyrocapsa ericsonii,Gephyrocapsa muellerae,Gephyrocapsa oceanica,Gephyrocapsa omega,Gephyroscapsa lumina,Gladiolithus flabellatus,Hayaster perplexus,Hayella challengeri,Helicosphaera carteri,Helicosphaera euphratis,Helicosphaera gertae,Helicosphaera granulata,Helicosphaera intermedia,Helicosphaera inversa,Helicosphaera magnifica,Helicosphaera mediterranea,Helicosphaera obliqua,Helicosphaera orientalis,Helicosphaera pavimentum,Helicosphaera perch-nielseniae,Helicosphaera recta,Helicosphaera scissura,Helicosphaera stalis,Helicosphaera truempyi,Helicosphaera vedderi,Helicosphaera walbersdorfensis,Helicosphaera wallichii,Helicosphaera waltrans,Holodiscolithus macroporus,Hughesius gizoensis,Hughesius tasmaniae,Ilselithina fusa,Minylitha convallis,Oolithotus fragilis,Orthorhabdus serratus,Pontosphaera discopora,Pontosphaera japonica,Pontosphaera multipora,Pontosphaera syracusana,Pseudoemiliania ovata,Reticulofenestra daviesii,Reticulofenestra haqii,Reticulofenestra minuta,Reticulofenestra minutula,Reticulofenestra pseudoumbilicus (> 7 μm),Reticulofenestra pseudoumbilicus (5-7 µm),Reticulofenestra rotaria,Rhabdosphaera clavigera,Rhabdosphaera poculii,Scyphosphaera apsteinii,Scyphosphaera apsteinii forma dilatata,Scyphosphaera cylindrica,Scyphosphaera globulata,Scyphosphaera intermedia,Scyphosphaera lagena,Scyphosphaera pulcherrima,Scyphosphaera tubifera,Scyphosphaera ventriosa,Small Gephyrocapsa (< 4 μm),Solidopons petrae,Sphenolithus abies,Sphenolithus calyculus,Sphenolithus capricornutus,Sphenolithus conicus,Sphenolithus dissimilis,Sphenolithus moriformis,Syracolithus schilleri,Syracosphaera lamina,Syracosphaera pulchra,Tetralithoides quadrilaminata,Tetralithoides symeonidesii,Triquetrorhabdulus challengeri,Triquetrorhabdulus extensus,Triquetrorhabdulus finifer,Triquetrorhabdulus milowii,Triquetrorhabdulus rioi,Triquetrorhabdulus sp. (long needle-like),Triquetrorhabdulus striatus,Umbellosphaera irregularis,Umbellosphaera tenuis,Umbilicosphaera foliosa,Umbilicosphaera hulburtiana,Umbilicosphaera jafari,Umbilicosphaera rotula,Umbilicosphaera sibogae,Zygrhablithus bijugatus
320-U1334A-3H-4-W 50/50,320,U1334,A,3,3-4,H,4,W,50/50,0,0,22.7,22.7,TDJ - ,NN6,middle Miocene,P [320_N],C,,,,,,,R,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1334A-3H-5-W 50/50,320,U1334,A,3,3-5,H,5,W,50/50,0,0,24.2,24.2,"TDJ/PB - heteromorphus, floridanus C; petiliformis (signus) (<15.7Ma)",NN4-5,middle Miocene,M [320_N],A,,,,,,,C,F,A,R,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,A,,,R,,,,,,,,,,,A,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,
320-U1334A-3H-7-W 30/30,320,U1334,A,3,3-7,H,7,W,30/30,0,0,27.0,27.0,"PB - heteromorphus, floridanus C; petiliformis (signus) (<15.7Ma)",NN4-5,middle Miocene,M [320_N],A,,,,,,,C,C,A,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,A,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1334A-3H-CC-PAL-NANNO,320,U1334,A,3,3-CC,H,CC,PAL,NANNO,0,0,27.65,27.65,"TDJ - heteromorphus, floridanus C; petiliformis (signus) (<15.7Ma)",NN4-5,middle Miocene,M [320_N],A,,,,,,,F,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,C,,,,,,,,,,,,,,A,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,F,,,,,,,,,,,,,,,,,,,,
320-U1334A-4H-2-W 70/70,320,U1334,A,4,4-2,H,2,W,70/70,0,0,29.4,29.4,TDJ/PB - heteromorphus,NN4,middle Miocene,M [320_N],A,,,,,,,A,C,A,R,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,R,,,,,,,A,,,R,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,C,,,,,,,,,,,R,,,,,,,,,
320-U1334A-4H-5-W 90/90,320,U1334,A,4,4-5,H,5,W,90/90,0,0,34.1,34.1,TDJ/PB - heteromorphus,NN4,early Miocene,M [320_N],A,,,,,,,A,A,A,,C,,R,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,C,,,R,,,,,,,A,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,
320-U1334A-4H-6-W 20/20,320,U1334,A,4,4-6,H,6,W,20/20,0,0,34.9,34.9, - heteromorphus,NN4,early Miocene,M [320_N],A,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1334A-4H-7-W 15/15,320,U1334,A,4,4-7,H,7,W,15/15,0,0,36.35,36.35,TDJ - no heteromorphus;,NN3-4,early Miocene,P [320_N],F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1334A-4H-CC-PAL-NANNO,320,U1334,A,4,4-CC,H,CC,PAL,NANNO,0,0,37.18,37.18,TDJ - almost barren; common deflandrei(?) but with short/broken rays,B,early Miocene,P [320_N],R,,,,,,,,F,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1334A-5H-2-W 30/30-NANNO,320,U1334,A,5,5-2,H,2,W,30/30-NANNO,0,0,38.5,38.5,TDJ/PB - no heteromorphus; no carinatus,NN3-4,early Miocene,P [320_N],C,,,,,,R,,A,A,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,R,,,,,,,A,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,C,,,,,,,,,F,,,,,,,,,,,
320-U1334A-5H-3-W 100/100-NANNO,320,U1334,A,5,5-3,H,3,W,100/100-NANNO,0,0,40.7,40.7,TDJ - ,NN3-4,early Miocene,P [320_N],C,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1334A-5H-4-W 120/120-NANNO,320,U1334,A,5,5-4,H,4,W,120/120-NANNO,0,0,42.4,42.4,"TDJ/PB - carinatus, druggii",NN2,early Miocene,P [320_N],C,,,,,R,F,,C,C,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,F,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,C,,,,,,,,,R,,,,,,,,,,,
320-U1334A-5H-5-W 60/60-NANNO,320,U1334,A,5,5-5,H,5,W,60/60-NANNO,0,0,43.3,43.3,"TDJ/PB - carinatus, tropicus present",NN2,early Miocene,P [320_N],A,,,,,,C,,A,A,,F,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,R,,,R,,,,,,,C,,R,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,C,,,,,R,R,,,,,F,,,,,,,,,
320-U1334A-5H-CC-PAL-NANNO,320,U1334,A,5,5-CC,H,CC,PAL,NANNO,0,0,46.78,46.78,"TDJ/PB - Orthorhabdus, druggii, carinatus",NN2,early Miocene,M [320_N],A,,,,,,F,,A,A,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,A,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,C,F,C,,,,,R,,,,,,R,,,,,,,,,
320-U1334A-6H-2-W 50/50-NANNO,320,U1334,A,6,6-2,H,2,W,50/50-NANNO,0,0,48.2,48.2,"TDJPB - Orthorhabdus, carinatus",NN2,early Miocene,M [320_N],A,,,R,,,C,,A,C,,C,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,F,,,,R,,,,,,,,,,F,F,,,,,,,,,,,,,,,,R,,D,,D,,,,,,,,,,,F,,,,,,,C,,
320-U1334A-6H-4-W 50/50-NANNO,320,U1334,A,6,6-4,H,4,W,50/50-NANNO,0,0,51.2,51.2,PB - ,NN2,early Miocene,P [320_N],C,,,,,,C,,A,A,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,F,A,,,,,,,,,,,,,,,,,,C,,
320-U1334A-6H-6-W 50/50-NANNO,320,U1334,A,6,6-6,H,6,W,50/50-NANNO,0,0,54.2,54.2,PB - ,NN2,early Miocene,P [320_N],C,,,,,,C,,A,A,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,A,,,,,R,,,,R,,F,,,,,,C,C,,
320-U1334A-6H-CC-PAL-NANNO,320,U1334,A,6,6-CC,H,CC,PAL,NANNO,0,0,56.2,56.2,TDJ - carinatus but not acme (<22.1Ma),NN2,early Miocene,M [320_N],A,,,R,,,F,,C,A,,F,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,C,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,F,C,,,,,,,,,,,,,,,,,,,,
320-U1334A-7H-2-W 100/100-NANNO,320,U1334,A,7,7-2,H,2,W,100/100-NANNO,0,0,58.2,58.2, - ,NN2,early Miocene,P [320_N],C,,,,,,R,,C,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,
320-U1334A-7H-4-W 100/100-NANNO,320,U1334,A,7,7-4,H,4,W,100/100-NANNO,0,0,61.2,61.2,PB - ,NN2,early Miocene,M [320_N],A,,,,,,F,,C,A,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,R,,,,,,,C,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,F,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,R,A,,A,,,,,,,,,,,,,,,,,F,,,
320-U1334A-7H-6-W 100/100-NANNO,320,U1334,A,7,7-6,H,6,W,100/100-NANNO,0,0,64.2,64.2,PB - ,NN2,early Miocene,M [320_N],A,,,,,,C,,A,A,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,
320-U1334A-7H-CC-PAL-NANNO,320,U1334,A,7,7-CC,H,CC,PAL,NANNO,0,0,65.66,65.66,TDJ - disbelemnos present; helicosphaera frequent,NN2,early Miocene,M [320_N],A,,,R,,,F,,C,A,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,R,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,F,,,,,,,R,,,,F,,,,,,,,,,,,,,,,,,,,,R,,A,,C,,,R,,,,,,F,,,,,,,,,,,
320-U1334A-8H-2-W 100/100-NANNO,320,U1334,A,8,8-2,H,2,W,100/100-NANNO,0,0,67.7,67.7,PB - ,NN2,early Miocene,M [320_N],A,,,C,,,F,,A,A,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,C,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,A,,A,,,,,,,,,F,,,,,,,,,,,
320-U1334A-8H-4-W 100/100-NANNO,320,U1334,A,8,8-4,H,4,W,100/100-NANNO,0,0,70.7,70.7,PB - ,NN2,early Miocene,M [320_N],A,,,F,,,C,,A,A,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,R,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,F,R,,,R,,,,,,,R,,,,,,,,,,,,,,,,,,,,R,R,A,,A,,,R,,,,,,,,,,,,,,F,,,
320-U1334A-8H-6-W 100/100-NANNO,320,U1334,A,8,8-6,H,6,W,100/100-NANNO,0,0,73.7,73.7,PB - ,NN2,early Miocene,M [320_N],A,,,C,,,F,,A,A,,C,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,C,,R,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,R,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,
320-U1334A-8H-CC-PAL-NANNO,320,U1334,A,8,8-CC,H,CC,PAL,NANNO,0,0,75.06,75.06,TDJ - disbelemnos present,NN2,early Miocene,M [320_N],D,,,R,,,F,,C,A,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,R,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,C,,,,,,,,,,,
