leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
73,522,,QUATERNARY,,0.0,7.3,,NO AGE GIVEN,,NO AGE GIVEN,    0,  1.8,  0.9,DSDP INITIAL REPORTS
73,522,,QUATERNARY,UPPER PLIOCENE,7.3,10.8,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,    0,  3.4,  1.7,DSDP INITIAL REPORTS
73,522,,UPPER PLIOCENE,,10.8,24.0,,NO AGE GIVEN,,NO AGE GIVEN,  1.8,  3.4,  2.6,DSDP INITIAL REPORTS
73,522,,LOWER PLIOCENE,,24.0,32.8,,NO AGE GIVEN,,NO AGE GIVEN,  3.4,    5,  4.2,DSDP INITIAL REPORTS
73,522,,LOWER PLIOCENE,UPPER MIOCENE,32.8,37.2,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  3.4, 10.5, 6.95,DSDP INITIAL REPORTS
73,522,,MIDDLE MIOCENE,,44.2,48.2,,NO AGE GIVEN,,NO AGE GIVEN, 10.5,   16,13.25,DSDP INITIAL REPORTS
73,522,,MIOCENE,,48.2,50.7,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN,    5, 22.5,13.75,DSDP INITIAL REPORTS
73,522,,LOWER MIOCENE,,50.7,56.6,,NO AGE GIVEN,,NO AGE GIVEN,   16, 22.5,19.25,DSDP INITIAL REPORTS
73,522,,UPPER OLIGOCENE,,56.6,108.6,,NO AGE GIVEN,,NO AGE GIVEN, 22.5,   30,26.25,DSDP INITIAL REPORTS
73,522,,LOWER OLIGOCENE,,108.6,136.2,,NO AGE GIVEN,,NO AGE GIVEN,   30, 37.5,33.75,DSDP INITIAL REPORTS
73,522,,LOWER OLIGOCENE,UPPER EOCENE,136.2,139.7,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   30,   43, 36.5,DSDP INITIAL REPORTS
73,522,,UPPER EOCENE,,139.7,148.7,,NO AGE GIVEN,,NO AGE GIVEN, 37.5,   43,40.25,DSDP INITIAL REPORTS
