Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
127, 795,B,Initial Reports          ,     394.400,    6.400000,FAD of Neodenticula kamtschatica
,,,,,,
127, 795,B,Initial Reports          ,     481.100,    9.000000,FAD of Denticulopsis dimorpha
,,,,,,
127, 795,B,Initial Reports          ,     560.500,   10.700000,Rapid Decrease Datum of Denticulopsis praedimorpha
,,,,,,
127, 795,B,Initial Reports          ,     605.700,   11.600000,LAD of Cyclicargolithus floridanus
,,,,,,
127, 795,B,Initial Reports          ,     635.300,   13.300000,FAD of Denticulopsis praedimorpha
,,,,,,
