leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
74,527,,LOWER PLEISTOCENE,,0.0,9.5,,NO AGE GIVEN,,NO AGE GIVEN,  1.2,  1.8,  1.5,DSDP INITIAL REPORTS
74,527,,UPPER PLIOCENE,,9.5,23.5,,NO AGE GIVEN,,NO AGE GIVEN,  1.8,  3.4,  2.6,DSDP INITIAL REPORTS
74,527,,LOWER PLIOCENE,,23.5,58.5,,NO AGE GIVEN,,NO AGE GIVEN,  3.4,    5,  4.2,DSDP INITIAL REPORTS
74,527,,UPPER MIOCENE,,58.5,66.0,,NO AGE GIVEN,,NO AGE GIVEN,    5, 10.5, 7.75,DSDP INITIAL REPORTS
74,527,,LOWER PLIOCENE,UPPER MIOCENE,66.0,94.5,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  3.4, 10.5, 6.95,DSDP INITIAL REPORTS
74,527,,UPPER MIOCENE,,94.5,104.5,,NO AGE GIVEN,,NO AGE GIVEN,    5, 10.5, 7.75,DSDP INITIAL REPORTS
74,527,,MIDDLE MIOCENE,,104.5,113.5,,NO AGE GIVEN,,NO AGE GIVEN, 10.5,   16,13.25,DSDP INITIAL REPORTS
74,527,,LOWER OLIGOCENE,,113.5,123.0,,NO AGE GIVEN,,NO AGE GIVEN,   30, 37.5,33.75,DSDP INITIAL REPORTS
74,527,,MIDDLE EOCENE,,123.0,151.5,,NO AGE GIVEN,,NO AGE GIVEN,   43,   49,   46,DSDP INITIAL REPORTS
74,527,,LOWER EOCENE,,151.5,184.5,,NO AGE GIVEN,,NO AGE GIVEN,   49, 53.5,51.25,DSDP INITIAL REPORTS
74,527,,UPPER PALEOCENE,,184.5,218.0,,NO AGE GIVEN,,NO AGE GIVEN, 53.5,   60,56.75,DSDP INITIAL REPORTS
74,527,,MIDDLE PALEOCENE,,218.0,246.5,,NO AGE GIVEN,,NO AGE GIVEN,   58,   60,   59,DSDP INITIAL REPORTS
74,527,,PALEOCENE,,246.5,256.0,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN, 53.5,   65,59.25,DSDP INITIAL REPORTS
74,527,,LOWER PALEOCENE,,256.0,280.0,,NO AGE GIVEN,,NO AGE GIVEN,   60,   65, 62.5,DSDP INITIAL REPORTS
74,527,,UPPER MAESTRICHTIAN ,,280.0,303.5,,NO AGE GIVEN,,NO AGE GIVEN,   65, 67.5,66.25,DSDP INITIAL REPORTS
74,527,,UPPER MAESTRICHTIAN ,MIDDLE MAESTRICHTIAN,303.5,332.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   65,   67,   66,DSDP INITIAL REPORTS
74,527,,MIDDLE MAESTRICHTIAN,,332.0,368.5,,NO AGE GIVEN,,NO AGE GIVEN,   66,   67, 66.5,DSDP INITIAL REPORTS
