leg,site,hole,core,section,top interval depth(cm),top of core depth(cm),top of section(m),sample midpoint depth(m),describer,rock name,piece numbers,texture data,structure data,alteration data,other information data,vesicle data,phenocryst data,groundmass mineral data,replacement mineral data,comments,unknown code
49,412,A,1,1,0.0,156.00,156.00,  156.09,"ZOLOTAREV, B.",APHYRIC BASALT,PCE 1 (3-9),APHYRIC,,,DARK GRAY COLOR,"   0.2-1    1          CARB comments : MOST VESICLES ARE EMPTY,SOME VESICLES FILLED BY CARB,SOME VESICLE WALLS LINED WITH BLUE-GREEN MINERAL(SMEC,CELAD,CHLORITE?)",PLAG     RARE       1.5 comments : RARE MICROPHENOS,,CARB | SMEC | CELAD | CHLORITE comments :  ID CHLORITE UNCERTAIN,,
49,412,A,1,1,9.0,156.00,156.09,  156.31,"ZOLOTAREV, B.",APHYRIC BASALT,"PCES 2 (11-19), 3 (22-31)",APHYRIC,,,, 0.2-1.5  3-5          SMEC comments : SOME VESICLE WALLS LINED WITH BLUE-GRAY MINERAL (SMEC?),"COMBINE           1.5-3 comments : INCLUDES PLAG & OL & PYX,RARE MICROPHENOS",,SMEC comments :  ID SMEC UNCERTAIN,,
49,412,A,1,1,31.0,156.00,156.31,  156.41,"ZOLOTAREV, B.",PLAG-OL-CPX MOD PHYRIC BASALT,PCE 4 (34-40),"MOD-PHYRIC,HOLOXTLLINE",,,, comments : SOME VESICLE WALLS LINED WITH BLUE-GRAY MINERAL (SMEC?),"COMBINE  7-10       3-5 comments : INCLUDES PLAG & OL & CPX,PLAG IN GREATER QUANTITY,OL & CPX IN EQUAL AMOUNTS",,SMEC comments :  ID SMEC UNCERTAIN,,
49,412,A,2,1,0.0,165.50,165.50,  166.26,"ZOLOTAREV, B.",PLAG-CPX-OL PHYRIC BASALT,"PCES 1 (2-7), 2 (9-13), 3 (15-24), 4 (27-34), 5 (37-43), 6 (48-55), 7 (59-67), 8 (71-76)","PHYRIC,FINE-GRAINED,HOLOXTLLINE",,,,"3-4     15-20          SMEC,CELAD comments : SOME VESICLE WALLS LINED WITH BLUE-GRAY MINERAL (SMEC,CELAD?),VESICULAR","COMBINE  7-15       3-5 comments : INCLUDES PLAG & OL & CPX,PLAG PHENOS MORE ABUNDANTTHAN OL OR CPX,RELATIVE AMOUNTS OF OL & CPXVARIES",,SMEC | CELAD comments :  ID CELAD UNCERTAIN,,
49,412,A,2,1,76.0,165.50,166.26,  166.93,"ZOLOTAREV, B.",PLAG-OL-CPX PHYRIC BASALT,"PCES 9 (80-85), 10 (90-97), 11 (101-107), 12 (110-118), 13 (120-129), 14 (133-143)","PHYRIC,MEDIUM-GRAINED GNDMASS",,comments: PCES 10+14 HAVE MORE INTENSE ALTERATION ZONES WHICH ARE YELLOW-GREENISH IN COLOR,GRAY COLOR ALL PCES,         RARE comments : VESICLES ARE PARTLY FILLED BY WHITE-BLUE AGGS(ZEOL & CALCITE?),COMBINE    15       3-7 comments : INCLUDES OL & CPX & PLAG IN GREATEST QUANTITYFOLLOWED BY OL & CPX,,ZEOL | CALCITE comments :  ID ZEOL & CALCITE UNCERTAIN,,
49,412,A,2,2,0.0,165.50,167.00,  167.37,"ZOLOTAREV, B.",PLAG-OL-CPX PHYRIC BASALT,"PCES 1 (3-10), 2 (14-18), 3 (23-37)","PHYRIC,MEDIUM-GRAINED",,"comments: DISTINCT ALTERATION ZONES PRESENT,YELLOW-GREEN IN COLOR",,,"COMBINE    15       2-5 comments : INCLUDES PLAG & OL & CPX,RARE PHENOS UP TO 10MM",,,,
49,412,A,3,1,0.0,175.00,175.00,  175.51,"ZOLOTAREV, B.",PLAG-OL-CPX MOD PHYRIC BASALT,"PCES 1 (2-4), 2 (6-10), 3 (12-19), 7 (45-52)","MOD PHYRIC,HOLOXTLLINE,FINE-GRAINED",,,,   0.2-2 5-10 comments : VESICULAR,"COMBINE   1-5       3-5 comments : INCLUDES PLAG & OL & CPX,RARE PHENOS UP TO 10MM",,,,
49,412,A,3,1,19.0,175.00,175.19,  175.27,"ZOLOTAREV, B.","PLAG-OL-CPX MOD PHYRIC BASALTMICROGABBRO,GABBRO-DOLERITE",PCE 4 (21-27),"MOD PHYRIC,MEDIUM-GRAINED",,,,,COMBINE    10 comments : INCLUDES PLAG + OL + CPX,,,,
49,412,A,3,1,30.0,175.00,175.30,  175.42,"ZOLOTAREV, B.",PLAG-OL-CPX MOD PHYRIC BASALT,"PCES 5 (30-35), 6 (38-42)",MOD PHYRIC,,,,,"COMBINE    10       2-4 comments : INCLUDES PLAG & OL & CPX,SOME PHENOS UP TO 10MM,ABUNDANCE PLAG>OL>CPX",,,,
49,412,A,3,1,51.0,175.00,175.51,  176.46,"ZOLOTAREV, B.","PLAG-OL-CPX PHYRIC BASALTGABBRO-DOLERITE,MICROGABBRO","PCES 8 (53-64), 9 (66-98), 10A (101-109), 10B (110-116), 10C (116-123), 11A (126-133), 11B (130-140), 11C (140-146)","PHYRIC,PCE 10A HAS THIN RIND OF FOSSILIFEROUS CALCAREOUS SEDIMENT,MEDIUM-GRAINED",,"comments: ALTERATION ZONES IN PCES 10A-10C,THESE ZONES HAVE YELLOW-GREEN COLOR",,,"COMBINE    15       2-5 comments : INCLUDES PLAG & OL & CPX,SOME PHENOS UP TO 10MM",,,,
