Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
144, 880,A,Initial Reports          ,       2.250,    0.070000,Emiliania huxleyi acme begins
,,,,,,
144, 880,A,Initial Reports          ,       5.250,    0.270000,FAD Emiliania huxleyi
,,,,,,
144, 880,A,Initial Reports          ,       5.260,    0.440000,LAD Pseudoemiliania lacunosa
,,,,,,
144, 880,A,Initial Reports          ,       9.590,    0.920000,End small Gephyrocapsa
,,,,,,
144, 880,A,Initial Reports          ,      10.520,    1.220000,LAD Helicosphaera sellii
,,,,,,
144, 880,A,Initial Reports          ,      14.020,    1.510000,LAD Calcidiscus macintyrei
,,,,,,
144, 880,A,Initial Reports          ,      15.520,    1.900000,LAD Discoaster brouweri
,,,,,,
