leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
77,537,,LOWER PLIOCENE,,0.0,7.0,,NO AGE GIVEN,,NO AGE GIVEN,  3.4,    5,  4.2,DSDP INITIAL REPORTS
77,537,,MIDDLE EOCENE,,54.5,64.0,,NO AGE GIVEN,,NO AGE GIVEN,   43,   49,   46,DSDP INITIAL REPORTS
77,537,,LOWER EOCENE,,88.0,88.3,,NO AGE GIVEN,,NO AGE GIVEN,   49, 53.5,51.25,DSDP INITIAL REPORTS
77,537,,UPPER PALEOCENE,,88.3,89.6,,NO AGE GIVEN,,NO AGE GIVEN, 53.5,   60,56.75,DSDP INITIAL REPORTS
77,537,,TERTIARY,CRETACEOUS,89.6,89.8,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  1.8,  135, 68.4,DSDP INITIAL REPORTS
77,537,,LOWER APTIAN,,89.8,92.5,,NO AGE GIVEN,,NO AGE GIVEN,  112,  115,113.5,DSDP INITIAL REPORTS
77,537,,LOWER CRETACEOUS,,92.5,102.0,,NO AGE GIVEN,,NO AGE GIVEN,  100,  135,117.5,DSDP INITIAL REPORTS
77,537,,VALANGINIAN,BERRIASIAN,102.0,111.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  126,  135,130.5,DSDP INITIAL REPORTS
77,537,,VALANGINIAN,,111.5,159.0,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN,  126,  131,128.5,DSDP INITIAL REPORTS
77,537,,BERRIASIAN,,159.0,168.5,,NO AGE GIVEN,,NO AGE GIVEN,  131,  135,  133,DSDP INITIAL REPORTS
