leg,site,hole,core,coretype,section,observer,top interval,piece number top,sub piece top,bottom interval,piece number bottom,sub piece bottom,lithology,color,color number,structures,drilling deformities,unusual occurrences,minerals,paleontology,other,induration,more data available,code,latitude,longitude,depth,top interval depth below sea floor,bottom interval depth below sea floor
121,757,C,001,Rotary,01,OWN,000,,,148,,,foraminifer nannofossil ooze,very pale brown with white mottles,10yr 7/3 with 10yr 8/2 mottles,moderate bioturbation; mottling,soupy (0-55cm); moderately disturbed (55-148cm),,,forams; nannos,,,,R,-17.02320,88.18020,0000.00,0,148
121,757,C,001,Rotary,01,OWN,148,,,150,,,interstitial water sample,,,,,,,,,,,R,-17.02320,88.18020,0000.00,148,150
121,757,C,001,Rotary,02,OWN,000,,,150,,,foraminifer nannofossil ooze,very pale brown with occasional faint white mottles,10yr 7/3 with occasional faint 10yr 8/2 mottles,moderate bioturbation; occasional faint mottles,slightly disturbed,,,forams; nannos,,,,R,-17.02320,88.18020,0001.50,150,300
121,757,C,001,Rotary,03,OWN,000,,,150,,,foraminifer nannofossil ooze,very pale brown with occasional white mottles,10yr 7/3 with occasional 10yr 8/2 mottles,moderate bioturbation; occasional mottles,moderately disturbed,,,forams; nannos,,,,R,-17.02320,88.18020,0003.00,300,450
121,757,C,001,Rotary,04,OWN,000,,,148,,,foraminifer nannofossil ooze,very pale brown with occasional white mottles,10yr 7/3 with occasional 10yr 8/2 mottles,moderate bioturbation; occasional mottles,slightly disturbed,,,forams; nannos,,,,R,-17.02320,88.18020,0004.50,450,598
121,757,C,001,Rotary,04,OWN,148,,,150,,,interstitial water sample,,,,,,,,,,,R,-17.02320,88.18020,0004.50,598,600
121,757,C,001,Rotary,05,OWN,000,,,150,,,foraminifer nannofossil ooze,very pale brown with occasional white mottles,10yr 7/3 with occasional 10yr 8/2 mottles,moderate bioturbation; occasional mottles,slightly disturbed,,,forams; nannos,,,,R,-17.02320,88.18020,0006.00,600,750
121,757,C,001,Rotary,06,OWN,000,,,148,,,foraminifer nannofossil ooze,very pale brown with occasional white mottles,10yr 7/3 with occasional 10yr 8/2 mottles,moderate bioturbation; occasional mottles,slightly disturbed,,,forams; nannos,,,,R,-17.02320,88.18020,0007.50,750,898
121,757,C,001,Rotary,06,OWN,148,,,150,,,interstitial water sample,,,,,,,,,,,R,-17.02320,88.18020,0007.50,898,900
121,757,C,001,Rotary,07,OWN,000,,,060,,,foraminifer nannofossil ooze,very pale brown with occasional faint white mottles,10yr 7/3 with occasional faint 10yr 8/2 mottles,moderate bioturbation; occasional faint mottles,slightly disturbed,,,forams; nannos,,,,R,-17.02320,88.18020,0009.00,900,960
