leg,site,hole,core,section,top interval depth(cm),top of core depth(cm),top of section(m),sample midpoint depth(m),describer,rock name,piece numbers,texture data,structure data,alteration data,other information data,vesicle data,phenocryst data,groundmass mineral data,replacement mineral data,comments,unknown code
52,418,A,15,1,20.0,320.00,320.20,  320.64,,SEDIMENT,,,,,,,,,,,
52,418,A,15,1,20.0,320.00,320.20,  320.64,,PLAG-OL MODERATELY PHYRIC BASALT,"PCE 1A (20-43), 1B (43-49), 1C (50-57), 1D (58-61), 1E (62-64)","MODERATELY PHYRIC, VERY FINE-GRAINED, GLASSY SELVAGES IN PCES 1C-E","CARBONATE VEINS, SULFIDE VEINLETS, CALCITE VEIN ON TOP OF PCE 1A YOUNGER THAN BASALT",MOD,BASALT CONTACT AT 20CM," comments : VESICLES WITH CALCITE AND SMEC, FILLED WITH SMEC IN PCES 1B-C, SMEC RIMS ON YOUNGER CARBONATE",PLAG        3    TO 0.7 | OL comments : MICROPHENOS,PYRITE comments : DISSEMINATED,SMEC,,
52,418,A,15,1,65.0,320.00,320.65,  321.30,,PLAG-OL MODERATELY PHYRIC BASALT,"PCE 1F (65-72), 1G (73-77), 1H (78-83), 1I (91-102), 1J (102-116), 1K1 (117-121), 1K (122-124), 1L (125-130)","MODERATELY PHYRIC, VERY FINE-GRAINED","VEINLETS WITH CARBONATE + SMEC AND SULFIDE, CALCITE VEIN WITH SMEC IN PCE 1K",EXTENSIVELY,, comments : VESICLES FILLED WITH CARBONATE AND SMEC,PLAG       <5 | OL comments : COMPLETELY ALTERED MICROPHENOS,PYRITE comments : DISSEMINATED GRAINS | PLAG             TO 0.8,SMEC,,
52,418,A,15,1,132.0,320.00,321.32,  321.48,,PLAG-OL MODERATELY PHYRIC BASALT,"PCE 2 (132-137), 3 (139-148)","MODERATELY PHYRIC, VERY FINE-GRAINED, GLASSY SELVAGE ON BOTTOM OF PCE 3",BRECCIATED CARBONATE VEIN WITH SMEC ON TOP OF PCE 3,EXTENSIVELY,,,PLAG comments : GLOMEROCRYSTS,,SMEC,,
52,418,A,15,2,0.0,320.00,321.50,  321.60,"SWANSON, D.",PLAG-OL MODERATELY PHYRIC BASALT,PCE 1 (3-10),"MODERATELY PHYRIC, GLASSY",,SLIGHTLY LLOW MARGIN WITH GLASS,,,,,,,
52,418,A,15,2,14.0,320.00,321.64,  321.66,"SWANSON, D.",SEDIMENTLIMESTONE,PCE 2 (14-16),,,,IN CONTACT WITH GLASSY MARGIN,,,,,,
52,418,A,15,2,20.0,320.00,321.70,  323.00,"SWANSON, D.",PLAG-OL MODERATELY PHYRIC BASALT,"PCE 3 (20-26), 4 (30-35), 5A (39-49), 5B (50-58), 5C (58-63), 6 (66-71), 7 (74-77), 8 (81-92), 9 (95-97), 10A (100-109), 10B (110-118), 10C (119-125), 11 (128-133), 12 (136-139), 13 (141-150)","MODERATELY PHYRIC, FRESH GLASS IN PCES 8 AND 10","SMEC VEIN IN PCE 3, SMEC AND PYRITE VEINS IN PCES 6-7, CALCITE AND SMEC VEINS (2CM WIDE AT 56-63CM, PCE 8, 1CM WIDE IN PCE 10), CALCITE VEINS (TOP OF PCE 4, PCE 11-12, PCE 13 BELOW 144CM), PYRITE VEINS AND SEGREGATIONS","MOD PCE 4, PCE 5A-B, PCE 8-10B | EXTENSIVELY PCE 3, PCE 5C-8, PCE 10C-12","PCE 9 CONTAINS CALCITE-CEMENTED BRECCIA IN SCIENTIFIC HALF AND FRESH BASALT IN ARCHIVE HALF, CALCITE-CEMENTED BRECCIA ABOVE 144CM IN PCE 13, BRECCIA CLASTS ARE BASALT AND MATRIX CONTAINS CALCITE, IRON OXIDE, GREEN SMEC, PYRITE, PRISMATIC XTLS OF ZEOLITE","      <1   <1          SMEC comments : ALSO FILLED WITH CALCITE, CALCITE FILLED VUG IN PCE 11",OL         <1        <1 comments : ALTERED TO SMEC | PLAG      4-5      TO 2 comments : GLOMEROCRYSTS TO 6MM,PLAG | CPX         0,SMEC | CALCITE comments :  CALCITE PATCHES AT 45-50CM,,
52,418,A,15,3,0.0,320.00,323.00,  324.47,"RICOU, L.",PLAG-PYX MODERATELY PHYRIC BASALTPILLOW BASALT,"PCE 1A1 (1-3), 1A (3-17), 1B (19-29), 2A (31-40), 2B (40-53), 2C (54-59), 2D (60-68), 2E (68-78), 2F (78-81), 3A (84-86), 3B (86-91), 4A (93-110), 4B (110-118), 4C (119-121), 4D (122-147)","MODERATELY PHYRIC, GNDMASS FINE TO MEDIUM GRAINED QUENCH TEXTURE, GLASSY MARGINS ALTERED TO SMEC, HYALOCLASTIC BRECCIAS PCE 3B",PILLOW BASALT,MOD,"INTERPILLOW GENERALLY GLASS BRECCIA CEMENTED BY LARGE SPARRITIC CALCITE, LOCALLY INTERPILLOW IS A FINE YELLOW CEMENTED SILT IN PCE 3B"," comments : ABUNDANT, AMOEBOID FILLED WITH SMEC AND CALCITE AND QUARTZ, SOME ROUNDED WITH CALCITE OR SMEC, VUG 2X6CM AMOEBOID FILLED WITH QUARTZ","COMBINE   <10 comments : PLAG+PYX, GLOMEROCRYSTS UP TO 6MM, NUMBER OFPHENOS CHANGE FROM ONE PILLOW (PLAG 8%, PYX 2%)TO ANOTHER (PLAG 3%, PYX 7%)",PYX                TO 6 comments : LOCALLY MOTTLED WITH SOME PYRITE,,,
52,418,A,15,4,0.0,320.00,324.50,  324.76,,PLAG-OL MODERATELY PHYRIC BASALT,"PCE 1A (3-9), 1B (9-13), 1C (14-26)",PLAG-OL MODERATELY PHYRIC,VEINS AND VEINLETS WITH CALCITE AND SMEC AND PYRITE,EXTENSIVELY,,,PLAG        3    TO 0.7 | OL comments : MICROPHENOS COMPLETELY ALTERED,,,,
52,418,A,15,4,27.0,320.00,324.77,  324.93,,PLAG SPARSELY PHYRIC BASALT,"PCE 2A (27-30), 2B (31-33), 2C (34-39), 2D (40-43)",PLAG SPARSELY PHYRIC,CALCITE-PYRITE VEINLETS,EXTENSIVELY,"BRECCIA OF CARBONATE AND SMEC IN PCE 2D, POSSIBLY SOME SEDIMENTARY",,, comments : UNKNOWN LIGHT BLUE MINERALS,,,
