Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
145, 887,A,Post Moratorium          ,       1.820,    0.050000,R1; LO Lychnocanoma nipponica sakaii
,,,,,,
145, 887,A,Post Moratorium          ,       4.850,    0.294000,N1; FO Emiliania huxleyi
,,,,,,
145, 887,A,Post Moratorium          ,      20.900,    0.300000,D1; LO Simonseniella curvirostris
,,,,,,
145, 887,A,Post Moratorium          ,      23.220,    0.400000,R2; LO Stylacontarium acquilonium
,,,,,,
145, 887,A,Post Moratorium          ,      28.700,    0.550000,R3; LO Stylatractus universus
,,,,,,
145, 887,A,Post Moratorium          ,      60.440,    1.000000,R4; LO Eucyrtidium matuyamai
,,,,,,
145, 887,A,Post Moratorium          ,      68.450,    1.580000,D3; FO Simonseniella curvirostris
,,,,,,
145, 887,A,Post Moratorium          ,      69.490,    1.600000,R5; LO Sphaeropyle robusta
,,,,,,
145, 887,A,Post Moratorium          ,      77.950,    2.000000,D4; LO Neodenticula koizumii
,,,,,,
145, 887,A,Post Moratorium          ,      87.450,    2.660000,D5; LCO Neodenticula kamtschatica
,,,,,,
145, 887,A,Post Moratorium          ,     100.490,    2.900000,R6; FO Cycladophora davisiana davisiana
,,,,,,
145, 887,A,Post Moratorium          ,     104.650,    3.150000,D7; LO Thalassiosira marujamica
,,,,,,
145, 887,A,Post Moratorium          ,     112.150,    3.750000,D8; FO Actinocyclus oculatus
,,,,,,
145, 887,A,Post Moratorium          ,     144.840,    4.550000,D10; LO Thalassiosira jacksonii (plicate)
,,,,,,
145, 887,A,Post Moratorium          ,     149.050,    4.850000,D11; FO Thalassiosira latimarginata
,,,,,,
145, 887,A,Post Moratorium          ,     154.900,    5.300000,D12; FO Thalassiosira oestrupii
,,,,,,
145, 887,A,Post Moratorium          ,     184.650,    6.200000,D13; FO Thalassiosira miocenica
,,,,,,
145, 887,A,Post Moratorium          ,     198.850,    7.150000,D14; FO Neodenticula kamtschatica
,,,,,,
145, 887,A,Post Moratorium          ,     200.350,    7.250000,D15; FO Nitzschia reinholdii
,,,,,,
145, 887,A,Post Moratorium          ,     202.000,    7.400000,D16; LCO Thalassionema schraderi
,,,,,,
145, 887,A,Post Moratorium          ,     206.190,    7.600000,R8; LO Prunopyle hayesi
,,,,,,
145, 887,A,Post Moratorium          ,     212.250,    8.400000,D17; LCO Denticulopsis hustedtii
,,,,,,
145, 887,A,Post Moratorium          ,     213.440,    8.800000,R10; LO Lychnocanoma nipponica magnacornuta
,,,,,,
145, 887,A,Post Moratorium          ,     217.850,    9.000000,D18; LO Denticulopsis dimorpha
,,,,,,
145, 887,A,Post Moratorium          ,     226.980,    9.800000,D19; FO Denticulopsis dimorpha
,,,,,,
145, 887,A,Post Moratorium          ,     236.610,   11.400000,D20; LCO Denticulopsis praedimorpha
,,,,,,
145, 887,A,Post Moratorium          ,     236.850,   11.700000,R12; LO Cyrtocapsella cornuta
,,,,,,
145, 887,A,Post Moratorium          ,     244.920,   12.800000,D22; FO Denticulopsis praedimorpha
,,,,,,
145, 887,A,Post Moratorium          ,     261.300,   14.900000,D24; FO Denticulopsis hyalina
,,,,,,
145, 887,A,Post Moratorium          ,     261.500,   15.800000,R17; FO Eucyrtidium asanoi
,,,,,,
145, 887,A,Post Moratorium          ,     263.750,   16.700001,D25; FO Crucidenticula kanayae
,,,,,,
145, 887,A,Post Moratorium          ,     279.500,   18.400000,D26; FO Crucidenticula sawamurae
,,,,,,
