Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Datum name,Preservation,Group Abundance,Amphisphaera coronata s.l.,Amphisphaera goruna,Axoprunum pierinae group,Bekoma bidartensis,Bekoma campechensis,Bekoma divaricata,Buryella clinata,Buryella pentadica,Buryella tetradica,Calocycloma ampulla,Calocycloma castum,Clathrocyclas australis,Dictyoprora mongolfieri,Eusyringium fistuligerum,Eusyringium lagena,"Heliodiscus asteriscus Haeckel, 1887",Lamptonium fabaeforme chaunothorax,Lamptonium fabaeforme constrictum,Lamptonium fabaeforme fabaeforme,Lamptonium pennatum,Lithochytris vespertilio,Lophocyrtis (Cyclampterium) hadra,Lophocyrtis (Lophocyrtis) jacchia,Lophocyrtis aspera,Lophocyrtis biaurita,Lophocyrtis semipolita group,Lychnocanoma amphitrite,Lychnocanoma auxilla,Lychnocanoma bellum,Lychnocanoma conica,Lychnocanoma elongata,Periphaena decora,Periphaena heliasteriscus,Periphaena tripyramis triangula,Peritiviator(?) dumitricai,Phormocyrtis striata exquisita,Phormocyrtis striata praexquisita,Phormocyrtis striata striata,Phormocyrtis turgida,Podocyrtis aphorma,Podocyrtis diamesa,Podocyrtis papalis,Pterocodon (?) ampla,Pterocodon (?) anteclinata,Pterocodon (?) poculum,Rhopalocanium ornatum,Sethochyrtis chrysalli,Sethochytris bablylonis,Sethochytris triconiscus,Spongatractus balbis,Spongatractus pachystylus,Stylotrochus nitidus,Theocorys acroria,Theocorys anaclasta,Theocotyle conica,Theocotyle cryptocephala,Theocotyle nigriniae,Theocotylissa ficus,Thyrsocyrtis hirsuta,Thyrsocyrtis rhizodon,Thyrsocyrtis tensa,Comments,File Data,Ship File Links,Shore File Links,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
342-U1409A-1H-CC-PAL,0,10,0.97,1.07,,,,G [P22],C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1409,A,1,H,CC,PAL,1f4fc8736637ddaf55bbd41bbff4181d
342-U1409A-2H-CC-PAL,0,6,10.61,10.67,,,,G [P22],F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1409,A,2,H,CC,PAL,7bbdc4e40cca9b7451331211a43eb542
342-U1409A-3H-CC-PAL,0,8,20.56,20.64,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1409,A,3,H,CC,PAL,c11ff9cad8138b11c10fd14ccc99f2c7
342-U1409A-4H-CC-PAL,0,10,30.03,30.13,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1409,A,4,H,CC,PAL,3d61ae91fd4d072f792564c5f4917efa
342-U1409A-5H-CC-PAL,0,8,38.66,38.74,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1409,A,5,H,CC,PAL,29477dd53b7a899339b70ab926f9d26b
342-U1409A-6H-CC-PAL,0,8,49.14,49.22,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1409,A,6,H,CC,PAL,e95f10cd257ca903aec5ae0c7e8ab611
342-U1409A-7H-CC-PAL,0,8,58.5,58.58,,,,P [P22],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1409,A,7,H,CC,PAL,41522fce3ccf4eea73749edd80245240
342-U1409A-8H-CC-PAL,0,8,67.97,68.05,,,,P [P22],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1409,A,8,H,CC,PAL,a99e26b41116712aa5c2f36fa634f9d5
342-U1409A-9H-CC-PAL,0,8,77.57,77.65,,,,G [P22],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1409,A,9,H,CC,PAL,d3f2c0f676203b81a28868cb293da8b7
342-U1409A-10H-CC-PAL,0,10,86.86,86.96,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1409,A,10,H,CC,PAL,12bbe7dc909e2d565b750de9a52ffa25
342-U1409A-11H-CC-PAL,0,10,96.35,96.45,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1409,A,11,H,CC,PAL,c44e35d3882bdbc55993474b8a85c854
342-U1409A-12H-CC-PAL,0,10,105.91,106.01,,,,G [P22],A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1409,A,12,H,CC,PAL,64f60d476c6cf4d11c6a576ad395952f
342-U1409A-13H-4-W 50/52-RADS,0,2,110.64,110.66,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1409,A,13,H,4,W,c1b6c42e6e4aee496b906b8251b63d58
342-U1409A-13H-CC-PAL,0,10,115.41,115.51,,,,G [P22],A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1409,A,13,H,CC,PAL,3cf344e00c1e6febeb3776ab860d249d
342-U1409A-14H-1-W 98/100-RADS,0,2,116.08,116.1,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1409,A,14,H,1,W,0a0061510aaf05883acf20f9d6c9efb8
342-U1409A-14H-4-W 88/90-RADS,0,2,120.48,120.5,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1409,A,14,H,4,W,c3925851a56e8ec25a46a48c6c08a20f
342-U1409A-14H-CC-PAL,0,10,124.86,124.96,,,,G [P22],C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1409,A,14,H,CC,PAL,19d1195223f5b837ce85d2d189fb0096
342-U1409A-15H-1-W 45/47-RADS,0,2,125.05,125.07,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1409,A,15,H,1,W,a71fd85f32b67217d07eed2b16d50f34
342-U1409A-15H-CC-PAL,0,8,126.05,126.13,,,,M [P22],C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1409,A,15,H,CC,PAL,15a240abca021663457fbd565228dd65
342-U1409A-16H-CC-PAL,0,12,126.91,127.03,,,,M [P22],C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1409,A,16,H,CC,PAL,194b1e6a458a23ba6b5bfe3d5eacec00
342-U1409A-17X-CC-PAL,0,8,131.29,131.37,,,,P [P22],C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1409,A,17,X,CC,PAL,bfedcf1519603c23a6b328818c0e7a9e
342-U1409A-18X-CC-PAL,0,5,138.96,139.01,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1409,A,18,X,CC,PAL,125a8ae071a308ce92256a746a02f163
342-U1409A-19X-CC-PAL,0,3,141.2,141.23,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1409,A,19,X,CC,PAL,ca3cd00bb8313cb70eb27da447e8ecc2
342-U1409A-20X-CC-PAL,0,5,160.56,160.61,,,,G [P22],A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1409,A,20,X,CC,PAL,ef626924c1ae0dde235f1a406d0014eb
342-U1409A-21X-CC-PAL,0,5,162.68,162.73,,,,G [P22],A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1409,A,21,X,CC,PAL,20158fe8ca54622204b48b79b3f23aee
342-U1409A-22X-CC-PAL,0,5,179.32,179.37,,,,P [P22],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1409,A,22,X,CC,PAL,52202578db3c2f7aa77c873d8923595b
342-U1409A-23X-CC-PAL,0,13,188.38,188.51,,,,P [P22],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1409,A,23,X,CC,PAL,fe288da3083476aa51395cd3625a2bdb
342-U1409A-24X-CC-PAL,0,12,196.97,197.09,,,,P [P22],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1409,A,24,X,CC,PAL,aab62fd0ffb89624ffdb54c7eafa107a
