Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],BF preservation,BF Group abundance,Agglutinated spp. (indeterminate),Adelosina dubia?,Alabamina spp.,Ammobaculites agglutinans,Ammobaculites spp.,Ammodiscus anguillae,Ammodiscus spp.,Ammodiscus tenuis,Ammolagena clavata,Ammonia beccarii,Ammoscalaria foliacea,Ammoscalaria tenuimargo,Amphicoryna scalaris,Amphicoryna spp.,Amphistegina spp,Angulogerina spp.,Anomalina spp.,Anomalinoides spp.,Articulina cf. tubulosa,Astacolus crepidulus,Astacolus spp.,Asterigerina planorbis,Asterigerinata sp.,Astrononion spp.,Awhea spp.,Bathysiphon filiformis,Bathysiphon spp.,Bigenerina nodosaria,Biloculinella sp.,Bolivina spp.,Bolivina cf. robusta,Bolivinita quadrilatera,Bolivina subaenariensis,Bolivina/Brizalina spp.,Brizalina spp.,Brizalina alata,Brizalina cf. difformis,Brizalina cf. dilatata,Brizalina dilatata,Brizalina earlandi,Brizalina spathulata,Brizalina striatula,Budashevaella multicamerata,Bulimina acanthia,Bulimina aculeata,Bulimina cf. alazanensis,Bulimina elongata,Bulimina gibba,Bulimina marginata,Bulimina spp.,Bulimina striata gr.,Bulimina striata mexicana,Bulimina striata striata,Buliminella elegantissima,BF Comment,File Data,eodp_id
339-U1386A-11H-CC-PAL-FORAM,339,U1386,A,11,11-CC,H,CC,PAL,FORAM,0,5,97.13,97.18,M,A,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,R,,R,,R,,,A,P,,,,,R,,,,R,,P,,,,,,c9572ce5634b0feaa3a2a3708ae2d9a1
339-U1386A-12H-CC-PAL-FORAM,339,U1386,A,12,12-CC,H,CC,PAL,FORAM,0,5,108.69,108.74,M,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,P,,,,,,,,,R,,,,,,2e590622f85ec00a4654ea1fb25f2324
339-U1386A-13H-CC-PAL-FORAM,339,U1386,A,13,13-CC,H,CC,PAL,FORAM,0,5,118.3,118.35,G,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,F,,P,,,,,,,,R,,P,,,,,,352d42e751efbf6493ffd190f7d02793
339-U1386A-14H-CC-PAL-FORAM,339,U1386,A,14,14-CC,H,CC,PAL,FORAM,0,5,126.87,126.92,M,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,R,,,,,R,,,,,,P,,,,,,R,,,,,,75d97cff70d01c30e423506e547f4708
339-U1386A-15H-CC-PAL-FORAM,339,U1386,A,15,15-CC,H,CC,PAL,FORAM,0,5,136.96,137.01,G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,D,,,,,,A,,,,,,R,,,,,,bb822d6ef4e418a67923f7790319eb48
339-U1386A-16H-CC-PAL-FORAM,339,U1386,A,16,16-CC,H,CC,PAL,FORAM,0,5,143.9,143.95,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,F,,,,,,R,,,,,,R,,,,,,b21cc3d4c78ab5679e8580db8d049ffe
339-U1386A-17H-CC-PAL-FORAM,339,U1386,A,17,17-CC,H,CC,PAL,FORAM,0,5,151.59,151.64,G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,P,,,,,R,,,,,,R,,,,,,c375f4f4f5c45d2a815232d5edb89ae4
339-U1386A-18H-CC-PAL-FORAM,339,U1386,A,18,18-CC,H,CC,PAL,FORAM,0,5,160.52,160.57,G,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,P,,,F,R,,,,,,,,,P,,R,,,,,,1f159addae9370349c0557b54a52463e
339-U1386A-19H-CC-PAL-FORAM,339,U1386,A,19,19-CC,H,CC,PAL,FORAM,0,5,167.23,167.28,G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,D,R,R,,,,,,,,,,P,,,,,,c50087b98f60e1b9d81f7b85655199fd
339-U1386A-20H-CC-PAL-FORAM,339,U1386,A,20,20-CC,H,CC,PAL,FORAM,0,5,178,178.05,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,P,,,,,,,e4c1f5190320a5c785ce065c8861d70b
339-U1386A-21H-CC-PAL-FORAM,339,U1386,A,21,21-CC,H,CC,PAL,FORAM,0,5,183.07,183.12,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,P,,,,,,,,0257e28126e9f4c508dda46ef44b7d95
339-U1386A-22X-CC-PAL-FORAM,339,U1386,A,22,22-CC,X,CC,PAL,FORAM,0,5,188.57,188.62,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,A,P,R,,,,,,,,P,,P,,,,,,c529434783ca11c0aa00b29ba20a8aaa
339-U1386A-23X-CC-PAL-FORAM,339,U1386,A,23,23-CC,X,CC,PAL,FORAM,0,5,196.22,196.27,M,A,R,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,R,,,R,,P,,,,R,,,,R,,,,,,,,b3feac9d5ba4c394047e612e1df476b6
339-U1386A-24X-CC-PAL-FORAM,339,U1386,A,24,24-CC,X,CC,PAL,FORAM,0,5,205.33,205.38,M-P,A,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,R,,R,,,R,,R,,,,R,,,,R,,,,,,,,36f468c3066d898c66dc9dda3ef96507
339-U1386A-26X-CC-PAL-FORAM,339,U1386,A,26,26-CC,X,CC,PAL,FORAM,0,5,224.53,224.58,M,F,P,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,P,,P,,,R,,,,,,,,,,P,,,,,,,,e838eae44f8c4b2633d60f5d56d5a242
339-U1386A-27X-CC-PAL-FORAM,339,U1386,A,27,27-CC,X,CC,PAL,FORAM,0,5,234.63,234.68,M,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,R,,,R,,R,,,,,,,P,F,R,,,,,,,5ce9f3207e4900423cf59834a0eb3314
339-U1386A-28X-CC-PAL-FORAM,339,U1386,A,28,28-CC,X,CC,PAL,FORAM,0,5,244.37,244.42,G,A,,,,,,,,,,,,,R,,,,,,F,,,,,,,,,R,,,,,,,,,,,A,,,,,,,,,,R,,R,,,,,,08a85051eaa654fd75052c67c40e5bc2
339-U1386A-29X-CC-PAL-FORAM,339,U1386,A,29,29-CC,X,CC,PAL,FORAM,0,5,253.72,253.77,G,F,,,,,,,,,,,,,,,,,,,P,,,,,,,,,R,,,,,,R,,,,,A,,P,,,,,,,,,,,,,,,,f6259e9355152a45e7d14c4bc892779a
339-U1386A-30X-CC-PAL-FORAM,339,U1386,A,30,30-CC,X,CC,PAL,FORAM,0,5,263.5,263.55,M,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,R,,,,,F,,R,,,,,,,R,F,R,R,,,,,,f4476f3d98743a7a8ddbffeed25af74b
339-U1386A-31X-CC-PAL-FORAM,339,U1386,A,31,31-CC,X,CC,PAL,FORAM,0,5,273.41,273.46,M,F,,,,,,,,,,R,,,,,,,,,,,,,,,,,,P,,,,R,,F,,,,,A,,R,,,,R,,,,R,,,,,,,,730fe195adb622585c749d71ec0e8911
339-U1386A-32X-CC-PAL-FORAM,339,U1386,A,32,32-CC,X,CC,PAL,FORAM,0,5,282.61,282.66,M,A,,,,,,,,,,,,,P,,,,,,,,,,,,,,,R,,,,R,,,,R,,,P,,,,,,A,,,,R,,,,,,,,81516788230d1804c4f59981ad0dbcdc
339-U1386A-33X-CC-PAL-FORAM,339,U1386,A,33,33-CC,X,CC,PAL,FORAM,0,5,292.17,292.22,M,A,,,,,,,,,,,,,P,,,,,,,,,,,,,,,P,,,,,,P,,,,,R,,,,,,,,,F,R,,R,,,,,,669d88067f69b428c0f8157b5df03350
339-U1386A-34X-CC-PAL-FORAM,339,U1386,A,34,34-CC,X,CC,PAL,FORAM,0,5,301.67,301.72,G,A,,,,,,,,,,,,,F,,,,,,,,,,,,,,,R,,,,R,,R,,P,,,F,,P,,,,P,,,P,,P,,,,,,,c8a18cbf0f1b2027ff239f6330c2951b
339-U1386A-35X-CC-PAL-FORAM,339,U1386,A,35,35-CC,X,CC,PAL,FORAM,0,5,310.59,310.64,G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,cae1ce711d593256d696ecca20a7b190
339-U1386A-36X-CC-PAL-FORAM,339,U1386,A,36,36-CC,X,CC,PAL,FORAM,0,5,320.92,320.97,G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,A,,R,,,,P,,,,,F,,,,,,,f3c230f20120a347ea4243be68562cd8
339-U1386A-37X-CC-PAL-FORAM,339,U1386,A,37,37-CC,X,CC,PAL,FORAM,0,5,330.1,330.15,G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,R,,,,R,,P,,R,,,,,,,,38c2f9b520f68d72e816fd29c8b48389
339-U1386A-38X-CC-PAL-FORAM,339,U1386,A,38,38-CC,X,CC,PAL,FORAM,0,5,338.6,338.65,G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,P,,,F,,R,,,,,,,,P,,,,,,,,fe32e1bb32d74fb3716b24e164d8d19d
339-U1386A-39X-CC-PAL-FORAM,339,U1386,A,39,39-CC,X,CC,PAL,FORAM,0,5,349.42,349.47,G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,P,,,A,,P,,,,,,,,R,R,,,,,,,86d546f655f9da5e4d7314348f847c8f
