Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Datum name,Preservation,Group Abundance,Amphisphaera coronata s.l.,Amphisphaera goruna,Axoprunum pierinae group,Bekoma bidartensis,Bekoma campechensis,Bekoma divaricata,Buryella clinata,Buryella pentadica,Buryella tetradica,Calocycloma ampulla,Calocycloma castum,Clathrocyclas australis,Dictyoprora mongolfieri,Eusyringium fistuligerum,Eusyringium lagena,"Heliodiscus asteriscus Haeckel, 1887",Lamptonium fabaeforme chaunothorax,Lamptonium fabaeforme constrictum,Lamptonium fabaeforme fabaeforme,Lamptonium pennatum,Lithochytris vespertilio,Lophocyrtis (Cyclampterium) hadra,Lophocyrtis (Lophocyrtis) jacchia,Lophocyrtis aspera,Lophocyrtis biaurita,Lophocyrtis semipolita group,Lychnocanoma amphitrite,Lychnocanoma auxilla,Lychnocanoma bellum,Lychnocanoma conica,Lychnocanoma elongata,Periphaena decora,Periphaena heliasteriscus,Periphaena tripyramis triangula,Peritiviator(?) dumitricai,Phormocyrtis striata exquisita,Phormocyrtis striata praexquisita,Phormocyrtis striata striata,Phormocyrtis turgida,Podocyrtis aphorma,Podocyrtis diamesa,Podocyrtis papalis,Pterocodon (?) ampla,Pterocodon (?) anteclinata,Pterocodon (?) poculum,Rhopalocanium ornatum,Sethochyrtis chrysalli,Sethochytris bablylonis,Sethochytris triconiscus,Spongatractus balbis,Spongatractus pachystylus,Stylotrochus nitidus,Theocorys acroria,Theocorys anaclasta,Theocotyle conica,Theocotyle cryptocephala,Theocotyle nigriniae,Theocotylissa ficus,Thyrsocyrtis hirsuta,Thyrsocyrtis rhizodon,Thyrsocyrtis tensa,Comments,File Data,Ship File Links,Shore File Links,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
342-U1407A-1H-CC-PAL,0,6,6.75,6.81,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1407,A,1,H,CC,PAL,f97c37975b91170d35c0e9d6181b7187
342-U1407A-2H-CC-PAL,0,5,15.92,15.97,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1407,A,2,H,CC,PAL,77ff11e1430a67e64ce9e3d4d9e1e115
342-U1407A-3H-CC-PAL,0,12,25.43,25.55,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1407,A,3,H,CC,PAL,c49dd688743603e04c1dd230291e043c
342-U1407A-4H-CC-PAL,0,5,35.25,35.3,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1407,A,4,H,CC,PAL,1a57287ac4eaddc5e97c9101044d0bce
342-U1407A-5H-CC-PAL,0,12,44.97,45.09,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1407,A,5,H,CC,PAL,a10856f8108db322aee36ae5735bdfe4
342-U1407A-6H-CC-PAL,0,5,54.67,54.72,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1407,A,6,H,CC,PAL,2f1f96d6777eff8766b3ab2b94983444
342-U1407A-7H-CC-PAL,0,7,64.12,64.19,,,,P [P22],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1407,A,7,H,CC,PAL,6f01da5aba3a6d7429e8cc4329ee2919
342-U1407A-8H-CC-PAL,0,5,73.6,73.65,,,,P [P22],C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1407,A,8,H,CC,PAL,7fed4ce34a629b8e67cf84c569adbe0f
342-U1407A-9H-CC-PAL,0,5,83.13,83.18,,,,P [P22],C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1407,A,9,H,CC,PAL,cd323e6f672145ca7f496a939147ec1a
342-U1407A-10H-CC-PAL,0,10,92.27,92.37,RP11,RP11 - Dictyoprora mongolfieri,"T Calocycloma castum (Gradstein et al., 2012)",G [P22],A,,,,,,,,,,R,,,,,,,,,,,,,,,F,,P,,F,,,,,,,,,R,,,,F,,,,,,R,,,,,,,,R,,,,F,,,,,,342,U1407,A,10,H,CC,PAL,3dabc691d9c9396ecfb9319e106386b7
342-U1407A-11H-CC-PAL,0,10,101.99,102.09,RP11,RP11 - Dictyoprora mongolfieri,"B Dictyoprora mongolfieri (Gradstein et al., 2012)",G [P22],A,F,,,,,,R,,,,P,,?,,,,,,P,,,,,,F,,,P,F,,,,P,,,,,,,,,F,,,,,,R,,,,,,,,,R,R,R,F,,,,,,342,U1407,A,11,H,CC,PAL,799325ee2ac0a18a3c7361791a4e174e
342-U1407A-12H-CC-PAL,0,8,102.8,102.88,,,,P [P22],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,342,U1407,A,12,H,CC,PAL,8cf043040053394f6e7fdb15eb1a7a11
342-U1407A-15H-CC-PAL,0,3,121.8,121.83,,,,P [P22],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,342,U1407,A,15,H,CC,PAL,2456ad71fff0e0735b449e5af809e963
342-U1407A-16X-CC-PAL,0,10,124.56,124.66,RP7,RP07 - Bekoma bidartensis,,G [P22],A,F,F,,C,,P,,,C,R,,,,,,,,,,R,,,,,,,,R,,,,,,,,R,,R,P,,,R,,,R,,,R,,,,,,,,,,,,,,,,,,342,U1407,A,16,X,CC,PAL,575f9dda0d2dba5a376f2c0544322c46
