Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Datum name,Preservation,Group Abundance,calcispheres,Neobiscutum spp.,Coccolithus pelagicus,Cruciplacolithus primus,Cruciplacolithus intermedius,Chiasmolithus danicus,Prinsius tenuiculus,Fasciculithus magnus,Ellipsolithus macellus,Toweius pertusus,Sphenolithus moriformis,Neochiastozygus perfectus,Fasciculithus ullii,Fasciculithus tympaniformis,Sphenolithus anarrhopus,Discoaster mohleri,Heliolithus kleinpellii,Heliolithus cantabriae,Fasciculithus richardii,Discoaster multiradiatus,Fasciculithus alanii,Ericsonia robusta,Rhomboaster spp.,Rhomboaster bramlettei,Fasciculithus spp.,Discoaster diastypus,Tribrachiatus orthostylus,Sphenolithus radians,Tribrachiatus contortus,Discoaster lodoensis,Discoaster sublodoensis,Girgisia gammation,Nannotetrina cristata,Nannotetrina  fulgens,Chiasmolithus gigas,Sphenolithus furcatolithoides,Reticulofenestra umbilicus (>14µm),Reticulofenestra reticulata,Chiasmolithus solitus,Dictyococcites bisectus (>10 µm),Isthmolithus recurvus,Chiasmolithus grandis,Chiasmolithus oamaruensis,Discoaster barbadiensis,Discoaster saipanensis,Coccolithus formosus,Sphenolithus distentus,Sphenolithus ciperoensis,Sphenolithus predistentus,Triquetrorhabdulus sp. (long),Triquetrorhabdulus carinatus,Sphenolithus delphix,Biantholithus sparsus,Biantholithus? flosculus,Blackites amplus bases,Blackites creber,Blackites gladius,Blackites herculesii,Blackites inflatus,Blackites perlongus,Blackites spinosus,Blackites tenuis,Bomolithus elegans,Bomolithus megastypus,Bomolithus supremus,Braarudosphaera bigelowii,Bramletteius serraculoides,Calcidiscus pacificanus,Calcidiscus protoannulus,Calciosolenia aperta,Calciosolenia fossilis,Campylosphaera dela,Chiasmolithus altus,Chiasmolithus bidens,Chiasmolithus californicus (>13µm),Chiasmolithus consuetus,Chiasmolithus expansus,Chiasmolithus nitidus,Chiasmolithus titus,Chiphragmolithus acanothodes,Chiphragmolithus armatus,Chiphragmolithus barbatus,Chiphragmolithus calathus,Clausicoccus fenestratus,Clausicoccus subdistichus,Clausicoccus vanheckiae,Coccolithus bownii,Coccolithus cachaoi,Coccolithus eopelagicus ( >14µm),Coronocyclus nitescens,Cruciplacolithus asymmetricus,Cruciplacolithus cruciformis,Cruciplacolithus edwardsii,Cruciplacolithus frequens,Cruciplacolithus latipons,Cyclagelosphaera reinhardtii,Cyclicargolithus abisectus (11 µm),Cyclicargolithus floridanus (5-11µm),Cyclicargolithus floridanus small (<5µm),Cyclicargolithus? luminis,Daktylethra punctulata,Dictyococcites scrippsae (<10µm),Discoaster anartios,Discoaster araneus,Discoaster backmanii,Discoaster bifax,Discoaster binodosus,Discoaster deflandrei,Discoaster delicatus,Discoaster distinctus,Discoaster falcatus,Discoaster kuepperi,Discoaster lenticularis,Discoaster mahmoudii,Discoaster mediosus,Discoaster nodifer,Discoaster ornatus,Discoaster pacificus,Discoaster paelikei,Discoaster salisburgensis,Discoaster tanii,Discoaster wemmelensis,Ellipsolithus anadoluensis,Ellipsolithus distichus,Ericsonia robusta (small),Ericsonia subpertusa,Fasciculithus involutus,Fasciculithus lilianae,Fasciculithus pileatus,Fasciculithus shaubii,Fasciculithus clinatus,Futyania petalosus,Goniolithus fluckigeri,Hayella situliformis,Helicosphaera bramlettei,Helicosphaera clarissima,Helicosphaera compacta,Helicosphaera ethologa,Helicosphaera euphratis,Helicosphaera gartneri,Helicosphaera heezenii,Helicosphaera lophota,Helicosphaera obliqua,Helicosphaera perch-nielseniae,Helicosphaera recta,Helicosphaera reticulata,Helicosphaera seminulum,Helicosphaera wilcoxonii,Ilselithina fusa,Jakubowskia leoniae,Lanternilithus duocavus,Lanternithus minutus,Lapideacassis sp.,Lophodolithus acutus,Lophodolithus mochlophorus,Lophodolithus nascens,Lophodolithus reniformis,Lophodolithus rotundus,Markalius apertus,Markalius inversus,Micrantholithus attenuatus,Micrantholithus flos,Neochiastozygus junctus,Neochiastozygus modestus,Neochiastozygus rosenkrantzii,Neochiastozygus saepes,Neococcolithes dubius,Neococcolithes protenus,Neocrepidolithus cruciatus,Neocrepidolithus dirimosus,Neocrepidolithus fossus,Neocrepidolithus neocrassus,Octolithus multiplus,Pedinocyclus larvalis,Pemma basquense,Pemma papillatum,Pontosphaera exilis,Pontosphaera multipora,Pontosphaera plana,Pontosphaera versa,Prinsius martinii,Prinsius bisulcus,Pseudotriquetrorhabdulus inversus,Reticulofenestra daviesii,Reticulofenestra dictyoda  (10-14µm),Reticulofenestra dictyoda  (3-10µm),Reticulofenestra lockeri,Reticulofenestra minuta (<3µm),Rhomboaster calcitrapa,Rhomboaster cuspis,Scyphosphaera apsteinii,Semihololithus biskayae,Sphenolithus akropodus,Sphenolithus arthurii,Sphenolithus conicus,Sphenolithus conspicuus,Sphenolithus editus,Sphenolithus obtusus,Sphenolithus orphanknollensis,Sphenolithus pseudoradians,Sphenolithus runus,Sphenolithus spiniger,Sphenolithus strigosus,Sphenolithus tribulosus,Sphenolithus villae,Toweius callosus,Toweius crassus,Toweius eminens,Toweius magnicrassus,Toweius occultatus,Toweius serontinus,Tribrachiatus digitalis,Umbilicosphaera bramlettei,Umbilicosphaera jordanii,Zeugrhabdotus sigmoides,Zygodiscus plectopons,Zygrhablithus bijugatus,Comments,File data,eodp_id
342-U1411B-11H-4-W 50/50-NANNO,342,U1411,B,11,11-4,H,4,W,50/50-NANNO,0,0,91.2,91.2,NP23,"NP23 - Sphenolithus predistentus (Gradstein et al., 2012)",,M-G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,2,,F,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ac6fcebf858c0cb32892680f9bae979a
342-U1411B-11H-6-W 50/50-NANNO,342,U1411,B,11,11-6,H,6,W,50/50-NANNO,0,0,94.2,94.2,unzoned,,,P-M,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82a5a72a06c919e4dfb2a2befdf32c44
342-U1411B-11H-CC-PAL,342,U1411,B,11,11-CC,H,CC,PAL,,0,8,96.21,96.29,unzoned,,,P,almost barren,,,F,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,030e3a6d177b4da42989c9900dd4bb89
342-U1411B-12H-2-W 30/30-NANNO,342,U1411,B,12,12-2,H,2,W,30/30-NANNO,0,0,97.7,97.7,unzoned,,,P,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03ecc99fc90ee6631f424a67f453a081
342-U1411B-12H-5-W 30/30-NANNO,342,U1411,B,12,12-5,H,5,W,30/30-NANNO,0,0,102.2,102.2,NP22,"NP22 - Helicosphaera reticulata (Gradstein et al., 2012)",,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,C,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e3f7fc8116394d7602d96695658f3c73
342-U1411B-12H-CC-PAL,342,U1411,B,12,12-CC,H,CC,PAL,,0,8,105.32,105.4,NP22,"NP22 - Helicosphaera reticulata (Gradstein et al., 2012)",,P-M,A,,,F,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,C,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RR,,,,,,,,,F,,,,,,,,,,R,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19437fc5aac4aeac41288a1f5ceec2ba
342-U1411B-13H-CC-PAL,342,U1411,B,13,13-CC,H,CC,PAL,,0,7,115.31,115.38,NP22,"NP22 - Helicosphaera reticulata (Gradstein et al., 2012)",,P-M,C,,,C,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,F,R,,,,,1,,,F,,,,,,,,,,,,,,,,,,,,,,,,?R,,,,,,,,,,,,,,,,R,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,R,,F,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,F,,,,,,R,,,R,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524659ccaa353da71e861bc2fddad449
342-U1411B-14H-CC-PAL,342,U1411,B,14,14-CC,H,CC,PAL,,0,5,124.4,124.45,NP22,"NP22 - Helicosphaera reticulata (Gradstein et al., 2012)",,M,C,,,C,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,F,F,,?1,,,,,,F,,,,,,,,,,,,F,F,,,,,,,,,,,?R,,,,,,,,,,,,F,,,,R,,,,,,,,,C,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,F,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5fcc2816ea8b25f5938639f64d28c3f3
342-U1411B-15H-CC-PAL,342,U1411,B,15,15-CC,H,CC,PAL,,0,5,133.55,133.6,NP22,"NP22 - Helicosphaera reticulata (Gradstein et al., 2012)",,M-G,A,,,C,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,C,C,,,,,3,,,F,,,,,,,,,,,,F,C,,,,,R,,1,,,,F,,,,,,,,,,,,F,,,,F,,,,,,,,,C,,,,,,,,,,R,,,,,,,,,,,,,R,,,,,,,,,,,,,1,F,,F,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,C,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,1,,,3f25afa5d1f06075b178e233bd7ce3ea
342-U1411B-16H-1-W 150/150-NANNO,342,U1411,B,16,16-1,H,1,W,150/150-NANNO,0,0,135.1,135.1,NP22,"NP22 - Helicosphaera reticulata (Gradstein et al., 2012)",,M-G,A,,,C,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,C,C,,,,,1,,,F,,,,,,,,,,,,C,F,,,,,R,,,,,,F,,,,,,,,,,,,C,,,,R,,,,,,,,,C,,,,,,,,,,R,,,,,,,,R,,,,,R,,,,,,,,,,,,,,F,,F,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,F,,,,,,C,,,,A,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,R,,,94796af6e698daaa721a42ffa925fa00
342-U1411B-16H-2-W 50/50-NANNO,342,U1411,B,16,16-2,H,2,W,50/50-NANNO,0,0,135.6,135.6,NP22,"NP22 - Helicosphaera reticulata (Gradstein et al., 2012)",,M-G,A,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,C,R,,,,,,,,C,,,,,,,,,,,,F,F,,,,,R,,,,,,F,,,,,,,,,,,,A,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,F,,F,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,R,,,,,,,,,,,R,,,,,,,,,,,,,,,,649c25b473da7e980ec34508d9a66564
342-U1411B-16H-3-W 150/150-NANNO,342,U1411,B,16,16-3,H,3,W,150/150-NANNO,0,0,138.1,138.1,NP21,"NP21 - Ericsonia subdisticha (Gradstein et al., 2012)",,M-G,A,,,C,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,C,R,,,,,F,,,C,,,,,,,,,,,,F,C,,,,,,,,,,,F,,,,,,,,,,,,C,,,,R,,,,,,,,,C,,,,,,,,,,,,,,,,,,F,,,,,F,,,,,,,,,,,,,2,,,F,,,,,,,,,F,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,R,R,,,,,,C,,,,A,,,,,1,,,,,,,,,,,F,,,,,,,,,,,,,,,,ac5cb6d603644782f11aed5048440ab8
342-U1411B-16H-6-PAL,342,U1411,B,16,16-6,H,6,PAL,,0,27,141.11,141.38,NP21,"NP21 - Ericsonia subdisticha (Gradstein et al., 2012)",,M-G,A,,,C,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,C,C,1,,,,F,,,F,,,,,,,,,,,,,F,,,,,F,,,,,,F,,,,,,,,,,,,A,,,,R,,,,,,,,,C,,,,,,,,,,F,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,F,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,C,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,3cb340c232f3b712b67c00340a2d50d8
342-U1411B-17H-3-W 150/150-NANNO,342,U1411,B,17,17-3,H,3,W,150/150-NANNO,0,0,147.6,147.6,NP21,"NP21 - Ericsonia subdisticha (Gradstein et al., 2012)",,M-G,A,,,C,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,C,C,,,,,F,,,F,,,,,,,,,,,,F,F,,,,,F,,,,,,F,,,,,,,,,,,,C,,,,R,,,,,,,,,C,,,,,,,,,,,,,,,,,,F,,,,,F,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,,,C,,,,A,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,29bdb95d68564021eeb588fbbf31fea4
