leg,site,hole,core,section,top interval depth(cm),top of core depth(cm),top of section(m),sample midpoint depth(m),describer,rock name,piece numbers,texture data,structure data,alteration data,other information data,vesicle data,phenocryst data,groundmass mineral data,replacement mineral data,comments,unknown code
49,411,,1,1,0.0,74.00,74.00,   74.35,"ZOLOTAREV, B.",APHYRIC BASALT,"PCES 1 (3-10), 2 (14-18), 3 (22-26), 4 (30-35)","APHYRIC,PCE 4 HAS ZONE OF FRESH GLASS,FINE-GRAINED",,,GLASS MARGIN MAY BE A CONTACT BETWEEN FLOW UNITS OR PILLOWS," 0.2-0.5    5          SMEC comments : MOST VESICLES ARE EMPTY,SOME VESICLE WALLS PARTLY LINED WITH WHITE-GRAY OR BLUE-GRAY MINERAL(SMEC?)",OL          1       0.5 comments : MICROPHENOS NOT MORE THAN 1MM,,SMEC comments :  ID SMEC UNCERTAIN,,
49,411,,1,1,35.0,74.00,74.35,   74.97,"ZOLOTAREV, B.",APHYRIC BASALT,"PCES 5 (39-45), 6 (49-55), 7 (59-65), 8A (69-78), 8B (79-86), 8C (89-97)","APHYRIC,FINE-GRAINED",,"SLIGHTLY    0.5    1          SMEC,CALCITE VESICLES PARTLY FILLED BY BLUE-WHITE MINERALS (SMEC & CALCITE?)",,,"PLAG                  1 comments : RARE PLAG MICROPHENOS | OL                1-1.5 comments : RARE OL MICROPHENOS,FRESH OL",,SMEC | CALCITE comments :  ID SMEC & CALCITE UNCERTAIN,,
49,411,,2,1,0.0,81.50,81.50,   83.00,"ZOLOTAREV, B.",APHYRIC BASALT,"PCES 1 (2-6), 2 (9-13), 3 (16-24), 4 (26-33), 5 (36-40), 6 (44-48), 7A (51-57), 7B (56-65), 8 (69-72), 9 (75-78), 10A (82-86), 10B (85-95), 11 (98-106), 12 (109-117), 13 (120-128), 14 (130-140), 15 (143-148)","APHYRIC,PCE 1 HAS GLASS ZONE,FINE-GRAINED",SOME PCES HAVE CRACKS,SLIGHTLY BASALT NEAR CRACKS MORE ALTERED,," 0.1-0.5    5          SMEC comments : PCES 3-6+10B,SOME VESICLES PARTLY FILLED BY GREEN- GRAY & BLUE-GRAY MINERALS(SMEC?) |  0.1-0.50.5-1          SMEC comments : REMAINING PCES,VESICLES DISTRIBUTED UNEVENLY","COMBINE     1       0.5 comments : PLAG & OL,RARE MICROPHENOS UP TO 1MM",,SMEC comments :  ID SMEC UNCERTAIN,,
49,411,,2,2,0.0,81.50,83.00,   83.27,"ZOLOTAREV, B.",APHYRIC BASALT,"PCES 1 (4-18), 2 (21-27)","APHYRIC,PCE 1 IS HOLOCRYSTALLINE AND HAS INTERSERTAL TEXTURE, PCE 2 HAS A DARK GLASS ZONE, FINE-GRAINED",PCE 2 MAY BE A MARGIN BETWEEN FLOW UNITS,,, 0.1-0.5    5 comments : IN PCE 2,"COMBINE    <1       0.5 comments : INCLUDES PLAG + OL IN PCE 1, LARGE OL MICROPHENOSPRESENT IN PCE 1, LARGE OL MICROPHENOS PRESENT UPTO 2-3MM | COMBINE    <5   0.1-0.5 comments : INCLUDES PLAG + OL IN PCE 2",,,,
49,411,,3,1,0.0,91.00,91.00,   92.31,"ZOLOTAREV, B.",PLAG-OL MOD MICROPHYRIC BASALT,"PCES 1 (4-7), 2 (10-13), 3 (15-20), 4 (23-27), 5 (30-35), 6 (37-41), 7 (44-50), 8 (53-58), 9 (62-65), 10 (70-75), 11 (79-84), 12 (85-90), 13 (93-105), 14 (108-112), 15 (115-118), 16 (121-125), 17 (128-130)","APHYRIC,PCE 7 HAS GLASS ZONE,FINE-GRAINED",,,,"        10-15          CARB,SMEC comments : PCES 6-7+13-17 CONTAIN MORE VESICLES THAN THE REMAINING PCES,SOME VESICLES PARTLY FILLED BY CARB & BLUE-GRAY MINERAL(SMEC?)","COMBINE   5-7     1-1.5 comments : PLAG & OL,SIZE OF MICROPHENOS VARY FROM 0.3-0.5MMTO 1-1.5MM,PCES 16+17 CONTAIN MORE OL MICROPHENOSAN OTHER PCES,OL & PLAG MICROPHENOS ARE FRESH",,CARB | SMEC comments :  ID SMEC UNCERTAIN,,
49,411,,3,1,131.0,91.00,92.31,   92.46,"ZOLOTAREV, B.",PLAG-OL MICROPHYRIC BASALT,"PCES 18 (134-139), 19 (142-146)",PHYRIC,MARGIN BETWEEN TWO DIFFERENT UNITS BETWEEN PCES 17+ 19,,,         5-10,PLAG    15-20       3-4 | OL         <1       2-3,,,,
49,411,,4,1,0.0,100.50,100.50,  100.57,"ZOLOTAREV, B.",PLAG MOD MICROPHYRIC BASALT,PCES 1 (3-7),"MOD PHYRIC,GLASSY,FINE-GRAINED",,FRESH .2-0.5    5 VESICLES ARE EMPTY,,,PLAG      2-3   0.2-0.5,,,,
49,411,,4,1,7.0,100.50,100.57,  101.72,"ZOLOTAREV, B.",PLAG-OL PHYRIC BASALT,"PCES 2 (10-13), 3 (16-23), 4 (26-30), 5 (34-40), 6 (42-48), 7 (50-55), 8A (59-60), 8B (60-70), 9 (74-80), 10 (83-86), 11 (91-96), 12 (100-104), 13 (108-114), 14 (117-122)","PHYRIC,PCE 5 HAS GLASS ZONE,FINE-GRAINED",,,," comments : VESICLES DISTRIBUTED UNEVENLY,PCES 2-5+11+14 ARE ENRICHED WITH VESICLES,SOME VESICLES PARTLY FILLED BY DARK MINERAL,SOME VESICLE WALLS COVERED WITH BLUE-GRAY MINERAL(SMEC),VESICULAR","PLAG    10-20       2-4 comments : AMOUNT VARIES FROM 10% TO 15-20%,PCES 2+3 CONTAINFEWER PLAG PHENOS THAN OTHER PCES", comments : FINE-GRAINED GNDMASS,SMEC comments :  ID SMEC UNCERTAIN,,
49,411,,5,1,0.0,110.00,110.00,  110.05,"ZOLOTAREV, B.",PLAG-OL PHYRIC BASALT,PCES 1 (3-5),"PHYRIC,FINE-GRAINED",,SLIGHTLY .1-0.3  5-7 VESICLES ARE EMPTY,,,PLAG       10       1-3 | OL                1-1.5,,,,
49,411,,5,1,5.0,110.00,110.05,  110.30,"ZOLOTAREV, B.",OL-PLAG MOD PHYRIC BASALT,"PCES 2 (8-19), 3 (21-30)",MOD PHYRIC,THERE IS A MARGIN BETWEEN TWO UNITS OF BASALT AT PCES 1+2,SLIGHTLY .2-0.8 5-10 MOST VESICLES ARE EMPTY HOWEVER SOME VESICLE WALLS COVERED WITH DARK MINERAL(SMEC?),,,"OL        5-7     0.5-3 comments : OL IS FRESH,SOME OL PHENOS CONTAIN SMALL DARK XTLSWITH FINE OCTAHEDRIC FORM(SPINEL) | PLAG                1-2 comments : RARE PLAG PHENOS,PLAG IS FRESH | SPINEL",,SMEC comments :  ID SMEC UNCERTAIN,,
