leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
94,608,,UPPER PLEISTOCENE,LOWER PLEISTOCENE,0.0,7.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN, 0.01,  1.8,0.905,INITIAL CORE DESCRIPTIONS
94,608,,LOWER PLEISTOCENE,,7.0,35.8,,NO AGE GIVEN,,NO AGE GIVEN,  1.2,  1.8,  1.5,INITIAL CORE DESCRIPTIONS
94,608,,LOWER PLEISTOCENE,UPPER PLIOCENE,35.8,45.4,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  1.2,  3.4,  2.3,INITIAL CORE DESCRIPTIONS
94,608,,UPPER PLIOCENE,,45.4,122.2,,NO AGE GIVEN,,NO AGE GIVEN,  1.8,  3.4,  2.6,INITIAL CORE DESCRIPTIONS
94,608,,LOWER PLIOCENE,,122.2,131.8,,NO AGE GIVEN,,NO AGE GIVEN,  3.4,    5,  4.2,INITIAL CORE DESCRIPTIONS
94,608,,LOWER PLIOCENE,UPPER MIOCENE,131.8,156.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  3.4, 10.5, 6.95,INITIAL CORE DESCRIPTIONS
94,608,,UPPER MIOCENE,,156.5,209.4,,NO AGE GIVEN,,NO AGE GIVEN,    5, 10.5, 7.75,INITIAL CORE DESCRIPTIONS
94,608,,MIDDLE MIOCENE,,209.4,310.1,,NO AGE GIVEN,,NO AGE GIVEN, 10.5,   16,13.25,INITIAL CORE DESCRIPTIONS
94,608,,MIDDLE MIOCENE,LOWER MIOCENE,310.1,358.1,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN, 10.5, 22.5, 16.5,INITIAL CORE DESCRIPTIONS
94,608,,LOWER MIOCENE,,358.1,423.7,,NO AGE GIVEN,,NO AGE GIVEN,   16, 22.5,19.25,INITIAL CORE DESCRIPTIONS
94,608,,LOWER MIOCENE,UPPER OLIGOCENE,423.7,425.3,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   16,   30,   23,INITIAL CORE DESCRIPTIONS
94,608,,UPPER OLIGOCENE,,425.3,462.0,,NO AGE GIVEN,,NO AGE GIVEN, 22.5,   30,26.25,INITIAL CORE DESCRIPTIONS
94,608,,UPPER EOCENE,,462.0,492.5,,NO AGE GIVEN,,NO AGE GIVEN, 37.5,   43,40.25,INITIAL CORE DESCRIPTIONS
94,608,,MIDDLE EOCENE,,492.5,515.4,,NO AGE GIVEN,,NO AGE GIVEN,   43,   49,   46,INITIAL CORE DESCRIPTIONS
