Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
182,1128,C,Shipboard                ,       0.450,    6.470000,P. lacunosa
,,,,,,
182,1128,C,Shipboard                ,       1.670,   12.360000,C. macintyrei
,,,,,,
182,1128,C,Shipboard                ,       3.580,   25.959999,G. margaritae
,,,,,,
182,1128,C,Shipboard                ,       3.750,   25.969999,R. pseudoumbilicus
,,,,,,
182,1128,C,Shipboard                ,       5.800,   51.880001,G. dehiscens
,,,,,,
182,1128,C,Shipboard                ,      26.100,   79.184998,C. altus
,,,,,,
182,1128,C,Shipboard                ,      32.300,  136.929993,R. umbilicus
,,,,,,
