leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding,eodp_id,sample
18,177,A,1,1,20.0,150.0,9.00,9.20,10.50,, CARBONATE BEARING COARSE MUD," 5Y4/1-OLIVE GRAY,5G Y4/1-DK GREENISH GRAY"," SLIGHTLY MOTTLED SILTY MUD,C OLOR CHANGE GRADED",,,,,,, 33213000.1110,76219bba86f771bfb24db7d683660efc,18-177A-1-1
18,177,A,1,2,5.0,140.0,9.00,10.55,11.90,, COARSE MUD, 5Y4/1-OLIVE GRAY, SLIGHT MOTTLING,, PYRITE NODULE AT 49 CM,,,, SOFT TO FIRM, 33213000,d5a6e74e57a03375435b03cb834676ff,18-177A-1-2
18,177,A,2,1,117.0,150.0,18.00,19.17,19.50,, COARSE MUD, 5GY4/1-DK GREEN-GRAY,, STRONGLY DISTURBED,,,,, SOUPY TO SOFT, 33213000,af2177f06a6241cc35dc20d1071f8916,18-177A-2-1
18,177,A,2,2,20.0,150.0,18.00,19.70,21.00,, MUD, 5GY4/1-DK GREEN GRAY, UNIFORM, DISTURBED,,,,, SOFT TO FIRM, 33213000,7b07caae267bb2009a6cb723b5cbc108,18-177A-2-2
18,177,A,2,3,117.0,150.0,18.00,22.17,22.50,, MUD, 5GY4/1-DK.GREEN GRAY, UNIFORM, PARTLY DISTURBED,,,,, SOFT TO FIRM, 33213000,4d7cb78d19eea73523ab6a0611226f96,18-177A-2-3
18,177,A,2,4,0.0,150.0,18.00,22.50,24.00,, MUD, 5GY4/1-DK.GREEN GRAY,," DISRUPTED,VOID 42-116 CM",,,,, SOUPY TO SOFT, 33213000,b9069a04961c2ffbe362d0dd6de2e8da,18-177A-2-4
18,177,A,2,5,0.0,150.0,18.00,24.00,25.50,, MUD, 5GY4/4-DK.GREENISH GRAY,," DISRUPTED,VOID 21- 28 CM",,,,, SOUPY TO SOFT, 33213000,6175818477f0454219297bb0591b9683,18-177A-2-5
18,177,A,2,6,0.0,150.0,18.00,25.50,27.00,, COARSE MUD, 5GY4/1-DK.GREEN GRAY, FAINT LAMINAE AT 10 CM INTERVALS, DISTURBED,,,,, SOFT, 33213000,04c75785ebe6f7b24c4a27d429476ef4,18-177A-2-6
18,177,A,3,1,3.0,138.0,27.00,27.03,28.38,, COARSE MUD," 5Y5/1-OLIVE GRAY,5GY5/1-DK GREEN GRAY"," FAINT LAMINAE AT 10-20 CM INTERVALS,FAINTLY MOTTL ED,IRREGULAR SANDY INCLUSION 120-125 CM", DISTURBED,,,,, SOFT TO FI RM, 33213000,90dda0d15a1d9007848300575b04acb4,18-177A-3-1
18,177,A,3,2,0.0,150.0,27.00,28.50,30.00,, COARSE MUD, 5GY4/1-DK GREEN GRAY," LAMINAE AT 10 CM INTERVALS,SAND BLEBS AT 67 CM AND 87 CM", PARTLY DISTURBED, ANGULAR PEBBLE AT 141 CM,,,, SOFT TO FIRM, 33213000,4be0b661c363644c9a37378b60557681,18-177A-3-2
18,177,A,3,3,0.0,150.0,27.00,30.00,31.50,, COARSE MUD, 5GY4/1-DK GREEN GRAY," LAMINAE AT 10- 15 CM INTERVALS,FEW SANDY INCLUSIONS AND SAND FILLED BURROWS",,,,,, SOFT TO FIRM, 33213000,7c03722eead6ba9ecaae3ace4ea59434,18-177A-3-3
18,177,A,3,4,0.0,150.0,27.00,31.50,33.00,, COARSE MUD, 5GY4/1-DK GREEN GRAY," SAND FILLED BU RROWS,TWO THIN SILTY SAND LAYERS AT 35 CM AND 103 CM",,,,,, SOFT TO FIRM, 33213000,640bb5875b0e5320faf285f900e44a8a,18-177A-3-4
18,177,A,3,5,0.0,150.0,27.00,33.00,34.50,, COARSE MUD, 5GY4/1-DK GREEN GRAY," OCCASIONAL WOR M BURROWS,SILTY SAND PATCHES,PYRITIZED SILTY SAND LA YER AT 106 CM,LAMINAE AT 10-20 CM INTERVALS",, CHALE CHIP AT 10 CM, PYRITE,,, FIRM, 33213000,99a8386ba909854483f8646ecc0c5c6b,18-177A-3-5
18,177,A,3,6,0.0,150.0,27.00,34.50,36.00,, MUD," 5Y4/1-OLIVE GRAY,5GY4/1-DK GREEN GREY"," FAIN T LAMINAE AT 10 CM INTERVALS,LAYERS SILT 25 CM AND 4 6-48 CM",, PEBBLES AT 47 CM AND 113 CM 2 CM DIAM., P ROBABLY PYRITE 46-48 CM,,, SOFT TO FIRM, 33213000,42c53ae9e37a2707c062c9bef91dcfab,18-177A-3-6
18,177,A,4,1,30.0,150.0,36.00,36.30,37.50,, COARSE MUD," 5Y4/1-OLIVE GRAY,5GY4/1-DK GREEN GRAY"," 5Y4/1 30-45 CM,5GY4/1 45-150 CM", DISTURBED,,,, OXIDIZED SLIGHT LY ON TOP, SOFT TO FIRM, 33213000,6883677698c45aa58433b9f90ec024d4,18-177A-4-1
18,177,A,4,2,0.0,150.0,36.00,37.50,39.00,, MUD, 5GY4/1-DK GREEN GRAY," SCATTERED SAND SPOTS AND GRIT,FAINT LAMINAE EVERY 10 CM",,,,,, SOFT TO FIRM, 33213000,cbc138810b6d9ba19c95387c15639920,18-177A-4-2
