Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
114, 702,B,Initial Reports          ,      22.630,   37.799999,Top NP18 Zone
,,,,,,
114, 702,B,Initial Reports          ,      45.400,   42.299999,Top NP16 Zone
,,,,,,
114, 702,B,Initial Reports          ,      49.930,   41.299999,Base P15 Zone
,,,,,,
114, 702,B,Initial Reports          ,      70.660,   42.700001,Base P14 Zone
,,,,,,
114, 702,B,Initial Reports          ,      71.900,   42.709999,Base Chron C18
,,,,,,
114, 702,B,Initial Reports          ,      84.260,   43.599998,Top Chron C19
,,,,,,
114, 702,B,Initial Reports          ,      86.500,   44.000000,Base Chron C19
,,,,,,
114, 702,B,Initial Reports          ,      98.700,   44.599998,Top Chron C20
,,,,,,
114, 702,B,Initial Reports          ,     112.960,   46.000000,Base P12 Zone
,,,,,,
114, 702,B,Initial Reports          ,     113.400,   46.200001,Base Chron C20
,,,,,,
114, 702,B,Initial Reports          ,     130.850,   50.000000,Base ? NP15 Zone
,,,,,,
114, 702,B,Initial Reports          ,     178.650,   52.000000,Base P10 Zone
,,,,,,
114, 702,B,Initial Reports          ,     197.150,   52.599998,Base NP14 Zone
,,,,,,
114, 702,B,Initial Reports          ,     201.910,   53.700001,Top NP12 Zone
,,,,,,
114, 702,B,Initial Reports          ,     221.600,   55.200001,Base P8 Zone
,,,,,,
114, 702,B,Initial Reports          ,     243.830,   57.599998,LO Fasciculithus
,,,,,,
114, 702,B,Initial Reports          ,     244.190,   57.799999,Base P6 Zone
,,,,,,
114, 702,B,Initial Reports          ,     258.050,   59.200001,Base NP9 Zone
,,,,,,
114, 702,B,Initial Reports          ,     277.570,   61.000000,Base P4 Zone
,,,,,,
114, 702,B,Initial Reports          ,     294.300,   62.000000, 
,,,,,,
