leg,site,hole,core,coretype,section,observer,top interval,piece number top,sub piece top,bottom interval,piece number bottom,sub piece bottom,lithology,color,color number,structures,drilling deformities,unusual occurrences,minerals,paleontology,other,induration,more data available,code,latitude,longitude,depth,top interval depth below sea floor,bottom interval depth below sea floor
124,767,C,001,Rotary,01,SAJ,000,,,150,,,claystone and volcanic siltstone(10-150cm);void(0-10cm),"dark greenish gray with slightly reddish at 58-70cm and alternating laminae of reddish gray and green at 148-150cm, and dark greenish gray? burrows at 12-15,65-67,74-76cm((10-150cm)","5g 4/1 with 10y 4/1 at 12-15,65-67,74-76cm(10-150cm)","minor(20-35,46-58,58-62,70-81,83-108,118-149cm) to moderate (10-20,35-46,62-68,110-118cm)bioturbation; chondrites(10-58cm);normal graded bedding with fining upward sequences(66-70,78-83,108-110cm); laminations(58-60,62-64,81-83,108,148-150)","slightly (10-46,110-150cm) to moderately (58-110cm) fragmented; drilling breccia(46-58cm); highly disturbed?(10-46cm); iighly fragmented?(95-107cm)",volcanic siltstone,"volcanic siltstone w/ feldspar, rock fragments and opaques",,graded siltstones and sandstones are interpreted as distal turbidites,,,R,4.79170,123.50340,0680.00,68000,68150
124,767,C,001,Rotary,02,BET,000,,,115,,,"volcanic sandstone(0-6,55-70cm);claystone and volcanic siltstone(6-55,70-115cm)",dark greenish gray,"5gy 4/1(0-6,55-70,88-91cm); 5g 4/1 and 10y 4/1(6-55,70-88,91-115cm)","minor bioturbation(6-40,48-54,70-83,91-95,105-110cm); contorted bedding(1-5cm);fining upward sequences?/normal graded edding(5-11,11-21,21-26,26-32,32-41,67-70,70-76,76-81,81-91,91-105,105-112cm);climbing ripples(67-70cm);scoured,sharp cosntacts(70,76,81cm); laminae(0-2,86-89cm)","moderately fragmented(0-17,40-60cm); slightly fractured(17-40.60-115cm)","volcanic sandstone with volcanic glass(55-70cm); volcanic siltstone(6-55,70-115cm)","volcanic sandstone and siltstone w/ feldspar, rock fragments, opaques, and  with minor hornblende, pyroxene, volcanic glass and calcite at 0-6,55-70cm(0-115cm)","plant material?(0-6,55-70cm)","scoured,sharp contacts(70,76,81cm);graded siltstones and sandstones interpreted as distal turbidites",,,R,4.79170,123.50340,0681.50,68150,68265
124,767,C,001,Rotary,02,,115,,,150,,,organic geochemistry sample (115-140cm); interstitial water sample(140-150cm),,,,,,,,,,,R,4.79170,123.50340,0681.50,68265,68300
124,767,C,001,Rotary,03,NIC,000,,,150,,,volcanic sandstones and siltstones(0-61cm);claystone(61-150cm),dark greenish gray,5gy 4/1(0-61cm); 5g 4/1 with 10y 4/1 mottles(61-150cm),"minor bioturbation(61-150cm);wood/plant fragments(0-61cm,esp 53-57cm);parallel laminae with cross laminae at 8,15,46-50,51-54,55-58(0-61cm);fining upward sequences? with normal graded bedding at 37,61cm(0-21,21-37,37-61cm);scoured sharp contact(37cm); mottling(61-150cm); load cast?(37cm)",slightly fractured(0-80cm);highly fragmented(80-150cm),volcanic sandstones with volcanic glass(0-61cm); volcanic siltstones(0-61cm); volcanic glass,"volcanic sandstones and siltstones w/ feldspar, rock fragments, opaques(0-61cm); minor hornblende, pyroxene, volcanicglass and calcite in sandstones(0-61cm)","wood/plant fragments(o-61cm, esp 53-57cm)","scoured,sharp contact(37cm); graded siltstones and sandstones are interpreted as distal turbidites",,,R,4.79170,123.50340,0683.00,68300,68450
124,767,C,001,Rotary,CC,NIC,000,,,020,,,claystone and volcanic siltstone,dark greenish gray,5g 4/1,minor bioturbation,drilling breccia?,volcanic siltstone?,"volcanic siltstone w/ feldspar, rock fragments, and opaques",,,,,R,4.79170,123.50340,0684.47,68446,68466
124,767,C,002,Rotary,01,SAJ,000,,,150,,,silty claystone,dark greenish gray with some olive gray laminations and bioturbation traces(0-150cm),5g 4/1 with 5y 4/2 laminations and bioturbation traces(0-150cm),"minor(41-48,53-60,76-81,105-112,21-133cm) to moderate(30-40,88-94cm) bioturbation; chondrites and zoophycos; laminations variably oriented(0-30,60-75,98-104,117-134,141-150cm)",highly fragmented or highly disturbed?,"volcanic material(lithic fragments, feldspar, pyroxene, hornblende)","volcanic material(lithic fragments, feldspar, pyroxene, hornblende), continental material(rounded quartz, metamorphic lithic clasts) and carbonate material(calcitic clasts of uncertain origin)",,interpreted as fine polygenetic distal turbidites,,,R,4.79170,123.50340,0689.50,68950,69100
124,767,C,002,Rotary,02,HUA,000,,,125,,,"claystone(0-24,26-50,52-71,80-92,102-115,120-125cm);silty claystone(24-26,50-52,71-80,92-102,115-120cm)",dark gray to dark greenish gray w/ dark gray mottles (0-120cm);olive gray(120-125cm),5y 4/1 to 5g 4/1 with 5y 4/1 mottles(0-120cm);5y 4/2(120-125cm),"5 graded? cycles at 0-26,26-52,52-80,80-120cm, w/ bioturbation increasing upward(0-120cm); minor(0-24,30-50,55-70,84-92,105-115cm) to moderate(26-50,52-55,80-84,102-105,120-125cm) bioturbation w/ chondrites, zoophycos(0-125);mottling(0-120cm);faint laminae(24-26,50-52,71-80,92-102,115-120cm)",highly fragmented(0-125cm) or drilling breccia?,"volcanic material(lithic fragments, feldspar, pyroxene,hornblende)","volcanic material(lithic fragments, feldspar, pyroxene, hornblende), continental material(rounded quartz, metamorphic lithic clasts), carbonate material(calcitic clasts of uncertain origin)",,interpreted as fine polygenetic distal turbidites,,,R,4.79170,123.50340,0691.00,69100,69225
124,767,C,002,Rotary,CC,NIC,000,,,027,,,claystone w/ silty ash layer at 16cm(0-27cm),olive gray w/ black silty ash layer at 16cm,5y 4/2,minor bioturbation(0-27cm); very thin (0.5cm) silty ash layer(16cm),moderately fragmented,silty ash layer(16cm),silty ash layer(16cm),,interpreted as polygenetic distal turbidites,,,R,4.79170,123.50340,0692.24,69223,69250
124,767,C,003,Rotary,01,HUA,000,,,150,,,claystone,dark greenish gray grading down to olive gray(0-38cm); grayish brown(38-70cm); brown/dark brown(70-150cm),5g 4/1 grading down to 5y 4/2(0-38cm); 10yr 5/2 (38-70cm); 7.5yr 4/2(70-150cm),"minor(38-45,53-70cm) to moderate(0-38,45-53cm) bioturbation: massive(70-150cm); small(1-3mm) cu nodules(140-145cm)","highly fragmented(0-135cm) to drilling breccia(135-150cm), or drilling breccia(0-150cm)",small(1-3mm) cu nodules(140-145cm),clay minerals w/ very rare quartz and opaques; cu in nodules(140-145cm),,change in color and degree of bioturbation at 38cm considered an important boundary,,,R,4.79170,123.50340,0698.50,69850,70000
124,767,C,003,Rotary,02,NIC,000,,,057,,,claystone,brown/dark brown,7.5yr 4/2,,drilling breccia,,clay minerals w/ very rare quartz and opaques,,homogeneous,,,R,4.79170,123.50340,0700.00,70000,70057
