leg,site,hole,core,section,top interval depth(cm),top of core depth(cm),top of section(m),sample midpoint depth(m),describer,rock name,piece numbers,texture data,structure data,alteration data,other information data,vesicle data,phenocryst data,groundmass mineral data,replacement mineral data,comments,unknown code
78,543,A,10,1,0.0,408.00,408.00,  408.37,"NATLAND, J.",SEDIMENT,,,,,,,,,,,
78,543,A,10,1,37.0,408.00,408.37,  409.47,"NATLAND, J.","PLAG-OL MOD PHYRIC BASALTPILLOW BASALT, PCES 8A-8D ARE MASSIVE","PCE 1 (38-41), 2 (43-46), 3 (48-52), 4 (54-61), 5 (64-67), 6 (69-73), 7 (77-79), 8A (81-92), 8B (93-110), 8C (115-133), 8D (132-146)","MOD PHYRIC, GLASS IN PCES 4+7 ALTERED TO GREEN CLAYS","PILLOW BASALT, MASSIVE BASALT PCES 8A-8D, RIDDLED WITH CALCITE VEINS","EXT GLASS IN PCES 4+7 ALTERED TO GREEN CLAYS, GNDMASS HAS EXTENSIVE OXIDATION ALTERATION",PCES 1-8A TO 10YK4/3 DARK BROWN,,PLAG        7      TO 5 comments : 2 OR 3 TYPES OF PHENOS- 1) LARGE GLOMEROCRYSTSIRREGULAR CRYSTALS 2) SMALL GLOMEROCRYSTS TABULARCRYSTALS 3) INDIVIDUAL PHENOS | OL comments : ALTERED TO LIGHT BLUISH GREEN CLAY MINERAL(SAPONITE?),,"CALCITE comments :  IN VEINS | SAPONITE               OL comments :  ID UNCERTAIN, LIGHT BLUISH GREEN MINERAL",,
78,543,A,10,2,0.0,408.00,409.50,  411.00,"NATLAND, J.",PLAG-OL MOD PHYRIC BASALTPILLOW BASALT,"PCE 1 (2-9), 2A (12-17), 2B (15-20), 3A (21-40), 3B (38-49), 3C (48-61), 4 (65-68), 5 (71-75), 6 (78-84), 7 (90-93), 8 (97-100), 9A (101-110), 9B (110-125), 10 (128-132), 11 (135-137), 12 (140-148)","MOD PHYRIC, PCES 1+2A GLASS, PCE 9B WITH SAND-SIZED GRAIN BASALT TOWARD BOTTOM","BASALT PILLOWS, CALCITE VEINS OF PCES 1+2A IN GLASS, RIDDLED PCES 3A-3C, PROMINENT 2CM VEIN",MOD REDDISH FE.OX+CLAY ALTERATIONS EDGE OF PCE 6,"MUCH OF CORE ALTERED TO 10YR4/3 DARK BROWN-10YR4/2 DARK GRAYISH BROWN, COOLING UNIT BOUNDARY AT 10CM BETWEEN UNITS 1 AND 2, COOLING UNIT BOUNDARY AT 85CM BETWEEN UNITS 2 AND 3",,PLAG      5-7 | OL       RARE,,CALCITE comments :  IN VEINS | FE.OX                  OL,,
78,543,A,10,3,0.0,408.00,411.00,  411.85,"NATLAND, J.",PLAG-OL MOD PHYRIC BASALT,"PCE 1 (2-38), 2 (40-45), 3 (49-52), 4 (55-75), 5 (77-85)",MOD PHYRIC,CALCITE VEINS,MOD TO EXT,COOLING UNIT BOUNDARY AT 55CM BETWEEN UNITS 3 AND 4,,PLAG       <5 comments : SAME VARIETY AS SECTION 1 | OL comments : ALTERED,,FE.OX                  OL | CALCITE comments :  IN VEINS,,
78,543,A,11,1,0.0,417.50,417.50,  418.95,"NATLAND, J.",PLAG-OL MOD PHYRIC BASALTBASALT PILLOWS,"PCE 1 (2-8), 2 (10-15), 3 (17-22), 5A (30-45), 5B (45-55), 6 (56-60), 7 (62-65), 8 (67-76), 9 (77-84), 10 (86-90), 11 (92-98), 12 (101-105), 13A (106-135), 13B (135-145)","MOD PHYRIC, GLASSY PCES PRESENT","BASALT PILLOWS, CALCITE VEINS PROMINENT IN PCES 3+6- 9+13, POSSIBLE SAPONITE (XRD) VEIN IN PCE 12",MOD TO EXT ESPECIALLY PRONOUNCED IN GLASSY PCES WHICH ARE ALTERED TO BLUISH CLAYS,"INTERPILLOW BROWN CLAYSTONE IN PCE 4, SAPONITE (XRD) ABUNDANT IN PCE 12 WHICH MAY BE EITHER A VEIN OR INTERPILLOW SEDIMENT, COOLING UNIT BOUNDARIES AT 30CM BETWEEN UNITS 4 AND 5 AND AT 85CM BETWEEN UNITS 5 AND 6",,PLAG        5 | OL       RARE comments : ALTERED TO FE.OX,,"CLAY.MIN comments :  BLUISH | CALCITE | SAPONITE comments :  ID XRD, ABUNDANT IN PCE 12",,
78,543,A,11,2,0.0,417.50,419.00,  419.98,"NATLAND, J.",PLAG-OL SPARSELY TO MOD PHYRIC BASALT,"PCE 1A (3-5), 1B (5-10), 2 (12-22), 3 (25-27), 4A (30-45), 4B (45-51), 4C (52-58), 5A (61-67), 5B (68-76), 5C (77-80), 5D (80-92), 5E (93-98)","SPARSELY TO MOD PHYRIC, GLASS (ALTERED) ON PCES 1B+2+3",CALCITE VEINS INDICATED IN PCES 1B-3+5A+5C,MOD TO EXT FRESHER ROCK DOWN SECTION,COOLING UNIT BOUNDARIES AT 11CM BETWEEN UNITS 6 AND 7 AND AT 24CM BETWEEN UNITS 7 AND 8,,PLAG | OL | FE.OX                  OL | CALCITE,,,,
78,543,A,12,1,0.0,420.00,420.00,  420.84,"NATLAND, J.",PLAG-OL MOD PHYRIC BASALTBASALT PILLOWS,"PCE 1 (2-4), 2 (5-8), 3 (10-13), 4 (15-20), 5 (23-27), 6A (30-38), 6B (38-42), 7 (45-50), 8 (51-62), 9A (63-67), 9B (65-75), 10 (77-83)","MOD PHYRIC, GLASS PRESENT, PCES 8+9 HAVE SPHERULITIC SURFACE TEXTURE","BASALT PILLOWS, PROMINENT CALCITE VEINS INDICATED IN PCES 5+6A+8+9A-10",MOD TO EXT ESPECIALLY ALTERED NEAR GLASS,"BOTTOM OF SECTION EMPTY TO KEEP LARGE PCE TOGETHER IN SECTION 2, COOLING UNIT BOUNDARIES AT 1CM BETWEEN UNITS 8 AND 9 AND AT 50CM BETWEEN UNITS 9 AND 10",,PLAG | OL,,CALCITE,,
78,543,A,12,2,0.0,420.00,421.50,  422.52,"NATLAND, J.",PLAG SPARSELY PHYRIC BASALTPILLOW BASALT,"PCE 1A (2-14), 1B (14-25), 1C (25-40), 1D (40-48), 1E (47-55), 1F (55-70), 1G (70-82), 3 (95-101)","SPARSELY PHYRIC, SOME PCES NEARLY APHYRIC, COOLING UNIT 11 LESS PORPHYRITIC THAN EARLIER ONES","MAJOR PORTIONS OF TWO PILLOWS MAKE UP PCES 1A-1G, CALCITE VEINS VERY PROMINENT THROUGHOUT",EXT,"SHORT SECTION BECAUSE OF LARGE CONTINUOUS PCE IN SECTION 3, COOLING UNIT BOUNDARIES AT 48CM BETWEEN UNITS 10 AND 11 AND AT 84CM BETWEEN UNITS 11 AND 12, FLOW UNIT 12 BOUNDARY AT BOTTOM OF PCE 3",,PLAG comments : PHENOS CONCENTRATED IN CENTER OF UPPER PILLOW,,CALCITE,,
78,543,A,12,2,85.0,420.00,422.35,  422.42,"NATLAND, J.",SEDIMENT,,,,,"REDDISH BROWN INTERPILLOW CLAYSTONE, 2.5YR4/3 MUDSTONE",,,,,,
78,543,A,12,3,0.0,420.00,423.00,  424.50,"NATLAND, J.",PLAG-OL SPARSELY PHYRIC BASALT,"PCE 1 (1-6), 2A (8-22), 2B (21-33), 2C (33-45), 2D (45-56), 3 (59-70), 4A (72-78), 4B (78-84), 4C (84-91), 4D (91-97), 5 (100-105), 6 (107-112), 7 (114-118), 8 (120-128), 9A (130-141), 9B (141-148)","SPARSELY PHYRIC, GLASS PRESENT","PILLOW BASALTS, TWO NEAT INTERFRACTURE LIMESTONE- MUDSTONE CHUNKS IN PCES 4A+6, CALCITE VEINS INDICATED IN PCES 2B+2D+3+6+9B","MOD BROWN ALTERATION RINDS NEAR GLASS, GLASS MAINLY SHOT TO GREEN AND BLUE CLAYS","PORTIONS OF 4 COOLING UNITS, COOLING UNIT BOUNDARIES AT 56CM AND 70CM AND 118CM, THESE BOUNDARIES SEPARATE UNITS 13-16, INTERPILLOW SEDIMENT IN PCE 4A",,PLAG | OL,,CALCITE comments :  IN VEINS | CLAY.MIN comments :  GLASS MAINLY SHOT TO GREEN AND BLUE CLAYS,,
