leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
40,364,,PLEISTOCENE,,7.5,17.0,,NO AGE GIVEN,,NO AGE GIVEN,0.011,  1.8,.9055,DSDP INITIAL REPORTS
40,364,,UPPER PLIOCENE,,36.0,39.3,,NO AGE GIVEN,,NO AGE GIVEN,  1.8,  3.4,  2.6,DSDP INITIAL REPORTS
40,364,,MIDDLE PLIOCENE,,39.3,45.5,,NO AGE GIVEN,,NO AGE GIVEN,    3,    4,  3.5,DSDP INITIAL REPORTS
40,364,,LOWER PLIOCENE,,64.5,73.0,,NO AGE GIVEN,,NO AGE GIVEN,  3.4,    5,  4.2,DSDP INITIAL REPORTS
40,364,,UPPER MIOCENE,,102.5,112.0,,NO AGE GIVEN,,NO AGE GIVEN,    5, 10.5, 7.75,DSDP INITIAL REPORTS
40,364,,MIDDLE MIOCENE,LOWER MIOCENE,150.0,159.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN, 10.5, 22.5, 16.5,DSDP INITIAL REPORTS
40,364,,MIDDLE OLIGOCENE,,205.7,207.0,,NO AGE GIVEN,,NO AGE GIVEN,   29,   32, 30.5,DSDP INITIAL REPORTS
40,364,,MIDDLE EOCENE,,254.0,254.5,,NO AGE GIVEN,,NO AGE GIVEN,   43,   49,   46,DSDP INITIAL REPORTS
40,364,,LOWER EOCENE,,283.0,327.0,,NO AGE GIVEN,,NO AGE GIVEN,   49, 53.5,51.25,DSDP INITIAL REPORTS
40,364,,UPPER PALEOCENE,,327.0,330.5,,NO AGE GIVEN,,NO AGE GIVEN, 53.5,   60,56.75,DSDP INITIAL REPORTS
40,364,,MIDDLE PALEOCENE,,349.5,357.0,,NO AGE GIVEN,,NO AGE GIVEN,   58,   60,   59,DSDP INITIAL REPORTS
40,364,,LOWER PALEOCENE,,357.0,359.0,,NO AGE GIVEN,,NO AGE GIVEN,   60,   65, 62.5,DSDP INITIAL REPORTS
40,364,,MAESTRICHTIAN,,359.0,397.9,,NO AGE GIVEN,,NO AGE GIVEN,   65,   70, 67.5,DSDP INITIAL REPORTS
40,364,,LOWER MAESTRICHTIAN ,,397.9,406.5,,NO AGE GIVEN,,NO AGE GIVEN, 67.5,   70,68.75,DSDP INITIAL REPORTS
40,364,,LOWER MAESTRICHTIAN ,CAMPANIAN,425.5,435.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN, 67.5,   78,72.75,DSDP INITIAL REPORTS
40,364,,CAMPANIAN,SANTONIAN,463.5,511.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   70,   82,   76,DSDP INITIAL REPORTS
40,364,,CAMPANIAN,UPPER CONIACIAN,530.0,587.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   70,   84,   77,DSDP INITIAL REPORTS
40,364,,SANTONIAN,UPPER CONIACIAN,596.5,625.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   78,   84,   81,DSDP INITIAL REPORTS
40,364,,LOWER CONIACIAN,UPPER TURONIAN,644.0,653.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   84,   88,   86,DSDP INITIAL REPORTS
40,364,,UPPER ALBIAN,,672.5,710.5,,NO AGE GIVEN,,NO AGE GIVEN,  100,  104,  102,DSDP INITIAL REPORTS
40,364,,UPPER ALBIAN,MIDDLE ALBIAN,710.5,811.4,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  100,  106,  103,DSDP INITIAL REPORTS
40,364,,UPPER ALBIAN,LOWER ALBIAN,811.4,881.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  100,  108,  104,DSDP INITIAL REPORTS
40,364,,MIDDLE ALBIAN,UPPER APTIAN,891.0,995.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  104,  112,  108,DSDP INITIAL REPORTS
40,364,,LOWER ALBIAN,UPPER APTIAN,1005.0,1014.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  106,  112,  109,DSDP INITIAL REPORTS
40,364,,LOWER ALBIAN,,1024.0,1033.5,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN,  106,  108,  107,DSDP INITIAL REPORTS
