leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
80,549,,QUATERNARY,,0.0,9.5,,NO AGE GIVEN,,NO AGE GIVEN,    0,  1.8,  0.9,DSDP INITIAL REPORTS
80,549,,UPPER OLIGOCENE,,9.5,94.0,,NO AGE GIVEN,,NO AGE GIVEN, 22.5,   30,26.25,DSDP INITIAL REPORTS
80,549,,UPPER EOCENE,,94.0,198.5,,NO AGE GIVEN,,NO AGE GIVEN, 37.5,   43,40.25,DSDP INITIAL REPORTS
80,549,,MIDDLE EOCENE,,198.5,274.5,,NO AGE GIVEN,,NO AGE GIVEN,   43,   49,   46,DSDP INITIAL REPORTS
80,549,,LOWER EOCENE,,274.5,331.5,,NO AGE GIVEN,,NO AGE GIVEN,   49, 53.5,51.25,DSDP INITIAL REPORTS
80,549,,UPPER PALEOCENE,,331.5,379.0,,NO AGE GIVEN,,NO AGE GIVEN, 53.5,   60,56.75,DSDP INITIAL REPORTS
80,549,,UPPER MAESTRICHTIAN ,,379.0,388.5,,NO AGE GIVEN,,NO AGE GIVEN,   65, 67.5,66.25,DSDP INITIAL REPORTS
80,549,,LOWER MAESTRICHTIAN ,,388.5,398.0,,NO AGE GIVEN,,NO AGE GIVEN, 67.5,   70,68.75,DSDP INITIAL REPORTS
80,549,,UPPER CAMPANIAN,,398.0,407.5,,NO AGE GIVEN,,NO AGE GIVEN,   70,   74,   72,DSDP INITIAL REPORTS
80,549,,SANTONIAN,,407.5,417.0,,NO AGE GIVEN,,NO AGE GIVEN,   78,   82,   80,DSDP INITIAL REPORTS
80,549,,SANTONIAN,CONIACIAN,417.0,426.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   78,   86,   82,DSDP INITIAL REPORTS
80,549,,LOWER SANTONIAN,CONIACIAN,426.5,436.0,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   80,   86,   83,DSDP INITIAL REPORTS
80,549,,TURONIAN,CENOMANIAN,436.0,445.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   86,  100,   93,DSDP INITIAL REPORTS
80,549,,UPPER CENOMANIAN,MIDDLE CENOMANIAN,445.5,455.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   92, 97.5,94.75,DSDP INITIAL REPORTS
80,549,,MIDDLE CENOMANIAN,LOWER CENOMANIAN,455.0,464.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   95,  100, 97.5,DSDP INITIAL REPORTS
80,549,,MIDDLE ALBIAN,,483.5,626.0,,NO AGE GIVEN,,NO AGE GIVEN,  104,  106,  105,DSDP INITIAL REPORTS
80,549,,MIDDLE ALBIAN,LOWER ALBIAN,626.0,635.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  104,  108,  106,DSDP INITIAL REPORTS
80,549,,LOWER ALBIAN,,635.5,673.5,,NO AGE GIVEN,,NO AGE GIVEN,  106,  108,  107,DSDP INITIAL REPORTS
80,549,,UPPER BARREMIAN,,673.5,692.0,,NO AGE GIVEN,,NO AGE GIVEN,  115,  118,116.5,DSDP INITIAL REPORTS
80,549,,UPPER BARREMIAN,LOWER BARREMIAN,692.0,701.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  115,  121,  118,DSDP INITIAL REPORTS
80,549,,LOWER BARREMIAN,,701.0,737.0,,NO AGE GIVEN,,NO AGE GIVEN,  118,  121,119.5,DSDP INITIAL REPORTS
80,549,,BARREMIAN,,737.0,755.0,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN,  115,  121,  118,DSDP INITIAL REPORTS
80,549,,MIDDLE BARREMIAN,,794.5,797.0,,NO AGE GIVEN,,NO AGE GIVEN,  118,119.5,118.8,DSDP INITIAL REPORTS
80,549,,LOWER BARREMIAN,,801.5,919.5,,NO AGE GIVEN,,NO AGE GIVEN,  118,  121,119.5,DSDP INITIAL REPORTS
