leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
95,612,,PLEISTOCENE,,0.0,33.6,MISSING HOLE OR DRILLED INTERVAL,NO AGE GIVEN,,NO AGE GIVEN,0.011,  1.8,.9055,INITIAL CORE DESCRIPTIONS
95,612,,UPPER PLEISTOCENE,,33.6,37.1,,NO AGE GIVEN,,NO AGE GIVEN, 0.01,  0.7,0.355,INITIAL CORE DESCRIPTIONS
95,612,,UPPER PLIOCENE,,37.1,59.0,,NO AGE GIVEN,,NO AGE GIVEN,  1.8,  3.4,  2.6,INITIAL CORE DESCRIPTIONS
95,612,,PLIOCENE,,59.0,78.4,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN,  1.8,    5,  3.4,INITIAL CORE DESCRIPTIONS
95,612,,LOWER PLIOCENE,,78.4,88.1,,NO AGE GIVEN,,NO AGE GIVEN,  3.4,    5,  4.2,INITIAL CORE DESCRIPTIONS
95,612,,UPPER MIOCENE,,88.1,135.2,,NO AGE GIVEN,,NO AGE GIVEN,    5, 10.5, 7.75,INITIAL CORE DESCRIPTIONS
95,612,,LOWER OLIGOCENE,,135.2,136.2,,NO AGE GIVEN,,NO AGE GIVEN,   30, 37.5,33.75,INITIAL CORE DESCRIPTIONS
95,612,,LOWER OLIGOCENE,UPPER EOCENE,136.2,140.6,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   30,   43, 36.5,INITIAL CORE DESCRIPTIONS
95,612,,UPPER EOCENE,,140.6,181.3,,NO AGE GIVEN,,NO AGE GIVEN, 37.5,   43,40.25,INITIAL CORE DESCRIPTIONS
95,612,,MIDDLE EOCENE,,181.3,347.3,,NO AGE GIVEN,,NO AGE GIVEN,   43,   49,   46,INITIAL CORE DESCRIPTIONS
95,612,,MIDDLE EOCENE,LOWER EOCENE,347.3,357.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   43, 53.5,48.25,INITIAL CORE DESCRIPTIONS
95,612,,LOWER EOCENE,,357.0,559.4,,NO AGE GIVEN,,NO AGE GIVEN,   49, 53.5,51.25,INITIAL CORE DESCRIPTIONS
95,612,,MAESTRICHTIAN,,559.4,636.5,,NO AGE GIVEN,,NO AGE GIVEN,   65,   70, 67.5,INITIAL CORE DESCRIPTIONS
95,612,,MIDDLE MAESTRICHTIAN,LOWER MAESTRICHTIAN ,636.5,639.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   66,   70,   68,INITIAL CORE DESCRIPTIONS
95,612,,UPPER CAMPANIAN,,639.5,675.3,,NO AGE GIVEN,,NO AGE GIVEN,   70,   74,   72,INITIAL CORE DESCRIPTIONS
