leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding,eodp_id,sample
64,474,,1,1,0.0,110.0,0.00,0.00,1.10,, CLAYEY SILT, GRAYISH OLIVE GREEN, BEDDING,,  *,,,, SOFT,,397b154c55b84f136d7727d82094b72c,64-474-1-1
64,474,,1,2,0.0,9.0,0.00,1.50,1.59,JWN, CLAYEY SILT (MUDDY DIAT OOZE), GRAYISH OLIVE GREEN,,,  *,, SHELL DEBRIS,, SOFT, 33213000.3450,dc51e5a8b0529ed9ff9c7d5bd2d56ed8,64-474-1-2
64,474,,1,2,9.0,35.0,0.00,1.59,1.85,JWN, SAND, GRAYISH OLIVE GREEN,,,  *,,,, SOFT, 33214000,2525c8cc5b420e215444a60d07b7fe68,64-474-1-2
64,474,,1,2,35.0,60.0,0.00,1.85,2.10,JWN, MUDDY DIATOM OOZE, GRAYISH OLIVE GREEN,,,  *,,,, SOFT,,677837770f10f3d99aeb8b00c7072d0a,64-474-1-2
64,474,,1,CC,0.0,15.0,0.00,2.70,2.75,JWN, MUDDY DIATOM OOZE, GRAYISH OLIVE GREEN,,,  *,,,, SOFT,,edd588df68b26ac1b58f74023e0a2d4c,64-474-1-CC
64,474,,2,1,0.0,140.0,2.00,2.00,3.40,JWN," MUDDY DIATOM OOZE,CLAYEY SILT", GRAYISH OLIVE GREEN TO DUSKY YELLOW GREEN,,,  *, ORGANIC MATTER,,, SOFT,,00da42f5274b0e503c4ddec946026bcb,64-474-2-1
64,474,,2,2,50.0,150.0,2.00,4.00,5.00,JWN, DIATOM NANNO OOZE," DUSKY YELLOW GREEN,GRAYISH OLIVE GREEN"," LAMINAE,CONTACTS",,,," SPICULES AND SPINES,SHELL DEBRIS*",, SOFT,,0e6464ee0ad916d74238139967d2fa98,64-474-2-2
64,474,,2,3,0.0,111.0,2.00,5.00,6.11,JWN, DIATOM NANNO OOZE," DUSKY YELLOW GREEN,GRAYISH OLIVE GREEN"," LAMINAE,CONTACTS",,,," SPICULES AND SPINES,SHELL DEBRIS*",, SOFT,,7d23bba8e300b5c46b3d729c8af45b5d,64-474-2-3
64,474,,2,3,111.0,121.0,2.00,6.11,6.21,JWN, DIATOM BEARING QUARTZ SILT, GRAYISH OLIVE GREEN, LAMINAE,,  *,,,, SOFT, 11111210.3450,cec690243957445d0ab6041833b25fe1,64-474-2-3
64,474,,2,4,0.0,60.0,2.00,6.50,7.10,JWN, DIATOM BEARING QUARTZ SILT, GRAYISH OLIVE GREEN,,  *,,,,, SOFT,,feac1dc0fd4942112219f6408ec0d89d,64-474-2-4
64,474,,2,CC,0.0,15.0,2.00,7.20,7.25,JWN, DIATOM BEARING QUARTZ SILT, GRAYISH OLIVE GREEN,,,  *,,,, SOFT, 11111210.3450,1b17928cf1d9ea8496304a6a24976964,64-474-2-CC
64,474,,3,1,0.0,26.0,11.50,11.50,11.76,JWN, NANNO BEARING DIATOM QUARTZ SILT," DUSKY YELLOW GREEN,BROWN",, MODERATELY DISTURBED,  *,,,, SOFT, 11111210.3450,833250d15d2ea46dbab1efec7c86e2a9,64-474-3-1
64,474,,3,1,26.0,150.0,11.50,11.76,13.00,JWN, DIATOM SILT," OLIVE GRAY,DUYSKY YELLOW GREEN"," BEDDING,LAMINAE,GRADED BEDDING,TURBIDITES", MODERATELY DISTURBED*,,, SPICULES AND SPINES,, SOFT,,d6f32896f67b1ee29fc79ac2eeba4892,64-474-3-1
64,474,,3,2,0.0,37.0,11.50,13.00,13.37,JWN, SILT," DUSKY YELLOW GREEN,GRAYISH YELLOW",,,  *, ORGANIC MATTER, SPICULES AND SPINES,, SOFT, 33215000,1853ecafff490b204c9d12a82a5c0072,64-474-3-2
64,474,,3,2,37.0,64.0,11.50,13.37,13.64,JWN, NANNO OOZE, GRAYISH YELLOW GREEN,,,  *,, SPICULES AND SPINES,, SOFT,,315b00c9f86eebb877c9afc90c50cfc6,64-474-3-2
64,474,,3,2,64.0,86.0,11.50,13.64,13.86,JWN, DIATOM SILT," DUSKY YELLOW GREEN,GRAYISH YELLOW GREEN",,,  *,, SPICULES AND SPINES,, SOFT,,1b68be129a37b39240944ee83aab32fc,64-474-3-2
